Case,Activity,Timestamp,Resource,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,y_true
1140,info received,2023-12-05 08:52:59.657,,,0,info received,info received,-1,0,0
1140,Make decision_signed1,2023-12-05 08:52:59.757,,collateral events(Make decision),0,Make decision_signed1,make decision,4093,0,1
1140,Check for completeness,2023-12-05 08:53:09.657,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
1140,Make decision_signed1,2023-12-05 08:53:10.557,Clerk-000001,collateral events(Make decision),0,Make decision_signed1,make decision,4094,0,1
1140,Perform checks,2023-12-05 09:16:25.602,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
1140,Make decision_signed1,2023-12-05 09:16:26.302,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,4095,0,1
1140,Make decision,2023-12-05 09:38:16.518,Manager-000006,,0,Make decision,make decision,4096,0,0
1140,Notify accept,2023-12-05 09:47:12.090,Manager-000001,,0,Notify accept,notify accept,-1,0,0
1140,Make decision_signed1,2023-12-05 09:47:12.290,Manager-000001,collateral events(Make decision),0,Make decision_signed1,make decision,4097,0,1
1140,Deliver card,2023-12-05 10:06:58.922,Manager-000003,,0,Deliver card,deliver card,-1,0,0
1140,Make decision_signed1,2023-12-05 10:06:59.222,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,4098,0,1
1140,EVENT 13 END,2023-12-05 10:17:03.608,,,0,EVENT 13 END,event 13 end,-1,0,0
1140,Make decision_signed1,2023-12-05 10:17:04.608,,collateral events(Make decision),0,Make decision_signed1,make decision,4099,0,1
1141,Check for completeness,2023-12-05 09:04:53.879,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
1141,New online application received,2023-12-05 09:04:53.879,,,0,New online application received,new online application received,-1,0,0
1141,Perform checks,2023-12-05 09:05:50.022,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
1141,Make decision,2023-12-05 09:13:50.489,Manager-000005,,0,Make decision,make decision,-1,0,0
1141,Notify accept,2023-12-05 09:14:58.570,Manager-000003,,0,Notify accept,notify accept,-1,0,0
1141,Deliver card,2023-12-05 09:20:15.816,Manager-000002,,0,Deliver card,deliver card,-1,0,0
1141,EVENT 13 END,2023-12-05 09:44:21.005,,,0,EVENT 13 END,event 13 end,-1,0,0
1142,Check for completeness,2023-12-05 09:43:28.838,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
1142,New online application received,2023-12-05 09:43:28.838,,,0,New online application received,new online application received,-1,0,0
1142,Perform checks,2023-12-05 09:47:20.722,Clerk-000003,,0,Perform checks,perform checks,-1,0,0
1142,Make decision,2023-12-05 09:53:07.781,Manager-000004,,0,Make decision,make decision,-1,0,0
1142,notify reject,2023-12-05 09:55:43.498,Manager-000005,,0,notify reject,notify reject,-1,0,0
1142,time out,2023-12-05 10:23:33.792,,,0,time out,time out,-1,0,0
1142,EVENT 13 END,2023-12-05 10:23:43.792,,,0,EVENT 13 END,event 13 end,-1,0,0
1143,Check for completeness,2023-12-05 10:27:26.901,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
1143,New online application received,2023-12-05 10:27:26.901,,,0,New online application received,new online application received,-1,0,0
1143,Perform checks,2023-12-05 10:29:07.844,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
1143,Make decision,2023-12-05 10:33:11.216,Manager-000002,,0,Make decision,make decision,-1,0,0
1143,Notify accept,2023-12-05 10:46:56.889,Manager-000006,,0,Notify accept,notify accept,-1,0,0
1143,Deliver card,2023-12-05 10:53:46.669,Manager-000004,,0,Deliver card,deliver card,-1,0,0
1143,EVENT 13 END,2023-12-05 10:59:34.055,,,0,EVENT 13 END,event 13 end,-1,0,0
1144,Check for completeness,2023-12-05 12:31:13.404,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
1144,New online application received,2023-12-05 12:31:13.404,,,0,New online application received,new online application received,-1,0,0
1144,Make decision_signed1,2023-12-05 12:31:13.904,Clerk-000001,collateral events(Make decision),0,Make decision_signed1,make decision,4100,0,1
1144,Perform checks,2023-12-05 12:34:04.019,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
1144,Make decision_signed1,2023-12-05 12:34:04.219,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,4101,0,1
1144,Make decision,2023-12-05 12:49:17.816,Manager-000001,,0,Make decision,make decision,4102,0,0
1144,notify reject,2023-12-05 12:55:59.103,Manager-000003,,0,notify reject,notify reject,-1,0,0
1144,Make decision_signed1,2023-12-05 12:55:59.903,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,4103,0,1
1144,review request received,2023-12-05 13:08:40.156,,,0,review request received,review request received,-1,0,0
1144,Make decision_signed1,2023-12-05 13:08:40.856,,collateral events(Make decision),0,Make decision_signed1,make decision,4104,0,1
1144,Check for completeness,2023-12-05 13:08:50.156,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
1144,Make decision_signed1,2023-12-05 13:08:50.256,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,4105,0,1
1144,Request info,2023-12-05 13:14:19.214,Manager-000005,,0,Request info,request info,-1,0,0
1144,Make decision_signed1,2023-12-05 13:14:20.014,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,4106,0,1
1144,info received,2023-12-05 13:40:14.450,,,0,info received,info received,-1,0,0
1144,Make decision_signed1,2023-12-05 13:40:14.550,,collateral events(Make decision),0,Make decision_signed1,make decision,4107,0,1
1144,Check for completeness,2023-12-05 13:40:24.450,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
1144,Make decision_signed1,2023-12-05 13:40:24.450,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,4108,0,1
1144,Request info,2023-12-05 13:56:13.523,Manager-000002,,0,Request info,request info,-1,0,0
1144,Make decision_signed1,2023-12-05 13:56:14.023,Manager-000002,collateral events(Make decision),0,Make decision_signed1,make decision,4109,0,1
1144,info received,2023-12-05 14:05:39.701,,,0,info received,info received,-1,0,0
1144,Make decision_signed1,2023-12-05 14:05:40.701,,collateral events(Make decision),0,Make decision_signed1,make decision,4110,0,1
1144,Check for completeness,2023-12-05 14:05:49.701,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
1144,Make decision_signed1,2023-12-05 14:05:50.401,Clerk-000006,collateral events(Make decision),0,Make decision_signed1,make decision,4111,0,1
1144,Request info,2023-12-05 14:18:26.717,Manager-000006,,0,Request info,request info,-1,0,0
1144,Make decision_signed1,2023-12-05 14:18:27.317,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,4112,0,1
1144,info received,2023-12-05 14:21:51.545,,,0,info received,info received,-1,0,0
1144,Make decision_signed1,2023-12-05 14:21:52.145,,collateral events(Make decision),0,Make decision_signed1,make decision,4113,0,1
1144,Check for completeness,2023-12-05 14:22:01.545,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
1144,Make decision_signed1,2023-12-05 14:22:02.245,Clerk-000005,collateral events(Make decision),0,Make decision_signed1,make decision,4114,0,1
1144,Perform checks,2023-12-05 14:25:19.777,Clerk-000001,,0,Perform checks,perform checks,-1,0,0
1144,Make decision_signed1,2023-12-05 14:25:19.977,Clerk-000001,collateral events(Make decision),0,Make decision_signed1,make decision,4115,0,1
1144,Make decision,2023-12-05 14:46:31.278,Manager-000004,,0,Make decision,make decision,4116,0,0
1144,notify reject,2023-12-05 15:00:35.855,Manager-000001,,0,notify reject,notify reject,-1,0,0
1144,Make decision_signed1,2023-12-05 15:00:35.955,Manager-000001,collateral events(Make decision),0,Make decision_signed1,make decision,4117,0,1
1144,review request received,2023-12-05 15:28:44.261,,,0,review request received,review request received,-1,0,0
1144,Make decision_signed1,2023-12-05 15:28:44.861,,collateral events(Make decision),0,Make decision_signed1,make decision,4118,0,1
1144,Check for completeness,2023-12-05 15:28:54.261,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
1144,Make decision_signed1,2023-12-05 15:28:54.461,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,4119,0,1
1144,Perform checks,2023-12-05 15:29:21.360,Clerk-000003,,0,Perform checks,perform checks,-1,0,0
1144,Make decision_signed1,2023-12-05 15:29:21.460,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,4120,0,1
1144,Make decision,2023-12-05 15:34:24.800,Manager-000003,,0,Make decision,make decision,4121,0,0
1144,notify reject,2023-12-05 15:46:54.027,Manager-000006,,0,notify reject,notify reject,-1,0,0
1144,Make decision_signed1,2023-12-05 15:46:54.227,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,4122,0,1
1144,review request received,2023-12-05 16:01:32.891,,,0,review request received,review request received,-1,0,0
1144,Make decision_signed1,2023-12-05 16:01:33.091,,collateral events(Make decision),0,Make decision_signed1,make decision,4123,0,1
1144,Check for completeness,2023-12-05 16:01:42.891,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
1144,Make decision_signed1,2023-12-05 16:01:42.891,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,4124,0,1
1144,Request info,2023-12-05 16:06:23.780,Manager-000005,,0,Request info,request info,-1,0,0
1144,Make decision_signed1,2023-12-05 16:06:24.080,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,4125,0,1
1144,info received,2023-12-05 16:14:25.212,,,0,info received,info received,-1,0,0
1144,Make decision_signed1,2023-12-05 16:14:25.712,,collateral events(Make decision),0,Make decision_signed1,make decision,4126,0,1
1144,Check for completeness,2023-12-05 16:14:35.212,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
1144,Make decision_signed1,2023-12-05 16:14:36.212,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,4127,0,1
1144,Request info,2023-12-05 16:15:04.069,Manager-000002,,0,Request info,request info,-1,0,0
1144,Make decision_signed1,2023-12-05 16:15:04.569,Manager-000002,collateral events(Make decision),0,Make decision_signed1,make decision,4128,0,1
1144,info received,2023-12-05 16:22:04.057,,,0,info received,info received,-1,0,0
1144,Make decision_signed1,2023-12-05 16:22:04.557,,collateral events(Make decision),0,Make decision_signed1,make decision,4129,0,1
1144,Check for completeness,2023-12-05 16:22:14.057,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
1144,Make decision_signed1,2023-12-05 16:22:14.657,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,4130,0,1
1144,Perform checks,2023-12-05 16:30:43.402,Clerk-000006,,0,Perform checks,perform checks,-1,0,0
1144,Make decision_signed1,2023-12-05 16:30:43.502,Clerk-000006,collateral events(Make decision),0,Make decision_signed1,make decision,4131,0,1
1144,Make decision,2023-12-05 16:33:29.716,Manager-000004,,0,Make decision,make decision,4132,0,0
1144,Notify accept,2023-12-05 16:39:30.140,Manager-000006,,0,Notify accept,notify accept,-1,0,0
1144,Make decision_signed1,2023-12-05 16:39:30.840,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,4133,0,1
1144,Deliver card,2023-12-05 16:43:13.108,Manager-000001,,0,Deliver card,deliver card,-1,0,0
1144,Make decision_signed1,2023-12-05 16:43:13.308,Manager-000001,collateral events(Make decision),0,Make decision_signed1,make decision,4134,0,1
1144,EVENT 13 END,2023-12-05 17:04:51.531,,,0,EVENT 13 END,event 13 end,-1,0,0
1144,Make decision_signed1,2023-12-05 17:04:52.531,,collateral events(Make decision),0,Make decision_signed1,make decision,4135,0,1
1145,Check for completeness,2023-12-05 15:26:56.727,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
1145,New online application received,2023-12-05 15:26:56.727,,,0,New online application received,new online application received,-1,0,0
1145,Perform checks,2023-12-05 15:33:50.999,Clerk-000006,,0,Perform checks,perform checks,-1,0,0
1145,Make decision,2023-12-05 15:34:41.008,Manager-000005,,0,Make decision,make decision,-1,0,0
1145,Notify accept,2023-12-05 15:39:10.541,Manager-000002,,0,Notify accept,notify accept,-1,0,0
1145,Deliver card,2023-12-05 15:48:40.196,Manager-000004,,0,Deliver card,deliver card,-1,0,0
1145,EVENT 13 END,2023-12-05 15:56:22.948,,,0,EVENT 13 END,event 13 end,-1,0,0
1146,Check for completeness,2023-12-05 15:44:36.799,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
1146,New online application received,2023-12-05 15:44:36.799,,,0,New online application received,new online application received,-1,0,0
1146,Perform checks,2023-12-05 15:55:05.509,Clerk-000001,,0,Perform checks,perform checks,-1,0,0
1146,Make decision,2023-12-05 16:06:15.186,Manager-000001,,0,Make decision,make decision,-1,0,0
1146,notify reject,2023-12-05 16:13:43.919,Manager-000003,,0,notify reject,notify reject,-1,0,0
1146,time out,2023-12-05 16:29:31.146,,,0,time out,time out,-1,0,0
1146,EVENT 13 END,2023-12-05 16:29:41.146,,,0,EVENT 13 END,event 13 end,-1,0,0
1147,Check for completeness,2023-12-05 16:41:18.827,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
1147,New online application received,2023-12-05 16:41:18.827,,,0,New online application received,new online application received,-1,0,0
1147,Perform checks,2023-12-05 16:43:51.836,Clerk-000001,,0,Perform checks,perform checks,-1,0,0
1147,Make decision,2023-12-05 16:48:54.653,Manager-000005,,0,Make decision,make decision,-1,0,0
1147,Notify accept,2023-12-05 16:55:13.521,Manager-000002,,0,Notify accept,notify accept,-1,0,0
1147,Deliver card,2023-12-05 16:55:43.165,Manager-000003,,0,Deliver card,deliver card,-1,0,0
1147,EVENT 13 END,2023-12-05 16:57:46.520,,,0,EVENT 13 END,event 13 end,-1,0,0
1148,Check for completeness,2023-12-05 17:02:05.641,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
1148,New online application received,2023-12-05 17:02:05.641,,,0,New online application received,new online application received,-1,0,0
1148,Perform checks,2023-12-05 17:28:43.815,Clerk-000006,,0,Perform checks,perform checks,-1,0,0
1148,Make decision,2023-12-05 17:35:57.824,Manager-000004,,0,Make decision,make decision,-1,0,0
1148,Notify accept,2023-12-05 17:38:30.887,Manager-000006,,0,Notify accept,notify accept,-1,0,0
1148,Deliver card,2023-12-05 17:54:58.256,Manager-000001,,0,Deliver card,deliver card,-1,0,0
1148,EVENT 13 END,2023-12-05 18:09:53.553,,,0,EVENT 13 END,event 13 end,-1,0,0
1149,Check for completeness,2023-12-05 17:21:34.180,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
1149,New online application received,2023-12-05 17:21:34.180,,,0,New online application received,new online application received,-1,0,0
1149,Perform checks,2023-12-05 17:35:09.174,Clerk-000001,,0,Perform checks,perform checks,-1,0,0
1149,Make decision,2023-12-05 17:47:06.431,Manager-000005,,0,Make decision,make decision,-1,0,0
1149,Notify accept,2023-12-05 17:50:34.743,Manager-000003,,0,Notify accept,notify accept,-1,0,0
1149,Deliver card,2023-12-05 18:05:42.717,Manager-000005,,0,Deliver card,deliver card,-1,0,0
1149,EVENT 13 END,2023-12-05 18:25:16.054,,,0,EVENT 13 END,event 13 end,-1,0,0
1150,Check for completeness,2023-12-05 17:25:01.391,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
1150,New online application received,2023-12-05 17:25:01.391,,,0,New online application received,new online application received,-1,0,0
1150,Make decision_signed1,2023-12-05 17:25:01.391,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,4136,0,1
1150,Perform checks,2023-12-05 17:33:14.487,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
1150,Make decision_signed1,2023-12-05 17:33:14.687,Clerk-000005,collateral events(Make decision),0,Make decision_signed1,make decision,4137,0,1
1150,Make decision,2023-12-05 17:50:20.913,Manager-000002,,0,Make decision,make decision,4138,0,0
1150,notify reject,2023-12-05 17:59:32.505,Manager-000004,,0,notify reject,notify reject,-1,0,0
1150,Make decision_signed1,2023-12-05 17:59:33.305,Manager-000004,collateral events(Make decision),0,Make decision_signed1,make decision,4139,0,1
1150,review request received,2023-12-05 18:04:33.643,,,0,review request received,review request received,-1,0,0
1150,Make decision_signed1,2023-12-05 18:04:33.943,,collateral events(Make decision),0,Make decision_signed1,make decision,4140,0,1
1150,Check for completeness,2023-12-05 18:04:43.643,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
1150,Make decision_signed1,2023-12-05 18:04:43.643,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,4141,0,1
1150,Request info,2023-12-05 18:07:08.568,Manager-000006,,0,Request info,request info,-1,0,0
1150,Make decision_signed1,2023-12-05 18:07:09.068,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,4142,0,1
1150,info received,2023-12-05 18:27:13.464,,,0,info received,info received,-1,0,0
1150,Make decision_signed1,2023-12-05 18:27:14.364,,collateral events(Make decision),0,Make decision_signed1,make decision,4143,0,1
1150,Check for completeness,2023-12-05 18:27:23.464,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
1150,Make decision_signed1,2023-12-05 18:27:23.964,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,4144,0,1
1150,Perform checks,2023-12-05 18:46:42.422,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
1150,Make decision_signed1,2023-12-05 18:46:42.422,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,4145,0,1
1150,Make decision,2023-12-05 18:51:56.061,Manager-000002,,0,Make decision,make decision,4146,0,0
1150,notify reject,2023-12-05 19:00:20.690,Manager-000004,,0,notify reject,notify reject,-1,0,0
1150,Make decision_signed1,2023-12-05 19:00:21.390,Manager-000004,collateral events(Make decision),0,Make decision_signed1,make decision,4147,0,1
1150,review request received,2023-12-05 19:00:59.006,,,0,review request received,review request received,-1,0,0
1150,Make decision_signed1,2023-12-05 19:00:59.906,,collateral events(Make decision),0,Make decision_signed1,make decision,4148,0,1
1150,Check for completeness,2023-12-05 19:01:09.006,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
1150,Make decision_signed1,2023-12-05 19:01:09.906,Clerk-000006,collateral events(Make decision),0,Make decision_signed1,make decision,4149,0,1
1150,Perform checks,2023-12-05 19:12:13.846,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
1150,Make decision_signed1,2023-12-05 19:12:14.146,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,4150,0,1
1150,Make decision,2023-12-05 19:20:07.758,Manager-000005,,0,Make decision,make decision,4151,0,0
1150,notify reject,2023-12-05 19:25:29.454,Manager-000006,,0,notify reject,notify reject,-1,0,0
1150,Make decision_signed1,2023-12-05 19:25:29.954,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,4152,0,1
1150,review request received,2023-12-05 19:27:33.865,,,0,review request received,review request received,-1,0,0
1150,Make decision_signed1,2023-12-05 19:27:34.465,,collateral events(Make decision),0,Make decision_signed1,make decision,4153,0,1
1150,Check for completeness,2023-12-05 19:27:43.865,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
1150,Make decision_signed1,2023-12-05 19:27:44.665,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,4154,0,1
1150,Request info,2023-12-05 19:36:20.097,Manager-000002,,0,Request info,request info,-1,0,0
1150,Make decision_signed1,2023-12-05 19:36:20.797,Manager-000002,collateral events(Make decision),0,Make decision_signed1,make decision,4155,0,1
1150,info received,2023-12-05 19:40:43.276,,,0,info received,info received,-1,0,0
1150,Make decision_signed1,2023-12-05 19:40:43.576,,collateral events(Make decision),0,Make decision_signed1,make decision,4156,0,1
1150,Check for completeness,2023-12-05 19:40:53.276,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
1150,Make decision_signed1,2023-12-05 19:40:53.676,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,4157,0,1
1150,Perform checks,2023-12-05 19:59:53.058,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
1150,Make decision_signed1,2023-12-05 19:59:53.758,Clerk-000005,collateral events(Make decision),0,Make decision_signed1,make decision,4158,0,1
1150,Make decision,2023-12-05 20:03:31.648,Manager-000003,,0,Make decision,make decision,4159,0,0
1150,notify reject,2023-12-05 20:27:21.190,Manager-000005,,0,notify reject,notify reject,-1,0,0
1150,Make decision_signed1,2023-12-05 20:27:21.590,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,4160,0,1
1150,time out,2023-12-05 20:34:28.978,,,0,time out,time out,-1,0,0
1150,Make decision_signed1,2023-12-05 20:34:29.078,,collateral events(Make decision),0,Make decision_signed1,make decision,4161,0,1
1150,EVENT 13 END,2023-12-05 20:34:38.978,,,0,EVENT 13 END,event 13 end,-1,0,0
1150,Make decision_signed1,2023-12-05 20:34:39.078,,collateral events(Make decision),0,Make decision_signed1,make decision,4162,0,1
1151,Check for completeness,2023-12-05 19:07:05.011,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
1151,New online application received,2023-12-05 19:07:05.011,,,0,New online application received,new online application received,-1,0,0
1151,Perform checks,2023-12-05 19:10:04.686,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
1151,Make decision,2023-12-05 19:11:37.264,Manager-000003,,0,Make decision,make decision,-1,0,0
1151,notify reject,2023-12-05 19:14:47.009,Manager-000001,,0,notify reject,notify reject,-1,0,0
1151,time out,2023-12-05 19:18:19.650,,,0,time out,time out,-1,0,0
1151,EVENT 13 END,2023-12-05 19:18:29.650,,,0,EVENT 13 END,event 13 end,-1,0,0
1152,Check for completeness,2023-12-05 19:49:50.300,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
1152,New online application received,2023-12-05 19:49:50.300,,,0,New online application received,new online application received,-1,0,0
1152,Request info,2023-12-05 20:01:31.881,Manager-000004,,0,Request info,request info,-1,0,0
1152,info received,2023-12-05 20:06:34.778,,,0,info received,info received,-1,0,0
1152,Check for completeness,2023-12-05 20:06:44.778,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
1152,Request info,2023-12-05 20:10:36.480,Manager-000001,,0,Request info,request info,-1,0,0
1152,info received,2023-12-05 20:22:15.722,,,0,info received,info received,-1,0,0
1152,Check for completeness,2023-12-05 20:22:25.722,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
1152,Perform checks,2023-12-05 20:34:34.908,Clerk-000006,,0,Perform checks,perform checks,-1,0,0
1152,Make decision,2023-12-05 20:45:11.713,Manager-000003,,0,Make decision,make decision,-1,0,0
1152,notify reject,2023-12-05 20:46:42.058,Manager-000002,,0,notify reject,notify reject,-1,0,0
1152,review request received,2023-12-05 20:56:02.080,,,0,review request received,review request received,-1,0,0
1152,Check for completeness,2023-12-05 20:56:12.080,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
1152,Request info,2023-12-05 21:01:03.005,Manager-000003,,0,Request info,request info,-1,0,0
1152,info received,2023-12-05 21:19:27.546,,,0,info received,info received,-1,0,0
1152,Check for completeness,2023-12-05 21:19:37.546,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
1152,Request info,2023-12-05 21:37:41.759,Manager-000001,,0,Request info,request info,-1,0,0
1152,info received,2023-12-05 21:42:55.751,,,0,info received,info received,-1,0,0
1152,Check for completeness,2023-12-05 21:43:05.751,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
1152,Perform checks,2023-12-05 21:54:45.080,Clerk-000001,,0,Perform checks,perform checks,-1,0,0
1152,Make decision,2023-12-05 22:05:27.218,Manager-000004,,0,Make decision,make decision,-1,0,0
1152,Notify accept,2023-12-05 22:07:23.589,Manager-000001,,0,Notify accept,notify accept,-1,0,0
1152,Deliver card,2023-12-05 23:27:27.340,Manager-000004,,0,Deliver card,deliver card,-1,0,0
1152,EVENT 13 END,2023-12-06 00:07:36.950,,,0,EVENT 13 END,event 13 end,-1,0,0
1153,Check for completeness,2023-12-05 20:26:18.081,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
1153,New online application received,2023-12-05 20:26:18.081,,,0,New online application received,new online application received,-1,0,0
1153,Request info,2023-12-05 20:46:13.366,Manager-000005,,0,Request info,request info,-1,0,0
1153,info received,2023-12-05 20:47:31.680,,,0,info received,info received,-1,0,0
1153,Check for completeness,2023-12-05 20:47:41.680,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
1153,Request info,2023-12-05 21:00:14.801,Manager-000004,,0,Request info,request info,-1,0,0
1153,info received,2023-12-05 21:14:41.884,,,0,info received,info received,-1,0,0
1153,Check for completeness,2023-12-05 21:14:51.884,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
1153,Request info,2023-12-05 21:18:19.860,Manager-000002,,0,Request info,request info,-1,0,0
1153,info received,2023-12-05 21:28:27.748,,,0,info received,info received,-1,0,0
1153,Check for completeness,2023-12-05 21:28:37.748,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
1153,Request info,2023-12-05 21:36:15.454,Manager-000003,,0,Request info,request info,-1,0,0
1153,info received,2023-12-05 22:05:10.618,,,0,info received,info received,-1,0,0
1153,Check for completeness,2023-12-05 22:05:20.618,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
1153,Perform checks,2023-12-05 22:30:19.537,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
1153,Make decision,2023-12-05 22:47:42.294,Manager-000006,,0,Make decision,make decision,-1,0,0
1153,notify reject,2023-12-05 22:47:56.799,Manager-000003,,0,notify reject,notify reject,-1,0,0
1153,time out,2023-12-05 22:49:14.198,,,0,time out,time out,-1,0,0
1153,EVENT 13 END,2023-12-05 22:49:24.198,,,0,EVENT 13 END,event 13 end,-1,0,0
1154,Check for completeness,2023-12-05 20:28:58.077,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
1154,New online application received,2023-12-05 20:28:58.077,,,0,New online application received,new online application received,-1,0,0
1154,Request info,2023-12-05 20:28:58.692,Manager-000006,,0,Request info,request info,-1,0,0
1154,info received,2023-12-05 21:46:46.899,,,0,info received,info received,-1,0,0
1154,Check for completeness,2023-12-05 21:46:56.899,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
1154,Perform checks,2023-12-05 22:00:36.184,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
1154,Make decision,2023-12-05 22:11:12.296,Manager-000005,,0,Make decision,make decision,-1,0,0
1154,notify reject,2023-12-05 22:25:22.859,Manager-000002,,0,notify reject,notify reject,-1,0,0
1154,time out,2023-12-05 22:36:02.069,,,0,time out,time out,-1,0,0
1154,EVENT 13 END,2023-12-05 22:36:12.069,,,0,EVENT 13 END,event 13 end,-1,0,0
1155,Check for completeness,2023-12-05 20:31:55.526,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
1155,New online application received,2023-12-05 20:31:55.526,,,0,New online application received,new online application received,-1,0,0
1155,Perform checks,2023-12-05 20:32:41.389,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
1155,Make decision,2023-12-05 20:36:21.176,Manager-000002,,0,Make decision,make decision,-1,0,0
1155,Notify accept,2023-12-05 20:37:10.662,Manager-000004,,0,Notify accept,notify accept,-1,0,0
1155,Deliver card,2023-12-05 20:37:21.265,Manager-000001,,0,Deliver card,deliver card,-1,0,0
1155,EVENT 13 END,2023-12-05 20:52:13.979,,,0,EVENT 13 END,event 13 end,-1,0,0
1156,Check for completeness,2023-12-05 20:56:57.759,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
1156,New online application received,2023-12-05 20:56:57.759,,,0,New online application received,new online application received,-1,0,0
1156,Request info,2023-12-05 21:04:34.347,Manager-000005,,0,Request info,request info,-1,0,0
1156,info received,2023-12-05 21:06:04.448,,,0,info received,info received,-1,0,0
1156,Check for completeness,2023-12-05 21:06:14.448,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
1156,Perform checks,2023-12-05 21:06:59.528,Clerk-000006,,0,Perform checks,perform checks,-1,0,0
1156,Make decision,2023-12-05 21:15:35.441,Manager-000001,,0,Make decision,make decision,-1,0,0
