Case,Timestamp,Resource,Activity,Activity_fixed,ishomonymous
4242,2024-11-06 23:12:20,Barman-000002,Bring drinks,Bring drinks,0
4242,2024-11-06 23:16:31,Waiter-000001,Review drinks,Review drinks,0
4242,2024-11-15 00:01:38,Cook-000003,Prepare main course,Prepare main course,0
4242,2024-11-25 18:42:04,Cook-000002,Signal food complete,Signal food complete,0
4242,2024-11-25 19:26:49,Cook helper-000002,Bring food,Bring food,0
4242,2024-11-25 19:28:39,Waiter-000004,Deliver to customer,Deliver to customer,0
4242,2024-11-25 19:35:02,,EVENT 8 END,EVENT 8 END,0
4243,2024-11-06 22:45:00,Waiter-000004,Take order,Take order,0
4243,2024-11-06 22:45:00,,start,start,0
4243,2024-11-06 22:49:30,Waiter-000003,Review order,Review order,0
4243,2024-11-06 22:49:43,Barman-000002,prepare drinks,prepare drinks,0
4243,2024-11-06 22:49:56,Barman-000001,Bring drinks,Bring drinks,0
4243,2024-11-06 22:57:12,Waiter-000001,Review drinks,Review drinks,0
4243,2024-11-06 23:00:00,Barman-000003,prepare drinks,prepare drinks,0
4243,2024-11-06 23:05:18,Barman-000003,Bring drinks,Bring drinks,0
4243,2024-11-06 23:16:17,Waiter-000005,Review drinks,Review drinks,0
4243,2024-11-06 23:16:29,Barman-000003,prepare drinks,prepare drinks,0
4243,2024-11-06 23:17:04,Barman-000002,Bring drinks,Bring drinks,0
4243,2024-11-06 23:28:03,Waiter-000005,Review drinks,Review drinks,0
4243,2024-11-15 00:04:48,Cook-000001,Prepare main course,Prepare main course,0
4243,2024-11-25 19:46:40,Cook-000002,Signal food complete,Signal food complete,0
4243,2024-11-25 20:05:51,Cook helper-000002,Bring food,Bring food,0
4243,2024-11-25 20:08:14,Waiter-000003,Deliver to customer,Deliver to customer,0
4243,2024-11-25 20:09:39,,EVENT 8 END,EVENT 8 END,0
4244,2024-11-06 23:00:00,Waiter-000002,Take order,Take order,0
4244,2024-11-06 23:00:00,,start,start,0
4244,2024-11-06 23:01:31,Waiter-000004,Review order,Review order,0
4244,2024-11-06 23:04:32,Barman-000001,prepare drinks,prepare drinks,0
4244,2024-11-06 23:08:40,Barman-000001,Bring drinks,Bring drinks,0
4244,2024-11-06 23:12:33,Waiter-000003,Review drinks,Review drinks,0
4244,2024-11-06 23:16:04,Barman-000001,prepare drinks,prepare drinks,0
4244,2024-11-06 23:23:45,Barman-000001,Bring drinks,Bring drinks,0
4244,2024-11-06 23:25:25,Waiter-000003,Review drinks,Review drinks,0
4244,2024-11-15 00:04:54,Cook-000002,Prepare main course,Prepare main course,0
4244,2024-11-25 20:03:20,Cook-000001,Signal food complete,Signal food complete,0
4244,2024-11-25 20:41:55,Cook helper-000002,Bring food,Bring food,0
4244,2024-11-25 20:48:39,Waiter-000002,Deliver to customer,Deliver to customer,0
4244,2024-11-25 20:48:56,,EVENT 8 END,EVENT 8 END,0
4245,2024-11-06 23:15:00,Waiter-000004,Take order,Take order,0
4245,2024-11-06 23:15:00,,start,start,0
4245,2024-11-06 23:17:40,Waiter-000002,Review order,Review order,0
4245,2024-11-06 23:17:50,Cook helper-000003,Prepare starter,Prepare starter,0
4245,2024-11-06 23:17:50,Barman-000003,prepare drinks,prepare drinks,0
4245,2024-11-06 23:20:21,Barman-000003,Bring drinks,Bring drinks,0
4245,2024-11-06 23:34:28,Waiter-000002,Review drinks,Review drinks,0
4245,2024-11-15 00:07:42,Cook-000003,Prepare main course,Prepare main course,0
4245,2024-11-25 18:54:06,Cook-000001,Signal food complete,Signal food complete,0
4245,2024-11-25 19:06:57,Cook helper-000003,Bring food,Bring food,0
4245,2024-11-25 19:17:48,Waiter-000005,Deliver to customer,Deliver to customer,0
4245,2024-11-25 19:18:27,,EVENT 8 END,EVENT 8 END,0
4246,2024-11-06 23:30:00,Waiter-000001,Take order,Take order,0
4246,2024-11-06 23:30:00,,start,start,0
4246,2024-11-06 23:33:22,Waiter-000004,Review order,Review order,0
4246,2024-11-06 23:34:20,Barman-000001,prepare drinks,prepare drinks,0
4246,2024-11-06 23:34:54,Barman-000002,Bring drinks,Bring drinks,0
4246,2024-11-06 23:38:20,Waiter-000003,Review drinks,Review drinks,0
4246,2024-11-06 23:38:22,Barman-000003,prepare drinks,prepare drinks,0
4246,2024-11-06 23:40:21,Barman-000001,Bring drinks,Bring drinks,0
4246,2024-11-06 23:41:01,Waiter-000001,Review drinks,Review drinks,0
4246,2024-11-15 00:21:54,Cook-000003,Prepare main course,Prepare main course,0
4246,2024-11-25 19:04:21,Cook-000003,Signal food complete,Signal food complete,0
4246,2024-11-25 20:00:27,Cook helper-000003,Bring food,Bring food,0
4246,2024-11-25 20:04:55,Waiter-000001,Deliver to customer,Deliver to customer,0
4246,2024-11-25 20:07:07,,EVENT 8 END,EVENT 8 END,0
4247,2024-11-06 23:45:00,Waiter-000004,Take order,Take order,0
4247,2024-11-06 23:45:00,,start,start,0
4247,2024-11-06 23:47:04,Waiter-000002,Review order,Review order,0
4247,2024-11-06 23:48:31,Cook helper-000001,Prepare starter,Prepare starter,0
4247,2024-11-06 23:48:31,Barman-000002,prepare drinks,prepare drinks,0
4247,2024-11-06 23:59:01,Barman-000003,Bring drinks,Bring drinks,0
4247,2024-11-07 00:06:51,Waiter-000005,Review drinks,Review drinks,0
4247,2024-11-07 00:07:30,Barman-000001,prepare drinks,prepare drinks,0
4247,2024-11-07 00:08:06,Barman-000003,Bring drinks,Bring drinks,0
4247,2024-11-07 00:09:17,Waiter-000004,Review drinks,Review drinks,0
4247,2024-11-07 00:11:58,Barman-000001,prepare drinks,prepare drinks,0
4247,2024-11-07 00:19:11,Barman-000001,Bring drinks,Bring drinks,0
4247,2024-11-07 00:23:40,Waiter-000005,Review drinks,Review drinks,0
4247,2024-11-15 00:23:28,Cook-000003,Prepare main course,Prepare main course,0
4247,2024-11-25 19:26:49,Cook-000002,Signal food complete,Signal food complete,0
4247,2024-11-25 19:44:57,Cook helper-000001,Bring food,Bring food,0
4247,2024-11-25 19:45:07,Waiter-000004,Deliver to customer,Deliver to customer,0
4247,2024-11-25 19:45:55,,EVENT 8 END,EVENT 8 END,0
4248,2024-11-07 00:00:00,Waiter-000003,Take order,Take order,0
4248,2024-11-07 00:00:00,,start,start,0
4248,2024-11-07 00:06:58,Waiter-000001,Review order,Review order,0
4248,2024-11-07 00:07:46,Barman-000002,prepare drinks,prepare drinks,0
4248,2024-11-07 00:30:14,Barman-000001,Bring drinks,Bring drinks,0
4248,2024-11-07 00:30:31,Waiter-000002,Review drinks,Review drinks,0
4248,2024-11-07 00:31:00,Barman-000002,prepare drinks,prepare drinks,0
4248,2024-11-07 00:40:52,Barman-000002,Bring drinks,Bring drinks,0
4248,2024-11-07 00:46:37,Waiter-000005,Review drinks,Review drinks,0
4248,2024-11-07 00:46:59,Barman-000003,prepare drinks,prepare drinks,0
4248,2024-11-07 00:51:03,Barman-000003,Bring drinks,Bring drinks,0
4248,2024-11-07 01:01:19,Waiter-000003,Review drinks,Review drinks,0
4248,2024-11-15 00:54:06,Cook-000001,Prepare main course,Prepare main course,0
4248,2024-11-25 20:05:51,Cook-000002,Signal food complete,Signal food complete,0
4248,2024-11-25 20:24:32,Cook helper-000003,Bring food,Bring food,0
4248,2024-11-25 20:27:51,Waiter-000004,Deliver to customer,Deliver to customer,0
4248,2024-11-25 20:30:22,,EVENT 8 END,EVENT 8 END,0
4249,2024-11-07 00:15:00,Waiter-000002,Take order,Take order,0
4249,2024-11-07 00:15:00,,start,start,0
4249,2024-11-07 00:17:49,Waiter-000003,Review order,Review order,0
4249,2024-11-07 00:18:18,Cook helper-000002,Prepare starter,Prepare starter,0
4249,2024-11-07 00:18:18,Barman-000003,prepare drinks,prepare drinks,0
4249,2024-11-07 00:22:02,Barman-000003,Bring drinks,Bring drinks,0
4249,2024-11-07 00:32:49,Waiter-000003,Review drinks,Review drinks,0
4249,2024-11-07 00:33:07,Barman-000003,prepare drinks,prepare drinks,0
4249,2024-11-07 00:33:53,Barman-000003,Bring drinks,Bring drinks,0
4249,2024-11-07 00:38:21,Waiter-000001,Review drinks,Review drinks,0
4249,2024-11-07 00:38:56,Barman-000003,prepare drinks,prepare drinks,0
4249,2024-11-07 00:44:30,Barman-000003,Bring drinks,Bring drinks,0
4249,2024-11-07 00:46:08,Waiter-000003,Review drinks,Review drinks,0
4249,2024-11-15 01:02:54,Cook-000003,Prepare main course,Prepare main course,0
4249,2024-11-25 20:19:27,Cook-000003,Signal food complete,Signal food complete,0
4249,2024-11-25 20:52:30,Cook helper-000001,Bring food,Bring food,0
4249,2024-11-25 21:01:04,Waiter-000003,Deliver to customer,Deliver to customer,0
4249,2024-11-25 21:03:07,,EVENT 8 END,EVENT 8 END,0
4250,2024-11-07 00:30:00,Waiter-000001,Take order,Take order,0
4250,2024-11-07 00:30:00,,start,start,0
4250,2024-11-07 00:30:08,Waiter-000004,Review order,Review order,0
4250,2024-11-07 00:31:23,Barman-000001,prepare drinks,prepare drinks,0
4250,2024-11-07 00:34:31,Barman-000001,Bring drinks,Bring drinks,0
4250,2024-11-07 00:44:02,Waiter-000002,Review drinks,Review drinks,0
4250,2024-11-07 00:44:06,Barman-000001,prepare drinks,prepare drinks,0
4250,2024-11-07 01:04:52,Barman-000002,Bring drinks,Bring drinks,0
4250,2024-11-07 01:09:06,Waiter-000001,Review drinks,Review drinks,0
4250,2024-11-07 01:10:16,Barman-000003,prepare drinks,prepare drinks,0
4250,2024-11-07 01:22:48,Barman-000003,Bring drinks,Bring drinks,0
4250,2024-11-07 01:38:30,Waiter-000005,Review drinks,Review drinks,0
4250,2024-11-07 01:39:10,Barman-000003,prepare drinks,prepare drinks,0
4250,2024-11-07 01:40:13,Barman-000003,Bring drinks,Bring drinks,0
4250,2024-11-07 01:40:36,Waiter-000004,Review drinks,Review drinks,0
4250,2024-11-15 01:05:07,Cook-000002,Prepare main course,Prepare main course,0
4250,2024-11-25 20:27:06,Cook-000002,Signal food complete,Signal food complete,0
4250,2024-11-25 21:06:46,Cook helper-000003,Bring food,Bring food,0
4250,2024-11-25 21:08:21,Waiter-000005,Deliver to customer,Deliver to customer,0
4250,2024-11-25 21:10:22,,EVENT 8 END,EVENT 8 END,0
4251,2024-11-07 00:45:00,Waiter-000004,Take order,Take order,0
4251,2024-11-07 00:45:00,,start,start,0
4251,2024-11-07 00:48:19,Waiter-000002,Review order,Review order,0
4251,2024-11-07 00:49:52,Barman-000002,prepare drinks,prepare drinks,0
4251,2024-11-07 00:56:13,Barman-000002,Bring drinks,Bring drinks,0
4251,2024-11-07 01:02:07,Waiter-000005,Review drinks,Review drinks,0
4251,2024-11-15 01:33:16,Cook-000003,Prepare main course,Prepare main course,0
4251,2024-11-25 20:41:55,Cook-000001,Signal food complete,Signal food complete,0
4251,2024-11-25 20:57:12,Cook helper-000003,Bring food,Bring food,0
4251,2024-11-25 20:57:46,Waiter-000005,Deliver to customer,Deliver to customer,0
4251,2024-11-25 20:59:43,,EVENT 8 END,EVENT 8 END,0
4252,2024-11-07 01:00:00,Waiter-000004,Take order,Take order,0
4252,2024-11-07 01:00:00,,start,start,0
4252,2024-11-07 01:00:42,Waiter-000001,Review order,Review order,0
4252,2024-11-07 01:01:19,Barman-000003,prepare drinks,prepare drinks,0
4252,2024-11-07 01:05:40,Barman-000001,Bring drinks,Bring drinks,0
4252,2024-11-07 01:17:54,Waiter-000005,Review drinks,Review drinks,0
4252,2024-11-07 01:19:20,Barman-000001,prepare drinks,prepare drinks,0
4252,2024-11-07 01:24:56,Barman-000001,Bring drinks,Bring drinks,0
4252,2024-11-07 01:27:03,Waiter-000004,Review drinks,Review drinks,0
4252,2024-11-07 01:28:51,Barman-000001,prepare drinks,prepare drinks,0
4252,2024-11-07 01:36:43,Barman-000001,Bring drinks,Bring drinks,0
4252,2024-11-07 01:49:41,Waiter-000003,Review drinks,Review drinks,0
4252,2024-11-15 01:47:20,Cook-000002,Prepare main course,Prepare main course,0
4252,2024-11-25 20:52:30,Cook-000003,Signal food complete,Signal food complete,0
4252,2024-11-25 20:58:33,Cook helper-000002,Bring food,Bring food,0
4252,2024-11-25 21:10:04,Waiter-000001,Deliver to customer,Deliver to customer,0
4252,2024-11-25 21:11:33,,EVENT 8 END,EVENT 8 END,0
4253,2024-11-07 01:15:00,Waiter-000002,Take order,Take order,0
4253,2024-11-07 01:15:00,,start,start,0
4253,2024-11-07 01:16:24,Waiter-000003,Review order,Review order,0
4253,2024-11-07 01:16:48,Barman-000002,prepare drinks,prepare drinks,0
4253,2024-11-07 01:22:48,Barman-000002,Bring drinks,Bring drinks,0
4253,2024-11-07 01:29:49,Waiter-000001,Review drinks,Review drinks,0
4253,2024-11-15 01:52:22,Cook-000002,Prepare main course,Prepare main course,0
4253,2024-11-25 21:30:57,Cook-000001,Signal food complete,Signal food complete,0
4253,2024-11-25 21:56:27,Cook helper-000001,Bring food,Bring food,0
4253,2024-11-25 22:01:21,Waiter-000005,Deliver to customer,Deliver to customer,0
4253,2024-11-25 22:05:54,,EVENT 8 END,EVENT 8 END,0
4254,2024-11-07 01:30:00,Waiter-000002,Take order,Take order,0
4254,2024-11-07 01:30:00,,start,start,0
4254,2024-11-07 01:31:40,Waiter-000003,Review order,Review order,0
4254,2024-11-07 01:32:57,Cook helper-000001,Prepare starter,Prepare starter,0
4254,2024-11-07 01:32:57,Barman-000002,prepare drinks,prepare drinks,0
4254,2024-11-07 01:37:37,Barman-000002,Bring drinks,Bring drinks,0
4254,2024-11-07 01:55:28,Waiter-000001,Review drinks,Review drinks,0
4254,2024-11-15 18:32:17,Cook-000003,Prepare main course,Prepare main course,0
4254,2024-11-25 21:15:50,Cook-000002,Signal food complete,Signal food complete,0
4254,2024-11-25 21:37:07,Cook helper-000002,Bring food,Bring food,0
4254,2024-11-25 21:37:48,Waiter-000004,Deliver to customer,Deliver to customer,0
4254,2024-11-25 21:37:53,,EVENT 8 END,EVENT 8 END,0
4255,2024-11-07 01:45:00,Waiter-000001,Take order,Take order,0
4255,2024-11-07 01:45:00,,start,start,0
4255,2024-11-07 01:46:22,Waiter-000002,Review order,Review order,0
4255,2024-11-07 01:46:35,Barman-000003,prepare drinks,prepare drinks,0
4255,2024-11-07 01:53:23,Barman-000001,Bring drinks,Bring drinks,0
4255,2024-11-07 18:06:57,Waiter-000005,Review drinks,Review drinks,0
4255,2024-11-15 18:58:12,Cook-000003,Prepare main course,Prepare main course,0
4255,2024-11-25 21:50:45,Cook-000003,Signal food complete,Signal food complete,0
4255,2024-11-25 21:59:14,Cook helper-000002,Bring food,Bring food,0
4255,2024-11-25 22:16:34,Waiter-000005,Deliver to customer,Deliver to customer,0
4255,2024-11-25 22:20:27,,EVENT 8 END,EVENT 8 END,0
4256,2024-11-07 02:00:00,,start,start,0
4256,2024-11-07 18:00:00,Waiter-000002,Take order,Take order,0
4256,2024-11-07 18:05:44,Waiter-000003,Review order,Review order,0
4256,2024-11-07 18:08:18,Barman-000003,prepare drinks,prepare drinks,0
4256,2024-11-07 18:13:21,Barman-000002,Bring drinks,Bring drinks,0
4256,2024-11-07 18:15:43,Waiter-000004,Review drinks,Review drinks,0
4256,2024-11-07 18:16:04,Barman-000001,prepare drinks,prepare drinks,0
4256,2024-11-07 18:19:38,Barman-000002,Bring drinks,Bring drinks,0
4256,2024-11-07 18:21:52,Waiter-000003,Review drinks,Review drinks,0
4256,2024-11-15 19:23:40,Cook-000002,Prepare main course,Prepare main course,0
4256,2024-11-25 21:59:14,Cook-000003,Signal food complete,Signal food complete,0
4256,2024-11-25 22:02:13,Cook helper-000003,Bring food,Bring food,0
4256,2024-11-25 22:06:40,Waiter-000004,Deliver to customer,Deliver to customer,0
4256,2024-11-25 22:06:58,,EVENT 8 END,EVENT 8 END,0
4257,2024-11-07 18:15:00,Waiter-000001,Take order,Take order,0
4257,2024-11-07 18:15:00,,start,start,0
4257,2024-11-07 18:17:43,Waiter-000005,Review order,Review order,0
4257,2024-11-07 18:19:30,Cook helper-000003,Prepare starter,Prepare starter,0
4257,2024-11-07 18:19:30,Barman-000003,prepare drinks,prepare drinks,0
4257,2024-11-07 18:22:07,Barman-000001,Bring drinks,Bring drinks,0
4257,2024-11-07 18:22:32,Waiter-000004,Review drinks,Review drinks,0
4257,2024-11-07 18:23:05,Barman-000002,prepare drinks,prepare drinks,0
4257,2024-11-07 18:42:15,Barman-000001,Bring drinks,Bring drinks,0
4257,2024-11-07 18:51:08,Waiter-000001,Review drinks,Review drinks,0
4257,2024-11-15 20:17:28,Cook-000002,Prepare main course,Prepare main course,0
4257,2024-11-25 22:23:38,Cook-000003,Signal food complete,Signal food complete,0
4257,2024-11-25 22:39:20,Cook helper-000002,Bring food,Bring food,0
4257,2024-11-25 22:39:54,Waiter-000004,Deliver to customer,Deliver to customer,0
4257,2024-11-25 22:40:11,,EVENT 8 END,EVENT 8 END,0
4258,2024-11-07 18:30:00,Waiter-000001,Take order,Take order,0
4258,2024-11-07 18:30:00,,start,start,0
4258,2024-11-07 18:33:50,Waiter-000005,Review order,Review order,0
4258,2024-11-07 18:34:55,Barman-000003,prepare drinks,prepare drinks,0
4258,2024-11-07 18:42:43,Barman-000002,Bring drinks,Bring drinks,0
4258,2024-11-07 18:45:03,Waiter-000003,Review drinks,Review drinks,0
4258,2024-11-07 18:46:41,Barman-000002,prepare drinks,prepare drinks,0
4258,2024-11-07 18:48:01,Barman-000002,Bring drinks,Bring drinks,0
4258,2024-11-07 18:54:23,Waiter-000004,Review drinks,Review drinks,0
4258,2024-11-07 18:55:12,Barman-000001,prepare drinks,prepare drinks,0
4258,2024-11-07 18:56:51,Barman-000003,Bring drinks,Bring drinks,0
4258,2024-11-07 19:01:17,Waiter-000003,Review drinks,Review drinks,0
4258,2024-11-15 21:22:14,Cook-000002,Prepare main course,Prepare main course,0
4258,2024-11-25 22:39:20,Cook-000003,Signal food complete,Signal food complete,0
4258,2024-11-25 22:43:44,Cook helper-000001,Bring food,Bring food,0
4258,2024-11-25 22:48:13,Waiter-000001,Deliver to customer,Deliver to customer,0
4258,2024-11-25 22:48:49,,EVENT 8 END,EVENT 8 END,0
4259,2024-11-07 18:45:00,Waiter-000004,Take order,Take order,0
4259,2024-11-07 18:45:00,,start,start,0
4259,2024-11-07 18:45:05,Waiter-000002,Review order,Review order,0
4259,2024-11-07 18:46:29,Cook helper-000001,Prepare starter,Prepare starter,0
4259,2024-11-07 18:46:29,Barman-000003,prepare drinks,prepare drinks,0
4259,2024-11-07 18:47:53,Barman-000003,Bring drinks,Bring drinks,0
4259,2024-11-07 18:51:11,Waiter-000005,Review drinks,Review drinks,0
4259,2024-11-15 21:53:31,Cook-000003,Signal food complete,Signal food complete,0
4259,2024-11-15 22:00:57,Cook helper-000002,Bring food,Bring food,0
4259,2024-11-15 22:05:54,Waiter-000004,Deliver to customer,Deliver to customer,0
4259,2024-11-15 22:07:56,,EVENT 8 END,EVENT 8 END,0
4260,2024-11-07 19:00:00,Waiter-000002,Take order,Take order,0
4260,2024-11-07 19:00:00,,start,start,0
4260,2024-11-07 19:01:33,Waiter-000005,Review order,Review order,0
4260,2024-11-07 19:03:50,Barman-000002,prepare drinks,prepare drinks,0
4260,2024-11-07 19:07:47,Barman-000001,Bring drinks,Bring drinks,0
4260,2024-11-07 19:15:27,Waiter-000004,Review drinks,Review drinks,0
4260,2024-11-15 21:46:46,Cook-000002,Prepare main course,Prepare main course,0
4260,2024-11-25 22:59:19,Cook-000003,Signal food complete,Signal food complete,0
4260,2024-11-25 23:04:14,Cook helper-000002,Bring food,Bring food,0
4260,2024-11-25 23:11:47,Waiter-000005,Deliver to customer,Deliver to customer,0
4260,2024-11-25 23:15:01,,EVENT 8 END,EVENT 8 END,0
4261,2024-11-07 19:15:00,Waiter-000001,Take order,Take order,0
4261,2024-11-07 19:15:00,,start,start,0
4261,2024-11-07 19:16:35,Waiter-000003,Review order,Review order,0
4261,2024-11-07 19:16:41,Barman-000003,prepare drinks,prepare drinks,0
4261,2024-11-07 19:29:14,Barman-000002,Bring drinks,Bring drinks,0
4261,2024-11-07 19:30:39,Waiter-000001,Review drinks,Review drinks,0
4261,2024-11-07 19:31:04,Barman-000001,prepare drinks,prepare drinks,0
4261,2024-11-07 19:38:23,Barman-000003,Bring drinks,Bring drinks,0
4261,2024-11-07 19:46:42,Waiter-000004,Review drinks,Review drinks,0
4261,2024-11-15 22:18:27,Cook-000002,Prepare main course,Prepare main course,0
4261,2024-11-25 23:04:16,Cook-000002,Signal food complete,Signal food complete,0
4261,2024-11-25 23:50:31,Cook helper-000003,Bring food,Bring food,0
4261,2024-11-25 23:52:23,Waiter-000003,Deliver to customer,Deliver to customer,0
4261,2024-11-25 23:52:29,,EVENT 8 END,EVENT 8 END,0
4262,2024-11-07 19:30:00,Waiter-000002,Take order,Take order,0
4262,2024-11-07 19:30:00,,start,start,0
4262,2024-11-07 19:31:52,Waiter-000003,Review order,Review order,0
4262,2024-11-07 19:31:53,Cook helper-000001,Prepare starter,Prepare starter,0
4262,2024-11-07 19:31:53,Barman-000003,prepare drinks,prepare drinks,0
4262,2024-11-07 19:33:08,Barman-000002,Bring drinks,Bring drinks,0
4262,2024-11-07 19:36:15,Waiter-000004,Review drinks,Review drinks,0
4262,2024-11-15 22:59:39,Cook-000002,Prepare main course,Prepare main course,0
4262,2024-11-25 23:33:39,Cook-000001,Signal food complete,Signal food complete,0
4262,2024-11-26 00:08:52,Cook helper-000002,Bring food,Bring food,0
4262,2024-11-26 00:15:25,Waiter-000002,Deliver to customer,Deliver to customer,0
4262,2024-11-26 00:19:41,,EVENT 8 END,EVENT 8 END,0
4263,2024-11-07 19:45:00,Waiter-000001,Take order,Take order,0
4263,2024-11-07 19:45:00,,start,start,0
4263,2024-11-07 19:46:07,Waiter-000003,Review order,Review order,0
4263,2024-11-07 19:47:40,Barman-000002,prepare drinks,prepare drinks,0
4263,2024-11-07 19:51:01,Barman-000001,Bring drinks,Bring drinks,0
4263,2024-11-07 19:53:07,Waiter-000005,Review drinks,Review drinks,0
4263,2024-11-15 23:09:55,Cook-000002,Prepare main course,Prepare main course,0
4263,2024-11-25 23:58:02,Cook-000003,Signal food complete,Signal food complete,0
4263,2024-11-26 00:00:13,Cook helper-000001,Bring food,Bring food,0
4263,2024-11-26 00:03:48,Waiter-000004,Deliver to customer,Deliver to customer,0
4263,2024-11-26 00:06:59,,EVENT 8 END,EVENT 8 END,0
4264,2024-11-07 20:00:00,Waiter-000001,Take order,Take order,0
4264,2024-11-07 20:00:00,,start,start,0
4264,2024-11-07 20:08:43,Waiter-000002,Review order,Review order,0
4264,2024-11-07 20:09:23,Cook helper-000003,Prepare starter,Prepare starter,0
4264,2024-11-07 20:09:23,Barman-000003,prepare drinks,prepare drinks,0
4264,2024-11-07 20:10:20,Barman-000002,Bring drinks,Bring drinks,0
4264,2024-11-07 20:18:39,Waiter-000002,Review drinks,Review drinks,0
4264,2024-11-07 20:19:26,Barman-000003,prepare drinks,prepare drinks,0
4264,2024-11-07 20:19:45,Barman-000002,Bring drinks,Bring drinks,0
4264,2024-11-07 20:26:33,Waiter-000003,Review drinks,Review drinks,0
4264,2024-11-15 23:18:32,Cook-000002,Signal food complete,Signal food complete,0
4264,2024-11-16 00:06:17,Cook helper-000003,Bring food,Bring food,0
4264,2024-11-16 00:12:47,Waiter-000003,Deliver to customer,Deliver to customer,0
4264,2024-11-16 00:13:17,,EVENT 8 END,EVENT 8 END,0
4265,2024-11-07 20:15:00,Waiter-000003,Take order,Take order,0
4265,2024-11-07 20:15:00,,start,start,0
4265,2024-11-07 20:15:39,Waiter-000005,Review order,Review order,0
4265,2024-11-07 20:16:15,Cook helper-000003,Prepare starter,Prepare starter,0
4265,2024-11-07 20:16:15,Barman-000001,prepare drinks,prepare drinks,0
4265,2024-11-07 20:20:41,Barman-000003,Bring drinks,Bring drinks,0
4265,2024-11-07 20:21:38,Waiter-000004,Review drinks,Review drinks,0
4265,2024-11-07 20:23:36,Barman-000001,prepare drinks,prepare drinks,0
4265,2024-11-07 20:25:12,Barman-000003,Bring drinks,Bring drinks,0
4265,2024-11-07 20:32:58,Waiter-000002,Review drinks,Review drinks,0
4265,2024-11-15 23:47:03,Cook-000001,Prepare main course,Prepare main course,0
4265,2024-11-26 00:09:54,Cook-000001,Signal food complete,Signal food complete,0
4265,2024-11-26 00:40:50,Cook helper-000002,Bring food,Bring food,0
4265,2024-11-26 00:42:07,Waiter-000004,Deliver to customer,Deliver to customer,0
4265,2024-11-26 00:42:12,,EVENT 8 END,EVENT 8 END,0
4266,2024-11-07 20:30:00,Waiter-000005,Take order,Take order,0
4266,2024-11-07 20:30:00,,start,start,0
4266,2024-11-07 20:30:01,Waiter-000001,Review order,Review order,0
4266,2024-11-07 20:32:59,Cook helper-000002,Prepare starter,Prepare starter,0
4266,2024-11-07 20:32:59,Barman-000001,prepare drinks,prepare drinks,0
4266,2024-11-07 20:33:05,Barman-000002,Bring drinks,Bring drinks,0
4266,2024-11-07 20:40:38,Waiter-000003,Review drinks,Review drinks,0
4266,2024-11-07 20:41:49,Barman-000003,prepare drinks,prepare drinks,0
4266,2024-11-07 20:54:53,Barman-000001,Bring drinks,Bring drinks,0
4266,2024-11-07 20:56:14,Waiter-000003,Review drinks,Review drinks,0
4266,2024-11-07 20:56:58,Barman-000001,prepare drinks,prepare drinks,0
4266,2024-11-07 21:03:28,Barman-000003,Bring drinks,Bring drinks,0
4266,2024-11-07 21:05:23,Waiter-000002,Review drinks,Review drinks,0
4266,2024-11-07 21:05:40,Barman-000001,prepare drinks,prepare drinks,0
4266,2024-11-07 21:07:06,Barman-000003,Bring drinks,Bring drinks,0
4266,2024-11-07 21:23:22,Waiter-000001,Review drinks,Review drinks,0
4266,2024-11-07 21:24:33,Barman-000002,prepare drinks,prepare drinks,0
4266,2024-11-07 21:25:57,Barman-000001,Bring drinks,Bring drinks,0
4266,2024-11-07 21:29:16,Waiter-000003,Review drinks,Review drinks,0
4266,2024-11-07 21:29:30,Barman-000003,prepare drinks,prepare drinks,0
4266,2024-11-07 21:34:33,Barman-000001,Bring drinks,Bring drinks,0
4266,2024-11-07 21:41:44,Waiter-000001,Review drinks,Review drinks,0
4266,2024-11-16 00:08:11,Cook-000001,Prepare main course,Prepare main course,0
4266,2024-11-26 00:42:02,Cook-000003,Signal food complete,Signal food complete,0
4266,2024-11-26 01:18:41,Cook helper-000003,Bring food,Bring food,0
4266,2024-11-26 01:22:02,Waiter-000003,Deliver to customer,Deliver to customer,0
4266,2024-11-26 01:23:47,,EVENT 8 END,EVENT 8 END,0
4267,2024-11-07 20:45:00,Waiter-000005,Take order,Take order,0
4267,2024-11-07 20:45:00,,start,start,0
4267,2024-11-07 20:48:49,Waiter-000001,Review order,Review order,0
4267,2024-11-07 20:50:37,Barman-000001,prepare drinks,prepare drinks,0
4267,2024-11-07 20:54:17,Barman-000002,Bring drinks,Bring drinks,0
4267,2024-11-07 20:55:36,Waiter-000002,Review drinks,Review drinks,0
4267,2024-11-07 20:55:38,Barman-000003,prepare drinks,prepare drinks,0
4267,2024-11-07 20:56:48,Barman-000002,Bring drinks,Bring drinks,0
4267,2024-11-07 20:57:19,Waiter-000004,Review drinks,Review drinks,0
4267,2024-11-16 01:02:28,Cook-000001,Prepare main course,Prepare main course,0
4267,2024-11-26 01:18:41,Cook-000003,Signal food complete,Signal food complete,0
4267,2024-11-26 01:25:18,Cook helper-000002,Bring food,Bring food,0
4267,2024-11-26 01:30:13,Waiter-000005,Deliver to customer,Deliver to customer,0
4267,2024-11-26 01:32:29,,EVENT 8 END,EVENT 8 END,0
4268,2024-11-07 21:00:00,Waiter-000005,Take order,Take order,0
4268,2024-11-07 21:00:00,,start,start,0
4268,2024-11-07 21:00:46,Waiter-000001,Review order,Review order,0
