Case,Activity,Timestamp,Resource,Event,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,Activity_fixed
12026796,enter senddate decision environmental permit,2014-12-16 08:00:34,560912,5840,,0,enter senddate decision environmental permit,enter senddate decision environmental permit,-1,0,enter senddate decision environmental permit
12026796,send confirmation receipt_signed2,2014-12-16 08:00:34,560912,5844,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12026796,send confirmation receipt_signed1,2014-12-16 08:00:34,560912,5840,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12026796,phase decision sent,2014-12-16 08:00:35,560912,5838,,0,phase decision sent,phase decision sent,-1,0,phase decision sent
12026796,send confirmation receipt_signed2,2014-12-16 08:00:35,560912,5840,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12026796,send confirmation receipt_signed1,2014-12-16 08:00:35,560912,5838,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12026796,phase decision taken,2014-12-16 08:00:36,560912,5839,,0,phase decision taken,phase decision taken,-1,0,phase decision taken
12026796,send confirmation receipt_signed2,2014-12-16 08:00:36,560912,5838,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12026796,send confirmation receipt_signed1,2014-12-16 08:00:36,560912,5839,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12026796,record date of decision environmental permit,2014-12-16 08:00:37,560912,5843,,0,record date of decision environmental permit,record date of decision environmental permit,-1,0,record date of decision environmental permit
12026796,send confirmation receipt_signed2,2014-12-16 08:00:37,560912,5839,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12026796,send confirmation receipt_signed1,2014-12-16 08:00:37,560912,5843,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12026796,register objection and appeal periods,2014-12-16 08:00:38,560912,5834,,0,register objection and appeal periods,register objection and appeal periods,-1,0,register objection and appeal periods
12026796,send confirmation receipt_signed1,2014-12-16 08:00:38,560912,5834,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12026796,send confirmation receipt_signed2,2014-12-16 08:00:38,560912,5843,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12026796,send confirmation receipt_signed2,2014-12-16 08:00:38,560912,5834,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12026796,set decision phase decision permitting decided,2014-12-16 08:00:39,560912,5841,,0,set decision phase decision permitting decided,set decision phase decision permitting decided,-1,0,set decision phase decision permitting decided
12026796,send confirmation receipt_signed1,2014-12-16 08:00:39,560912,5841,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12026796,send confirmation receipt_signed2,2014-12-16 08:00:39,560912,5841,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12026796,start decision phase decision permitting sent,2014-12-16 08:00:40,560912,5837,,0,start decision phase decision permitting sent,start decision phase decision permitting sent,-1,0,start decision phase decision permitting sent
12026796,send confirmation receipt_signed1,2014-12-16 08:00:40,560912,5837,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12026796,send confirmation receipt_signed2,2014-12-16 08:00:40,560912,5837,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12026796,transcript decision environmental permit to stakeholders,2014-12-16 08:00:41,560912,5845,,0,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,-1,0,transcript decision environmental permit to stakeholders
12026796,send confirmation receipt_signed1,2014-12-16 08:00:41,560912,5845,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12026796,send confirmation receipt_signed2,2014-12-16 08:00:41,560912,5845,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12026796,set decision phase decision permitting published,2014-12-24 08:00:06,560912,5847,,0,set decision phase decision permitting published,set decision phase decision permitting published,-1,0,set decision phase decision permitting published
12026796,send confirmation receipt_signed1,2014-12-24 08:00:06,560912,5847,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12026796,send confirmation receipt_signed2,2014-12-24 08:00:07,560912,5847,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12034946,OLO messaging active,2014-11-17 08:00:21,560872,5848,,0,OLO messaging active,olo messaging active,-1,0,OLO messaging active
12034946,create procedure confirmation,2014-11-17 08:00:22,560872,5852,,0,create procedure confirmation,create procedure confirmation,-1,0,create procedure confirmation
12034946,create publication document,2014-11-17 08:00:23,560872,5854,,0,create publication document,create publication document,-1,0,create publication document
12034946,forward to the competent authority,2014-11-17 08:00:24,560872,5850,,0,forward to the competent authority,forward to the competent authority,-1,0,forward to the competent authority
12034946,phase application received,2014-11-17 08:00:25,560872,5859,,0,phase application received,phase application received,-1,0,phase application received
12034946,publish,2014-11-17 08:00:26,560872,5853,,0,publish,publish,-1,0,publish
12034946,register submission date request,2014-11-17 08:00:27,560872,5858,,0,register submission date request,register submission date request,-1,0,register submission date request
12034946,registration date publication,2014-11-17 08:00:28,560872,5857,,0,registration date publication,registration date publication,-1,0,registration date publication
12034946,regular procedure without MER,2014-11-17 08:00:29,560872,5851,,0,regular procedure without MER,regular procedure without mer,-1,0,regular procedure without MER
12034946,send confirmation receipt,2014-11-17 08:00:30,560872,5849,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
12034946,send confirmation receipt,2014-11-17 08:00:31,560872,5856,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
12034946,start WABOprocedure,2014-11-17 08:00:32,560872,5855,,0,start WABOprocedure,start waboprocedure,-1,0,start WABOprocedure
12034946,article 34  WABO applies,2014-12-03 08:00:42,11744364,5867,,0,article 34  WABO applies,article 34 wabo applies,-1,0,article 34  WABO applies
12034946,completed subcases content,2014-12-03 08:00:43,11744364,5877,,0,completed subcases content,completed subcases content,-1,0,completed subcases content
12034946,create letter requesting updated plan,2014-12-03 08:00:44,11744364,5871,,0,create letter requesting updated plan,create letter requesting updated plan,-1,0,create letter requesting updated plan
12034946,create subcases completeness,2014-12-03 08:00:45,11744364,5861,,0,create subcases completeness,create subcases completeness,-1,0,create subcases completeness
12034946,create subcases content,2014-12-03 08:00:46,11744364,5865,,0,create subcases content,create subcases content,-1,0,create subcases content
12034946,grounds for refusal,2014-12-03 08:00:47,11744364,5868,,0,grounds for refusal,grounds for refusal,-1,0,grounds for refusal
12034946,phase advice known,2014-12-03 08:00:48,11744364,5876,,0,phase advice known,phase advice known,-1,0,phase advice known
12034946,phase application receptive,2014-12-03 08:00:49,11744364,5872,,0,phase application receptive,phase application receptive,-1,0,phase application receptive
12034946,procedure change,2014-12-03 08:00:50,11744364,5862,,0,procedure change,procedure change,-1,0,procedure change
12034946,procedure change,2014-12-03 08:00:51,11744364,5866,,0,procedure change,procedure change,-1,0,procedure change
12034946,request complete,2014-12-03 08:00:52,11744364,5863,,0,request complete,request complete,-1,0,request complete
12034946,request updated plan,2014-12-03 08:00:53,11744364,5875,,0,request updated plan,request updated plan,-1,0,request updated plan
12034946,send letter in progress,2014-12-03 08:00:54,11744364,5864,,0,send letter in progress,send letter in progress,-1,0,send letter in progress
12034946,subcases completeness completed,2014-12-03 08:00:55,11744364,5873,,0,subcases completeness completed,subcases completeness completed,-1,0,subcases completeness completed
12034946,term for submitting updated plan,2014-12-03 08:00:56,11744364,5870,,0,term for submitting updated plan,term for submitting updated plan,-1,0,term for submitting updated plan
12034946,treat subcases completeness,2014-12-03 08:00:57,11744364,5874,,0,treat subcases completeness,treat subcases completeness,-1,0,treat subcases completeness
12034946,treat subcases content,2014-12-03 08:00:58,11744364,5878,,0,treat subcases content,treat subcases content,-1,0,treat subcases content
12034946,updated plan after review,2014-12-03 08:00:59,11744364,5869,,0,updated plan after review,updated plan after review,-1,0,updated plan after review
12034946,phase updated plan requested,2014-12-04 08:01:32,560912,5880,,0,phase updated plan requested,phase updated plan requested,-1,0,phase updated plan requested
12034946,phase updated plan received,2015-01-07 08:00:15,560912,5884,,0,phase updated plan received,phase updated plan received,-1,0,phase updated plan received
12034946,send confirmation receipt,2015-01-07 08:00:16,560912,5882,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
12034946,updated plan received,2015-01-07 08:00:17,560912,5883,,0,updated plan received,updated plan received,-1,0,updated plan received
12034946,ask stakeholders views,2015-01-19 08:00:01,11744364,5890,,0,ask stakeholders views,ask stakeholders views,-1,0,ask stakeholders views
12034946,by law,2015-01-19 08:00:02,11744364,5893,,0,by law,by law,-1,0,by law
12034946,coordination of application,2015-01-19 08:00:03,11744364,5892,,0,coordination of application,coordination of application,-1,0,coordination of application
12034946,create subcases content,2015-01-19 08:00:04,11744364,5885,,0,create subcases content,create subcases content,-1,0,create subcases content
12034946,creating environmental permit decision,2015-01-19 08:00:05,11744364,5895,,0,creating environmental permit decision,creating environmental permit decision,-1,0,creating environmental permit decision
12034946,decision date prior to decision,2015-01-19 08:00:06,11744364,5894,,0,decision date prior to decision,decision date prior to decision,-1,0,decision date prior to decision
12034946,generating decision environmental permit,2015-01-19 08:00:07,11744364,5897,,0,generating decision environmental permit,generating decision environmental permit,-1,0,generating decision environmental permit
12034946,grounds for refusal,2015-01-19 08:00:08,11744364,5889,,0,grounds for refusal,grounds for refusal,-1,0,grounds for refusal
12034946,phase advice known,2015-01-19 08:00:09,11744364,5899,,0,phase advice known,phase advice known,-1,0,phase advice known
12034946,phase decision ready,2015-01-19 08:00:10,11744364,5896,,0,phase decision ready,phase decision ready,-1,0,phase decision ready
12034946,procedure change,2015-01-19 08:00:11,11744364,5887,,0,procedure change,procedure change,-1,0,procedure change
12034946,set decision status,2015-01-19 08:00:12,11744364,5898,,0,set decision status,set decision status,-1,0,set decision status
12034946,submit decision,2015-01-19 08:00:13,11744364,5886,,0,submit decision,submit decision,-1,0,submit decision
12034946,suspension ground applicable,2015-01-19 08:00:14,11744364,5891,,0,suspension ground applicable,suspension ground applicable,-1,0,suspension ground applicable
12034946,create publication document,2015-01-20 08:00:07,560912,5902,,0,create publication document,create publication document,-1,0,create publication document
12034946,creating cover letter decision,2015-01-20 08:00:08,560912,5901,,0,creating cover letter decision,creating cover letter decision,-1,0,creating cover letter decision
12034946,enter date publication decision environmental permit,2015-01-20 08:00:09,560912,5908,,0,enter date publication decision environmental permit,enter date publication decision environmental permit,-1,0,enter date publication decision environmental permit
12034946,enter senddate decision,2015-01-20 08:00:10,560912,5910,,0,enter senddate decision,enter senddate decision,-1,0,enter senddate decision
12034946,enter senddate decision environmental permit,2015-01-20 08:00:11,560912,5904,,0,enter senddate decision environmental permit,enter senddate decision environmental permit,-1,0,enter senddate decision environmental permit
12034946,phase decision sent,2015-01-20 08:00:12,560912,5906,,0,phase decision sent,phase decision sent,-1,0,phase decision sent
12034946,phase decision taken,2015-01-20 08:00:13,560912,5911,,0,phase decision taken,phase decision taken,-1,0,phase decision taken
12034946,record date of decision environmental permit,2015-01-20 08:00:14,560912,5903,,0,record date of decision environmental permit,record date of decision environmental permit,-1,0,record date of decision environmental permit
12034946,register objection and appeal periods,2015-01-20 08:00:15,560912,5900,,0,register objection and appeal periods,register objection and appeal periods,-1,0,register objection and appeal periods
12034946,set decision phase decision permitting decided,2015-01-20 08:00:16,560912,5909,,0,set decision phase decision permitting decided,set decision phase decision permitting decided,-1,0,set decision phase decision permitting decided
12034946,start decision phase decision permitting sent,2015-01-20 08:00:17,560912,5907,,0,start decision phase decision permitting sent,start decision phase decision permitting sent,-1,0,start decision phase decision permitting sent
12034946,transcript decision environmental permit to stakeholders,2015-01-20 08:00:18,560912,5905,,0,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,-1,0,transcript decision environmental permit to stakeholders
12034946,set decision phase decision permitting published,2015-01-28 08:00:16,560912,5913,,0,set decision phase decision permitting published,set decision phase decision permitting published,-1,0,set decision phase decision permitting published
12088688,register submission date request,2014-11-18 08:01:33,9264148,5914,,0,register submission date request,register submission date request,-1,0,register submission date request
12088688,MER required,2014-11-20 08:01:10,9264148,5919,,0,MER required,mer required,-1,0,MER required
12088688,OLO messaging active,2014-11-20 08:01:11,9264148,5915,,0,OLO messaging active,olo messaging active,-1,0,OLO messaging active
12088688,activities regular procedure,2014-11-20 08:01:12,9264148,5920,,0,activities regular procedure,activities regular procedure,-1,0,activities regular procedure
12088688,create procedure confirmation,2014-11-20 08:01:13,9264148,5922,,0,create procedure confirmation,create procedure confirmation,-1,0,create procedure confirmation
12088688,create publication document,2014-11-20 08:01:14,9264148,5924,,0,create publication document,create publication document,-1,0,create publication document
12088688,forward to the competent authority,2014-11-20 08:01:15,9264148,5917,,0,forward to the competent authority,forward to the competent authority,-1,0,forward to the competent authority
12088688,phase application received,2014-11-20 08:01:16,9264148,5925,,0,phase application received,phase application received,-1,0,phase application received
12088688,phased application,2014-11-20 08:01:17,9264148,5921,,0,phased application,phased application,-1,0,phased application
12088688,publish,2014-11-20 08:01:18,9264148,5923,,0,publish,publish,-1,0,publish
12088688,read field phased application,2014-11-20 08:01:19,9264148,5926,,0,read field phased application,read field phased application,-1,0,read field phased application
12088688,registration date publication,2014-11-20 08:01:20,9264148,5927,,0,registration date publication,registration date publication,-1,0,registration date publication
12088688,regular procedure without MER,2014-11-20 08:01:21,9264148,5918,,0,regular procedure without MER,regular procedure without mer,-1,0,regular procedure without MER
12088688,send confirmation receipt,2014-11-20 08:01:22,9264148,5916,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
12088688,send confirmation receipt,2014-11-20 08:01:23,9264148,5929,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
12088688,start WABOprocedure,2014-11-20 08:01:24,9264148,5928,,0,start WABOprocedure,start waboprocedure,-1,0,start WABOprocedure
12093942,register submission date request,2014-11-19 08:00:08,9264148,5931,,0,register submission date request,register submission date request,-1,0,register submission date request
12093942,OLO messaging active,2014-11-20 08:01:25,9264148,5937,,0,OLO messaging active,olo messaging active,-1,0,OLO messaging active
12093942,create procedure confirmation,2014-11-20 08:01:26,9264148,5934,,0,create procedure confirmation,create procedure confirmation,-1,0,create procedure confirmation
12093942,create publication document,2014-11-20 08:01:27,9264148,5936,,0,create publication document,create publication document,-1,0,create publication document
12093942,forward to the competent authority,2014-11-20 08:01:28,9264148,5932,,0,forward to the competent authority,forward to the competent authority,-1,0,forward to the competent authority
12093942,phase application received,2014-11-20 08:01:29,9264148,5941,,0,phase application received,phase application received,-1,0,phase application received
12093942,publish,2014-11-20 08:01:30,9264148,5935,,0,publish,publish,-1,0,publish
12093942,registration date publication,2014-11-20 08:01:31,9264148,5940,,0,registration date publication,registration date publication,-1,0,registration date publication
12093942,regular procedure without MER,2014-11-20 08:01:32,9264148,5933,,0,regular procedure without MER,regular procedure without mer,-1,0,regular procedure without MER
12093942,send confirmation receipt,2014-11-20 08:01:33,9264148,5938,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
12093942,send confirmation receipt,2014-11-20 08:01:34,9264148,5939,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
12093942,start WABOprocedure,2014-11-20 08:01:35,9264148,5942,,0,start WABOprocedure,start waboprocedure,-1,0,start WABOprocedure
12093942,create subcases completeness,2014-12-15 08:00:18,11744364,5947,,0,create subcases completeness,create subcases completeness,-1,0,create subcases completeness
12093942,phase application receptive,2014-12-15 08:00:19,11744364,5948,,0,phase application receptive,phase application receptive,-1,0,phase application receptive
12093942,procedure change,2014-12-15 08:00:20,11744364,5944,,0,procedure change,procedure change,-1,0,procedure change
12093942,request complete,2014-12-15 08:00:21,11744364,5945,,0,request complete,request complete,-1,0,request complete
12093942,send letter in progress,2014-12-15 08:00:22,11744364,5946,,0,send letter in progress,send letter in progress,-1,0,send letter in progress
12093942,article 34  WABO applies,2015-01-06 08:00:53,11744364,5952,,0,article 34  WABO applies,article 34 wabo applies,-1,0,article 34  WABO applies
12093942,ask stakeholders views,2015-01-06 08:00:54,11744364,5954,,0,ask stakeholders views,ask stakeholders views,-1,0,ask stakeholders views
12093942,by law,2015-01-06 08:00:55,11744364,5957,,0,by law,by law,-1,0,by law
12093942,coordination of application,2015-01-06 08:00:56,11744364,5956,,0,coordination of application,coordination of application,-1,0,coordination of application
12093942,create subcases content,2015-01-06 08:00:57,11744364,5949,,0,create subcases content,create subcases content,-1,0,create subcases content
12093942,creating environmental permit decision,2015-01-06 08:00:58,11744364,5960,,0,creating environmental permit decision,creating environmental permit decision,-1,0,creating environmental permit decision
12093942,decision date prior to decision,2015-01-06 08:00:59,11744364,5958,,0,decision date prior to decision,decision date prior to decision,-1,0,decision date prior to decision
12093942,generating decision environmental permit,2015-01-06 08:01:00,11744364,5962,,0,generating decision environmental permit,generating decision environmental permit,-1,0,generating decision environmental permit
12093942,grounds for refusal,2015-01-06 08:01:01,11744364,5953,,0,grounds for refusal,grounds for refusal,-1,0,grounds for refusal
12093942,phase advice known,2015-01-06 08:01:02,11744364,5961,,0,phase advice known,phase advice known,-1,0,phase advice known
12093942,phase decision ready,2015-01-06 08:01:03,11744364,5963,,0,phase decision ready,phase decision ready,-1,0,phase decision ready
12093942,procedure change,2015-01-06 08:01:04,11744364,5951,,0,procedure change,procedure change,-1,0,procedure change
12093942,set decision status,2015-01-06 08:01:05,11744364,5959,,0,set decision status,set decision status,-1,0,set decision status
12093942,submit decision,2015-01-06 08:01:06,11744364,5950,,0,submit decision,submit decision,-1,0,submit decision
12093942,suspension ground applicable,2015-01-06 08:01:07,11744364,5955,,0,suspension ground applicable,suspension ground applicable,-1,0,suspension ground applicable
12093942,create publication document,2015-01-13 08:00:40,560912,5966,,0,create publication document,create publication document,-1,0,create publication document
12093942,creating cover letter decision,2015-01-13 08:00:41,560912,5965,,0,creating cover letter decision,creating cover letter decision,-1,0,creating cover letter decision
12093942,enter date publication decision environmental permit,2015-01-13 08:00:42,560912,5973,,0,enter date publication decision environmental permit,enter date publication decision environmental permit,-1,0,enter date publication decision environmental permit
12093942,enter senddate decision,2015-01-13 08:00:43,560912,5968,,0,enter senddate decision,enter senddate decision,-1,0,enter senddate decision
12093942,enter senddate decision environmental permit,2015-01-13 08:00:44,560912,5970,,0,enter senddate decision environmental permit,enter senddate decision environmental permit,-1,0,enter senddate decision environmental permit
12093942,phase decision sent,2015-01-13 08:00:45,560912,5971,,0,phase decision sent,phase decision sent,-1,0,phase decision sent
12093942,phase decision taken,2015-01-13 08:00:46,560912,5974,,0,phase decision taken,phase decision taken,-1,0,phase decision taken
12093942,record date of decision environmental permit,2015-01-13 08:00:47,560912,5975,,0,record date of decision environmental permit,record date of decision environmental permit,-1,0,record date of decision environmental permit
12093942,register objection and appeal periods,2015-01-13 08:00:48,560912,5964,,0,register objection and appeal periods,register objection and appeal periods,-1,0,register objection and appeal periods
12093942,set decision phase decision permitting decided,2015-01-13 08:00:49,560912,5967,,0,set decision phase decision permitting decided,set decision phase decision permitting decided,-1,0,set decision phase decision permitting decided
12093942,start decision phase decision permitting sent,2015-01-13 08:00:50,560912,5969,,0,start decision phase decision permitting sent,start decision phase decision permitting sent,-1,0,start decision phase decision permitting sent
12093942,transcript decision environmental permit to stakeholders,2015-01-13 08:00:51,560912,5972,,0,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,-1,0,transcript decision environmental permit to stakeholders
12093942,set decision phase decision permitting published,2015-01-21 08:00:01,560912,5977,,0,set decision phase decision permitting published,set decision phase decision permitting published,-1,0,set decision phase decision permitting published
12095288,register submission date request,2014-11-18 08:01:34,560872,5978,,0,register submission date request,register submission date request,-1,0,register submission date request
12095288,send confirmation receipt_signed1,2014-11-18 08:01:34,560872,5978,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2014-11-18 08:01:35,560872,5978,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,OLO messaging active,2014-11-20 08:01:36,560872,5979,,0,OLO messaging active,olo messaging active,-1,0,OLO messaging active
12095288,send confirmation receipt_signed1,2014-11-20 08:01:36,560872,5979,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2014-11-20 08:01:36,560872,5979,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,create procedure confirmation,2014-11-20 08:01:37,560872,5983,,0,create procedure confirmation,create procedure confirmation,-1,0,create procedure confirmation
12095288,send confirmation receipt_signed1,2014-11-20 08:01:37,560872,5983,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,create publication document,2014-11-20 08:01:38,560872,5985,,0,create publication document,create publication document,-1,0,create publication document
12095288,send confirmation receipt_signed2,2014-11-20 08:01:38,560872,5983,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,send confirmation receipt_signed1,2014-11-20 08:01:38,560872,5985,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2014-11-20 08:01:38,560872,5985,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,forward to the competent authority,2014-11-20 08:01:39,560872,5981,,0,forward to the competent authority,forward to the competent authority,-1,0,forward to the competent authority
12095288,send confirmation receipt_signed1,2014-11-20 08:01:39,560872,5981,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2014-11-20 08:01:39,560872,5981,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,phase application received,2014-11-20 08:01:40,560872,5987,,0,phase application received,phase application received,-1,0,phase application received
12095288,send confirmation receipt_signed1,2014-11-20 08:01:40,560872,5987,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,publish,2014-11-20 08:01:41,560872,5984,,0,publish,publish,-1,0,publish
12095288,send confirmation receipt_signed2,2014-11-20 08:01:41,560872,5987,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,send confirmation receipt_signed1,2014-11-20 08:01:41,560872,5984,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2014-11-20 08:01:41,560872,5984,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,registration date publication,2014-11-20 08:01:42,560872,5986,,0,registration date publication,registration date publication,-1,0,registration date publication
12095288,send confirmation receipt_signed1,2014-11-20 08:01:42,560872,5986,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,regular procedure without MER,2014-11-20 08:01:43,560872,5982,,0,regular procedure without MER,regular procedure without mer,-1,0,regular procedure without MER
12095288,send confirmation receipt_signed2,2014-11-20 08:01:43,560872,5986,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,send confirmation receipt_signed1,2014-11-20 08:01:43,560872,5982,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2014-11-20 08:01:43,560872,5982,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,send confirmation receipt,2014-11-20 08:01:44,560872,5980,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
12095288,send confirmation receipt_signed1,2014-11-20 08:01:44,560872,5980,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt,2014-11-20 08:01:45,560872,5989,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
12095288,send confirmation receipt_signed1,2014-11-20 08:01:45,560872,5989,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2014-11-20 08:01:45,560872,5989,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,send confirmation receipt_signed2,2014-11-20 08:01:45,560872,5980,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,start WABOprocedure,2014-11-20 08:01:46,560872,5988,,0,start WABOprocedure,start waboprocedure,-1,0,start WABOprocedure
12095288,send confirmation receipt_signed1,2014-11-20 08:01:46,560872,5988,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2014-11-20 08:01:46,560872,5988,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,create subcases completeness,2014-12-23 08:00:01,560950,5995,,0,create subcases completeness,create subcases completeness,-1,0,create subcases completeness
12095288,send confirmation receipt_signed1,2014-12-23 08:00:01,560950,5995,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,procedure change,2014-12-23 08:00:02,560950,5991,,0,procedure change,procedure change,-1,0,procedure change
12095288,send confirmation receipt_signed2,2014-12-23 08:00:02,560950,5995,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,send confirmation receipt_signed1,2014-12-23 08:00:02,560950,5991,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2014-12-23 08:00:02,560950,5991,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,request complete,2014-12-23 08:00:03,560950,5992,,0,request complete,request complete,-1,0,request complete
12095288,send confirmation receipt_signed1,2014-12-23 08:00:03,560950,5992,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,retrieve missing data,2014-12-23 08:00:04,560950,5996,,0,retrieve missing data,retrieve missing data,-1,0,retrieve missing data
12095288,send confirmation receipt_signed1,2014-12-23 08:00:04,560950,5996,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2014-12-23 08:00:04,560950,5992,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
