Case,Activity,Activity_fixed,Timestamp,Resource,label
1010,notify reject,notify reject,2023-11-28 17:37:57,Manager-000004,
1010,review request received,review request received,2023-11-28 17:38:41,,
1010,Check for completeness,Check for completeness,2023-11-28 17:38:51,Clerk-000006,
1010,Perform checks,Perform checks,2023-11-28 17:39:44,Clerk-000001,
1010,Make decision,Make decision,2023-11-28 17:49:33,Manager-000003,
1010,notify reject,notify reject,2023-11-28 18:17:07,Manager-000006,
1010,time out,time out,2023-11-28 18:25:23,,
1010,EVENT 13 END,EVENT 13 END,2023-11-28 18:25:33,,
1011,Check for completeness,Check for completeness,2023-11-28 14:55:06,Clerk-000002,
1011,New online application received,New online application received,2023-11-28 14:55:06,,
1011,Perform checks,Perform checks,2023-11-28 15:20:05,Clerk-000003,
1011,Make decision,Make decision,2023-11-28 15:28:35,Manager-000001,
1011,Notify accept,Notify accept,2023-11-28 15:47:32,Manager-000002,
1011,Deliver card,Deliver card,2023-11-28 15:49:50,Manager-000004,
1011,EVENT 13 END,EVENT 13 END,2023-11-28 16:11:36,,
1012,Check for completeness,Check for completeness,2023-11-28 15:16:40,Clerk-000005,
1012,New online application received,New online application received,2023-11-28 15:16:40,,
1012,Request info,Request info,2023-11-28 15:28:58,Manager-000002,
1012,info received,info received,2023-11-28 15:31:15,,
1012,Check for completeness,Check for completeness,2023-11-28 15:31:25,Clerk-000006,
1012,Perform checks,Perform checks,2023-11-28 15:34:06,Clerk-000003,
1012,Make decision,Make decision,2023-11-28 16:13:08,Manager-000006,
1012,notify reject,notify reject,2023-11-28 16:14:12,Manager-000005,
1012,review request received,review request received,2023-11-28 16:15:35,,
1012,Check for completeness,Check for completeness,2023-11-28 16:15:45,Clerk-000006,
1012,Perform checks,Perform checks,2023-11-28 16:15:51,Clerk-000001,
1012,Make decision,Make decision,2023-11-28 16:18:49,Manager-000004,
1012,notify reject,notify reject,2023-11-28 16:21:36,Manager-000001,
1012,time out,time out,2023-11-28 16:38:47,,
1012,EVENT 13 END,EVENT 13 END,2023-11-28 16:38:57,,
1013,Check for completeness,Check for completeness,2023-11-28 15:27:54,Clerk-000001,
1013,New online application received,New online application received,2023-11-28 15:27:54,,
1013,Perform checks,Perform checks,2023-11-28 15:37:09,Clerk-000005,
1013,Make decision,Make decision,2023-11-28 15:47:14,Manager-000005,
1013,Notify accept,Notify accept,2023-11-28 16:04:15,Manager-000001,
1013,Deliver card,Deliver card,2023-11-28 16:13:58,Manager-000003,
1013,EVENT 13 END,EVENT 13 END,2023-11-28 16:29:42,,
1014,Check for completeness,Check for completeness,2023-11-28 17:16:53,Clerk-000002,
1014,New online application received,New online application received,2023-11-28 17:16:53,,
1014,Make decision_signed1,Make decision_signed1,2023-11-28 17:16:54,,collateral events(Make decision)
1014,Request info,Request info,2023-11-28 17:19:06,Manager-000006,
1014,Make decision_signed1,Make decision_signed1,2023-11-28 17:19:06,Manager-000006,collateral events(Make decision)
1014,Make decision_signed2,Make decision_signed2,2023-11-28 17:19:07,Manager-000006,collateral events(Make decision)
1014,info received,info received,2023-11-28 17:27:15,,
1014,Make decision_signed1,Make decision_signed1,2023-11-28 17:27:16,,collateral events(Make decision)
1014,Make decision_signed2,Make decision_signed2,2023-11-28 17:27:17,,collateral events(Make decision)
1014,Check for completeness,Check for completeness,2023-11-28 17:27:25,Clerk-000003,
1014,Make decision_signed1,Make decision_signed1,2023-11-28 17:27:26,Clerk-000003,collateral events(Make decision)
1014,Make decision_signed2,Make decision_signed2,2023-11-28 17:27:26,Clerk-000003,collateral events(Make decision)
1014,Perform checks,Perform checks,2023-11-28 17:44:14,Clerk-000004,
1014,Make decision_signed1,Make decision_signed1,2023-11-28 17:44:14,Clerk-000004,collateral events(Make decision)
1014,Make decision_signed2,Make decision_signed2,2023-11-28 17:44:15,Clerk-000004,collateral events(Make decision)
1014,Make decision,Make decision,2023-11-28 17:58:07,Manager-000001,
1014,Notify accept,Notify accept,2023-11-28 17:58:14,Manager-000002,
1014,Make decision_signed1,Make decision_signed1,2023-11-28 17:58:15,Manager-000002,collateral events(Make decision)
1014,Make decision_signed2,Make decision_signed2,2023-11-28 17:58:15,Manager-000002,collateral events(Make decision)
1014,Deliver card,Deliver card,2023-11-28 18:58:04,Manager-000005,
1014,Make decision_signed1,Make decision_signed1,2023-11-28 18:58:05,Manager-000005,collateral events(Make decision)
1014,Make decision_signed2,Make decision_signed2,2023-11-28 18:58:05,Manager-000005,collateral events(Make decision)
1014,EVENT 13 END,EVENT 13 END,2023-11-28 19:04:44,,
1014,Make decision_signed1,Make decision_signed1,2023-11-28 19:04:44,,collateral events(Make decision)
1014,Make decision_signed2,Make decision_signed2,2023-11-28 19:04:45,,collateral events(Make decision)
1015,Check for completeness,Check for completeness,2023-11-28 19:07:24,Clerk-000002,
1015,New online application received,New online application received,2023-11-28 19:07:24,,
1015,Perform checks,Perform checks,2023-11-28 19:26:24,Clerk-000005,
1015,Make decision,Make decision,2023-11-28 19:32:10,Manager-000004,
1015,notify reject,notify reject,2023-11-28 19:52:05,Manager-000003,
1015,review request received,review request received,2023-11-28 20:04:36,,
1015,Check for completeness,Check for completeness,2023-11-28 20:04:46,Clerk-000001,
1015,Request info,Request info,2023-11-28 20:12:38,Manager-000002,
1015,info received,info received,2023-11-28 20:22:44,,
1015,Check for completeness,Check for completeness,2023-11-28 20:22:54,Clerk-000004,
1015,Perform checks,Perform checks,2023-11-28 20:39:38,Clerk-000002,
1015,Make decision,Make decision,2023-11-28 20:51:02,Manager-000005,
1015,Notify accept,Notify accept,2023-11-28 21:13:57,Manager-000004,
1015,Deliver card,Deliver card,2023-11-28 21:18:19,Manager-000001,
1015,EVENT 13 END,EVENT 13 END,2023-11-28 21:25:47,,
1016,Check for completeness,Check for completeness,2023-11-28 19:37:14,Clerk-000006,
1016,New online application received,New online application received,2023-11-28 19:37:14,,
1016,Perform checks,Perform checks,2023-11-28 19:40:47,Clerk-000003,
1016,Make decision,Make decision,2023-11-28 19:51:16,Manager-000001,
1016,notify reject,notify reject,2023-11-28 20:02:05,Manager-000006,
1016,time out,time out,2023-11-28 20:03:04,,
1016,EVENT 13 END,EVENT 13 END,2023-11-28 20:03:14,,
1017,Check for completeness,Check for completeness,2023-11-28 21:27:13,Clerk-000005,
1017,New online application received,New online application received,2023-11-28 21:27:13,,
1017,Perform checks,Perform checks,2023-11-28 21:41:53,Clerk-000004,
1017,Make decision,Make decision,2023-11-28 21:51:11,Manager-000005,
1017,Notify accept,Notify accept,2023-11-28 22:03:03,Manager-000001,
1017,Deliver card,Deliver card,2023-11-28 22:05:27,Manager-000006,
1017,EVENT 13 END,EVENT 13 END,2023-11-28 22:10:30,,
1018,Check for completeness,Check for completeness,2023-11-28 21:30:33,Clerk-000006,
1018,New online application received,New online application received,2023-11-28 21:30:33,,
1018,Perform checks,Perform checks,2023-11-28 21:34:43,Clerk-000003,
1018,Make decision,Make decision,2023-11-28 21:36:55,Manager-000006,
1018,notify reject,notify reject,2023-11-28 21:40:26,Manager-000003,
1018,time out,time out,2023-11-28 21:49:56,,
1018,EVENT 13 END,EVENT 13 END,2023-11-28 21:50:06,,
1019,Check for completeness,Check for completeness,2023-11-28 21:36:45,Clerk-000001,
1019,New online application received,New online application received,2023-11-28 21:36:45,,
1019,Request info,Request info,2023-11-28 21:42:46,Manager-000002,
1019,info received,info received,2023-11-28 21:52:35,,
1019,Check for completeness,Check for completeness,2023-11-28 21:52:45,Clerk-000006,
1019,Request info,Request info,2023-11-28 22:15:42,Manager-000003,
1019,info received,info received,2023-11-28 22:33:35,,
1019,Check for completeness,Check for completeness,2023-11-28 22:33:45,Clerk-000001,
1019,Request info,Request info,2023-11-28 22:40:15,Manager-000001,
1019,info received,info received,2023-11-28 22:44:38,,
1019,Check for completeness,Check for completeness,2023-11-28 22:44:48,Clerk-000004,
1019,Perform checks,Perform checks,2023-11-28 22:48:50,Clerk-000002,
1019,Make decision,Make decision,2023-11-28 23:14:56,Manager-000006,
1019,Notify accept,Notify accept,2023-11-28 23:33:43,Manager-000002,
1019,Deliver card,Deliver card,2023-11-28 23:34:34,Manager-000001,
1019,EVENT 13 END,EVENT 13 END,2023-11-29 00:03:40,,
1020,Check for completeness,Check for completeness,2023-11-28 21:45:13,Clerk-000002,
1020,New online application received,New online application received,2023-11-28 21:45:13,,
1020,Request info,Request info,2023-11-28 22:02:04,Manager-000004,
1020,info received,info received,2023-11-28 22:12:23,,
1020,Check for completeness,Check for completeness,2023-11-28 22:12:33,Clerk-000003,
1020,Perform checks,Perform checks,2023-11-28 22:12:40,Clerk-000005,
1020,Make decision,Make decision,2023-11-28 22:19:14,Manager-000002,
1020,Notify accept,Notify accept,2023-11-28 22:39:02,Manager-000005,
1020,Deliver card,Deliver card,2023-11-28 23:45:09,Manager-000004,
1020,EVENT 13 END,EVENT 13 END,2023-11-28 23:58:25,,
1021,Check for completeness,Check for completeness,2023-11-28 23:20:19,Clerk-000003,
1021,New online application received,New online application received,2023-11-28 23:20:19,,
1021,Make decision_signed1,Make decision_signed1,2023-11-28 23:20:20,,collateral events(Make decision)
1021,Perform checks,Perform checks,2023-11-28 23:25:57,Clerk-000006,
1021,Make decision_signed1,Make decision_signed1,2023-11-28 23:25:58,Clerk-000006,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-28 23:25:58,Clerk-000006,collateral events(Make decision)
1021,Make decision,Make decision,2023-11-28 23:28:16,Manager-000004,
1021,notify reject,notify reject,2023-11-28 23:32:36,Manager-000003,
1021,Make decision_signed1,Make decision_signed1,2023-11-28 23:32:37,Manager-000003,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-28 23:32:37,Manager-000003,collateral events(Make decision)
1021,review request received,review request received,2023-11-28 23:47:42,,
1021,Make decision_signed1,Make decision_signed1,2023-11-28 23:47:42,,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-28 23:47:43,,collateral events(Make decision)
1021,Check for completeness,Check for completeness,2023-11-28 23:47:52,Clerk-000001,
1021,Make decision_signed1,Make decision_signed1,2023-11-28 23:47:52,Clerk-000001,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-28 23:47:53,Clerk-000001,collateral events(Make decision)
1021,Request info,Request info,2023-11-29 00:17:43,Manager-000003,
1021,Make decision_signed1,Make decision_signed1,2023-11-29 00:17:43,Manager-000003,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-29 00:17:43,Manager-000003,collateral events(Make decision)
1021,info received,info received,2023-11-29 00:49:39,,
1021,Make decision_signed1,Make decision_signed1,2023-11-29 00:49:40,,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-29 00:49:40,,collateral events(Make decision)
1021,Check for completeness,Check for completeness,2023-11-29 00:49:49,Clerk-000005,
1021,Make decision_signed1,Make decision_signed1,2023-11-29 00:49:50,Clerk-000005,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-29 00:49:50,Clerk-000005,collateral events(Make decision)
1021,Request info,Request info,2023-11-29 00:56:12,Manager-000006,
1021,Make decision_signed1,Make decision_signed1,2023-11-29 00:56:13,Manager-000006,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-29 00:56:13,Manager-000006,collateral events(Make decision)
1021,info received,info received,2023-11-29 00:56:19,,
1021,Make decision_signed1,Make decision_signed1,2023-11-29 00:56:20,,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-29 00:56:21,,collateral events(Make decision)
1021,Check for completeness,Check for completeness,2023-11-29 00:56:29,Clerk-000004,
1021,Make decision_signed1,Make decision_signed1,2023-11-29 00:56:30,Clerk-000004,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-29 00:56:30,Clerk-000004,collateral events(Make decision)
1021,Perform checks,Perform checks,2023-11-29 01:06:47,Clerk-000001,
1021,Make decision_signed1,Make decision_signed1,2023-11-29 01:06:48,Clerk-000001,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-29 01:06:48,Clerk-000001,collateral events(Make decision)
1021,Make decision,Make decision,2023-11-29 01:14:59,Manager-000002,
1021,notify reject,notify reject,2023-11-29 01:32:07,Manager-000006,
1021,Make decision_signed1,Make decision_signed1,2023-11-29 01:32:08,Manager-000006,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-29 01:32:08,Manager-000006,collateral events(Make decision)
1021,time out,time out,2023-11-29 01:47:03,,
1021,Make decision_signed1,Make decision_signed1,2023-11-29 01:47:04,,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-29 01:47:04,,collateral events(Make decision)
1021,EVENT 13 END,EVENT 13 END,2023-11-29 01:47:13,,
1021,Make decision_signed1,Make decision_signed1,2023-11-29 01:47:13,,collateral events(Make decision)
1021,Make decision_signed2,Make decision_signed2,2023-11-29 01:47:14,,collateral events(Make decision)
1022,Check for completeness,Check for completeness,2023-11-28 23:41:14,Clerk-000005,
1022,New online application received,New online application received,2023-11-28 23:41:14,,
1022,Make decision_signed1,Make decision_signed1,2023-11-28 23:41:14,,collateral events(Make decision)
1022,Perform checks,Perform checks,2023-11-28 23:56:22,Clerk-000004,
1022,Make decision_signed1,Make decision_signed1,2023-11-28 23:56:23,Clerk-000004,collateral events(Make decision)
1022,Make decision_signed2,Make decision_signed2,2023-11-28 23:56:24,Clerk-000004,collateral events(Make decision)
1022,Make decision,Make decision,2023-11-28 23:59:58,Manager-000006,
1022,Notify accept,Notify accept,2023-11-29 00:03:40,Manager-000002,
1022,Make decision_signed1,Make decision_signed1,2023-11-29 00:03:41,Manager-000002,collateral events(Make decision)
1022,Make decision_signed2,Make decision_signed2,2023-11-29 00:03:42,Manager-000002,collateral events(Make decision)
1022,Deliver card,Deliver card,2023-11-29 00:07:15,Manager-000005,
1022,Make decision_signed1,Make decision_signed1,2023-11-29 00:07:15,Manager-000005,collateral events(Make decision)
1022,Make decision_signed2,Make decision_signed2,2023-11-29 00:07:15,Manager-000005,collateral events(Make decision)
1022,EVENT 13 END,EVENT 13 END,2023-11-29 00:09:22,,
1022,Make decision_signed1,Make decision_signed1,2023-11-29 00:09:22,,collateral events(Make decision)
1022,Make decision_signed2,Make decision_signed2,2023-11-29 00:09:23,,collateral events(Make decision)
1023,Check for completeness,Check for completeness,2023-11-29 00:18:55,Clerk-000002,
1023,New online application received,New online application received,2023-11-29 00:18:55,,
1023,Perform checks,Perform checks,2023-11-29 00:39:50,Clerk-000006,
1023,Make decision,Make decision,2023-11-29 00:40:58,Manager-000004,
1023,notify reject,notify reject,2023-11-29 01:00:39,Manager-000001,
1023,review request received,review request received,2023-11-29 01:20:43,,
1023,Check for completeness,Check for completeness,2023-11-29 01:20:53,Clerk-000006,
1023,Request info,Request info,2023-11-29 01:36:04,Manager-000004,
1023,info received,info received,2023-11-29 01:40:29,,
1023,Check for completeness,Check for completeness,2023-11-29 01:40:39,Clerk-000005,
1023,Perform checks,Perform checks,2023-11-29 01:43:34,Clerk-000003,
1023,Make decision,Make decision,2023-11-29 02:03:45,Manager-000005,
1023,notify reject,notify reject,2023-11-29 02:05:37,Manager-000003,
1023,review request received,review request received,2023-11-29 02:06:28,,
1023,Check for completeness,Check for completeness,2023-11-29 02:06:38,Clerk-000001,
1023,Perform checks,Perform checks,2023-11-29 02:10:23,Clerk-000002,
1023,Make decision,Make decision,2023-11-29 02:11:24,Manager-000004,
1023,notify reject,notify reject,2023-11-29 02:17:25,Manager-000001,
1023,review request received,review request received,2023-11-29 02:35:11,,
1023,Check for completeness,Check for completeness,2023-11-29 02:35:21,Clerk-000005,
1023,Request info,Request info,2023-11-29 02:48:14,Manager-000006,
1023,info received,info received,2023-11-29 02:50:08,,
1023,Check for completeness,Check for completeness,2023-11-29 02:50:18,Clerk-000004,
1023,Perform checks,Perform checks,2023-11-29 02:57:47,Clerk-000006,
1023,Make decision,Make decision,2023-11-29 03:01:06,Manager-000002,
1023,notify reject,notify reject,2023-11-29 03:18:04,Manager-000005,
1023,review request received,review request received,2023-11-29 03:19:34,,
1023,Check for completeness,Check for completeness,2023-11-29 03:19:44,Clerk-000003,
1023,Request info,Request info,2023-11-29 03:36:36,Manager-000003,
1023,info received,info received,2023-11-29 03:49:21,,
1023,Check for completeness,Check for completeness,2023-11-29 03:49:31,Clerk-000001,
1023,Perform checks,Perform checks,2023-11-29 04:05:27,Clerk-000002,
1023,Make decision,Make decision,2023-11-29 04:05:39,Manager-000004,
1023,Notify accept,Notify accept,2023-11-29 04:20:39,Manager-000001,
1023,Deliver card,Deliver card,2023-11-29 04:30:47,Manager-000006,
1023,EVENT 13 END,EVENT 13 END,2023-11-29 05:02:42,,
1024,Check for completeness,Check for completeness,2023-11-29 00:38:00,Clerk-000003,
1024,New online application received,New online application received,2023-11-29 00:38:00,,
1024,Request info,Request info,2023-11-29 01:25:45,Manager-000003,
1024,info received,info received,2023-11-29 01:38:32,,
1024,Check for completeness,Check for completeness,2023-11-29 01:38:42,Clerk-000001,
1024,Perform checks,Perform checks,2023-11-29 01:40:12,Clerk-000002,
1024,Make decision,Make decision,2023-11-29 01:42:08,Manager-000001,
1024,notify reject,notify reject,2023-11-29 01:42:25,Manager-000002,
1024,time out,time out,2023-11-29 02:03:06,,
1024,EVENT 13 END,EVENT 13 END,2023-11-29 02:03:16,,
1025,Check for completeness,Check for completeness,2023-11-29 01:17:37,Clerk-000002,
1025,New online application received,New online application received,2023-11-29 01:17:37,,
1025,Perform checks,Perform checks,2023-11-29 01:24:38,Clerk-000005,
1025,Make decision,Make decision,2023-11-29 01:25:33,Manager-000005,
1025,Notify accept,Notify accept,2023-11-29 01:47:50,Manager-000003,
1025,Deliver card,Deliver card,2023-11-29 01:49:32,Manager-000004,
1025,EVENT 13 END,EVENT 13 END,2023-11-29 01:50:13,,
1026,Check for completeness,Check for completeness,2023-11-29 01:36:59,Clerk-000004,
1026,New online application received,New online application received,2023-11-29 01:36:59,,
1026,Make decision_signed1,Make decision_signed1,2023-11-29 01:36:59,Clerk-000004,collateral events(Make decision)
1026,Perform checks,Perform checks,2023-11-29 01:46:39,Clerk-000006,
1026,Make decision_signed1,Make decision_signed1,2023-11-29 01:46:40,Clerk-000006,collateral events(Make decision)
1026,Make decision_signed2,Make decision_signed2,2023-11-29 01:46:41,Clerk-000006,collateral events(Make decision)
1026,Make decision,Make decision,2023-11-29 01:51:49,Manager-000001,
1026,notify reject,notify reject,2023-11-29 01:53:39,Manager-000006,
1026,Make decision_signed1,Make decision_signed1,2023-11-29 01:53:40,Manager-000006,collateral events(Make decision)
1026,Make decision_signed2,Make decision_signed2,2023-11-29 01:53:40,Manager-000006,collateral events(Make decision)
1026,time out,time out,2023-11-29 01:59:11,,
1026,Make decision_signed1,Make decision_signed1,2023-11-29 01:59:11,,collateral events(Make decision)
1026,Make decision_signed2,Make decision_signed2,2023-11-29 01:59:12,,collateral events(Make decision)
1026,EVENT 13 END,EVENT 13 END,2023-11-29 01:59:21,,
1026,Make decision_signed1,Make decision_signed1,2023-11-29 01:59:21,,collateral events(Make decision)
1026,Make decision_signed2,Make decision_signed2,2023-11-29 01:59:21,,collateral events(Make decision)
1027,Check for completeness,Check for completeness,2023-11-29 04:09:01,Clerk-000005,
1027,New online application received,New online application received,2023-11-29 04:09:01,,
1027,Perform checks,Perform checks,2023-11-29 04:09:29,Clerk-000004,
1027,Make decision,Make decision,2023-11-29 04:39:05,Manager-000002,
1027,Notify accept,Notify accept,2023-11-29 04:54:20,Manager-000005,
1027,Deliver card,Deliver card,2023-11-29 05:00:48,Manager-000003,
1027,EVENT 13 END,EVENT 13 END,2023-11-29 05:08:28,,
1028,Check for completeness,Check for completeness,2023-11-29 05:38:28,Clerk-000006,
1028,New online application received,New online application received,2023-11-29 05:38:28,,
1028,Request info,Request info,2023-11-29 05:53:12,Manager-000004,
1028,info received,info received,2023-11-29 06:00:29,,
1028,Check for completeness,Check for completeness,2023-11-29 06:00:39,Clerk-000003,
1028,Perform checks,Perform checks,2023-11-29 06:11:32,Clerk-000001,
1028,Make decision,Make decision,2023-11-29 06:18:59,Manager-000001,
1028,Notify accept,Notify accept,2023-11-29 06:40:37,Manager-000002,
1028,Deliver card,Deliver card,2023-11-29 06:49:55,Manager-000005,
1028,EVENT 13 END,EVENT 13 END,2023-11-29 06:52:40,,
1029,Check for completeness,Check for completeness,2023-11-29 07:02:18,Clerk-000002,
1029,New online application received,New online application received,2023-11-29 07:02:18,,
1029,Request info,Request info,2023-11-29 07:17:42,Manager-000006,
1029,info received,info received,2023-11-29 07:20:52,,
1029,Check for completeness,Check for completeness,2023-11-29 07:21:02,Clerk-000006,
1029,Request info,Request info,2023-11-29 07:24:39,Manager-000004,
1029,info received,info received,2023-11-29 07:25:59,,
1029,Check for completeness,Check for completeness,2023-11-29 07:26:09,Clerk-000003,
1029,Request info,Request info,2023-11-29 07:29:37,Manager-000002,
1029,info received,info received,2023-11-29 07:30:20,,
1029,Check for completeness,Check for completeness,2023-11-29 07:30:30,Clerk-000001,
1029,Request info,Request info,2023-11-29 07:31:39,Manager-000005,
1029,info received,info received,2023-11-29 07:45:03,,
1029,Check for completeness,Check for completeness,2023-11-29 07:45:13,Clerk-000002,
1029,Perform checks,Perform checks,2023-11-29 07:48:49,Clerk-000003,
1029,Make decision,Make decision,2023-11-29 07:56:51,Manager-000004,
1029,notify reject,notify reject,2023-11-29 08:07:25,Manager-000001,
1029,time out,time out,2023-11-29 08:10:58,,
1029,EVENT 13 END,EVENT 13 END,2023-11-29 08:11:08,,
1030,Check for completeness,Check for completeness,2023-11-29 07:04:19,Clerk-000005,
1030,New online application received,New online application received,2023-11-29 07:04:19,,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 07:04:20,Clerk-000005,collateral events(Make decision)
1030,Perform checks,Perform checks,2023-11-29 07:08:19,Clerk-000004,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 07:08:20,Clerk-000004,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 07:08:21,Clerk-000004,collateral events(Make decision)
1030,Make decision,Make decision,2023-11-29 07:20:06,Manager-000003,
1030,notify reject,notify reject,2023-11-29 07:27:37,Manager-000001,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 07:27:37,Manager-000001,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 07:27:38,Manager-000001,collateral events(Make decision)
1030,review request received,review request received,2023-11-29 07:39:41,,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 07:39:42,,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 07:39:42,,collateral events(Make decision)
1030,Check for completeness,Check for completeness,2023-11-29 07:39:51,Clerk-000005,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 07:39:52,Clerk-000005,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 07:39:52,Clerk-000005,collateral events(Make decision)
1030,Request info,Request info,2023-11-29 07:41:59,Manager-000006,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 07:41:59,Manager-000006,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 07:42:00,Manager-000006,collateral events(Make decision)
1030,info received,info received,2023-11-29 07:48:04,,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 07:48:04,,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 07:48:05,,collateral events(Make decision)
1030,Check for completeness,Check for completeness,2023-11-29 07:48:14,Clerk-000006,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 07:48:14,Clerk-000006,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 07:48:14,Clerk-000006,collateral events(Make decision)
1030,Request info,Request info,2023-11-29 07:57:45,Manager-000003,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 07:57:46,Manager-000003,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 07:57:46,Manager-000003,collateral events(Make decision)
1030,info received,info received,2023-11-29 08:04:23,,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 08:04:24,,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 08:04:25,,collateral events(Make decision)
1030,Check for completeness,Check for completeness,2023-11-29 08:04:33,Clerk-000001,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 08:04:34,Clerk-000001,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 08:04:34,Clerk-000001,collateral events(Make decision)
1030,Request info,Request info,2023-11-29 08:19:21,Manager-000005,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 08:19:22,Manager-000005,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 08:19:22,Manager-000005,collateral events(Make decision)
1030,info received,info received,2023-11-29 08:27:45,,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 08:27:46,,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 08:27:47,,collateral events(Make decision)
1030,Check for completeness,Check for completeness,2023-11-29 08:27:55,Clerk-000002,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 08:27:56,Clerk-000002,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 08:27:57,Clerk-000002,collateral events(Make decision)
1030,Perform checks,Perform checks,2023-11-29 08:40:28,Clerk-000003,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 08:40:28,Clerk-000003,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 08:40:29,Clerk-000003,collateral events(Make decision)
1030,Make decision,Make decision,2023-11-29 08:40:34,Manager-000003,
1030,notify reject,notify reject,2023-11-29 08:59:52,Manager-000002,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 08:59:52,Manager-000002,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 08:59:53,Manager-000002,collateral events(Make decision)
1030,review request received,review request received,2023-11-29 09:08:11,,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 09:08:12,,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 09:08:12,,collateral events(Make decision)
1030,Check for completeness,Check for completeness,2023-11-29 09:08:21,Clerk-000001,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 09:08:22,Clerk-000001,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 09:08:22,Clerk-000001,collateral events(Make decision)
1030,Perform checks,Perform checks,2023-11-29 09:26:06,Clerk-000002,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 09:26:06,Clerk-000002,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 09:26:07,Clerk-000002,collateral events(Make decision)
1030,Make decision,Make decision,2023-11-29 09:28:19,Manager-000005,
1030,notify reject,notify reject,2023-11-29 09:30:26,Manager-000006,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 09:30:26,Manager-000006,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 09:30:27,Manager-000006,collateral events(Make decision)
1030,time out,time out,2023-11-29 09:37:46,,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 09:37:46,,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 09:37:46,,collateral events(Make decision)
1030,EVENT 13 END,EVENT 13 END,2023-11-29 09:37:56,,
1030,Make decision_signed1,Make decision_signed1,2023-11-29 09:37:56,,collateral events(Make decision)
1030,Make decision_signed2,Make decision_signed2,2023-11-29 09:37:57,,collateral events(Make decision)
1031,Check for completeness,Check for completeness,2023-11-29 07:47:54,Clerk-000004,
1031,New online application received,New online application received,2023-11-29 07:47:54,,
1031,Request info,Request info,2023-11-29 08:01:48,Manager-000002,
