Case,Timestamp,Activity,Activity_fixed,label,Resource
1009,2023-11-28 14:25:50,Check for completeness,Check for completeness,,Clerk-000005
1009,2023-11-28 14:25:51,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
1009,2023-11-28 14:25:51,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000005
1009,2023-11-28 14:40:42,Request info,Request info,,Manager-000005
1009,2023-11-28 14:40:43,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
1009,2023-11-28 14:40:44,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
1009,2023-11-28 14:55:36,info received,info received,,
1009,2023-11-28 14:55:36,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1009,2023-11-28 14:55:36,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1009,2023-11-28 14:55:46,Check for completeness,Check for completeness,,Clerk-000005
1009,2023-11-28 14:55:46,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
1009,2023-11-28 14:55:46,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000005
1009,2023-11-28 14:55:56,Perform checks,Perform checks,,Clerk-000004
1009,2023-11-28 14:55:56,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
1009,2023-11-28 14:55:57,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000004
1009,2023-11-28 15:24:41,Make decision,Make decision,,Manager-000006
1009,2023-11-28 15:26:15,notify reject,notify reject,,Manager-000005
1009,2023-11-28 15:26:16,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
1009,2023-11-28 15:26:16,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
1009,2023-11-28 15:30:18,review request received,review request received,,
1009,2023-11-28 15:30:19,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1009,2023-11-28 15:30:19,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1009,2023-11-28 15:30:28,Check for completeness,Check for completeness,,Clerk-000002
1009,2023-11-28 15:30:28,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000002
1009,2023-11-28 15:30:28,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000002
1009,2023-11-28 15:31:48,Perform checks,Perform checks,,Clerk-000004
1009,2023-11-28 15:31:49,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
1009,2023-11-28 15:31:50,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000004
1009,2023-11-28 15:44:06,Make decision,Make decision,,Manager-000006
1009,2023-11-28 16:02:06,notify reject,notify reject,,Manager-000003
1009,2023-11-28 16:02:07,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000003
1009,2023-11-28 16:02:07,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000003
1009,2023-11-28 16:03:56,time out,time out,,
1009,2023-11-28 16:03:56,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1009,2023-11-28 16:03:56,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1009,2023-11-28 16:04:06,EVENT 13 END,EVENT 13 END,,
1009,2023-11-28 16:04:06,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1009,2023-11-28 16:04:07,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1010,2023-11-28 14:39:05,Check for completeness,Check for completeness,,Clerk-000002
1010,2023-11-28 14:39:05,New online application received,New online application received,,
1010,2023-11-28 14:40:16,Perform checks,Perform checks,,Clerk-000004
1010,2023-11-28 14:43:47,Make decision,Make decision,,Manager-000002
1010,2023-11-28 14:46:49,notify reject,notify reject,,Manager-000004
1010,2023-11-28 14:54:10,review request received,review request received,,
1010,2023-11-28 14:54:20,Check for completeness,Check for completeness,,Clerk-000001
1010,2023-11-28 15:10:56,Request info,Request info,,Manager-000003
1010,2023-11-28 15:39:47,info received,info received,,
1010,2023-11-28 15:39:57,Check for completeness,Check for completeness,,Clerk-000002
1010,2023-11-28 16:04:59,Request info,Request info,,Manager-000002
1010,2023-11-28 16:57:43,info received,info received,,
1010,2023-11-28 16:57:53,Check for completeness,Check for completeness,,Clerk-000004
1010,2023-11-28 17:15:09,Perform checks,Perform checks,,Clerk-000005
1010,2023-11-28 17:32:42,Make decision,Make decision,,Manager-000005
1010,2023-11-28 17:37:57,notify reject,notify reject,,Manager-000004
1010,2023-11-28 17:38:41,review request received,review request received,,
1010,2023-11-28 17:38:51,Check for completeness,Check for completeness,,Clerk-000006
1010,2023-11-28 17:39:44,Perform checks,Perform checks,,Clerk-000001
1010,2023-11-28 17:49:33,Make decision,Make decision,,Manager-000003
1010,2023-11-28 18:17:07,notify reject,notify reject,,Manager-000006
1010,2023-11-28 18:25:23,time out,time out,,
1010,2023-11-28 18:25:33,EVENT 13 END,EVENT 13 END,,
1011,2023-11-28 14:55:06,Check for completeness,Check for completeness,,Clerk-000002
1011,2023-11-28 14:55:06,New online application received,New online application received,,
1011,2023-11-28 15:20:05,Perform checks,Perform checks,,Clerk-000003
1011,2023-11-28 15:28:35,Make decision,Make decision,,Manager-000001
1011,2023-11-28 15:47:32,Notify accept,Notify accept,,Manager-000002
1011,2023-11-28 15:49:50,Deliver card,Deliver card,,Manager-000004
1011,2023-11-28 16:11:36,EVENT 13 END,EVENT 13 END,,
1012,2023-11-28 15:16:40,Check for completeness,Check for completeness,,Clerk-000005
1012,2023-11-28 15:16:40,New online application received,New online application received,,
1012,2023-11-28 15:28:58,Request info,Request info,,Manager-000002
1012,2023-11-28 15:31:15,info received,info received,,
1012,2023-11-28 15:31:25,Check for completeness,Check for completeness,,Clerk-000006
1012,2023-11-28 15:34:06,Perform checks,Perform checks,,Clerk-000003
1012,2023-11-28 16:13:08,Make decision,Make decision,,Manager-000006
1012,2023-11-28 16:14:12,notify reject,notify reject,,Manager-000005
1012,2023-11-28 16:15:35,review request received,review request received,,
1012,2023-11-28 16:15:45,Check for completeness,Check for completeness,,Clerk-000006
1012,2023-11-28 16:15:51,Perform checks,Perform checks,,Clerk-000001
1012,2023-11-28 16:18:49,Make decision,Make decision,,Manager-000004
1012,2023-11-28 16:21:36,notify reject,notify reject,,Manager-000001
1012,2023-11-28 16:38:47,time out,time out,,
1012,2023-11-28 16:38:57,EVENT 13 END,EVENT 13 END,,
1013,2023-11-28 15:27:54,Check for completeness,Check for completeness,,Clerk-000001
1013,2023-11-28 15:27:54,New online application received,New online application received,,
1013,2023-11-28 15:37:09,Perform checks,Perform checks,,Clerk-000005
1013,2023-11-28 15:47:14,Make decision,Make decision,,Manager-000005
1013,2023-11-28 16:04:15,Notify accept,Notify accept,,Manager-000001
1013,2023-11-28 16:13:58,Deliver card,Deliver card,,Manager-000003
1013,2023-11-28 16:29:42,EVENT 13 END,EVENT 13 END,,
1014,2023-11-28 17:16:53,Check for completeness,Check for completeness,,Clerk-000002
1014,2023-11-28 17:16:53,New online application received,New online application received,,
1014,2023-11-28 17:16:54,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1014,2023-11-28 17:19:06,Request info,Request info,,Manager-000006
1014,2023-11-28 17:19:06,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
1014,2023-11-28 17:19:07,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
1014,2023-11-28 17:27:15,info received,info received,,
1014,2023-11-28 17:27:16,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1014,2023-11-28 17:27:17,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1014,2023-11-28 17:27:25,Check for completeness,Check for completeness,,Clerk-000003
1014,2023-11-28 17:27:26,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000003
1014,2023-11-28 17:27:26,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000003
1014,2023-11-28 17:44:14,Perform checks,Perform checks,,Clerk-000004
1014,2023-11-28 17:44:14,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
1014,2023-11-28 17:44:15,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000004
1014,2023-11-28 17:58:07,Make decision,Make decision,,Manager-000001
1014,2023-11-28 17:58:14,Notify accept,Notify accept,,Manager-000002
1014,2023-11-28 17:58:15,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000002
1014,2023-11-28 17:58:15,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000002
1014,2023-11-28 18:58:04,Deliver card,Deliver card,,Manager-000005
1014,2023-11-28 18:58:05,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
1014,2023-11-28 18:58:05,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
1014,2023-11-28 19:04:44,EVENT 13 END,EVENT 13 END,,
1014,2023-11-28 19:04:44,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1014,2023-11-28 19:04:45,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1015,2023-11-28 19:07:24,Check for completeness,Check for completeness,,Clerk-000002
1015,2023-11-28 19:07:24,New online application received,New online application received,,
1015,2023-11-28 19:26:24,Perform checks,Perform checks,,Clerk-000005
1015,2023-11-28 19:32:10,Make decision,Make decision,,Manager-000004
1015,2023-11-28 19:52:05,notify reject,notify reject,,Manager-000003
1015,2023-11-28 20:04:36,review request received,review request received,,
1015,2023-11-28 20:04:46,Check for completeness,Check for completeness,,Clerk-000001
1015,2023-11-28 20:12:38,Request info,Request info,,Manager-000002
1015,2023-11-28 20:22:44,info received,info received,,
1015,2023-11-28 20:22:54,Check for completeness,Check for completeness,,Clerk-000004
1015,2023-11-28 20:39:38,Perform checks,Perform checks,,Clerk-000002
1015,2023-11-28 20:51:02,Make decision,Make decision,,Manager-000005
1015,2023-11-28 21:13:57,Notify accept,Notify accept,,Manager-000004
1015,2023-11-28 21:18:19,Deliver card,Deliver card,,Manager-000001
1015,2023-11-28 21:25:47,EVENT 13 END,EVENT 13 END,,
1016,2023-11-28 19:37:14,Check for completeness,Check for completeness,,Clerk-000006
1016,2023-11-28 19:37:14,New online application received,New online application received,,
1016,2023-11-28 19:40:47,Perform checks,Perform checks,,Clerk-000003
1016,2023-11-28 19:51:16,Make decision,Make decision,,Manager-000001
1016,2023-11-28 20:02:05,notify reject,notify reject,,Manager-000006
1016,2023-11-28 20:03:04,time out,time out,,
1016,2023-11-28 20:03:14,EVENT 13 END,EVENT 13 END,,
1017,2023-11-28 21:27:13,Check for completeness,Check for completeness,,Clerk-000005
1017,2023-11-28 21:27:13,New online application received,New online application received,,
1017,2023-11-28 21:41:53,Perform checks,Perform checks,,Clerk-000004
1017,2023-11-28 21:51:11,Make decision,Make decision,,Manager-000005
1017,2023-11-28 22:03:03,Notify accept,Notify accept,,Manager-000001
1017,2023-11-28 22:05:27,Deliver card,Deliver card,,Manager-000006
1017,2023-11-28 22:10:30,EVENT 13 END,EVENT 13 END,,
1018,2023-11-28 21:30:33,Check for completeness,Check for completeness,,Clerk-000006
1018,2023-11-28 21:30:33,New online application received,New online application received,,
1018,2023-11-28 21:34:43,Perform checks,Perform checks,,Clerk-000003
1018,2023-11-28 21:36:55,Make decision,Make decision,,Manager-000006
1018,2023-11-28 21:40:26,notify reject,notify reject,,Manager-000003
1018,2023-11-28 21:49:56,time out,time out,,
1018,2023-11-28 21:50:06,EVENT 13 END,EVENT 13 END,,
1019,2023-11-28 21:36:45,Check for completeness,Check for completeness,,Clerk-000001
1019,2023-11-28 21:36:45,New online application received,New online application received,,
1019,2023-11-28 21:42:46,Request info,Request info,,Manager-000002
1019,2023-11-28 21:52:35,info received,info received,,
1019,2023-11-28 21:52:45,Check for completeness,Check for completeness,,Clerk-000006
1019,2023-11-28 22:15:42,Request info,Request info,,Manager-000003
1019,2023-11-28 22:33:35,info received,info received,,
1019,2023-11-28 22:33:45,Check for completeness,Check for completeness,,Clerk-000001
1019,2023-11-28 22:40:15,Request info,Request info,,Manager-000001
1019,2023-11-28 22:44:38,info received,info received,,
1019,2023-11-28 22:44:48,Check for completeness,Check for completeness,,Clerk-000004
1019,2023-11-28 22:48:50,Perform checks,Perform checks,,Clerk-000002
1019,2023-11-28 23:14:56,Make decision,Make decision,,Manager-000006
1019,2023-11-28 23:33:43,Notify accept,Notify accept,,Manager-000002
1019,2023-11-28 23:34:34,Deliver card,Deliver card,,Manager-000001
1019,2023-11-29 00:03:40,EVENT 13 END,EVENT 13 END,,
1020,2023-11-28 21:45:13,Check for completeness,Check for completeness,,Clerk-000002
1020,2023-11-28 21:45:13,New online application received,New online application received,,
1020,2023-11-28 22:02:04,Request info,Request info,,Manager-000004
1020,2023-11-28 22:12:23,info received,info received,,
1020,2023-11-28 22:12:33,Check for completeness,Check for completeness,,Clerk-000003
1020,2023-11-28 22:12:40,Perform checks,Perform checks,,Clerk-000005
1020,2023-11-28 22:19:14,Make decision,Make decision,,Manager-000002
1020,2023-11-28 22:39:02,Notify accept,Notify accept,,Manager-000005
1020,2023-11-28 23:45:09,Deliver card,Deliver card,,Manager-000004
1020,2023-11-28 23:58:25,EVENT 13 END,EVENT 13 END,,
1021,2023-11-28 23:20:19,Check for completeness,Check for completeness,,Clerk-000003
1021,2023-11-28 23:20:19,New online application received,New online application received,,
1021,2023-11-28 23:20:20,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1021,2023-11-28 23:25:57,Perform checks,Perform checks,,Clerk-000006
1021,2023-11-28 23:25:58,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000006
1021,2023-11-28 23:25:58,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000006
1021,2023-11-28 23:28:16,Make decision,Make decision,,Manager-000004
1021,2023-11-28 23:32:36,notify reject,notify reject,,Manager-000003
1021,2023-11-28 23:32:37,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000003
1021,2023-11-28 23:32:37,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000003
1021,2023-11-28 23:47:42,review request received,review request received,,
1021,2023-11-28 23:47:42,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1021,2023-11-28 23:47:43,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1021,2023-11-28 23:47:52,Check for completeness,Check for completeness,,Clerk-000001
1021,2023-11-28 23:47:52,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
1021,2023-11-28 23:47:53,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000001
1021,2023-11-29 00:17:43,Request info,Request info,,Manager-000003
1021,2023-11-29 00:17:43,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000003
1021,2023-11-29 00:17:43,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000003
1021,2023-11-29 00:49:39,info received,info received,,
1021,2023-11-29 00:49:40,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1021,2023-11-29 00:49:40,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1021,2023-11-29 00:49:49,Check for completeness,Check for completeness,,Clerk-000005
1021,2023-11-29 00:49:50,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
1021,2023-11-29 00:49:50,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000005
1021,2023-11-29 00:56:12,Request info,Request info,,Manager-000006
1021,2023-11-29 00:56:13,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
1021,2023-11-29 00:56:13,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
1021,2023-11-29 00:56:19,info received,info received,,
1021,2023-11-29 00:56:20,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1021,2023-11-29 00:56:21,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1021,2023-11-29 00:56:29,Check for completeness,Check for completeness,,Clerk-000004
1021,2023-11-29 00:56:30,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
1021,2023-11-29 00:56:30,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000004
1021,2023-11-29 01:06:47,Perform checks,Perform checks,,Clerk-000001
1021,2023-11-29 01:06:48,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
1021,2023-11-29 01:06:48,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000001
1021,2023-11-29 01:14:59,Make decision,Make decision,,Manager-000002
1021,2023-11-29 01:32:07,notify reject,notify reject,,Manager-000006
1021,2023-11-29 01:32:08,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
1021,2023-11-29 01:32:08,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
1021,2023-11-29 01:47:03,time out,time out,,
1021,2023-11-29 01:47:04,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1021,2023-11-29 01:47:04,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1021,2023-11-29 01:47:13,EVENT 13 END,EVENT 13 END,,
1021,2023-11-29 01:47:13,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1021,2023-11-29 01:47:14,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1022,2023-11-28 23:41:14,Check for completeness,Check for completeness,,Clerk-000005
1022,2023-11-28 23:41:14,New online application received,New online application received,,
1022,2023-11-28 23:41:14,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1022,2023-11-28 23:56:22,Perform checks,Perform checks,,Clerk-000004
1022,2023-11-28 23:56:23,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
1022,2023-11-28 23:56:24,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000004
1022,2023-11-28 23:59:58,Make decision,Make decision,,Manager-000006
1022,2023-11-29 00:03:40,Notify accept,Notify accept,,Manager-000002
1022,2023-11-29 00:03:41,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000002
1022,2023-11-29 00:03:42,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000002
1022,2023-11-29 00:07:15,Deliver card,Deliver card,,Manager-000005
1022,2023-11-29 00:07:15,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
1022,2023-11-29 00:07:15,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
1022,2023-11-29 00:09:22,EVENT 13 END,EVENT 13 END,,
1022,2023-11-29 00:09:22,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1022,2023-11-29 00:09:23,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1023,2023-11-29 00:18:55,Check for completeness,Check for completeness,,Clerk-000002
1023,2023-11-29 00:18:55,New online application received,New online application received,,
1023,2023-11-29 00:39:50,Perform checks,Perform checks,,Clerk-000006
1023,2023-11-29 00:40:58,Make decision,Make decision,,Manager-000004
1023,2023-11-29 01:00:39,notify reject,notify reject,,Manager-000001
1023,2023-11-29 01:20:43,review request received,review request received,,
1023,2023-11-29 01:20:53,Check for completeness,Check for completeness,,Clerk-000006
1023,2023-11-29 01:36:04,Request info,Request info,,Manager-000004
1023,2023-11-29 01:40:29,info received,info received,,
1023,2023-11-29 01:40:39,Check for completeness,Check for completeness,,Clerk-000005
1023,2023-11-29 01:43:34,Perform checks,Perform checks,,Clerk-000003
1023,2023-11-29 02:03:45,Make decision,Make decision,,Manager-000005
1023,2023-11-29 02:05:37,notify reject,notify reject,,Manager-000003
1023,2023-11-29 02:06:28,review request received,review request received,,
1023,2023-11-29 02:06:38,Check for completeness,Check for completeness,,Clerk-000001
1023,2023-11-29 02:10:23,Perform checks,Perform checks,,Clerk-000002
1023,2023-11-29 02:11:24,Make decision,Make decision,,Manager-000004
1023,2023-11-29 02:17:25,notify reject,notify reject,,Manager-000001
1023,2023-11-29 02:35:11,review request received,review request received,,
1023,2023-11-29 02:35:21,Check for completeness,Check for completeness,,Clerk-000005
1023,2023-11-29 02:48:14,Request info,Request info,,Manager-000006
1023,2023-11-29 02:50:08,info received,info received,,
1023,2023-11-29 02:50:18,Check for completeness,Check for completeness,,Clerk-000004
1023,2023-11-29 02:57:47,Perform checks,Perform checks,,Clerk-000006
1023,2023-11-29 03:01:06,Make decision,Make decision,,Manager-000002
1023,2023-11-29 03:18:04,notify reject,notify reject,,Manager-000005
1023,2023-11-29 03:19:34,review request received,review request received,,
1023,2023-11-29 03:19:44,Check for completeness,Check for completeness,,Clerk-000003
1023,2023-11-29 03:36:36,Request info,Request info,,Manager-000003
1023,2023-11-29 03:49:21,info received,info received,,
1023,2023-11-29 03:49:31,Check for completeness,Check for completeness,,Clerk-000001
1023,2023-11-29 04:05:27,Perform checks,Perform checks,,Clerk-000002
1023,2023-11-29 04:05:39,Make decision,Make decision,,Manager-000004
1023,2023-11-29 04:20:39,Notify accept,Notify accept,,Manager-000001
1023,2023-11-29 04:30:47,Deliver card,Deliver card,,Manager-000006
1023,2023-11-29 05:02:42,EVENT 13 END,EVENT 13 END,,
1024,2023-11-29 00:38:00,Check for completeness,Check for completeness,,Clerk-000003
1024,2023-11-29 00:38:00,New online application received,New online application received,,
1024,2023-11-29 01:25:45,Request info,Request info,,Manager-000003
1024,2023-11-29 01:38:32,info received,info received,,
1024,2023-11-29 01:38:42,Check for completeness,Check for completeness,,Clerk-000001
1024,2023-11-29 01:40:12,Perform checks,Perform checks,,Clerk-000002
1024,2023-11-29 01:42:08,Make decision,Make decision,,Manager-000001
1024,2023-11-29 01:42:25,notify reject,notify reject,,Manager-000002
1024,2023-11-29 02:03:06,time out,time out,,
1024,2023-11-29 02:03:16,EVENT 13 END,EVENT 13 END,,
1025,2023-11-29 01:17:37,Check for completeness,Check for completeness,,Clerk-000002
1025,2023-11-29 01:17:37,New online application received,New online application received,,
1025,2023-11-29 01:24:38,Perform checks,Perform checks,,Clerk-000005
1025,2023-11-29 01:25:33,Make decision,Make decision,,Manager-000005
1025,2023-11-29 01:47:50,Notify accept,Notify accept,,Manager-000003
1025,2023-11-29 01:49:32,Deliver card,Deliver card,,Manager-000004
1025,2023-11-29 01:50:13,EVENT 13 END,EVENT 13 END,,
1026,2023-11-29 01:36:59,Check for completeness,Check for completeness,,Clerk-000004
1026,2023-11-29 01:36:59,New online application received,New online application received,,
1026,2023-11-29 01:36:59,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
1026,2023-11-29 01:46:39,Perform checks,Perform checks,,Clerk-000006
1026,2023-11-29 01:46:40,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000006
1026,2023-11-29 01:46:41,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000006
1026,2023-11-29 01:51:49,Make decision,Make decision,,Manager-000001
1026,2023-11-29 01:53:39,notify reject,notify reject,,Manager-000006
1026,2023-11-29 01:53:40,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
1026,2023-11-29 01:53:40,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
1026,2023-11-29 01:59:11,time out,time out,,
1026,2023-11-29 01:59:11,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1026,2023-11-29 01:59:12,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1026,2023-11-29 01:59:21,EVENT 13 END,EVENT 13 END,,
1026,2023-11-29 01:59:21,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1026,2023-11-29 01:59:21,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1027,2023-11-29 04:09:01,Check for completeness,Check for completeness,,Clerk-000005
1027,2023-11-29 04:09:01,New online application received,New online application received,,
1027,2023-11-29 04:09:29,Perform checks,Perform checks,,Clerk-000004
1027,2023-11-29 04:39:05,Make decision,Make decision,,Manager-000002
1027,2023-11-29 04:54:20,Notify accept,Notify accept,,Manager-000005
1027,2023-11-29 05:00:48,Deliver card,Deliver card,,Manager-000003
1027,2023-11-29 05:08:28,EVENT 13 END,EVENT 13 END,,
1028,2023-11-29 05:38:28,Check for completeness,Check for completeness,,Clerk-000006
1028,2023-11-29 05:38:28,New online application received,New online application received,,
1028,2023-11-29 05:53:12,Request info,Request info,,Manager-000004
1028,2023-11-29 06:00:29,info received,info received,,
1028,2023-11-29 06:00:39,Check for completeness,Check for completeness,,Clerk-000003
1028,2023-11-29 06:11:32,Perform checks,Perform checks,,Clerk-000001
1028,2023-11-29 06:18:59,Make decision,Make decision,,Manager-000001
1028,2023-11-29 06:40:37,Notify accept,Notify accept,,Manager-000002
1028,2023-11-29 06:49:55,Deliver card,Deliver card,,Manager-000005
1028,2023-11-29 06:52:40,EVENT 13 END,EVENT 13 END,,
1029,2023-11-29 07:02:18,Check for completeness,Check for completeness,,Clerk-000002
1029,2023-11-29 07:02:18,New online application received,New online application received,,
1029,2023-11-29 07:17:42,Request info,Request info,,Manager-000006
1029,2023-11-29 07:20:52,info received,info received,,
1029,2023-11-29 07:21:02,Check for completeness,Check for completeness,,Clerk-000006
1029,2023-11-29 07:24:39,Request info,Request info,,Manager-000004
1029,2023-11-29 07:25:59,info received,info received,,
1029,2023-11-29 07:26:09,Check for completeness,Check for completeness,,Clerk-000003
1029,2023-11-29 07:29:37,Request info,Request info,,Manager-000002
1029,2023-11-29 07:30:20,info received,info received,,
1029,2023-11-29 07:30:30,Check for completeness,Check for completeness,,Clerk-000001
1029,2023-11-29 07:31:39,Request info,Request info,,Manager-000005
1029,2023-11-29 07:45:03,info received,info received,,
1029,2023-11-29 07:45:13,Check for completeness,Check for completeness,,Clerk-000002
1029,2023-11-29 07:48:49,Perform checks,Perform checks,,Clerk-000003
1029,2023-11-29 07:56:51,Make decision,Make decision,,Manager-000004
1029,2023-11-29 08:07:25,notify reject,notify reject,,Manager-000001
1029,2023-11-29 08:10:58,time out,time out,,
1029,2023-11-29 08:11:08,EVENT 13 END,EVENT 13 END,,
1030,2023-11-29 07:04:19,Check for completeness,Check for completeness,,Clerk-000005
1030,2023-11-29 07:04:19,New online application received,New online application received,,
1030,2023-11-29 07:04:20,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
1030,2023-11-29 07:08:19,Perform checks,Perform checks,,Clerk-000004
1030,2023-11-29 07:08:20,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
1030,2023-11-29 07:08:21,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000004
1030,2023-11-29 07:20:06,Make decision,Make decision,,Manager-000003
1030,2023-11-29 07:27:37,notify reject,notify reject,,Manager-000001
1030,2023-11-29 07:27:37,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000001
1030,2023-11-29 07:27:38,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000001
1030,2023-11-29 07:39:41,review request received,review request received,,
1030,2023-11-29 07:39:42,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1030,2023-11-29 07:39:42,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1030,2023-11-29 07:39:51,Check for completeness,Check for completeness,,Clerk-000005
1030,2023-11-29 07:39:52,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
1030,2023-11-29 07:39:52,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000005
1030,2023-11-29 07:41:59,Request info,Request info,,Manager-000006
1030,2023-11-29 07:41:59,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
1030,2023-11-29 07:42:00,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
1030,2023-11-29 07:48:04,info received,info received,,
1030,2023-11-29 07:48:04,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1030,2023-11-29 07:48:05,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1030,2023-11-29 07:48:14,Check for completeness,Check for completeness,,Clerk-000006
1030,2023-11-29 07:48:14,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000006
