Case,Timestamp,Activity,Resource,label,Activity_fixed
1462,2023-12-22 17:35:59,Check for completeness,Clerk-000006,,Check for completeness
1462,2023-12-22 17:35:59,New online application received,,,New online application received
1462,2023-12-22 17:50:43,Perform checks,Clerk-000004,,Perform checks
1462,2023-12-22 17:58:59,Make decision,Manager-000002,,Make decision
1462,2023-12-22 18:09:49,Notify accept,Manager-000006,,Notify accept
1462,2023-12-22 18:20:28,Deliver card,Manager-000004,,Deliver card
1462,2023-12-22 18:25:14,EVENT 13 END,,,EVENT 13 END
1463,2023-12-22 18:22:30,Check for completeness,Clerk-000006,,Check for completeness
1463,2023-12-22 18:22:30,New online application received,,,New online application received
1463,2023-12-22 18:22:30,Make decision_signed1,Clerk-000006,collateral events(Make decision),Make decision_signed1
1463,2023-12-22 18:33:02,Perform checks,Clerk-000005,,Perform checks
1463,2023-12-22 18:33:03,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
1463,2023-12-22 18:38:44,Make decision,Manager-000002,,Make decision
1463,2023-12-22 18:44:56,Notify accept,Manager-000001,,Notify accept
1463,2023-12-22 18:44:57,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
1463,2023-12-22 18:47:07,Deliver card,Manager-000006,,Deliver card
1463,2023-12-22 18:47:07,Make decision_signed1,Manager-000006,collateral events(Make decision),Make decision_signed1
1463,2023-12-22 19:05:51,EVENT 13 END,,,EVENT 13 END
1463,2023-12-22 19:05:52,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1464,2023-12-22 18:43:31,Check for completeness,Clerk-000001,,Check for completeness
1464,2023-12-22 18:43:31,New online application received,,,New online application received
1464,2023-12-22 19:32:05,Request info,Manager-000006,,Request info
1464,2023-12-22 19:35:31,info received,,,info received
1464,2023-12-22 19:35:41,Check for completeness,Clerk-000005,,Check for completeness
1464,2023-12-22 20:28:10,Perform checks,Clerk-000001,,Perform checks
1464,2023-12-22 20:32:47,Make decision,Manager-000001,,Make decision
1464,2023-12-22 20:35:12,Notify accept,Manager-000003,,Notify accept
1464,2023-12-22 20:40:09,Deliver card,Manager-000001,,Deliver card
1464,2023-12-22 20:46:22,EVENT 13 END,,,EVENT 13 END
1465,2023-12-22 19:08:25,Check for completeness,Clerk-000003,,Check for completeness
1465,2023-12-22 19:08:25,New online application received,,,New online application received
1465,2023-12-22 19:10:20,Perform checks,Clerk-000006,,Perform checks
1465,2023-12-22 19:10:29,Make decision,Manager-000002,,Make decision
1465,2023-12-22 19:14:09,notify reject,Manager-000001,,notify reject
1465,2023-12-22 19:20:46,review request received,,,review request received
1465,2023-12-22 19:20:56,Check for completeness,Clerk-000002,,Check for completeness
1465,2023-12-22 19:28:07,Request info,Manager-000005,,Request info
1465,2023-12-22 19:28:35,info received,,,info received
1465,2023-12-22 19:28:45,Check for completeness,Clerk-000002,,Check for completeness
1465,2023-12-22 19:32:24,Perform checks,Clerk-000003,,Perform checks
1465,2023-12-22 19:50:53,Make decision,Manager-000004,,Make decision
1465,2023-12-22 20:19:46,notify reject,Manager-000001,,notify reject
1465,2023-12-22 20:21:10,review request received,,,review request received
1465,2023-12-22 20:21:20,Check for completeness,Clerk-000004,,Check for completeness
1465,2023-12-22 20:22:55,Request info,Manager-000004,,Request info
1465,2023-12-22 20:25:22,info received,,,info received
1465,2023-12-22 20:25:32,Check for completeness,Clerk-000002,,Check for completeness
1465,2023-12-22 20:27:09,Perform checks,Clerk-000004,,Perform checks
1465,2023-12-22 20:31:16,Make decision,Manager-000004,,Make decision
1465,2023-12-22 20:31:37,notify reject,Manager-000002,,notify reject
1465,2023-12-22 20:36:45,review request received,,,review request received
1465,2023-12-22 20:36:55,Check for completeness,Clerk-000005,,Check for completeness
1465,2023-12-22 20:40:55,Request info,Manager-000002,,Request info
1465,2023-12-22 20:48:16,info received,,,info received
1465,2023-12-22 20:48:26,Check for completeness,Clerk-000004,,Check for completeness
1465,2023-12-22 21:54:52,Request info,Manager-000006,,Request info
1465,2023-12-22 21:56:36,info received,,,info received
1465,2023-12-22 21:56:46,Check for completeness,Clerk-000006,,Check for completeness
1465,2023-12-22 22:01:30,Perform checks,Clerk-000001,,Perform checks
1465,2023-12-22 22:01:31,Make decision,Manager-000003,,Make decision
1465,2023-12-22 22:03:49,notify reject,Manager-000004,,notify reject
1465,2023-12-22 22:12:12,review request received,,,review request received
1465,2023-12-22 22:12:22,Check for completeness,Clerk-000002,,Check for completeness
1465,2023-12-22 22:33:45,Request info,Manager-000006,,Request info
1465,2023-12-22 22:41:46,info received,,,info received
1465,2023-12-22 22:41:56,Check for completeness,Clerk-000003,,Check for completeness
1465,2023-12-22 23:11:58,Request info,Manager-000005,,Request info
1465,2023-12-22 23:25:17,info received,,,info received
1465,2023-12-22 23:25:27,Check for completeness,Clerk-000005,,Check for completeness
1465,2023-12-22 23:28:14,Perform checks,Clerk-000002,,Perform checks
1465,2023-12-22 23:31:53,Make decision,Manager-000004,,Make decision
1465,2023-12-22 23:50:56,notify reject,Manager-000005,,notify reject
1465,2023-12-22 23:55:48,time out,,,time out
1465,2023-12-22 23:55:58,EVENT 13 END,,,EVENT 13 END
1466,2023-12-22 19:14:13,Check for completeness,Clerk-000005,,Check for completeness
1466,2023-12-22 19:14:13,New online application received,,,New online application received
1466,2023-12-22 19:34:01,Perform checks,Clerk-000001,,Perform checks
1466,2023-12-22 19:34:26,Make decision,Manager-000002,,Make decision
1466,2023-12-22 19:34:49,notify reject,Manager-000001,,notify reject
1466,2023-12-22 19:50:59,review request received,,,review request received
1466,2023-12-22 19:51:09,Check for completeness,Clerk-000002,,Check for completeness
1466,2023-12-22 20:06:02,Perform checks,Clerk-000002,,Perform checks
1466,2023-12-22 20:16:56,Make decision,Manager-000005,,Make decision
1466,2023-12-22 20:20:29,notify reject,Manager-000003,,notify reject
1466,2023-12-22 20:30:58,time out,,,time out
1466,2023-12-22 20:31:08,EVENT 13 END,,,EVENT 13 END
1467,2023-12-22 19:19:16,Check for completeness,Clerk-000004,,Check for completeness
1467,2023-12-22 19:19:16,New online application received,,,New online application received
1467,2023-12-22 19:19:17,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 19:38:42,Request info,Manager-000005,,Request info
1467,2023-12-22 19:38:42,Make decision_signed1,Manager-000005,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 19:59:00,info received,,,info received
1467,2023-12-22 19:59:00,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 19:59:10,Check for completeness,Clerk-000003,,Check for completeness
1467,2023-12-22 19:59:10,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 20:01:09,Request info,Manager-000001,,Request info
1467,2023-12-22 20:01:10,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 20:03:48,info received,,,info received
1467,2023-12-22 20:03:48,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 20:03:58,Check for completeness,Clerk-000003,,Check for completeness
1467,2023-12-22 20:03:59,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 20:14:39,Request info,Manager-000006,,Request info
1467,2023-12-22 20:14:39,Make decision_signed1,Manager-000006,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 20:28:04,info received,,,info received
1467,2023-12-22 20:28:04,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 20:28:14,Check for completeness,Clerk-000002,,Check for completeness
1467,2023-12-22 20:28:15,Make decision_signed2,Clerk-000002,collateral events(Make decision),Make decision_signed2
1467,2023-12-22 20:31:47,Request info,Manager-000006,,Request info
1467,2023-12-22 20:31:48,Make decision_signed1,Manager-000006,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 20:50:27,info received,,,info received
1467,2023-12-22 20:50:28,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 20:50:37,Check for completeness,Clerk-000002,,Check for completeness
1467,2023-12-22 20:50:38,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 21:28:28,Request info,Manager-000002,,Request info
1467,2023-12-22 21:28:28,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 21:31:43,info received,,,info received
1467,2023-12-22 21:31:43,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 21:31:53,Check for completeness,Clerk-000003,,Check for completeness
1467,2023-12-22 21:31:54,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 21:42:10,Perform checks,Clerk-000005,,Perform checks
1467,2023-12-22 21:42:11,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 21:59:21,Make decision,Manager-000005,,Make decision
1467,2023-12-22 22:03:52,Notify accept,Manager-000001,,Notify accept
1467,2023-12-22 22:03:52,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 22:14:47,Deliver card,Manager-000002,,Deliver card
1467,2023-12-22 22:14:48,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
1467,2023-12-22 22:27:55,EVENT 13 END,,,EVENT 13 END
1467,2023-12-22 22:27:55,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1468,2023-12-22 19:19:49,Check for completeness,Clerk-000003,,Check for completeness
1468,2023-12-22 19:19:49,New online application received,,,New online application received
1468,2023-12-22 19:30:38,Request info,Manager-000004,,Request info
1468,2023-12-22 19:35:06,info received,,,info received
1468,2023-12-22 19:35:16,Check for completeness,Clerk-000002,,Check for completeness
1468,2023-12-22 19:45:45,Perform checks,Clerk-000004,,Perform checks
1468,2023-12-22 19:53:08,Make decision,Manager-000006,,Make decision
1468,2023-12-22 19:53:54,Notify accept,Manager-000003,,Notify accept
1468,2023-12-22 19:58:26,Deliver card,Manager-000002,,Deliver card
1468,2023-12-22 19:59:14,EVENT 13 END,,,EVENT 13 END
1469,2023-12-22 19:20:44,Check for completeness,Clerk-000006,,Check for completeness
1469,2023-12-22 19:20:44,New online application received,,,New online application received
1469,2023-12-22 19:43:14,Perform checks,Clerk-000001,,Perform checks
1469,2023-12-22 20:23:36,Make decision,Manager-000005,,Make decision
1469,2023-12-22 20:24:48,notify reject,Manager-000002,,notify reject
1469,2023-12-22 20:26:18,time out,,,time out
1469,2023-12-22 20:26:28,EVENT 13 END,,,EVENT 13 END
1470,2023-12-22 20:03:47,Check for completeness,Clerk-000004,,Check for completeness
1470,2023-12-22 20:03:47,New online application received,,,New online application received
1470,2023-12-22 20:12:38,Perform checks,Clerk-000004,,Perform checks
1470,2023-12-22 20:15:06,Make decision,Manager-000003,,Make decision
1470,2023-12-22 20:19:29,notify reject,Manager-000002,,notify reject
1470,2023-12-22 20:20:50,review request received,,,review request received
1470,2023-12-22 20:21:00,Check for completeness,Clerk-000003,,Check for completeness
1470,2023-12-22 20:39:27,Request info,Manager-000004,,Request info
1470,2023-12-22 20:45:34,info received,,,info received
1470,2023-12-22 20:45:44,Check for completeness,Clerk-000006,,Check for completeness
1470,2023-12-22 20:55:55,Perform checks,Clerk-000001,,Perform checks
1470,2023-12-22 21:00:23,Make decision,Manager-000003,,Make decision
1470,2023-12-22 21:06:18,Notify accept,Manager-000004,,Notify accept
1470,2023-12-22 21:10:34,Deliver card,Manager-000001,,Deliver card
1470,2023-12-22 21:29:08,EVENT 13 END,,,EVENT 13 END
1471,2023-12-22 23:08:49,Check for completeness,Clerk-000004,,Check for completeness
1471,2023-12-22 23:08:49,New online application received,,,New online application received
1471,2023-12-22 23:10:26,Request info,Manager-000003,,Request info
1471,2023-12-22 23:28:52,info received,,,info received
1471,2023-12-22 23:29:02,Check for completeness,Clerk-000004,,Check for completeness
1471,2023-12-22 23:30:14,Perform checks,Clerk-000003,,Perform checks
1471,2023-12-22 23:37:41,Make decision,Manager-000001,,Make decision
1471,2023-12-22 23:50:04,Notify accept,Manager-000006,,Notify accept
1471,2023-12-22 23:57:49,Deliver card,Manager-000003,,Deliver card
1471,2023-12-23 00:03:45,EVENT 13 END,,,EVENT 13 END
1472,2023-12-22 23:26:55,Check for completeness,Clerk-000006,,Check for completeness
1472,2023-12-22 23:26:55,New online application received,,,New online application received
1472,2023-12-22 23:27:59,Perform checks,Clerk-000001,,Perform checks
1472,2023-12-22 23:50:02,Make decision,Manager-000002,,Make decision
1472,2023-12-23 00:09:11,notify reject,Manager-000005,,notify reject
1472,2023-12-23 00:09:19,time out,,,time out
1472,2023-12-23 00:09:29,EVENT 13 END,,,EVENT 13 END
1473,2023-12-22 23:58:17,Check for completeness,Clerk-000006,,Check for completeness
1473,2023-12-22 23:58:17,New online application received,,,New online application received
1473,2023-12-23 00:01:44,Perform checks,Clerk-000005,,Perform checks
1473,2023-12-23 00:02:52,Make decision,Manager-000001,,Make decision
1473,2023-12-23 00:04:19,Notify accept,Manager-000004,,Notify accept
1473,2023-12-23 00:28:40,Deliver card,Manager-000002,,Deliver card
1473,2023-12-23 00:40:42,EVENT 13 END,,,EVENT 13 END
1474,2023-12-23 00:09:19,Check for completeness,Clerk-000004,,Check for completeness
1474,2023-12-23 00:09:19,New online application received,,,New online application received
1474,2023-12-23 00:09:19,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1474,2023-12-23 00:14:42,Request info,Manager-000006,,Request info
1474,2023-12-23 00:14:42,Make decision_signed1,Manager-000006,collateral events(Make decision),Make decision_signed1
1474,2023-12-23 00:18:41,info received,,,info received
1474,2023-12-23 00:18:42,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1474,2023-12-23 00:18:51,Check for completeness,Clerk-000002,,Check for completeness
1474,2023-12-23 00:18:51,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
1474,2023-12-23 00:19:02,Request info,Manager-000003,,Request info
1474,2023-12-23 00:19:02,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
1474,2023-12-23 00:19:09,info received,,,info received
1474,2023-12-23 00:19:09,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1474,2023-12-23 00:19:19,Check for completeness,Clerk-000003,,Check for completeness
1474,2023-12-23 00:19:20,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
1474,2023-12-23 00:21:15,Perform checks,Clerk-000001,,Perform checks
1474,2023-12-23 00:21:15,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
1474,2023-12-23 00:28:54,Make decision,Manager-000005,,Make decision
1474,2023-12-23 00:58:15,notify reject,Manager-000003,,notify reject
1474,2023-12-23 00:58:15,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
1474,2023-12-25 01:05:52,review request received,,,review request received
1474,2023-12-25 01:05:52,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1474,2023-12-25 01:06:02,Check for completeness,Clerk-000006,,Check for completeness
1474,2023-12-25 01:06:02,Make decision_signed1,Clerk-000006,collateral events(Make decision),Make decision_signed1
1474,2023-12-25 01:07:54,Perform checks,Clerk-000005,,Perform checks
1474,2023-12-25 01:07:55,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
1474,2023-12-25 02:27:28,Make decision,Manager-000006,,Make decision
1474,2023-12-25 02:29:29,notify reject,Manager-000004,,notify reject
1474,2023-12-25 02:29:29,Make decision_signed1,Manager-000004,collateral events(Make decision),Make decision_signed1
1474,2023-12-25 02:39:29,review request received,,,review request received
1474,2023-12-25 02:39:29,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1474,2023-12-25 02:39:39,Check for completeness,Clerk-000004,,Check for completeness
1474,2023-12-25 02:39:40,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
1474,2023-12-25 02:47:35,Request info,Manager-000002,,Request info
1474,2023-12-25 02:47:36,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
1474,2023-12-25 02:49:45,info received,,,info received
1474,2023-12-25 02:49:45,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1474,2023-12-25 02:49:55,Check for completeness,Clerk-000003,,Check for completeness
1474,2023-12-25 02:49:55,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
1474,2023-12-25 02:53:52,Perform checks,Clerk-000002,,Perform checks
1474,2023-12-25 02:53:52,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
1474,2023-12-25 03:02:25,Make decision,Manager-000001,,Make decision
1474,2023-12-25 03:03:09,Notify accept,Manager-000003,,Notify accept
1474,2023-12-25 03:03:09,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
1474,2023-12-25 03:17:32,Deliver card,Manager-000004,,Deliver card
1474,2023-12-25 03:17:33,Make decision_signed1,Manager-000004,collateral events(Make decision),Make decision_signed1
1474,2023-12-25 03:38:38,EVENT 13 END,,,EVENT 13 END
1474,2023-12-25 03:38:38,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1475,2023-12-23 00:26:15,Check for completeness,Clerk-000006,,Check for completeness
1475,2023-12-23 00:26:15,New online application received,,,New online application received
1475,2023-12-23 00:26:52,Perform checks,Clerk-000005,,Perform checks
1475,2023-12-23 00:27:37,Make decision,Manager-000001,,Make decision
1475,2023-12-25 01:03:51,notify reject,Manager-000002,,notify reject
1475,2023-12-25 01:10:53,review request received,,,review request received
1475,2023-12-25 01:11:03,Check for completeness,Clerk-000001,,Check for completeness
1475,2023-12-25 01:14:08,Request info,Manager-000006,,Request info
1475,2023-12-25 01:15:40,info received,,,info received
1475,2023-12-25 01:15:50,Check for completeness,Clerk-000006,,Check for completeness
1475,2023-12-25 01:37:14,Perform checks,Clerk-000003,,Perform checks
1475,2023-12-25 01:39:33,Make decision,Manager-000006,,Make decision
1475,2023-12-25 01:51:08,Notify accept,Manager-000001,,Notify accept
1475,2023-12-25 01:55:10,Deliver card,Manager-000005,,Deliver card
1475,2023-12-25 01:59:47,EVENT 13 END,,,EVENT 13 END
1476,2023-12-23 00:28:33,Check for completeness,Clerk-000004,,Check for completeness
1476,2023-12-23 00:28:33,New online application received,,,New online application received
1476,2023-12-23 00:42:05,Request info,Manager-000006,,Request info
1476,2023-12-23 00:46:12,info received,,,info received
1476,2023-12-23 00:46:22,Check for completeness,Clerk-000002,,Check for completeness
1476,2023-12-25 01:01:31,Request info,Manager-000004,,Request info
1476,2023-12-25 01:02:48,info received,,,info received
1476,2023-12-25 01:02:58,Check for completeness,Clerk-000003,,Check for completeness
1476,2023-12-25 01:15:41,Request info,Manager-000004,,Request info
1476,2023-12-25 01:27:13,info received,,,info received
1476,2023-12-25 01:27:23,Check for completeness,Clerk-000004,,Check for completeness
1476,2023-12-25 01:29:07,Request info,Manager-000002,,Request info
1476,2023-12-25 01:37:25,info received,,,info received
1476,2023-12-25 01:37:35,Check for completeness,Clerk-000002,,Check for completeness
1476,2023-12-25 01:39:37,Perform checks,Clerk-000001,,Perform checks
1476,2023-12-25 01:52:31,Make decision,Manager-000004,,Make decision
1476,2023-12-25 01:53:10,Notify accept,Manager-000002,,Notify accept
1476,2023-12-25 01:54:27,Deliver card,Manager-000003,,Deliver card
1476,2023-12-25 01:56:28,EVENT 13 END,,,EVENT 13 END
1477,2023-12-25 01:14:36,Check for completeness,Clerk-000004,,Check for completeness
1477,2023-12-25 01:14:36,New online application received,,,New online application received
1477,2023-12-25 01:14:59,Request info,Manager-000005,,Request info
1477,2023-12-25 01:15:15,info received,,,info received
1477,2023-12-25 01:15:25,Check for completeness,Clerk-000002,,Check for completeness
1477,2023-12-25 01:16:05,Perform checks,Clerk-000001,,Perform checks
1477,2023-12-25 01:19:03,Make decision,Manager-000001,,Make decision
1477,2023-12-25 01:20:12,Notify accept,Manager-000003,,Notify accept
1477,2023-12-25 01:38:13,Deliver card,Manager-000005,,Deliver card
1477,2023-12-25 01:43:56,EVENT 13 END,,,EVENT 13 END
1478,2023-12-25 02:45:43,Check for completeness,Clerk-000006,,Check for completeness
1478,2023-12-25 02:45:43,New online application received,,,New online application received
1478,2023-12-25 03:00:01,Perform checks,Clerk-000001,,Perform checks
1478,2023-12-25 03:12:27,Make decision,Manager-000005,,Make decision
1478,2023-12-25 03:16:15,notify reject,Manager-000006,,notify reject
1478,2023-12-25 03:29:55,review request received,,,review request received
1478,2023-12-25 03:30:05,Check for completeness,Clerk-000005,,Check for completeness
1478,2023-12-25 03:58:32,Perform checks,Clerk-000006,,Perform checks
1478,2023-12-25 04:13:19,Make decision,Manager-000005,,Make decision
1478,2023-12-25 04:19:31,notify reject,Manager-000003,,notify reject
1478,2023-12-25 04:26:30,time out,,,time out
1478,2023-12-25 04:26:40,EVENT 13 END,,,EVENT 13 END
1479,2023-12-25 03:46:11,Check for completeness,Clerk-000004,,Check for completeness
1479,2023-12-25 03:46:11,New online application received,,,New online application received
1479,2023-12-25 03:47:19,Request info,Manager-000002,,Request info
1479,2023-12-25 03:55:48,info received,,,info received
1479,2023-12-25 03:55:58,Check for completeness,Clerk-000003,,Check for completeness
1479,2023-12-25 03:59:44,Request info,Manager-000001,,Request info
1479,2023-12-25 04:08:37,info received,,,info received
1479,2023-12-25 04:08:47,Check for completeness,Clerk-000002,,Check for completeness
1479,2023-12-25 04:16:16,Perform checks,Clerk-000001,,Perform checks
1479,2023-12-25 04:24:47,Make decision,Manager-000006,,Make decision
1479,2023-12-25 04:26:57,Notify accept,Manager-000004,,Notify accept
1479,2023-12-25 04:32:09,Deliver card,Manager-000002,,Deliver card
1479,2023-12-25 04:32:30,EVENT 13 END,,,EVENT 13 END
1480,2023-12-25 04:37:37,Check for completeness,Clerk-000004,,Check for completeness
1480,2023-12-25 04:37:37,New online application received,,,New online application received
1480,2023-12-25 04:37:38,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
1480,2023-12-25 04:55:12,Request info,Manager-000001,,Request info
1480,2023-12-25 04:55:13,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
1480,2023-12-25 05:26:21,info received,,,info received
1480,2023-12-25 05:26:22,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1480,2023-12-25 05:26:31,Check for completeness,Clerk-000005,,Check for completeness
1480,2023-12-25 05:26:31,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
1480,2023-12-25 05:43:42,Request info,Manager-000005,,Request info
1480,2023-12-25 05:43:42,Make decision_signed1,Manager-000005,collateral events(Make decision),Make decision_signed1
1480,2023-12-25 05:45:53,info received,,,info received
1480,2023-12-25 05:45:53,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1480,2023-12-25 05:46:03,Check for completeness,Clerk-000003,,Check for completeness
1480,2023-12-25 05:46:04,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
1480,2023-12-25 05:47:07,Perform checks,Clerk-000006,,Perform checks
1480,2023-12-25 05:47:08,Make decision_signed1,Clerk-000006,collateral events(Make decision),Make decision_signed1
1480,2023-12-25 05:59:48,Make decision,Manager-000006,,Make decision
1480,2023-12-25 06:08:16,Notify accept,Manager-000002,,Notify accept
1480,2023-12-25 06:08:16,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
1480,2023-12-25 06:48:14,Deliver card,Manager-000001,,Deliver card
1480,2023-12-25 06:48:15,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
1480,2023-12-25 07:02:07,EVENT 13 END,,,EVENT 13 END
1480,2023-12-25 07:02:08,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1481,2023-12-25 05:48:57,Check for completeness,Clerk-000002,,Check for completeness
1481,2023-12-25 05:48:57,New online application received,,,New online application received
1481,2023-12-25 05:48:57,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1481,2023-12-25 05:49:47,Request info,Manager-000003,,Request info
1481,2023-12-25 05:49:47,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
1481,2023-12-25 05:53:41,info received,,,info received
1481,2023-12-25 05:53:41,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1481,2023-12-25 05:53:51,Check for completeness,Clerk-000001,,Check for completeness
1481,2023-12-25 05:53:51,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
1481,2023-12-25 06:00:26,Request info,Manager-000004,,Request info
1481,2023-12-25 06:00:27,Make decision_signed1,Manager-000004,collateral events(Make decision),Make decision_signed1
1481,2023-12-25 06:14:44,info received,,,info received
1481,2023-12-25 06:14:45,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1481,2023-12-25 06:14:54,Check for completeness,Clerk-000004,,Check for completeness
1481,2023-12-25 06:14:54,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
1481,2023-12-25 06:20:19,Perform checks,Clerk-000005,,Perform checks
1481,2023-12-25 06:20:19,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
1481,2023-12-25 06:49:45,Make decision,Manager-000005,,Make decision
1481,2023-12-25 07:14:47,notify reject,Manager-000003,,notify reject
1481,2023-12-25 07:14:48,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
1481,2023-12-25 07:29:25,time out,,,time out
1481,2023-12-25 07:29:26,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1481,2023-12-25 07:29:35,EVENT 13 END,,,EVENT 13 END
1481,2023-12-25 07:29:35,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1482,2023-12-25 07:26:14,Check for completeness,Clerk-000003,,Check for completeness
1482,2023-12-25 07:26:14,New online application received,,,New online application received
1482,2023-12-25 07:55:27,Perform checks,Clerk-000006,,Perform checks
1482,2023-12-25 07:57:26,Make decision,Manager-000006,,Make decision
1482,2023-12-25 08:10:48,Notify accept,Manager-000004,,Notify accept
1482,2023-12-25 08:42:18,Deliver card,Manager-000001,,Deliver card
1482,2023-12-25 08:54:47,EVENT 13 END,,,EVENT 13 END
1483,2023-12-25 07:40:23,Check for completeness,Clerk-000002,,Check for completeness
1483,2023-12-25 07:40:23,New online application received,,,New online application received
1483,2023-12-25 07:40:23,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 07:59:39,Perform checks,Clerk-000001,,Perform checks
1483,2023-12-25 07:59:39,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 09:26:37,Make decision,Manager-000001,,Make decision
1483,2023-12-25 09:27:44,notify reject,Manager-000005,,notify reject
1483,2023-12-25 09:27:45,Make decision_signed1,Manager-000005,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 09:34:40,review request received,,,review request received
1483,2023-12-25 09:34:40,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 09:34:50,Check for completeness,Clerk-000004,,Check for completeness
1483,2023-12-25 09:34:50,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 09:53:47,Request info,Manager-000002,,Request info
1483,2023-12-25 09:53:48,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 09:53:50,info received,,,info received
1483,2023-12-25 09:54:00,Check for completeness,Clerk-000003,,Check for completeness
1483,2023-12-25 09:54:00,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 10:00:14,Request info,Manager-000006,,Request info
1483,2023-12-25 10:00:15,Make decision_signed1,Manager-000006,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 10:06:43,info received,,,info received
1483,2023-12-25 10:06:43,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 10:06:53,Check for completeness,Clerk-000005,,Check for completeness
1483,2023-12-25 10:06:53,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
