Case,Activity,Timestamp,Activity_fixed,label,Resource
9012817,OLO messaging active,2013-12-16 08:00:56,OLO messaging active,,560925
9012817,create procedure confirmation,2013-12-16 08:00:57,enter senddate procedure confirmation,,560925
9012817,forward to the competent authority,2013-12-16 08:00:58,forward to the competent authority,,560925
9012817,phase application received,2013-12-16 08:00:59,phase application received,,560925
9012817,registration date publication,2013-12-16 08:01:00,registration date publication,,560925
9012817,regular procedure without MER,2013-12-16 08:01:01,regular procedure without MER,,560925
9012817,send confirmation receipt,2013-12-16 08:01:02,send confirmation receipt,,560925
9012817,send confirmation receipt,2013-12-16 08:01:03,send confirmation receipt,,560925
9012817,start WABOprocedure,2013-12-16 08:01:04,start WABOprocedure,,560925
9012817,create letter requesting missing data,2014-01-14 08:00:32,create letter requesting missing data,,2670601
9012817,create subcases completeness,2014-01-14 08:00:33,treat subcases content,,2670601
9012817,phase asked additional information,2014-01-14 08:00:34,receive additional information,,2670601
9012817,procedure change,2014-01-14 08:00:35,procedure change,,2670601
9012817,request complete,2014-01-14 08:00:36,request complete,,2670601
9012817,retrieve missing data,2014-01-14 08:00:37,retrieve missing data,,2670601
9012817,term for supplying missing data,2014-01-14 08:00:38,term for supplying missing data,,2670601
9012817,enter receipt of additional data,2014-01-30 08:00:43,enter receipt of additional data,,560872
9012817,phase additional information received,2014-01-30 08:00:44,receive additional information,,560872
9012817,receive additional information,2014-01-30 08:00:45,receive additional information,,560872
9012817,article 34  WABO applies,2014-02-04 08:00:01,article 34  WABO applies,,2670601
9012817,ask stakeholders views,2014-02-04 08:00:02,ask stakeholders views,,2670601
9012817,assessment of content completed,2014-02-04 08:00:03,assessment of content completed,,2670601
9012817,by law,2014-02-04 08:00:04,by law,,2670601
9012817,completed subcases content,2014-02-04 08:00:05,treat subcases content,,2670601
9012817,coordination of application,2014-02-04 08:00:06,coordination of application,,2670601
9012817,creating cover letter decision,2014-02-04 08:00:07,creating cover letter decision,,560912
9012817,creating environmental permit decision,2014-02-04 08:00:08,enter senddate decision environmental permit,,2670601
9012817,decision date prior to decision,2014-02-04 08:00:09,decision date prior to decision,,2670601
9012817,enter senddate decision,2014-02-04 08:00:10,enter senddate decision,,560912
9012817,enter senddate decision environmental permit,2014-02-04 08:00:11,enter senddate decision environmental permit,,560912
9012817,generating decision environmental permit,2014-02-04 08:00:12,enter senddate decision environmental permit,,2670601
9012817,grounds for refusal,2014-02-04 08:00:13,grounds for refusal,,2670601
9012817,phase advice known,2014-02-04 08:00:14,phase advice known,,2670601
9012817,phase application receptive,2014-02-04 08:00:15,phase application received,,2670601
9012817,phase decision ready,2014-02-04 08:00:16,phase decision sent,,2670601
9012817,phase decision sent,2014-02-04 08:00:17,phase decision sent,,560912
9012817,phase decision taken,2014-02-04 08:00:18,phase decision sent,,560912
9012817,procedure change,2014-02-04 08:00:19,procedure change,,2670601
9012817,procedure change after completeness,2014-02-04 08:00:20,procedure change after completeness,,2670601
9012817,register objection and appeal periods,2014-02-04 08:00:21,register objection and appeal periods,,560912
9012817,request complete,2014-02-04 08:00:22,request complete,,2670601
9012817,send confirmation receipt additional data,2014-02-04 08:00:23,send confirmation receipt,,2670601
9012817,send letter in progress,2014-02-04 08:00:24,send letter in progress,,2670601
9012817,set decision phase decision permitting decided,2014-02-04 08:00:25,phase decision sent,,560912
9012817,set decision status,2014-02-04 08:00:26,set decision status,,2670601
9012817,start decision phase decision permitting sent,2014-02-04 08:00:27,phase decision sent,,560912
9012817,submit decision,2014-02-04 08:00:28,submit decision,,2670601
9012817,suspension ground applicable,2014-02-04 08:00:29,suspension ground applicable,,2670601
9012817,transcript decision environmental permit to stakeholders,2014-02-04 08:00:30,transcript decision environmental permit to stakeholders,,560912
9012817,treat subcases content,2014-02-04 08:00:31,treat subcases content,,2670601
9012817,enter date publication decision environmental permit,2014-03-19 08:00:13,enter senddate decision environmental permit,,560912
9012817,objection lodged against decision,2014-03-19 08:00:14,objection lodged against decision,,560912
9012817,phase decision irrevocable,2014-03-19 08:00:15,phase decision irrevocable,,560912
9012817,read publication date field,2014-03-19 08:00:16,read publication date field,,560912
9012817,read publication date field,2014-03-19 08:00:17,read publication date field,,560912
9012817,stop all running subcases 2b,2014-03-19 08:00:18,stop all running subcases 2b,,560912
9014443,register submission date request,2013-12-13 08:00:23,register submission date request,,560872
9014443,OLO messaging active,2013-12-16 08:01:05,OLO messaging active,,560872
9014443,create procedure confirmation,2013-12-16 08:01:06,enter senddate procedure confirmation,,560872
9014443,create publication document,2013-12-16 08:01:07,create publication document,,560872
9014443,forward to the competent authority,2013-12-16 08:01:08,forward to the competent authority,,560872
9014443,phase application received,2013-12-16 08:01:09,phase application received,,560872
9014443,registration date publication,2013-12-16 08:01:10,registration date publication,,560872
9014443,regular procedure without MER,2013-12-16 08:01:11,regular procedure without MER,,560872
9014443,send confirmation receipt,2013-12-16 08:01:12,send confirmation receipt,,560872
9014443,start WABOprocedure,2013-12-16 08:01:13,start WABOprocedure,,560872
9014443,article 34  WABO applies,2014-01-06 08:01:11,article 34  WABO applies,,560872
9014443,ask stakeholders views,2014-01-06 08:01:12,ask stakeholders views,,560872
9014443,assessment of content completed,2014-01-06 08:01:13,assessment of content completed,,560872
9014443,by law,2014-01-06 08:01:14,by law,,560872
9014443,completed subcases content,2014-01-06 08:01:15,treat subcases content,,560872
9014443,coordination of application,2014-01-06 08:01:16,coordination of application,,560872
9014443,create subcases completeness,2014-01-06 08:01:17,treat subcases content,,560872
9014443,creating cover letter decision,2014-01-06 08:01:18,creating cover letter decision,,560872
9014443,creating environmental permit decision,2014-01-06 08:01:19,enter senddate decision environmental permit,,560872
9014443,decision date prior to decision,2014-01-06 08:01:20,decision date prior to decision,,560872
9014443,enter senddate decision,2014-01-06 08:01:21,enter senddate decision,,560872
9014443,enter senddate decision environmental permit,2014-01-06 08:01:22,enter senddate decision environmental permit,,560872
9014443,generating decision environmental permit,2014-01-06 08:01:23,enter senddate decision environmental permit,,560872
9014443,grounds for refusal,2014-01-06 08:01:24,grounds for refusal,,560872
9014443,phase advice known,2014-01-06 08:01:25,phase advice known,,560872
9014443,phase application receptive,2014-01-06 08:01:26,phase application received,,560872
9014443,phase decision ready,2014-01-06 08:01:27,phase decision sent,,560872
9014443,phase decision sent,2014-01-06 08:01:28,phase decision sent,,560872
9014443,phase decision taken,2014-01-06 08:01:29,phase decision sent,,560872
9014443,procedure change,2014-01-06 08:01:30,procedure change,,560872
9014443,procedure change,2014-01-06 08:01:31,procedure change,,560872
9014443,register objection and appeal periods,2014-01-06 08:01:32,register objection and appeal periods,,560872
9014443,request complete,2014-01-06 08:01:33,request complete,,560872
9014443,send letter in progress,2014-01-06 08:01:34,send letter in progress,,560872
9014443,set decision status,2014-01-06 08:01:35,set decision status,,560872
9014443,submit decision,2014-01-06 08:01:36,submit decision,,560872
9014443,suspension ground applicable,2014-01-06 08:01:37,suspension ground applicable,,560872
9014443,transcript decision environmental permit to stakeholders,2014-01-06 08:01:38,transcript decision environmental permit to stakeholders,,560872
9014443,treat subcases content,2014-01-06 08:01:39,treat subcases content,,560872
9014443,record date of decision environmental permit,2014-01-07 08:00:46,enter senddate decision environmental permit,,560872
9014443,set decision phase decision permitting decided,2014-01-07 08:00:47,phase decision sent,,560872
9014443,start decision phase decision permitting sent,2014-01-07 08:00:48,phase decision sent,,560872
9014443,enter senddate decision environmental permit,2014-01-13 08:00:31,enter senddate decision environmental permit,,560872
9014443,register deadline,2014-02-28 08:00:39,register deadline,,560872
9014443,set phase: phase permitting irrevocable,2014-02-28 08:00:40,set phase: phase permitting irrevocable,,560872
9014443,close case,2014-03-06 08:00:26,close case,,560872
9014443,objection lodged against decision,2014-03-06 08:00:27,objection lodged against decision,,560872
9014443,phase archived case,2014-03-06 08:00:28,phase archived case,,560872
9014443,phase case handled,2014-03-06 08:00:29,phase case handled,,560872
9014443,phase decision irrevocable,2014-03-06 08:00:30,phase decision irrevocable,,560872
9014443,read publication date field,2014-03-06 08:00:31,read publication date field,,560872
9014443,read publication date field,2014-03-06 08:00:32,read publication date field,,560872
9014443,stop all running subcases 2b,2014-03-06 08:00:33,stop all running subcases 2b,,560872
9017543,register submission date request,2013-12-12 08:00:19,register submission date request,,560872
9017543,OLO messaging active,2013-12-16 08:01:14,OLO messaging active,,560872
9017543,create procedure confirmation,2013-12-16 08:01:15,enter senddate procedure confirmation,,560872
9017543,create publication document,2013-12-16 08:01:16,create publication document,,560872
9017543,forward to the competent authority,2013-12-16 08:01:17,forward to the competent authority,,560872
9017543,phase application received,2013-12-16 08:01:18,phase application received,,560872
9017543,registration date publication,2013-12-16 08:01:19,registration date publication,,560872
9017543,regular procedure without MER,2013-12-16 08:01:20,regular procedure without MER,,560872
9017543,send confirmation receipt,2013-12-16 08:01:21,send confirmation receipt,,560872
9017543,send confirmation receipt,2013-12-16 08:01:22,send confirmation receipt,,560872
9017543,start WABOprocedure,2013-12-16 08:01:23,start WABOprocedure,,560872
9017543,create letter requesting missing data,2014-01-14 08:00:39,create letter requesting missing data,,2670601
9017543,create subcases completeness,2014-01-14 08:00:40,treat subcases content,,2670601
9017543,phase asked additional information,2014-01-14 08:00:41,receive additional information,,2670601
9017543,procedure change,2014-01-14 08:00:42,procedure change,,2670601
9017543,request complete,2014-01-14 08:00:43,request complete,,2670601
9017543,retrieve missing data,2014-01-14 08:00:44,retrieve missing data,,2670601
9017543,term for supplying missing data,2014-01-14 08:00:45,term for supplying missing data,,2670601
9017543,MER present in supplement,2014-02-18 08:00:02,MER present in supplement,,2670601
9017543,article 34  WABO applies,2014-02-18 08:00:03,article 34  WABO applies,,2670601
9017543,ask stakeholders views,2014-02-18 08:00:04,ask stakeholders views,,2670601
9017543,assessment of content completed,2014-02-18 08:00:05,assessment of content completed,,2670601
9017543,by law,2014-02-18 08:00:06,by law,,2670601
9017543,completed subcases content,2014-02-18 08:00:07,treat subcases content,,2670601
9017543,coordination of application,2014-02-18 08:00:08,coordination of application,,2670601
9017543,creating environmental permit decision,2014-02-18 08:00:09,enter senddate decision environmental permit,,2670601
9017543,decision date prior to decision,2014-02-18 08:00:10,decision date prior to decision,,2670601
9017543,enter receipt of additional data,2014-02-18 08:00:11,enter receipt of additional data,,2670601
9017543,generating decision environmental permit,2014-02-18 08:00:12,enter senddate decision environmental permit,,2670601
9017543,grounds for refusal,2014-02-18 08:00:13,grounds for refusal,,2670601
9017543,phase additional information received,2014-02-18 08:00:14,receive additional information,,2670601
9017543,phase advice known,2014-02-18 08:00:15,phase advice known,,2670601
9017543,phase application receptive,2014-02-18 08:00:16,phase application received,,2670601
9017543,procedure change,2014-02-18 08:00:17,procedure change,,2670601
9017543,procedure change after completeness,2014-02-18 08:00:18,procedure change after completeness,,2670601
9017543,receive additional information,2014-02-18 08:00:19,receive additional information,,2670601
9017543,request complete,2014-02-18 08:00:20,request complete,,2670601
9017543,send confirmation receipt additional data,2014-02-18 08:00:21,send confirmation receipt,,2670601
9017543,send letter in progress,2014-02-18 08:00:22,send letter in progress,,2670601
9017543,set decision status,2014-02-18 08:00:23,set decision status,,2670601
9017543,suspension ground applicable,2014-02-18 08:00:24,suspension ground applicable,,2670601
9017543,treat subcases content,2014-02-18 08:00:25,treat subcases content,,2670601
9017543,create subcases present decision,2014-02-19 08:00:36,create subcases present decision,,2670601
9017543,enrich decision,2014-02-19 08:00:37,enrich draft decision,,2670601
9017543,phase concept decision ready,2014-02-19 08:00:38,phase decision sent,,2670601
9017543,phase decision ready,2014-02-19 08:00:39,phase decision sent,,2670601
9017543,subcases completed present decision,2014-02-19 08:00:40,subcases completed present decision,,2670601
9017543,submit decision,2014-02-19 08:00:41,submit decision,,2670601
9017543,treat subcases present decision,2014-02-19 08:00:42,create subcases present decision,,2670601
9017543,creating cover letter decision,2014-02-25 08:00:31,creating cover letter decision,,560912
9017543,enter senddate decision,2014-02-25 08:00:32,enter senddate decision,,560912
9017543,enter senddate decision environmental permit,2014-02-25 08:00:33,enter senddate decision environmental permit,,560912
9017543,phase decision sent,2014-02-25 08:00:34,phase decision sent,,560912
9017543,phase decision taken,2014-02-25 08:00:35,phase decision sent,,560912
9017543,record date of decision environmental permit,2014-02-25 08:00:36,enter senddate decision environmental permit,,560912
9017543,register objection and appeal periods,2014-02-25 08:00:37,register objection and appeal periods,,560912
9017543,set decision phase decision permitting decided,2014-02-25 08:00:38,phase decision sent,,560912
9017543,start decision phase decision permitting sent,2014-02-25 08:00:39,phase decision sent,,560912
9017543,transcript decision environmental permit to stakeholders,2014-02-25 08:00:40,transcript decision environmental permit to stakeholders,,560912
9017543,register deadline,2014-04-09 07:00:08,register deadline,,560912
9017543,set phase: phase permitting irrevocable,2014-04-09 07:00:09,set phase: phase permitting irrevocable,,560912
9017543,objection lodged against decision,2014-04-15 07:00:19,objection lodged against decision,,560912
9017543,phase archived case,2014-04-15 07:00:20,phase archived case,,560912
9017543,phase case handled,2014-04-15 07:00:21,phase case handled,,560912
9017543,phase decision irrevocable,2014-04-15 07:00:22,phase decision irrevocable,,560912
9017543,read publication date field,2014-04-15 07:00:23,read publication date field,,560912
9017543,read publication date field,2014-04-15 07:00:24,read publication date field,,560912
9017543,stop all running subcases 2b,2014-04-15 07:00:25,stop all running subcases 2b,,560912
9043775,register submission date request,2013-12-13 08:00:24,register submission date request,,560872
9043775,OLO messaging active,2013-12-19 08:00:22,OLO messaging active,,560872
9043775,create procedure confirmation,2013-12-19 08:00:23,enter senddate procedure confirmation,,560872
9043775,create publication document,2013-12-19 08:00:24,create publication document,,560872
9043775,forward to the competent authority,2013-12-19 08:00:25,forward to the competent authority,,560872
9043775,phase application received,2013-12-19 08:00:26,phase application received,,560872
9043775,registration date publication,2013-12-19 08:00:27,registration date publication,,560872
9043775,regular procedure without MER,2013-12-19 08:00:28,regular procedure without MER,,560872
9043775,send confirmation receipt,2013-12-19 08:00:29,send confirmation receipt,,560872
9043775,start WABOprocedure,2013-12-19 08:00:30,start WABOprocedure,,560872
9043775,ask stakeholders views,2014-01-03 08:00:01,ask stakeholders views,,560872
9043775,assessment of content completed,2014-01-03 08:00:02,assessment of content completed,,560872
9043775,by law,2014-01-03 08:00:03,by law,,560872
9043775,completed subcases content,2014-01-03 08:00:04,treat subcases content,,560872
9043775,coordination of application,2014-01-03 08:00:05,coordination of application,,560872
9043775,create subcases completeness,2014-01-03 08:00:06,treat subcases content,,560872
9043775,creating cover letter decision,2014-01-03 08:00:07,creating cover letter decision,,560872
9043775,creating environmental permit decision,2014-01-03 08:00:08,enter senddate decision environmental permit,,560872
9043775,decision date prior to decision,2014-01-03 08:00:09,decision date prior to decision,,560872
9043775,enter senddate decision,2014-01-03 08:00:10,enter senddate decision,,560872
9043775,enter senddate decision environmental permit,2014-01-03 08:00:11,enter senddate decision environmental permit,,560872
9043775,generating decision environmental permit,2014-01-03 08:00:12,enter senddate decision environmental permit,,560872
9043775,grounds for refusal,2014-01-03 08:00:13,grounds for refusal,,560872
9043775,phase advice known,2014-01-03 08:00:14,phase advice known,,560872
9043775,phase application receptive,2014-01-03 08:00:15,phase application received,,560872
9043775,phase decision ready,2014-01-03 08:00:16,phase decision sent,,560872
9043775,phase decision sent,2014-01-03 08:00:17,phase decision sent,,560872
9043775,phase decision taken,2014-01-03 08:00:18,phase decision sent,,560872
9043775,procedure change,2014-01-03 08:00:19,procedure change,,560872
9043775,procedure change,2014-01-03 08:00:20,procedure change,,560872
9043775,register objection and appeal periods,2014-01-03 08:00:21,register objection and appeal periods,,560872
9043775,request complete,2014-01-03 08:00:22,request complete,,560872
9043775,send letter in progress,2014-01-03 08:00:23,send letter in progress,,560872
9043775,set decision status,2014-01-03 08:00:24,set decision status,,560872
9043775,submit decision,2014-01-03 08:00:25,submit decision,,560872
9043775,suspension ground applicable,2014-01-03 08:00:26,suspension ground applicable,,560872
9043775,transcript decision environmental permit to stakeholders,2014-01-03 08:00:27,transcript decision environmental permit to stakeholders,,560872
9043775,treat subcases content,2014-01-03 08:00:28,treat subcases content,,560872
9043775,record date of decision environmental permit,2014-01-07 08:00:49,enter senddate decision environmental permit,,560872
9043775,set decision phase decision permitting decided,2014-01-07 08:00:50,phase decision sent,,560872
9043775,enter senddate decision environmental permit,2014-01-13 08:00:32,enter senddate decision environmental permit,,560872
9043775,start decision phase decision permitting sent,2014-01-13 08:00:33,phase decision sent,,560872
9043775,register deadline,2014-02-28 08:00:41,register deadline,,560872
9043775,set phase: phase permitting irrevocable,2014-02-28 08:00:42,set phase: phase permitting irrevocable,,560872
9043775,close case,2014-03-06 08:00:34,close case,,560872
9043775,objection lodged against decision,2014-03-06 08:00:35,objection lodged against decision,,560872
9043775,phase archived case,2014-03-06 08:00:36,phase archived case,,560872
9043775,phase case handled,2014-03-06 08:00:37,phase case handled,,560872
9043775,phase decision irrevocable,2014-03-06 08:00:38,phase decision irrevocable,,560872
9043775,read publication date field,2014-03-06 08:00:39,read publication date field,,560872
9043775,read publication date field,2014-03-06 08:00:40,read publication date field,,560872
9043775,stop all running subcases 2b,2014-03-06 08:00:41,stop all running subcases 2b,,560872
9047060,register submission date request,2013-12-18 08:00:24,register submission date request,,560872
9047060,MER present,2013-12-20 08:00:58,MER present,,560872
9047060,OLO messaging active,2013-12-20 08:00:59,OLO messaging active,,560872
9047060,activities regular procedure,2013-12-20 08:01:00,activities regular procedure,,560872
9047060,create procedure confirmation,2013-12-20 08:01:01,enter senddate procedure confirmation,,560872
9047060,create publication document,2013-12-20 08:01:02,create publication document,,560872
9047060,create subcases completeness,2013-12-20 08:01:03,treat subcases content,,560872
9047060,forward to the competent authority,2013-12-20 08:01:04,forward to the competent authority,,560872
9047060,phase application received,2013-12-20 08:01:05,phase application received,,560872
9047060,phased application,2013-12-20 08:01:06,read field phased application,,560872
9047060,publish,2013-12-20 08:01:07,publish,,560872
9047060,read field phased application,2013-12-20 08:01:08,read field phased application,,560872
9047060,registration date publication,2013-12-20 08:01:09,registration date publication,,560872
9047060,regular procedure without MER,2013-12-20 08:01:10,regular procedure without MER,,560872
9047060,send confirmation receipt,2013-12-20 08:01:11,send confirmation receipt,,560872
9047060,send confirmation receipt,2013-12-20 08:01:12,send confirmation receipt,,560872
9047060,start WABOprocedure,2013-12-20 08:01:13,start WABOprocedure,,560872
9047060,assessment of content completed,2014-05-01 07:00:01,assessment of content completed,,2670601
9047060,completed subcases content,2014-05-01 07:00:02,treat subcases content,,2670601
9047060,create draft environtmental permit,2014-05-01 07:00:03,create draft environtmental permit,,2670601
9047060,grounds for refusal,2014-05-01 07:00:04,grounds for refusal,,2670601
9047060,phase advice known,2014-05-01 07:00:05,phase advice known,,2670601
9047060,phase application receptive,2014-05-01 07:00:06,phase application received,,2670601
9047060,procedure change,2014-05-01 07:00:07,procedure change,,2670601
9047060,procedure change,2014-05-01 07:00:08,procedure change,,2670601
9047060,request complete,2014-05-01 07:00:09,request complete,,2670601
9047060,send letter in progress,2014-05-01 07:00:10,send letter in progress,,2670601
9047060,set decision status,2014-05-01 07:00:11,set decision status,,2670601
9047060,treat subcases content,2014-05-01 07:00:12,treat subcases content,,2670601
9047060,create cover letter draft decision,2014-06-10 07:00:01,creating cover letter decision,,560912
9047060,create publication document,2014-06-10 07:00:02,create publication document,,560912
9047060,enrich draft decision,2014-06-10 07:00:03,enrich draft decision,,560912
9047060,enter senddate draft decision,2014-06-10 07:00:04,enter senddate decision,,560912
9047060,generate draft decision environmental permit,2014-06-10 07:00:05,enter senddate decision environmental permit,,560912
9047060,open draft decision for inspection,2014-06-10 07:00:06,date decision for inspection,,560912
9047060,phase concept draft decision ready,2014-06-10 07:00:07,phase decision sent,,560912
9047060,phase draft decision made,2014-06-10 07:00:08,phase decision sent,,560912
9047060,phase draft decision ready,2014-06-10 07:00:09,phase decision sent,,560912
9047060,send design decision to stakeholders,2014-06-10 07:00:10,send design decision to stakeholders,,560912
9047060,submit draft decision,2014-06-10 07:00:11,submit decision,,560912
9047060,enter date draft decisionenvironmental permit,2014-06-11 07:00:01,enter senddate decision environmental permit,,560912
9047060,entering senddate draft decision environmental permit,2014-06-11 07:00:02,enter senddate decision environmental permit,,560912
9047060,set decision phase: draft decision permitted sent,2014-06-11 07:00:03,phase decision sent,,560912
9047060,start decisionphase draft decision - permitting decided,2014-06-11 07:00:04,phase decision sent,,560912
9047060,set decision phase: draft decision for inspection,2014-06-19 07:00:01,date decision for inspection,,560912
9047060,coordination of application,2014-08-04 07:00:09,coordination of application,,2670601
9047060,create monitoring case,2014-08-04 07:00:10,create monitoring case,,2670601
9047060,creating cover letter decision,2014-08-04 07:00:11,creating cover letter decision,,2670601
9047060,creating environmental permit decision,2014-08-04 07:00:12,enter senddate decision environmental permit,,2670601
9047060,decision date prior to decision,2014-08-04 07:00:13,decision date prior to decision,,2670601
9047060,enter publication date draft decision,2014-08-04 07:00:14,publication date draft decision,,2670601
9047060,generating decision environmental permit,2014-08-04 07:00:15,enter senddate decision environmental permit,,2670601
9047060,perspective on draft decision environmental permit received,2014-08-04 07:00:16,enter senddate decision environmental permit,,2670601
9047060,phase decision taken,2014-08-04 07:00:17,phase decision sent,,2670601
9047060,read publication date field,2014-08-04 07:00:18,read publication date field,,2670601
9047060,register objection and appeal periods,2014-08-04 07:00:19,register objection and appeal periods,,2670601
9047060,set decision status,2014-08-04 07:00:20,set decision status,,2670601
9047060,suspension ground applicable,2014-08-04 07:00:21,suspension ground applicable,,2670601
9047060,enter senddate decision environmental permit,2014-08-05 07:00:01,enter senddate decision environmental permit,,2670601
9047060,phase decision sent,2014-08-05 07:00:02,phase decision sent,,2670601
9047060,register date environmental permit decision,2014-08-05 07:00:03,enter senddate decision environmental permit,,2670601
9047060,set decision phase decision permitting decided,2014-08-05 07:00:04,phase decision sent,,2670601
9047060,start decision phase decision permitting sent,2014-08-05 07:00:05,phase decision sent,,2670601
9047060,transcript decision environmental permit to stakeholders,2014-08-05 07:00:06,transcript decision environmental permit to stakeholders,,2670601
9047060,date decision for inspection,2014-08-14 07:00:03,date decision for inspection,,2670601
9047060,set decision phase inspection of decision permitting,2014-08-14 07:00:04,phase decision sent,,2670601
9047060,appeal logded,2014-09-02 07:00:05,appeal logded,,560890
9047060,enter date publication decision environmental permit,2014-09-02 07:00:06,enter senddate decision environmental permit,,560890
9047060,phase decision irrevocable,2014-09-02 07:00:07,phase decision irrevocable,,560890
9047060,read publication date field,2014-09-02 07:00:08,read publication date field,,560890
9047060,read publication date field,2014-09-02 07:00:09,read publication date field,,560890
9053509,register submission date request,2013-12-17 08:00:56,register submission date request,,560872
9053509,OLO messaging active,2013-12-20 08:01:14,OLO messaging active,,560872
9053509,create procedure confirmation,2013-12-20 08:01:15,enter senddate procedure confirmation,,560872
9053509,create publication document,2013-12-20 08:01:16,create publication document,,560872
9053509,create subcases completeness,2013-12-20 08:01:17,treat subcases content,,560872
9053509,forward to the competent authority,2013-12-20 08:01:18,forward to the competent authority,,560872
9053509,phase application received,2013-12-20 08:01:19,phase application received,,560872
9053509,procedure change,2013-12-20 08:01:20,procedure change,,560872
9053509,registration date publication,2013-12-20 08:01:21,registration date publication,,560872
9053509,regular procedure without MER,2013-12-20 08:01:22,regular procedure without MER,,560872
9053509,send confirmation receipt,2013-12-20 08:01:23,send confirmation receipt,,560872
9053509,send confirmation receipt,2013-12-20 08:01:24,send confirmation receipt,,560872
9053509,start WABOprocedure,2013-12-20 08:01:25,start WABOprocedure,,560872
9053509,enter senddate retrieve missing data,2014-01-28 08:00:01,retrieve missing data,,560890
9053509,phase asked additional information,2014-01-28 08:00:02,receive additional information,,560890
9053509,request complete,2014-01-28 08:00:03,request complete,,560890
9053509,retrieve missing data,2014-01-28 08:00:04,retrieve missing data,,560890
9053509,term for supplying missing data,2014-01-28 08:00:05,term for supplying missing data,,560890
9053509,MER present in supplement,2014-02-14 08:00:14,MER present in supplement,,560890
9053509,article 34  WABO applies,2014-02-14 08:00:15,article 34  WABO applies,,560890
9053509,assessment of content completed,2014-02-14 08:00:16,assessment of content completed,,560890
9053509,completed subcases content,2014-02-14 08:00:17,treat subcases content,,560890
9053509,enter receipt of additional data,2014-02-14 08:00:18,enter receipt of additional data,,560890
9053509,phase additional information received,2014-02-14 08:00:19,receive additional information,,560890
9053509,phase advice known,2014-02-14 08:00:20,phase advice known,,560890
9053509,phase application receptive,2014-02-14 08:00:21,phase application received,,560890
9053509,procedure change,2014-02-14 08:00:22,procedure change,,560890
9053509,procedure change after completeness,2014-02-14 08:00:23,procedure change after completeness,,560890
9053509,receive additional information,2014-02-14 08:00:24,receive additional information,,560890
9053509,request complete,2014-02-14 08:00:25,request complete,,560890
9053509,send confirmation receipt additional data,2014-02-14 08:00:26,send confirmation receipt,,560890
9053509,send letter in progress,2014-02-14 08:00:27,send letter in progress,,560890
9053509,treat subcases content,2014-02-14 08:00:28,treat subcases content,,560890
9053509,by law,2014-03-21 08:00:01,by law,,560890
9053509,coordination of application,2014-03-21 08:00:02,coordination of application,,560890
9053509,creating cover letter decision,2014-03-21 08:00:03,creating cover letter decision,,560890
9053509,creating environmental permit decision,2014-03-21 08:00:04,enter senddate decision environmental permit,,560890
9053509,decision date prior to decision,2014-03-21 08:00:05,decision date prior to decision,,560890
9053509,enter senddate decision,2014-03-21 08:00:06,enter senddate decision,,560890
9053509,enter senddate decision environmental permit,2014-03-21 08:00:07,enter senddate decision environmental permit,,560890
9053509,generating decision environmental permit,2014-03-21 08:00:08,enter senddate decision environmental permit,,560890
9053509,grounds for refusal,2014-03-21 08:00:09,grounds for refusal,,560890
9053509,phase decision sent,2014-03-21 08:00:10,phase decision sent,,560890
9053509,phase decision taken,2014-03-21 08:00:11,phase decision sent,,560890
9053509,register objection and appeal periods,2014-03-21 08:00:12,register objection and appeal periods,,560890
9053509,set decision status,2014-03-21 08:00:13,set decision status,,560890
9053509,suspension ground applicable,2014-03-21 08:00:14,suspension ground applicable,,560890
9053509,transcript decision environmental permit to stakeholders,2014-03-21 08:00:15,transcript decision environmental permit to stakeholders,,560890
9053509,register date environmental permit decision,2014-03-24 08:00:09,enter senddate decision environmental permit,,560890
9053509,set decision phase decision permitting decided,2014-03-24 08:00:10,phase decision sent,,560890
9053509,enter senddate decision environmental permit,2014-03-25 08:00:12,enter senddate decision environmental permit,,560890
9053509,start decision phase decision permitting sent,2014-03-25 08:00:13,phase decision sent,,560890
9074955,register submission date request,2013-12-24 08:00:06,register submission date request,,560872
9074955,OLO messaging active,2014-01-02 08:00:11,OLO messaging active,,560872
9074955,create procedure confirmation,2014-01-02 08:00:12,enter senddate procedure confirmation,,560872
9074955,create publication document,2014-01-02 08:00:13,create publication document,,560872
9074955,create subcases completeness,2014-01-02 08:00:14,treat subcases content,,560872
9074955,forward to the competent authority,2014-01-02 08:00:15,forward to the competent authority,,560872
9074955,phase application received,2014-01-02 08:00:16,phase application received,,560872
9074955,procedure change,2014-01-02 08:00:17,procedure change,,560872
9074955,registration date publication,2014-01-02 08:00:18,registration date publication,,560872
9074955,regular procedure without MER,2014-01-02 08:00:19,regular procedure without MER,,560872
9074955,send confirmation receipt,2014-01-02 08:00:20,send confirmation receipt,,560872
9074955,send confirmation receipt,2014-01-02 08:00:21,send confirmation receipt,,560872
9074955,start WABOprocedure,2014-01-02 08:00:22,start WABOprocedure,,560872
9074955,create letter requesting missing data,2014-01-14 08:00:46,create letter requesting missing data,,2670601
9074955,phase asked additional information,2014-01-14 08:00:47,receive additional information,,2670601
9074955,request complete,2014-01-14 08:00:48,request complete,,2670601
9074955,retrieve missing data,2014-01-14 08:00:49,retrieve missing data,,2670601
9074955,term for supplying missing data,2014-01-14 08:00:50,term for supplying missing data,,2670601
9074955,enter receipt of additional data,2014-02-18 08:00:26,enter receipt of additional data,,2670601
9074955,phase additional information received,2014-02-18 08:00:27,receive additional information,,2670601
