Case,Activity,Timestamp,Resource,Event,label,original_activity,isdistorted,BaseActivity,ProcessedActivity,canonical_activity,is_distorted,Activity_fixed
9895294,completed subcases content,2014-05-06 07:00:54,2670601,51912,,completed subcases content,0,completed subcases conten,completed subcases conten,treat subcases conten,1,treat subcases conten
9895294,coordination of application,2014-05-06 07:00:55,2670601,51906,,coordination of application,0,coordination of application,coordination of application,coordination of application,0,coordination of application
9895294,creating environmental permit decision,2014-05-06 07:00:56,2670601,51918,,creating environmental permit decision,0,creating environmental permit decision,creating environmental permit decision,enter senddate decision environmental perm,1,enter senddate decision environmental perm
9895294,decision date prior to decision,2014-05-06 07:00:57,2670601,51908,,decision date prior to decision,0,decision date prior to decision,decision date prior to decision,decision date prior to decision,0,decision date prior to decision
9895294,generating decision environmental permit,2014-05-06 07:00:58,2670601,51915,,generating decision environmental permit,0,generating decision environmental perm,generating decision environmental perm,enter senddate decision environmental perm,1,enter senddate decision environmental perm
9895294,grounds for refusal,2014-05-06 07:00:59,2670601,51903,,grounds for refusal,0,grounds for refusal,grounds for refusal,grounds for refusal,0,grounds for refusal
9895294,phase advice known,2014-05-06 07:01:00,2670601,51911,,phase advice known,0,phase advice known,phase advice known,phase advice known,0,phase advice known
9895294,phase application receptive,2014-05-06 07:01:01,2670601,51917,,phase application receptive,0,phase application receptiv,phase application receptiv,phase application receiv,1,phase application receiv
9895294,phase decision ready,2014-05-06 07:01:02,2670601,51913,,phase decision ready,0,phase decision ready,phase decision ready,phase decision sen,1,phase decision sen
9895294,procedure change,2014-05-06 07:01:03,2670601,51901,,procedure change,0,procedure chang,procedure chang,procedure chang,0,procedure chang
9895294,procedure change,2014-05-06 07:01:04,2670601,51910,,procedure change,0,procedure chang,procedure chang,procedure chang,0,procedure chang
9895294,request complete,2014-05-06 07:01:05,2670601,51899,,request complete,0,request compl,request compl,request compl,0,request compl
9895294,send letter in progress,2014-05-06 07:01:06,2670601,51900,,send letter in progress,0,send letter in prog,send letter in prog,send letter in prog,0,send letter in prog
9895294,set decision status,2014-05-06 07:01:07,2670601,51914,,set decision status,0,set decision statu,set decision statu,set decision statu,0,set decision statu
9895294,submit decision,2014-05-06 07:01:08,2670601,51909,,submit decision,0,submit decision,submit decision,submit decision,0,submit decision
9895294,suspension ground applicable,2014-05-06 07:01:09,2670601,51905,,suspension ground applicable,0,suspension ground applicabl,suspension ground applicabl,suspension ground applicabl,0,suspension ground applicabl
9895294,treat subcases content,2014-05-06 07:01:10,2670601,51919,,treat subcases content,0,treat subcases conten,treat subcases conten,treat subcases conten,0,treat subcases conten
9895294,create monitoring case,2014-05-13 07:02:41,560912,51928,,create monitoring case,0,create monitoring ca,create monitoring ca,create monitoring ca,0,create monitoring ca
9895294,creating cover letter decision,2014-05-13 07:02:42,560912,51921,,creating cover letter decision,0,creating cover letter decision,creating cover letter decision,creating cover letter decision,0,creating cover letter decision
9895294,enter senddate decision,2014-05-13 07:02:43,560912,51926,,enter senddate decision,0,enter senddate decision,enter senddate decision,phase decision sen,1,phase decision sen
9895294,enter senddate decision environmental permit,2014-05-13 07:02:44,560912,51927,,enter senddate decision environmental permit,0,enter senddate decision environmental perm,enter senddate decision environmental perm,enter senddate decision environmental perm,0,enter senddate decision environmental perm
9895294,phase decision sent,2014-05-13 07:02:45,560912,51922,,phase decision sent,0,phase decision sen,phase decision sen,phase decision sen,0,phase decision sen
9895294,phase decision taken,2014-05-13 07:02:46,560912,51924,,phase decision taken,0,phase decision taken,phase decision taken,phase decision sen,1,phase decision sen
9895294,record date of decision environmental permit,2014-05-13 07:02:47,560912,51923,,record date of decision environmental permit,0,record date of decision environmental perm,record date of decision environmental perm,enter senddate decision environmental perm,1,enter senddate decision environmental perm
9895294,register objection and appeal periods,2014-05-13 07:02:48,560912,51920,,register objection and appeal periods,0,register objection and appeal p,register objection and appeal p,register objection and appeal p,0,register objection and appeal p
9895294,set decision phase decision permitting decided,2014-05-13 07:02:49,560912,51925,,set decision phase decision permitting decided,0,set decision phase decision permitting dec,set decision phase decision permitting dec,phase decision sen,1,phase decision sen
9895294,transcript decision environmental permit to stakeholders,2014-05-13 07:02:50,560912,51929,,transcript decision environmental permit to stakeholders,0,transcript decision environmental permit to stakehol,transcript decision environmental permit to stakehol,transcript decision environmental permit to stakehol,0,transcript decision environmental permit to stakehol
9895294,start decision phase decision permitting sent,2014-05-14 07:00:16,560912,51931,,start decision phase decision permitting sent,0,start decision phase decision permitting sen,start decision phase decision permitting sen,phase decision sen,1,phase decision sen
9930454,register submission date request,2014-04-02 07:00:09,560872,51977,,register submission date request,0,register submission date requ,register submission date requ,register submission date requ,0,register submission date requ
9930454,OLO messaging active,2014-04-03 07:00:46,560872,51978,,OLO messaging active,0,OLO messaging activ,olo messaging activ,OLO messaging activ,0,OLO messaging activ
9930454,create procedure confirmation,2014-04-03 07:00:47,560872,51982,,create procedure confirmation,0,create procedure confirmation,create procedure confirmation,enter senddate procedure confirmation,1,enter senddate procedure confirmation
9930454,create publication document,2014-04-03 07:00:48,560872,51985,,create publication document,0,create publication documen,create publication documen,create publication documen,0,create publication documen
9930454,create subcases completeness,2014-04-03 07:00:49,560872,51983,,create subcases completeness,0,create subcases completen,create subcases completen,treat subcases conten,1,treat subcases conten
9930454,forward to the competent authority,2014-04-03 07:00:50,560872,51980,,forward to the competent authority,0,forward to the competent authority,forward to the competent authority,forward to the competent authority,0,forward to the competent authority
9930454,phase application received,2014-04-03 07:00:51,560872,51986,,phase application received,0,phase application receiv,phase application receiv,phase application receiv,0,phase application receiv
9930454,procedure change,2014-04-03 07:00:52,560872,51984,,procedure change,0,procedure chang,procedure chang,procedure chang,0,procedure chang
9930454,registration date publication,2014-04-03 07:00:53,560872,51989,,registration date publication,0,registration date publication,registration date publication,registration date publication,0,registration date publication
9930454,regular procedure without MER,2014-04-03 07:00:54,560872,51981,,regular procedure without MER,0,regular procedure without MER,regular procedure without mer,regular procedure without MER,0,regular procedure without MER
9930454,send confirmation receipt,2014-04-03 07:00:55,560872,51979,,send confirmation receipt,0,send confirmation receip,send confirmation receip,send confirmation receip,0,send confirmation receip
9930454,send confirmation receipt,2014-04-03 07:00:56,560872,51988,,send confirmation receipt,0,send confirmation receip,send confirmation receip,send confirmation receip,0,send confirmation receip
9930454,start WABOprocedure,2014-04-03 07:00:57,560872,51987,,start WABOprocedure,0,start WABOprocedu,start waboprocedu,start WABOprocedu,0,start WABOprocedu
9930454,create cover letter extend procedure term,2014-05-21 07:00:20,2670601,51995,,create cover letter extend procedure term,0,create cover letter extend procedure term,create cover letter extend procedure term,create cover letter extend procedure term,0,create cover letter extend procedure term
9930454,create decision procedure term extension,2014-05-21 07:00:21,2670601,52002,,create decision procedure term extension,0,create decision procedure term extension,create decision procedure term extension,enter senddate decision procedure term extension,1,enter senddate decision procedure term extension
9930454,create letter requesting missing data,2014-05-21 07:00:22,2670601,51992,,create letter requesting missing data,0,create letter requesting missing data,create letter requesting missing data,create letter requesting missing data,0,create letter requesting missing data
9930454,creating decision procedure term extension,2014-05-21 07:00:23,2670601,52004,,creating decision procedure term extension,0,creating decision procedure term extension,creating decision procedure term extension,enter senddate decision procedure term extension,1,enter senddate decision procedure term extension
9930454,decision date prior to decision,2014-05-21 07:00:24,2670601,51994,,decision date prior to decision,0,decision date prior to decision,decision date prior to decision,decision date prior to decision,0,decision date prior to decision
9930454,enter senddate procedure term extension,2014-05-21 07:00:25,2670601,51999,,enter senddate procedure term extension,0,enter senddate procedure term extension,enter senddate procedure term extension,enter senddate decision procedure term extension,1,enter senddate decision procedure term extension
9930454,extend procedure term,2014-05-21 07:00:26,2670601,51996,,extend procedure term,0,extend procedure term,extend procedure term,extend procedure term,0,extend procedure term
9930454,phase asked additional information,2014-05-21 07:00:27,2670601,52001,,phase asked additional information,0,phase asked additional information,phase asked additional information,receive additional information,1,receive additional information
9930454,phase procedure extended,2014-05-21 07:00:28,2670601,52003,,phase procedure extended,0,phase procedure exten,phase procedure exten,phase procedure exten,0,phase procedure exten
9930454,register number of days extension period,2014-05-21 07:00:29,2670601,51993,,register number of days extension period,0,register number of days extension p,register number of days extension p,register number of days extension p,0,register number of days extension p
9930454,request complete,2014-05-21 07:00:30,2670601,51997,,request complete,0,request compl,request compl,request compl,0,request compl
9930454,retrieve missing data,2014-05-21 07:00:31,2670601,52005,,retrieve missing data,0,retrieve missing data,retrieve missing data,retrieve missing data,0,retrieve missing data
9930454,set decision status,2014-05-21 07:00:32,2670601,51998,,set decision status,0,set decision statu,set decision statu,set decision statu,0,set decision statu
9930454,start decision phase extension granted,2014-05-21 07:00:33,2670601,52000,,start decision phase extension granted,0,start decision phase extension gran,start decision phase extension gran,start decision phase extension gran,0,start decision phase extension gran
9930454,term for supplying missing data,2014-05-21 07:00:34,2670601,51991,,term for supplying missing data,0,term for supplying missing data,term for supplying missing data,term for supplying missing data,0,term for supplying missing data
9930454,enter senddate decision procedure term extension,2014-05-22 07:01:15,2670601,52009,,enter senddate decision procedure term extension,0,enter senddate decision procedure term extension,enter senddate decision procedure term extension,enter senddate decision procedure term extension,0,enter senddate decision procedure term extension
9930454,enter senddate retrieve missing data,2014-05-22 07:01:16,2670601,52007,,enter senddate retrieve missing data,0,enter senddate retrieve missing data,enter senddate retrieve missing data,retrieve missing data,1,retrieve missing data
9930454,start decision phase extension granted,2014-05-22 07:01:17,2670601,52008,,start decision phase extension granted,0,start decision phase extension gran,start decision phase extension gran,start decision phase extension gran,0,start decision phase extension gran
9930454,enter receipt of additional data,2014-05-23 07:00:15,560872,52010,,enter receipt of additional data,0,enter receipt of additional data,enter receipt of additional data,enter receipt of additional data,0,enter receipt of additional data
9930454,receive additional information,2014-05-26 07:00:04,560872,52011,,receive additional information,0,receive additional information,receive additional information,receive additional information,0,receive additional information
9930454,MER present in supplement,2014-06-16 07:00:09,560872,52013,,MER present in supplement,0,MER present in supplemen,mer present in supplemen,MER present in supplemen,0,MER present in supplemen
9930454,phase additional information received,2014-06-16 07:00:10,560872,52014,,phase additional information received,0,phase additional information receiv,phase additional information receiv,receive additional information,1,receive additional information
9930454,send confirmation receipt additional data,2014-06-16 07:00:11,560872,52012,,send confirmation receipt additional data,0,send confirmation receipt additional data,send confirmation receipt additional data,send confirmation receip,1,send confirmation receip
9930454,article 34  WABO applies,2014-06-30 07:00:18,2670601,52018,,article 34  WABO applies,0,article 34  WABO appl,article 34 wabo appl,article 34  WABO appl,0,article 34  WABO appl
9930454,ask stakeholders views,2014-06-30 07:00:19,2670601,52020,,ask stakeholders views,0,ask stakeholders view,ask stakeholders view,ask stakeholders view,0,ask stakeholders view
9930454,assessment of content completed,2014-06-30 07:00:20,2670601,52026,,assessment of content completed,0,assessment of content compl,assessment of content compl,assessment of content compl,0,assessment of content compl
9930454,by law,2014-06-30 07:00:21,2670601,52023,,by law,0,by law,by law,by law,0,by law
9930454,completed subcases content,2014-06-30 07:00:22,2670601,52031,,completed subcases content,0,completed subcases conten,completed subcases conten,treat subcases conten,1,treat subcases conten
9930454,coordination of application,2014-06-30 07:00:23,2670601,52022,,coordination of application,0,coordination of application,coordination of application,coordination of application,0,coordination of application
9930454,creating environmental permit decision,2014-06-30 07:00:24,2670601,52033,,creating environmental permit decision,0,creating environmental permit decision,creating environmental permit decision,enter senddate decision environmental perm,1,enter senddate decision environmental perm
9930454,decision date prior to decision,2014-06-30 07:00:25,2670601,52024,,decision date prior to decision,0,decision date prior to decision,decision date prior to decision,decision date prior to decision,0,decision date prior to decision
9930454,generating decision environmental permit,2014-06-30 07:00:26,2670601,52032,,generating decision environmental permit,0,generating decision environmental perm,generating decision environmental perm,enter senddate decision environmental perm,1,enter senddate decision environmental perm
9930454,grounds for refusal,2014-06-30 07:00:27,2670601,52019,,grounds for refusal,0,grounds for refusal,grounds for refusal,grounds for refusal,0,grounds for refusal
9930454,phase advice known,2014-06-30 07:00:28,2670601,52028,,phase advice known,0,phase advice known,phase advice known,phase advice known,0,phase advice known
9930454,phase application receptive,2014-06-30 07:00:29,2670601,52029,,phase application receptive,0,phase application receptiv,phase application receptiv,phase application receiv,1,phase application receiv
9930454,procedure change,2014-06-30 07:00:30,2670601,52017,,procedure change,0,procedure chang,procedure chang,procedure chang,0,procedure chang
9930454,procedure change after completeness,2014-06-30 07:00:31,2670601,52015,,procedure change after completeness,0,procedure change after completen,procedure change after completen,procedure change after completen,0,procedure change after completen
9930454,request complete,2014-06-30 07:00:32,2670601,52025,,request complete,0,request compl,request compl,request compl,0,request compl
9930454,send letter in progress,2014-06-30 07:00:33,2670601,52016,,send letter in progress,0,send letter in prog,send letter in prog,send letter in prog,0,send letter in prog
9930454,set decision status,2014-06-30 07:00:34,2670601,52030,,set decision status,0,set decision statu,set decision statu,set decision statu,0,set decision statu
9930454,suspension ground applicable,2014-06-30 07:00:35,2670601,52021,,suspension ground applicable,0,suspension ground applicabl,suspension ground applicabl,suspension ground applicabl,0,suspension ground applicabl
9930454,treat subcases content,2014-06-30 07:00:36,2670601,52027,,treat subcases content,0,treat subcases conten,treat subcases conten,treat subcases conten,0,treat subcases conten
9930454,submit decision,2014-07-02 07:00:01,2670601,52034,,submit decision,0,submit decision,submit decision,submit decision,0,submit decision
9930454,create monitoring case,2014-07-04 07:00:19,560890,52042,,create monitoring case,0,create monitoring ca,create monitoring ca,create monitoring ca,0,create monitoring ca
9930454,creating cover letter decision,2014-07-04 07:00:20,560890,52037,,creating cover letter decision,0,creating cover letter decision,creating cover letter decision,creating cover letter decision,0,creating cover letter decision
9930454,enter senddate decision,2014-07-04 07:00:21,560890,52039,,enter senddate decision,0,enter senddate decision,enter senddate decision,phase decision sen,1,phase decision sen
9930454,enter senddate decision environmental permit,2014-07-04 07:00:22,560890,52043,,enter senddate decision environmental permit,0,enter senddate decision environmental perm,enter senddate decision environmental perm,enter senddate decision environmental perm,0,enter senddate decision environmental perm
9930454,phase decision sent,2014-07-04 07:00:23,560890,52038,,phase decision sent,0,phase decision sen,phase decision sen,phase decision sen,0,phase decision sen
9930454,phase decision taken,2014-07-04 07:00:24,560890,52041,,phase decision taken,0,phase decision taken,phase decision taken,phase decision sen,1,phase decision sen
9930454,register objection and appeal periods,2014-07-04 07:00:25,560890,52036,,register objection and appeal periods,0,register objection and appeal p,register objection and appeal p,register objection and appeal p,0,register objection and appeal p
9930454,transcript decision environmental permit to stakeholders,2014-07-04 07:00:26,560890,52040,,transcript decision environmental permit to stakeholders,0,transcript decision environmental permit to stakehol,transcript decision environmental permit to stakehol,transcript decision environmental permit to stakehol,0,transcript decision environmental permit to stakehol
9930454,enter senddate decision environmental permit,2014-07-07 07:00:37,560890,52047,,enter senddate decision environmental permit,0,enter senddate decision environmental perm,enter senddate decision environmental perm,enter senddate decision environmental perm,0,enter senddate decision environmental perm
9930454,record date of decision environmental permit,2014-07-07 07:00:38,560890,52045,,record date of decision environmental permit,0,record date of decision environmental perm,record date of decision environmental perm,enter senddate decision environmental perm,1,enter senddate decision environmental perm
9930454,set decision phase decision permitting decided,2014-07-07 07:00:39,560890,52046,,set decision phase decision permitting decided,0,set decision phase decision permitting dec,set decision phase decision permitting dec,phase decision sen,1,phase decision sen
9930454,start decision phase decision permitting sent,2014-07-07 07:00:40,560890,52044,,start decision phase decision permitting sent,0,start decision phase decision permitting sen,start decision phase decision permitting sen,phase decision sen,1,phase decision sen
9934040,OLO messaging active,2014-04-03 07:00:58,560872,52053,,OLO messaging active,0,OLO messaging activ,olo messaging activ,OLO messaging activ,0,OLO messaging activ
9934040,create procedure confirmation,2014-04-03 07:00:59,560872,52050,,create procedure confirmation,0,create procedure confirmation,create procedure confirmation,enter senddate procedure confirmation,1,enter senddate procedure confirmation
9934040,create publication document,2014-04-03 07:01:00,560872,52052,,create publication document,0,create publication documen,create publication documen,create publication documen,0,create publication documen
9934040,create subcases completeness,2014-04-03 07:01:01,560872,52051,,create subcases completeness,0,create subcases completen,create subcases completen,treat subcases conten,1,treat subcases conten
9934040,forward to the competent authority,2014-04-03 07:01:02,560872,52048,,forward to the competent authority,0,forward to the competent authority,forward to the competent authority,forward to the competent authority,0,forward to the competent authority
9934040,phase application received,2014-04-03 07:01:03,560872,52057,,phase application received,0,phase application receiv,phase application receiv,phase application receiv,0,phase application receiv
9934040,register submission date request,2014-04-03 07:01:04,560872,52056,,register submission date request,0,register submission date requ,register submission date requ,register submission date requ,0,register submission date requ
9934040,registration date publication,2014-04-03 07:01:05,560872,52058,,registration date publication,0,registration date publication,registration date publication,registration date publication,0,registration date publication
9934040,regular procedure without MER,2014-04-03 07:01:06,560872,52049,,regular procedure without MER,0,regular procedure without MER,regular procedure without mer,regular procedure without MER,0,regular procedure without MER
9934040,send confirmation receipt,2014-04-03 07:01:07,560872,52054,,send confirmation receipt,0,send confirmation receip,send confirmation receip,send confirmation receip,0,send confirmation receip
9934040,send confirmation receipt,2014-04-03 07:01:08,560872,52059,,send confirmation receipt,0,send confirmation receip,send confirmation receip,send confirmation receip,0,send confirmation receip
9934040,start WABOprocedure,2014-04-03 07:01:09,560872,52055,,start WABOprocedure,0,start WABOprocedu,start waboprocedu,start WABOprocedu,0,start WABOprocedu
9934040,article 34  WABO applies,2014-05-21 07:00:35,2670601,52064,,article 34  WABO applies,0,article 34  WABO appl,article 34 wabo appl,article 34  WABO appl,0,article 34  WABO appl
9934040,ask stakeholders views,2014-05-21 07:00:36,2670601,52066,,ask stakeholders views,0,ask stakeholders view,ask stakeholders view,ask stakeholders view,0,ask stakeholders view
9934040,assessment of content completed,2014-05-21 07:00:37,2670601,52076,,assessment of content completed,0,assessment of content compl,assessment of content compl,assessment of content compl,0,assessment of content compl
9934040,by law,2014-05-21 07:00:38,2670601,52069,,by law,0,by law,by law,by law,0,by law
9934040,completed subcases content,2014-05-21 07:00:39,2670601,52081,,completed subcases content,0,completed subcases conten,completed subcases conten,treat subcases conten,1,treat subcases conten
9934040,coordination of application,2014-05-21 07:00:40,2670601,52068,,coordination of application,0,coordination of application,coordination of application,coordination of application,0,coordination of application
9934040,creating environmental permit decision,2014-05-21 07:00:41,2670601,52080,,creating environmental permit decision,0,creating environmental permit decision,creating environmental permit decision,enter senddate decision environmental perm,1,enter senddate decision environmental perm
9934040,decision date prior to decision,2014-05-21 07:00:42,2670601,52070,,decision date prior to decision,0,decision date prior to decision,decision date prior to decision,decision date prior to decision,0,decision date prior to decision
9934040,generating decision environmental permit,2014-05-21 07:00:43,2670601,52079,,generating decision environmental permit,0,generating decision environmental perm,generating decision environmental perm,enter senddate decision environmental perm,1,enter senddate decision environmental perm
9934040,grounds for refusal,2014-05-21 07:00:44,2670601,52065,,grounds for refusal,0,grounds for refusal,grounds for refusal,grounds for refusal,0,grounds for refusal
9934040,phase advice known,2014-05-21 07:00:45,2670601,52077,,phase advice known,0,phase advice known,phase advice known,phase advice known,0,phase advice known
9934040,phase application receptive,2014-05-21 07:00:46,2670601,52073,,phase application receptive,0,phase application receptiv,phase application receptiv,phase application receiv,1,phase application receiv
9934040,phase decision ready,2014-05-21 07:00:47,2670601,52074,,phase decision ready,0,phase decision ready,phase decision ready,phase decision sen,1,phase decision sen
9934040,procedure change,2014-05-21 07:00:48,2670601,52063,,procedure change,0,procedure chang,procedure chang,procedure chang,0,procedure chang
9934040,procedure change,2014-05-21 07:00:49,2670601,52072,,procedure change,0,procedure chang,procedure chang,procedure chang,0,procedure chang
9934040,request complete,2014-05-21 07:00:50,2670601,52061,,request complete,0,request compl,request compl,request compl,0,request compl
9934040,send letter in progress,2014-05-21 07:00:51,2670601,52062,,send letter in progress,0,send letter in prog,send letter in prog,send letter in prog,0,send letter in prog
9934040,set decision status,2014-05-21 07:00:52,2670601,52075,,set decision status,0,set decision statu,set decision statu,set decision statu,0,set decision statu
9934040,submit decision,2014-05-21 07:00:53,2670601,52071,,submit decision,0,submit decision,submit decision,submit decision,0,submit decision
9934040,suspension ground applicable,2014-05-21 07:00:54,2670601,52067,,suspension ground applicable,0,suspension ground applicabl,suspension ground applicabl,suspension ground applicabl,0,suspension ground applicabl
9934040,treat subcases content,2014-05-21 07:00:55,2670601,52078,,treat subcases content,0,treat subcases conten,treat subcases conten,treat subcases conten,0,treat subcases conten
9934040,creating cover letter decision,2014-05-27 07:00:39,560912,52083,,creating cover letter decision,0,creating cover letter decision,creating cover letter decision,creating cover letter decision,0,creating cover letter decision
9934040,enter senddate decision,2014-05-27 07:00:40,560912,52087,,enter senddate decision,0,enter senddate decision,enter senddate decision,phase decision sen,1,phase decision sen
9934040,enter senddate decision environmental permit,2014-05-27 07:00:41,560912,52086,,enter senddate decision environmental permit,0,enter senddate decision environmental perm,enter senddate decision environmental perm,enter senddate decision environmental perm,0,enter senddate decision environmental perm
9934040,phase decision sent,2014-05-27 07:00:42,560912,52085,,phase decision sent,0,phase decision sen,phase decision sen,phase decision sen,0,phase decision sen
9934040,phase decision taken,2014-05-27 07:00:43,560912,52089,,phase decision taken,0,phase decision taken,phase decision taken,phase decision sen,1,phase decision sen
9934040,record date of decision environmental permit,2014-05-27 07:00:44,560912,52088,,record date of decision environmental permit,0,record date of decision environmental perm,record date of decision environmental perm,enter senddate decision environmental perm,1,enter senddate decision environmental perm
9934040,register objection and appeal periods,2014-05-27 07:00:45,560912,52082,,register objection and appeal periods,0,register objection and appeal p,register objection and appeal p,register objection and appeal p,0,register objection and appeal p
9934040,set decision phase decision permitting decided,2014-05-27 07:00:46,560912,52084,,set decision phase decision permitting decided,0,set decision phase decision permitting dec,set decision phase decision permitting dec,phase decision sen,1,phase decision sen
9934040,transcript decision environmental permit to stakeholders,2014-05-27 07:00:47,560912,52090,,transcript decision environmental permit to stakeholders,0,transcript decision environmental permit to stakehol,transcript decision environmental permit to stakehol,transcript decision environmental permit to stakehol,0,transcript decision environmental permit to stakehol
9934040,start decision phase decision permitting sent,2014-05-28 07:00:01,560912,52092,,start decision phase decision permitting sent,0,start decision phase decision permitting sen,start decision phase decision permitting sen,phase decision sen,1,phase decision sen
9996445,register submission date request,2014-04-10 07:00:23,560872,52159,,register submission date request,0,register submission date requ,register submission date requ,register submission date requ,0,register submission date requ
9996445,OLO messaging active,2014-04-11 07:01:08,560872,52160,,OLO messaging active,0,OLO messaging activ,olo messaging activ,OLO messaging activ,0,OLO messaging activ
9996445,create procedure confirmation,2014-04-11 07:01:09,560872,52164,,create procedure confirmation,0,create procedure confirmation,create procedure confirmation,enter senddate procedure confirmation,1,enter senddate procedure confirmation
9996445,create publication document,2014-04-11 07:01:10,560872,52166,,create publication document,0,create publication documen,create publication documen,create publication documen,0,create publication documen
9996445,create subcases completeness,2014-04-11 07:01:11,560872,52165,,create subcases completeness,0,create subcases completen,create subcases completen,treat subcases conten,1,treat subcases conten
9996445,forward to the competent authority,2014-04-11 07:01:12,560872,52162,,forward to the competent authority,0,forward to the competent authority,forward to the competent authority,forward to the competent authority,0,forward to the competent authority
9996445,phase application received,2014-04-11 07:01:13,560872,52169,,phase application received,0,phase application receiv,phase application receiv,phase application receiv,0,phase application receiv
9996445,registration date publication,2014-04-11 07:01:14,560872,52170,,registration date publication,0,registration date publication,registration date publication,registration date publication,0,registration date publication
9996445,regular procedure without MER,2014-04-11 07:01:15,560872,52163,,regular procedure without MER,0,regular procedure without MER,regular procedure without mer,regular procedure without MER,0,regular procedure without MER
9996445,send confirmation receipt,2014-04-11 07:01:16,560872,52161,,send confirmation receipt,0,send confirmation receip,send confirmation receip,send confirmation receip,0,send confirmation receip
9996445,send confirmation receipt,2014-04-11 07:01:17,560872,52168,,send confirmation receipt,0,send confirmation receip,send confirmation receip,send confirmation receip,0,send confirmation receip
9996445,start WABOprocedure,2014-04-11 07:01:18,560872,52167,,start WABOprocedure,0,start WABOprocedu,start waboprocedu,start WABOprocedu,0,start WABOprocedu
9996445,enter senddate acknowledgement,2014-04-14 07:00:29,560872,52171,,enter senddate acknowledgement,0,enter senddate acknowledgemen,enter senddate acknowledgemen,enter senddate acknowledgemen,0,enter senddate acknowledgemen
9996445,create letter requesting missing data,2014-05-22 07:01:18,2670601,52174,,create letter requesting missing data,0,create letter requesting missing data,create letter requesting missing data,create letter requesting missing data,0,create letter requesting missing data
9996445,phase asked additional information,2014-05-22 07:01:19,2670601,52176,,phase asked additional information,0,phase asked additional information,phase asked additional information,receive additional information,1,receive additional information
9996445,procedure change,2014-05-22 07:01:20,2670601,52175,,procedure change,0,procedure chang,procedure chang,procedure chang,0,procedure chang
9996445,request complete,2014-05-22 07:01:21,2670601,52172,,request complete,0,request compl,request compl,request compl,0,request compl
9996445,retrieve missing data,2014-05-22 07:01:22,2670601,52177,,retrieve missing data,0,retrieve missing data,retrieve missing data,retrieve missing data,0,retrieve missing data
9996445,term for supplying missing data,2014-05-22 07:01:23,2670601,52173,,term for supplying missing data,0,term for supplying missing data,term for supplying missing data,term for supplying missing data,0,term for supplying missing data
9996445,enter senddate retrieve missing data,2014-05-23 07:00:16,2670601,52178,,enter senddate retrieve missing data,0,enter senddate retrieve missing data,enter senddate retrieve missing data,retrieve missing data,1,retrieve missing data
9996445,MER present in supplement,2014-07-09 07:00:03,2670601,52181,,MER present in supplement,0,MER present in supplemen,mer present in supplemen,MER present in supplemen,0,MER present in supplemen
9996445,article 34  WABO applies,2014-07-09 07:00:04,2670601,52186,,article 34  WABO applies,0,article 34  WABO appl,article 34 wabo appl,article 34  WABO appl,0,article 34  WABO appl
9996445,ask stakeholders views,2014-07-09 07:00:05,2670601,52188,,ask stakeholders views,0,ask stakeholders view,ask stakeholders view,ask stakeholders view,0,ask stakeholders view
9996445,assessment of content completed,2014-07-09 07:00:06,2670601,52201,,assessment of content completed,0,assessment of content compl,assessment of content compl,assessment of content compl,0,assessment of content compl
9996445,by law,2014-07-09 07:00:07,2670601,52191,,by law,0,by law,by law,by law,0,by law
9996445,completed subcases content,2014-07-09 07:00:08,2670601,52204,,completed subcases content,0,completed subcases conten,completed subcases conten,treat subcases conten,1,treat subcases conten
9996445,coordination of application,2014-07-09 07:00:09,2670601,52190,,coordination of application,0,coordination of application,coordination of application,coordination of application,0,coordination of application
9996445,creating environmental permit decision,2014-07-09 07:00:10,2670601,52200,,creating environmental permit decision,0,creating environmental permit decision,creating environmental permit decision,enter senddate decision environmental perm,1,enter senddate decision environmental perm
9996445,decision date prior to decision,2014-07-09 07:00:11,2670601,52192,,decision date prior to decision,0,decision date prior to decision,decision date prior to decision,decision date prior to decision,0,decision date prior to decision
9996445,enter receipt of additional data,2014-07-09 07:00:12,2670601,52179,,enter receipt of additional data,0,enter receipt of additional data,enter receipt of additional data,enter receipt of additional data,0,enter receipt of additional data
9996445,generating decision environmental permit,2014-07-09 07:00:13,2670601,52197,,generating decision environmental permit,0,generating decision environmental perm,generating decision environmental perm,enter senddate decision environmental perm,1,enter senddate decision environmental perm
9996445,grounds for refusal,2014-07-09 07:00:14,2670601,52187,,grounds for refusal,0,grounds for refusal,grounds for refusal,grounds for refusal,0,grounds for refusal
9996445,phase additional information received,2014-07-09 07:00:15,2670601,52202,,phase additional information received,0,phase additional information receiv,phase additional information receiv,receive additional information,1,receive additional information
9996445,phase advice known,2014-07-09 07:00:16,2670601,52203,,phase advice known,0,phase advice known,phase advice known,phase advice known,0,phase advice known
9996445,phase application receptive,2014-07-09 07:00:17,2670601,52195,,phase application receptive,0,phase application receptiv,phase application receptiv,phase application receiv,1,phase application receiv
9996445,phase decision ready,2014-07-09 07:00:18,2670601,52196,,phase decision ready,0,phase decision ready,phase decision ready,phase decision sen,1,phase decision sen
9996445,procedure change,2014-07-09 07:00:19,2670601,52185,,procedure change,0,procedure chang,procedure chang,procedure chang,0,procedure chang
9996445,procedure change after completeness,2014-07-09 07:00:20,2670601,52183,,procedure change after completeness,0,procedure change after completen,procedure change after completen,procedure change after completen,0,procedure change after completen
