Case,Activity,Timestamp,Resource,Event,label,Activity_fixed
11483837,article 34  WABO applies,2014-10-14 07:02:40,2670601,4334,,article 34  WABO applies
11483837,ask stakeholders views,2014-10-14 07:02:41,2670601,4336,,ask stakeholders views
11483837,by law,2014-10-14 07:02:42,2670601,4339,,by law
11483837,completed subcases content,2014-10-14 07:02:43,2670601,4343,,completed subcases content
11483837,coordination of application,2014-10-14 07:02:44,2670601,4338,,coordination of application
11483837,create subcases content,2014-10-14 07:02:45,2670601,4332,,create subcases content
11483837,creating environmental permit decision,2014-10-14 07:02:46,2670601,4346,,creating environmental permit decision
11483837,decision date prior to decision,2014-10-14 07:02:47,2670601,4340,,decision date prior to decision
11483837,generating decision environmental permit,2014-10-14 07:02:48,2670601,4345,,generating decision environmental permit
11483837,grounds for refusal,2014-10-14 07:02:49,2670601,4335,,grounds for refusal
11483837,phase advice known,2014-10-14 07:02:50,2670601,4344,,phase advice known
11483837,phase application receptive,2014-10-14 07:02:51,2670601,4347,,phase application receptive
11483837,procedure change,2014-10-14 07:02:52,2670601,4333,,procedure change
11483837,request complete,2014-10-14 07:02:53,2670601,4341,,request complete
11483837,send letter in progress,2014-10-14 07:02:54,2670601,4331,,send letter in progress
11483837,set decision status,2014-10-14 07:02:55,2670601,4342,,set decision status
11483837,suspension ground applicable,2014-10-14 07:02:56,2670601,4337,,suspension ground applicable
11483837,treat subcases content,2014-10-14 07:02:57,2670601,4348,,treat subcases content
11483837,create publication document,2014-10-29 08:01:15,560912,4350,,create publication document
11483837,creating cover letter decision,2014-10-29 08:01:16,560912,4352,,creating cover letter decision
11483837,enter date publication decision environmental permit,2014-10-29 08:01:17,560912,4354,,enter date publication decision environmental permit
11483837,enter senddate decision,2014-10-29 08:01:18,560912,4355,,enter senddate decision
11483837,enter senddate decision environmental permit,2014-10-29 08:01:19,560912,4358,,enter senddate decision environmental permit
11483837,phase decision ready,2014-10-29 08:01:20,560912,4357,,phase decision ready
11483837,phase decision sent,2014-10-29 08:01:21,560912,4353,,phase decision sent
11483837,phase decision taken,2014-10-29 08:01:22,560912,4359,,phase decision taken
11483837,register objection and appeal periods,2014-10-29 08:01:23,560912,4351,,register objection and appeal periods
11483837,submit decision,2014-10-29 08:01:24,560912,4349,,submit decision
11483837,transcript decision environmental permit to stakeholders,2014-10-29 08:01:25,560912,4356,,transcript decision environmental permit to stakeholders
11483837,enter senddate decision environmental permit,2014-10-30 08:00:27,560912,4360,,enter senddate decision environmental permit
11483837,record date of decision environmental permit,2014-10-30 08:00:28,560912,4362,,record date of decision environmental permit
11483837,set decision phase decision permitting decided,2014-10-30 08:00:29,560912,4361,,set decision phase decision permitting decided
11483837,start decision phase decision permitting sent,2014-10-30 08:00:30,560912,4363,,start decision phase decision permitting sent
11483837,set decision phase decision permitting published,2014-11-05 08:00:16,560912,4364,,set decision phase decision permitting published
11510141,register submission date request,2014-09-26 07:01:43,560872,4365,,register submission date request
11510141,OLO messaging active,2014-09-29 07:00:47,560872,4366,,OLO messaging active
11510141,create procedure confirmation,2014-09-29 07:00:48,560872,4370,,create procedure confirmation
11510141,create publication document,2014-09-29 07:00:49,560872,4374,,create publication document
11510141,create subcases completeness,2014-09-29 07:00:50,560872,4372,,create subcases completeness
11510141,forward to the competent authority,2014-09-29 07:00:51,560872,4368,,forward to the competent authority
11510141,phase application received,2014-09-29 07:00:52,560872,4376,,phase application received
11510141,procedure change,2014-09-29 07:00:53,560872,4373,,procedure change
11510141,publish,2014-09-29 07:00:54,560872,4371,,publish
11510141,registration date publication,2014-09-29 07:00:55,560872,4375,,registration date publication
11510141,regular procedure without MER,2014-09-29 07:00:56,560872,4369,,regular procedure without MER
11510141,send confirmation receipt,2014-09-29 07:00:57,560872,4367,,send confirmation receipt
11510141,send confirmation receipt,2014-09-29 07:00:58,560872,4377,,send confirmation receipt
11510141,start WABOprocedure,2014-09-29 07:00:59,560872,4378,,start WABOprocedure
11510141,create letter requesting missing data,2014-10-21 07:00:17,560950,4382,,create letter requesting missing data
11510141,phase asked additional information,2014-10-21 07:00:18,560950,4383,,phase asked additional information
11510141,request complete,2014-10-21 07:00:19,560950,4380,,request complete
11510141,retrieve missing data,2014-10-21 07:00:20,560950,4384,,retrieve missing data
11510141,term for supplying missing data,2014-10-21 07:00:21,560950,4381,,term for supplying missing data
11514392,OLO messaging active,2014-09-29 07:01:00,560872,4386,,OLO messaging active
11514392,create procedure confirmation,2014-09-29 07:01:01,560872,4390,,create procedure confirmation
11514392,create publication document,2014-09-29 07:01:02,560872,4394,,create publication document
11514392,create subcases completeness,2014-09-29 07:01:03,560872,4392,,create subcases completeness
11514392,forward to the competent authority,2014-09-29 07:01:04,560872,4388,,forward to the competent authority
11514392,phase application received,2014-09-29 07:01:05,560872,4399,,phase application received
11514392,procedure change,2014-09-29 07:01:06,560872,4393,,procedure change
11514392,publish,2014-09-29 07:01:07,560872,4391,,publish
11514392,register submission date request,2014-09-29 07:01:08,560872,4397,,register submission date request
11514392,registration date publication,2014-09-29 07:01:09,560872,4395,,registration date publication
11514392,regular procedure without MER,2014-09-29 07:01:10,560872,4389,,regular procedure without MER
11514392,send confirmation receipt,2014-09-29 07:01:11,560872,4387,,send confirmation receipt
11514392,send confirmation receipt,2014-09-29 07:01:12,560872,4398,,send confirmation receipt
11514392,start WABOprocedure,2014-09-29 07:01:13,560872,4396,,start WABOprocedure
11514392,enter senddate acknowledgement,2014-09-30 07:00:35,560872,4400,,enter senddate acknowledgement
11514392,create subcases content,2014-10-29 08:01:26,11744364,4403,,create subcases content
11514392,phase application receptive,2014-10-29 08:01:27,11744364,4404,,phase application receptive
11514392,request complete,2014-10-29 08:01:28,11744364,4401,,request complete
11514392,send letter in progress,2014-10-29 08:01:29,11744364,4402,,send letter in progress
11514392,article 34  WABO applies,2014-11-05 08:00:17,11744364,4407,,article 34  WABO applies
11514392,ask stakeholders views,2014-11-05 08:00:18,11744364,4409,,ask stakeholders views
11514392,by law,2014-11-05 08:00:19,11744364,4412,,by law
11514392,coordination of application,2014-11-05 08:00:20,11744364,4411,,coordination of application
11514392,creating environmental permit decision,2014-11-05 08:00:21,11744364,4416,,creating environmental permit decision
11514392,decision date prior to decision,2014-11-05 08:00:22,11744364,4413,,decision date prior to decision
11514392,generating decision environmental permit,2014-11-05 08:00:23,11744364,4414,,generating decision environmental permit
11514392,grounds for refusal,2014-11-05 08:00:24,11744364,4408,,grounds for refusal
11514392,phase advice known,2014-11-05 08:00:25,11744364,4417,,phase advice known
11514392,phase decision ready,2014-11-05 08:00:26,11744364,4418,,phase decision ready
11514392,procedure change,2014-11-05 08:00:27,11744364,4406,,procedure change
11514392,set decision status,2014-11-05 08:00:28,11744364,4415,,set decision status
11514392,submit decision,2014-11-05 08:00:29,11744364,4405,,submit decision
11514392,suspension ground applicable,2014-11-05 08:00:30,11744364,4410,,suspension ground applicable
11514392,creating cover letter decision,2014-11-20 08:00:18,560912,4420,,creating cover letter decision
11514392,enter senddate decision,2014-11-20 08:00:19,560912,4425,,enter senddate decision
11514392,enter senddate decision environmental permit,2014-11-20 08:00:20,560912,4427,,enter senddate decision environmental permit
11514392,phase decision sent,2014-11-20 08:00:21,560912,4421,,phase decision sent
11514392,phase decision taken,2014-11-20 08:00:22,560912,4424,,phase decision taken
11514392,record date of decision environmental permit,2014-11-20 08:00:23,560912,4426,,record date of decision environmental permit
11514392,register objection and appeal periods,2014-11-20 08:00:24,560912,4419,,register objection and appeal periods
11514392,set decision phase decision permitting decided,2014-11-20 08:00:25,560912,4423,,set decision phase decision permitting decided
11514392,transcript decision environmental permit to stakeholders,2014-11-20 08:00:26,560912,4422,,transcript decision environmental permit to stakeholders
11553586,register submission date request,2014-10-01 07:01:30,9264148,4430,,register submission date request
11553586,OLO messaging active,2014-10-02 07:00:29,9264148,4431,,OLO messaging active
11553586,create procedure confirmation,2014-10-02 07:00:30,9264148,4435,,create procedure confirmation
11553586,create publication document,2014-10-02 07:00:31,9264148,4438,,create publication document
11553586,create subcases completeness,2014-10-02 07:00:32,9264148,4437,,create subcases completeness
11553586,forward to the competent authority,2014-10-02 07:00:33,9264148,4433,,forward to the competent authority
11553586,phase application received,2014-10-02 07:00:34,9264148,4441,,phase application received
11553586,publish,2014-10-02 07:00:35,9264148,4436,,publish
11553586,registration date publication,2014-10-02 07:00:36,9264148,4442,,registration date publication
11553586,regular procedure without MER,2014-10-02 07:00:37,9264148,4434,,regular procedure without MER
11553586,send confirmation receipt,2014-10-02 07:00:38,9264148,4432,,send confirmation receipt
11553586,send confirmation receipt,2014-10-02 07:00:39,9264148,4440,,send confirmation receipt
11553586,start WABOprocedure,2014-10-02 07:00:40,9264148,4439,,start WABOprocedure
11553586,phase application receptive,2014-10-29 08:01:30,11744364,4447,,phase application receptive
11553586,procedure change,2014-10-29 08:01:31,11744364,4444,,procedure change
11553586,request complete,2014-10-29 08:01:32,11744364,4445,,request complete
11553586,send letter in progress,2014-10-29 08:01:33,11744364,4446,,send letter in progress
11553586,article 34  WABO applies,2014-11-03 08:00:38,11744364,4451,,article 34  WABO applies
11553586,ask stakeholders views,2014-11-03 08:00:39,11744364,4453,,ask stakeholders views
11553586,by law,2014-11-03 08:00:40,11744364,4456,,by law
11553586,completed subcases content,2014-11-03 08:00:41,11744364,4460,,completed subcases content
11553586,coordination of application,2014-11-03 08:00:42,11744364,4455,,coordination of application
11553586,create subcases content,2014-11-03 08:00:43,11744364,4448,,create subcases content
11553586,creating environmental permit decision,2014-11-03 08:00:44,11744364,4462,,creating environmental permit decision
11553586,decision date prior to decision,2014-11-03 08:00:45,11744364,4457,,decision date prior to decision
11553586,generating decision environmental permit,2014-11-03 08:00:46,11744364,4464,,generating decision environmental permit
11553586,grounds for refusal,2014-11-03 08:00:47,11744364,4452,,grounds for refusal
11553586,phase advice known,2014-11-03 08:00:48,11744364,4459,,phase advice known
11553586,phase decision ready,2014-11-03 08:00:49,11744364,4461,,phase decision ready
11553586,procedure change,2014-11-03 08:00:50,11744364,4450,,procedure change
11553586,set decision status,2014-11-03 08:00:51,11744364,4463,,set decision status
11553586,submit decision,2014-11-03 08:00:52,11744364,4449,,submit decision
11553586,suspension ground applicable,2014-11-03 08:00:53,11744364,4454,,suspension ground applicable
11553586,treat subcases content,2014-11-03 08:00:54,11744364,4458,,treat subcases content
11553586,creating cover letter decision,2014-11-18 08:00:27,560890,4466,,creating cover letter decision
11553586,enter senddate decision,2014-11-18 08:00:28,560890,4469,,enter senddate decision
11553586,enter senddate decision environmental permit,2014-11-18 08:00:29,560890,4470,,enter senddate decision environmental permit
11553586,phase decision sent,2014-11-18 08:00:30,560890,4468,,phase decision sent
11553586,phase decision taken,2014-11-18 08:00:31,560890,4467,,phase decision taken
11553586,register objection and appeal periods,2014-11-18 08:00:32,560890,4465,,register objection and appeal periods
11553586,transcript decision environmental permit to stakeholders,2014-11-18 08:00:33,560890,4471,,transcript decision environmental permit to stakeholders
11553586,enter senddate decision environmental permit,2014-11-20 08:00:27,560890,4475,,enter senddate decision environmental permit
11553586,record date of decision environmental permit,2014-11-20 08:00:28,560890,4473,,record date of decision environmental permit
11553586,set decision phase decision permitting decided,2014-11-20 08:00:29,560890,4474,,set decision phase decision permitting decided
11553586,start decision phase decision permitting sent,2014-11-20 08:00:30,560890,4472,,start decision phase decision permitting sent
11556826,register submission date request,2014-09-23 07:00:43,560872,4476,,register submission date request
11556826,MER required,2014-10-02 07:00:41,560872,4481,,MER required
11556826,OLO messaging active,2014-10-02 07:00:42,560872,4477,,OLO messaging active
11556826,activities regular procedure,2014-10-02 07:00:43,560872,4482,,activities regular procedure
11556826,first or second phase,2014-10-02 07:00:44,560872,4483,,first or second phase
11556826,forward to the competent authority,2014-10-02 07:00:45,560872,4479,,forward to the competent authority
11556826,phase application received,2014-10-02 07:00:46,560872,4484,,phase application received
11556826,read field phased application,2014-10-02 07:00:47,560872,4486,,read field phased application
11556826,regular procedure without MER,2014-10-02 07:00:48,560872,4480,,regular procedure without MER
11556826,send confirmation receipt,2014-10-02 07:00:49,560872,4478,,send confirmation receipt
11556826,send confirmation receipt,2014-10-02 07:00:50,560872,4485,,send confirmation receipt
11556826,start WABOprocedure,2014-10-02 07:00:51,560872,4487,,start WABOprocedure
11556826,start phased application,2014-10-02 07:00:52,560872,4488,,start phased application
11556826,enter senddate acknowledgement,2014-10-03 07:00:02,560872,4489,,enter senddate acknowledgement
11556826,create letter requesting missing data,2014-11-05 08:00:31,560950,4498,,create letter requesting missing data
11556826,create procedure confirmation,2014-11-05 08:00:32,560950,4492,,create procedure confirmation
11556826,create subcases completeness,2014-11-05 08:00:33,560950,4494,,create subcases completeness
11556826,first phase affected,2014-11-05 08:00:34,560950,4490,,first phase affected
11556826,procedure change,2014-11-05 08:00:35,560950,4495,,procedure change
11556826,publish,2014-11-05 08:00:36,560950,4493,,publish
11556826,request complete,2014-11-05 08:00:37,560950,4496,,request complete
11556826,retrieve missing data,2014-11-05 08:00:38,560950,4499,,retrieve missing data
11556826,term 14 or 26 weeks,2014-11-05 08:00:39,560950,4491,,term 14 or 26 weeks
11556826,term for supplying missing data,2014-11-05 08:00:40,560950,4497,,term for supplying missing data
11556826,phase additional information received,2014-12-18 08:00:15,560872,4505,,phase additional information received
11556826,phase asked additional information,2014-12-18 08:00:16,560872,4504,,phase asked additional information
11556826,receive additional information,2014-12-18 08:00:17,560872,4502,,receive additional information
11556826,send confirmation receipt additional data,2014-12-18 08:00:18,560872,4503,,send confirmation receipt additional data
11563660,register submission date request,2014-10-01 07:01:31,9264148,4506,,register submission date request
11563660,OLO messaging active,2014-10-02 07:00:53,9264148,4512,,OLO messaging active
11563660,create procedure confirmation,2014-10-02 07:00:54,9264148,4510,,create procedure confirmation
11563660,create publication document,2014-10-02 07:00:55,9264148,4507,,create publication document
11563660,forward to the competent authority,2014-10-02 07:00:56,9264148,4508,,forward to the competent authority
11563660,phase application received,2014-10-02 07:00:57,9264148,4517,,phase application received
11563660,publish,2014-10-02 07:00:58,9264148,4511,,publish
11563660,registration date publication,2014-10-02 07:00:59,9264148,4514,,registration date publication
11563660,regular procedure without MER,2014-10-02 07:01:00,9264148,4509,,regular procedure without MER
11563660,send confirmation receipt,2014-10-02 07:01:01,9264148,4513,,send confirmation receipt
11563660,send confirmation receipt,2014-10-02 07:01:02,9264148,4515,,send confirmation receipt
11563660,start WABOprocedure,2014-10-02 07:01:03,9264148,4516,,start WABOprocedure
11579112,register submission date request,2014-10-01 07:01:32,9264148,4519,,register submission date request
11579112,OLO messaging active,2014-10-06 07:00:09,9264148,4520,,OLO messaging active
11579112,create procedure confirmation,2014-10-06 07:00:10,9264148,4524,,create procedure confirmation
11579112,create publication document,2014-10-06 07:00:11,9264148,4527,,create publication document
11579112,create subcases completeness,2014-10-06 07:00:12,9264148,4526,,create subcases completeness
11579112,forward to the competent authority,2014-10-06 07:00:13,9264148,4522,,forward to the competent authority
11579112,phase application received,2014-10-06 07:00:14,9264148,4529,,phase application received
11579112,publish,2014-10-06 07:00:15,9264148,4525,,publish
11579112,registration date publication,2014-10-06 07:00:16,9264148,4531,,registration date publication
11579112,regular procedure without MER,2014-10-06 07:00:17,9264148,4523,,regular procedure without MER
11579112,send confirmation receipt,2014-10-06 07:00:18,9264148,4521,,send confirmation receipt
11579112,send confirmation receipt,2014-10-06 07:00:19,9264148,4530,,send confirmation receipt
11579112,start WABOprocedure,2014-10-06 07:00:20,9264148,4528,,start WABOprocedure
11579112,article 34  WABO applies,2014-10-14 07:02:58,2670601,4537,,article 34  WABO applies
11579112,ask stakeholders views,2014-10-14 07:02:59,2670601,4539,,ask stakeholders views
11579112,by law,2014-10-14 07:03:00,2670601,4542,,by law
11579112,completed subcases content,2014-10-14 07:03:01,2670601,4548,,completed subcases content
11579112,coordination of application,2014-10-14 07:03:02,2670601,4541,,coordination of application
11579112,create subcases content,2014-10-14 07:03:03,2670601,4535,,create subcases content
11579112,creating environmental permit decision,2014-10-14 07:03:04,2670601,4549,,creating environmental permit decision
11579112,decision date prior to decision,2014-10-14 07:03:05,2670601,4543,,decision date prior to decision
11579112,grounds for refusal,2014-10-14 07:03:06,2670601,4538,,grounds for refusal
11579112,phase advice known,2014-10-14 07:03:07,2670601,4550,,phase advice known
11579112,phase application receptive,2014-10-14 07:03:08,2670601,4545,,phase application receptive
11579112,procedure change,2014-10-14 07:03:09,2670601,4536,,procedure change
11579112,procedure change,2014-10-14 07:03:10,2670601,4544,,procedure change
11579112,request complete,2014-10-14 07:03:11,2670601,4533,,request complete
11579112,send letter in progress,2014-10-14 07:03:12,2670601,4534,,send letter in progress
11579112,set decision status,2014-10-14 07:03:13,2670601,4546,,set decision status
11579112,suspension ground applicable,2014-10-14 07:03:14,2670601,4540,,suspension ground applicable
11579112,treat subcases content,2014-10-14 07:03:15,2670601,4547,,treat subcases content
11579112,creating cover letter decision,2014-11-18 08:00:34,560912,4553,,creating cover letter decision
11579112,enter senddate decision environmental permit,2014-11-18 08:00:35,560890,4555,,enter senddate decision environmental permit
11579112,generating decision environmental permit,2014-11-18 08:00:36,560912,4557,,generating decision environmental permit
11579112,phase decision ready,2014-11-18 08:00:37,560912,4554,,phase decision ready
11579112,phase decision taken,2014-11-18 08:00:38,560912,4556,,phase decision taken
11579112,register objection and appeal periods,2014-11-18 08:00:39,560912,4552,,register objection and appeal periods
11579112,set decision phase decision permitting decided,2014-11-18 08:00:40,560912,4558,,set decision phase decision permitting decided
11579112,start decision phase decision permitting sent,2014-11-18 08:00:41,560890,4559,,start decision phase decision permitting sent
11579112,submit decision,2014-11-18 08:00:42,560912,4551,,submit decision
11579112,enter senddate decision,2014-11-25 08:00:17,560890,4562,,enter senddate decision
11579112,enter senddate decision environmental permit,2014-11-25 08:00:18,560890,4563,,enter senddate decision environmental permit
11579112,phase decision sent,2014-11-25 08:00:19,560890,4561,,phase decision sent
11579112,transcript decision environmental permit to stakeholders,2014-11-25 08:00:20,560890,4564,,transcript decision environmental permit to stakeholders
11585113,register submission date request,2014-10-02 07:01:04,9264148,4565,,register submission date request
11585113,OLO messaging active,2014-10-06 07:00:21,9264148,4566,,OLO messaging active
11585113,create procedure confirmation,2014-10-06 07:00:22,9264148,4570,,create procedure confirmation
11585113,create publication document,2014-10-06 07:00:23,9264148,4573,,create publication document
11585113,create subcases completeness,2014-10-06 07:00:24,9264148,4572,,create subcases completeness
11585113,forward to the competent authority,2014-10-06 07:00:25,9264148,4568,,forward to the competent authority
11585113,phase application received,2014-10-06 07:00:26,9264148,4575,,phase application received
11585113,publish,2014-10-06 07:00:27,9264148,4571,,publish
11585113,registration date publication,2014-10-06 07:00:28,9264148,4577,,registration date publication
11585113,regular procedure without MER,2014-10-06 07:00:29,9264148,4569,,regular procedure without MER
11585113,send confirmation receipt,2014-10-06 07:00:30,9264148,4567,,send confirmation receipt
11585113,send confirmation receipt,2014-10-06 07:00:31,9264148,4574,,send confirmation receipt
11585113,start WABOprocedure,2014-10-06 07:00:32,9264148,4576,,start WABOprocedure
11585113,create letter requesting missing data,2014-10-16 07:00:55,560912,4582,,create letter requesting missing data
11585113,phase asked additional information,2014-10-16 07:00:56,560912,4584,,phase asked additional information
11585113,procedure change,2014-10-16 07:00:57,560912,4579,,procedure change
11585113,request complete,2014-10-16 07:00:58,560912,4580,,request complete
11585113,retrieve missing data,2014-10-16 07:00:59,560912,4583,,retrieve missing data
11585113,term for supplying missing data,2014-10-16 07:01:00,560912,4581,,term for supplying missing data
11585113,enter receipt of additional data,2014-10-21 07:00:22,560912,4586,,enter receipt of additional data
11585113,phase additional information received,2014-10-28 08:01:17,560912,4589,,phase additional information received
11585113,receive additional information,2014-10-28 08:01:18,560912,4587,,receive additional information
11585113,send confirmation receipt additional data,2014-10-28 08:01:19,560912,4588,,send confirmation receipt additional data
11585113,article 34  WABO applies,2014-11-06 08:00:33,11744364,4595,,article 34  WABO applies
11585113,ask stakeholders views,2014-11-06 08:00:34,11744364,4597,,ask stakeholders views
11585113,by law,2014-11-06 08:00:35,11744364,4600,,by law
11585113,coordination of application,2014-11-06 08:00:36,11744364,4599,,coordination of application
11585113,create subcases content,2014-11-06 08:00:37,11744364,4593,,create subcases content
11585113,creating environmental permit decision,2014-11-06 08:00:38,11744364,4602,,creating environmental permit decision
11585113,decision date prior to decision,2014-11-06 08:00:39,11744364,4601,,decision date prior to decision
11585113,grounds for refusal,2014-11-06 08:00:40,11744364,4596,,grounds for refusal
11585113,phase advice known,2014-11-06 08:00:41,11744364,4605,,phase advice known
11585113,phase application receptive,2014-11-06 08:00:42,11744364,4604,,phase application receptive
11585113,procedure change,2014-11-06 08:00:43,11744364,4594,,procedure change
11585113,procedure change after completeness,2014-11-06 08:00:44,11744364,4591,,procedure change after completeness
11585113,request complete,2014-11-06 08:00:45,11744364,4590,,request complete
11585113,send letter in progress,2014-11-06 08:00:46,11744364,4592,,send letter in progress
11585113,set decision status,2014-11-06 08:00:47,11744364,4603,,set decision status
11585113,suspension ground applicable,2014-11-06 08:00:48,11744364,4598,,suspension ground applicable
11585113,creating cover letter decision,2014-11-18 08:00:43,560890,4608,,creating cover letter decision
11585113,enter senddate decision,2014-11-18 08:00:44,560890,4614,,enter senddate decision
11585113,enter senddate decision environmental permit,2014-11-18 08:00:45,560890,4615,,enter senddate decision environmental permit
11585113,generating decision environmental permit,2014-11-18 08:00:46,560890,4611,,generating decision environmental permit
11585113,phase decision ready,2014-11-18 08:00:47,560890,4610,,phase decision ready
11585113,phase decision sent,2014-11-18 08:00:48,560890,4612,,phase decision sent
11585113,phase decision taken,2014-11-18 08:00:49,560890,4609,,phase decision taken
11585113,register objection and appeal periods,2014-11-18 08:00:50,560890,4607,,register objection and appeal periods
11585113,submit decision,2014-11-18 08:00:51,560890,4606,,submit decision
11585113,transcript decision environmental permit to stakeholders,2014-11-18 08:00:52,560890,4613,,transcript decision environmental permit to stakeholders
11585113,enter senddate decision environmental permit,2014-11-20 08:00:31,560890,4617,,enter senddate decision environmental permit
11585113,record date of decision environmental permit,2014-11-20 08:00:32,560890,4619,,record date of decision environmental permit
11585113,set decision phase decision permitting decided,2014-11-20 08:00:33,560890,4618,,set decision phase decision permitting decided
11585113,start decision phase decision permitting sent,2014-11-20 08:00:34,560890,4616,,start decision phase decision permitting sent
11585113,close case,2015-01-13 08:00:05,560912,4624,,close case
11585113,objection lodged against decision,2015-01-13 08:00:06,560912,4620,,objection lodged against decision
11585113,phase archived case,2015-01-13 08:00:07,560912,4627,,phase archived case
11585113,phase case handled,2015-01-13 08:00:08,560912,4626,,phase case handled
11585113,phase decision irrevocable,2015-01-13 08:00:09,560912,4625,,phase decision irrevocable
11585113,read publication date field,2015-01-13 08:00:10,560912,4621,,read publication date field
11585113,read publication date field,2015-01-13 08:00:11,560912,4623,,read publication date field
11585113,stop all running subcases 2b,2015-01-13 08:00:12,560912,4622,,stop all running subcases 2b
11587185,register submission date request,2014-10-03 07:00:03,560872,4630,,register submission date request
11587185,OLO messaging active,2014-10-06 07:00:33,560872,4634,,OLO messaging active
11587185,create procedure confirmation,2014-10-06 07:00:34,560872,4631,,create procedure confirmation
11587185,create publication document,2014-10-06 07:00:35,560872,4633,,create publication document
11587185,forward to the competent authority,2014-10-06 07:00:36,560872,4636,,forward to the competent authority
11587185,phase application received,2014-10-06 07:00:37,560872,4640,,phase application received
11587185,publish,2014-10-06 07:00:38,560872,4632,,publish
11587185,registration date publication,2014-10-06 07:00:39,560872,4638,,registration date publication
11587185,regular procedure without MER,2014-10-06 07:00:40,560872,4637,,regular procedure without MER
11587185,send confirmation receipt,2014-10-06 07:00:41,560872,4635,,send confirmation receipt
11587185,send confirmation receipt,2014-10-06 07:00:42,560872,4639,,send confirmation receipt
11587185,start WABOprocedure,2014-10-06 07:00:43,560872,4641,,start WABOprocedure
11587185,article 34  WABO applies,2014-10-13 07:00:22,560890,4648,,article 34  WABO applies
11587185,ask stakeholders views,2014-10-13 07:00:23,560890,4650,,ask stakeholders views
11587185,by law,2014-10-13 07:00:24,560890,4653,,by law
11587185,coordination of application,2014-10-13 07:00:25,560890,4652,,coordination of application
11587185,create subcases completeness,2014-10-13 07:00:26,560890,4655,,create subcases completeness
11587185,create subcases content,2014-10-13 07:00:27,560890,4646,,create subcases content
11587185,creating environmental permit decision,2014-10-13 07:00:28,560890,4659,,creating environmental permit decision
11587185,decision date prior to decision,2014-10-13 07:00:29,560890,4654,,decision date prior to decision
11587185,grounds for refusal,2014-10-13 07:00:30,560890,4649,,grounds for refusal
11587185,phase advice known,2014-10-13 07:00:31,560890,4656,,phase advice known
11587185,phase application receptive,2014-10-13 07:00:32,560890,4658,,phase application receptive
11587185,procedure change,2014-10-13 07:00:33,560890,4643,,procedure change
11587185,procedure change,2014-10-13 07:00:34,560890,4647,,procedure change
11587185,request complete,2014-10-13 07:00:35,560890,4644,,request complete
11587185,send letter in progress,2014-10-13 07:00:36,560890,4645,,send letter in progress
11587185,set decision status,2014-10-13 07:00:37,560890,4657,,set decision status
11587185,suspension ground applicable,2014-10-13 07:00:38,560890,4651,,suspension ground applicable
11587185,create publication document,2014-11-18 08:00:53,560912,4663,,create publication document
11587185,creating cover letter decision,2014-11-18 08:00:54,560912,4662,,creating cover letter decision
11587185,enter date publication decision environmental permit,2014-11-18 08:00:55,560912,4667,,enter date publication decision environmental permit
11587185,enter senddate decision,2014-11-18 08:00:56,560912,4666,,enter senddate decision
11587185,enter senddate decision environmental permit,2014-11-18 08:00:57,560912,4672,,enter senddate decision environmental permit
11587185,generating decision environmental permit,2014-11-18 08:00:58,560912,4668,,generating decision environmental permit
11587185,phase decision ready,2014-11-18 08:00:59,560912,4670,,phase decision ready
11587185,phase decision sent,2014-11-18 08:01:00,560912,4669,,phase decision sent
11587185,phase decision taken,2014-11-18 08:01:01,560912,4671,,phase decision taken
11587185,register objection and appeal periods,2014-11-18 08:01:02,560912,4661,,register objection and appeal periods
11587185,set decision phase decision permitting decided,2014-11-18 08:01:03,560912,4664,,set decision phase decision permitting decided
11587185,submit decision,2014-11-18 08:01:04,560912,4660,,submit decision
11587185,transcript decision environmental permit to stakeholders,2014-11-18 08:01:05,560912,4665,,transcript decision environmental permit to stakeholders
11587185,enter senddate decision environmental permit,2014-11-19 08:00:04,560912,4674,,enter senddate decision environmental permit
11587185,start decision phase decision permitting sent,2014-11-19 08:00:05,560912,4675,,start decision phase decision permitting sent
11587185,set decision phase decision permitting published,2014-11-26 08:00:14,560912,4676,,set decision phase decision permitting published
11588105,register submission date request,2014-10-02 07:01:05,9264148,4677,,register submission date request
11588105,OLO messaging active,2014-10-06 07:00:44,9264148,4678,,OLO messaging active
11588105,create procedure confirmation,2014-10-06 07:00:45,9264148,4682,,create procedure confirmation
11588105,create publication document,2014-10-06 07:00:46,9264148,4685,,create publication document
11588105,create subcases completeness,2014-10-06 07:00:47,9264148,4684,,create subcases completeness
11588105,forward to the competent authority,2014-10-06 07:00:48,9264148,4680,,forward to the competent authority
11588105,phase application received,2014-10-06 07:00:49,9264148,4687,,phase application received
11588105,publish,2014-10-06 07:00:50,9264148,4683,,publish
11588105,registration date publication,2014-10-06 07:00:51,9264148,4686,,registration date publication
11588105,regular procedure without MER,2014-10-06 07:00:52,9264148,4681,,regular procedure without MER
11588105,send confirmation receipt,2014-10-06 07:00:53,9264148,4679,,send confirmation receipt
11588105,send confirmation receipt,2014-10-06 07:00:54,9264148,4688,,send confirmation receipt
11588105,start WABOprocedure,2014-10-06 07:00:55,9264148,4689,,start WABOprocedure
11588105,article 34  WABO applies,2014-10-27 08:00:07,11744364,4696,,article 34  WABO applies
11588105,ask stakeholders views,2014-10-27 08:00:08,11744364,4698,,ask stakeholders views
11588105,by law,2014-10-27 08:00:09,11744364,4701,,by law
