Case,Timestamp,Resource,Activity,Activity_fixed,ishomonymous,label
4458,2024-06-19 13:41:33,,info received,info received,0,
4458,2024-06-19 13:41:43,Clerk-000006,Check for completeness,Check for completeness,0,
4458,2024-06-19 13:44:29,Clerk-000005,Perform checks,Perform checks,0,
4458,2024-06-19 13:47:46,Manager-000003,Make decision,Make decision,0,
4458,2024-06-19 13:51:32,Manager-000004,Notify accept,Notify accept,0,
4458,2024-06-19 13:59:25,Manager-000005,Deliver card,Deliver card,0,
4458,2024-06-19 14:26:40,,EVENT 13 END,EVENT 13 END,0,
4459,2024-06-19 14:32:00,Clerk-000001,Check for completeness,Check for completeness,0,
4459,2024-06-19 14:32:00,,New online application received,New online application received,0,
4459,2024-06-19 14:38:22,Clerk-000005,Perform checks,Perform checks,0,
4459,2024-06-19 14:38:23,Manager-000006,Make decision,Make decision,0,
4459,2024-06-19 14:47:41,Manager-000001,notify reject,notify reject,0,
4459,2024-06-19 14:50:06,,time out,time out,0,
4459,2024-06-19 14:50:16,,EVENT 13 END,EVENT 13 END,0,
4460,2024-06-19 14:33:38,Clerk-000006,Check for completeness,Check for completeness,0,
4460,2024-06-19 14:33:38,,New online application received,New online application received,0,
4460,2024-06-19 15:09:14,Manager-000002,Request info,Request info,0,
4460,2024-06-19 15:15:25,,info received,info received,0,
4460,2024-06-19 15:15:35,Clerk-000003,Check for completeness,Check for completeness,0,
4460,2024-06-19 15:18:27,Manager-000006,Request info,Request info,0,
4460,2024-06-19 15:45:38,,info received,info received,0,
4460,2024-06-19 15:45:48,Clerk-000006,Check for completeness,Check for completeness,0,
4460,2024-06-19 15:48:13,Clerk-000004,Perform checks,Perform checks,0,
4460,2024-06-19 15:52:08,Manager-000005,Make decision,Make decision,0,
4460,2024-06-19 16:07:31,Manager-000001,notify reject,notify reject,0,
4460,2024-06-19 16:44:49,,review request received,review request received,0,
4460,2024-06-19 16:44:59,Clerk-000005,Check for completeness,Check for completeness,0,
4460,2024-06-19 16:52:03,Clerk-000001,Perform checks,Perform checks,0,
4460,2024-06-19 16:59:16,Manager-000002,Make decision,Make decision,0,
4460,2024-06-19 17:09:03,Manager-000006,Notify accept,Notify accept,0,
4460,2024-06-19 17:32:32,Manager-000004,Deliver card,Deliver card,0,
4460,2024-06-19 17:34:06,,EVENT 13 END,EVENT 13 END,0,
4461,2024-06-19 15:20:49,Clerk-000004,Check for completeness,Check for completeness,0,
4461,2024-06-19 15:20:49,,New online application received,New online application received,0,
4461,2024-06-19 15:24:45,Clerk-000001,Perform checks,Perform checks,0,
4461,2024-06-19 15:27:00,Manager-000003,Make decision,Make decision,0,
4461,2024-06-19 15:32:15,Manager-000004,Notify accept,Notify accept,0,
4461,2024-06-19 15:38:05,Manager-000002,Deliver card,Deliver card,0,
4461,2024-06-19 15:43:30,,EVENT 13 END,EVENT 13 END,0,
4462,2024-06-19 15:25:18,Clerk-000005,Check for completeness,Check for completeness,0,
4462,2024-06-19 15:25:18,,New online application received,New online application received,0,
4462,2024-06-19 15:25:27,Manager-000001,Request info,Request info,0,
4462,2024-06-19 15:41:22,,info received,info received,0,
4462,2024-06-19 15:41:32,Clerk-000002,Check for completeness,Check for completeness,0,
4462,2024-06-19 15:46:56,Clerk-000003,Perform checks,Perform checks,0,
4462,2024-06-19 15:57:45,Manager-000003,Make decision,Make decision,0,
4462,2024-06-19 16:01:22,Manager-000004,notify reject,notify reject,0,
4462,2024-06-19 16:19:08,,time out,time out,0,
4462,2024-06-19 16:19:18,,EVENT 13 END,EVENT 13 END,0,
4463,2024-06-19 17:10:48,Clerk-000002,Check for completeness,Check for completeness,0,
4463,2024-06-19 17:10:48,,New online application received,New online application received,0,
4463,2024-06-19 17:12:57,Manager-000003,Request info,Request info,0,
4463,2024-06-19 17:16:37,,info received,info received,0,
4463,2024-06-19 17:16:47,Clerk-000006,Check for completeness,Check for completeness,0,
4463,2024-06-19 17:37:44,Clerk-000005,Perform checks,Perform checks,0,
4463,2024-06-19 17:47:30,Manager-000003,Make decision,Make decision,0,
4463,2024-06-19 18:02:19,Manager-000006,Notify accept,Notify accept,0,
4463,2024-06-19 18:08:18,Manager-000004,Deliver card,Deliver card,0,
4463,2024-06-19 18:13:04,,EVENT 13 END,EVENT 13 END,0,
4464,2024-06-19 17:28:16,Clerk-000004,Check for completeness,Check for completeness,0,
4464,2024-06-19 17:28:16,,New online application received,New online application received,0,
4464,2024-06-19 17:28:18,Clerk-000003,Perform checks,Perform checks,0,
4464,2024-06-19 17:32:16,Manager-000005,Make decision,Make decision,0,
4464,2024-06-19 17:36:01,Manager-000001,Notify accept,Notify accept,0,
4464,2024-06-19 17:36:34,Manager-000002,Deliver card,Deliver card,0,
4464,2024-06-19 17:41:11,,EVENT 13 END,EVENT 13 END,0,
4465,2024-06-19 18:33:14,Clerk-000001,Check for completeness,Check for completeness,0,
4465,2024-06-19 18:33:14,,New online application received,New online application received,0,
4465,2024-06-19 19:07:50,Manager-000005,Request info,Request info,0,
4465,2024-06-19 19:21:12,,info received,info received,0,
4465,2024-06-19 19:21:22,Clerk-000003,Check for completeness,Check for completeness,0,
4465,2024-06-19 19:21:28,Manager-000001,Request info,Request info,0,
4465,2024-06-19 19:31:18,,info received,info received,0,
4465,2024-06-19 19:31:28,Clerk-000002,Check for completeness,Check for completeness,0,
4465,2024-06-19 19:46:21,Clerk-000005,Perform checks,Perform checks,0,
4465,2024-06-19 19:48:36,Manager-000005,Make decision,Make decision,0,
4465,2024-06-19 19:51:04,Manager-000001,notify reject,notify reject,0,
4465,2024-06-19 20:11:48,,review request received,review request received,0,
4465,2024-06-19 20:11:58,Clerk-000004,Check for completeness,Check for completeness,0,
4465,2024-06-19 20:28:48,Manager-000004,Request info,Request info,0,
4465,2024-06-19 20:32:24,,info received,info received,0,
4465,2024-06-19 20:32:34,Clerk-000003,Check for completeness,Check for completeness,0,
4465,2024-06-19 20:37:36,Clerk-000001,Perform checks,Perform checks,0,
4465,2024-06-19 20:58:38,Manager-000006,Make decision,Make decision,0,
4465,2024-06-19 21:00:31,Manager-000001,Notify accept,Notify accept,0,
4465,2024-06-19 21:02:42,Manager-000003,Deliver card,Deliver card,0,
4465,2024-06-19 21:17:31,,EVENT 13 END,EVENT 13 END,0,
4466,2024-06-19 18:52:02,Clerk-000002,Check for completeness,Check for completeness,0,
4466,2024-06-19 18:52:02,,New online application received,New online application received,0,
4466,2024-06-19 18:58:01,Clerk-000004,Perform checks,Perform checks,0,
4466,2024-06-19 19:25:01,Manager-000002,Make decision,Make decision,0,
4466,2024-06-19 19:34:57,Manager-000006,notify reject,notify reject,0,
4466,2024-06-19 19:36:14,,review request received,review request received,0,
4466,2024-06-19 19:36:24,Clerk-000001,Check for completeness,Check for completeness,0,
4466,2024-06-19 19:36:36,Clerk-000003,Perform checks,Perform checks,0,
4466,2024-06-19 20:08:12,Manager-000003,Make decision,Make decision,0,
4466,2024-06-19 20:22:54,Manager-000001,Notify accept,Notify accept,0,
4466,2024-06-19 20:30:16,Manager-000005,Deliver card,Deliver card,0,
4466,2024-06-19 20:40:44,,EVENT 13 END,EVENT 13 END,0,
4467,2024-06-19 19:22:41,Clerk-000006,Check for completeness,Check for completeness,0,
4467,2024-06-19 19:22:41,,New online application received,New online application received,0,
4467,2024-06-19 19:37:51,Clerk-000004,Perform checks,Perform checks,0,
4467,2024-06-19 19:38:25,Manager-000004,Make decision,Make decision,0,
4467,2024-06-19 20:13:45,Manager-000005,notify reject,notify reject,0,
4467,2024-06-19 20:14:42,,review request received,review request received,0,
4467,2024-06-19 20:14:52,Clerk-000005,Check for completeness,Check for completeness,0,
4467,2024-06-19 20:20:48,Manager-000002,Request info,Request info,0,
4467,2024-06-19 20:21:58,,info received,info received,0,
4467,2024-06-19 20:22:08,Clerk-000001,Check for completeness,Check for completeness,0,
4467,2024-06-19 20:24:43,Clerk-000006,Perform checks,Perform checks,0,
4467,2024-06-19 20:27:26,Manager-000006,Make decision,Make decision,0,
4467,2024-06-19 20:33:24,Manager-000002,notify reject,notify reject,0,
4467,2024-06-19 20:41:02,,time out,time out,0,
4467,2024-06-19 20:41:12,,EVENT 13 END,EVENT 13 END,0,
4468,2024-06-19 19:24:37,Clerk-000005,Check for completeness,Check for completeness,0,
4468,2024-06-19 19:24:37,,New online application received,New online application received,0,
4468,2024-06-19 19:34:30,Manager-000003,Request info,Request info,0,
4468,2024-06-19 19:46:57,,info received,info received,0,
4468,2024-06-19 19:47:07,Clerk-000001,Check for completeness,Check for completeness,0,
4468,2024-06-19 19:58:23,Clerk-000006,Perform checks,Perform checks,0,
4468,2024-06-19 20:02:11,Manager-000002,Make decision,Make decision,0,
4468,2024-06-19 20:07:02,Manager-000006,notify reject,notify reject,0,
4468,2024-06-19 20:12:26,,review request received,review request received,0,
4468,2024-06-19 20:12:36,Clerk-000002,Check for completeness,Check for completeness,0,
4468,2024-06-19 20:39:52,Clerk-000006,Perform checks,Perform checks,0,
4468,2024-06-19 20:42:02,Manager-000003,Make decision,Make decision,0,
4468,2024-06-19 20:56:33,Manager-000004,Notify accept,Notify accept,0,
4468,2024-06-19 21:14:55,Manager-000005,Deliver card,Deliver card,0,
4468,2024-06-19 21:17:19,,EVENT 13 END,EVENT 13 END,0,
4469,2024-06-19 20:35:25,Clerk-000005,Check for completeness,Check for completeness,0,
4469,2024-06-19 20:35:25,,New online application received,New online application received,0,
4469,2024-06-19 20:49:42,Manager-000001,Request info,Request info,0,
4469,2024-06-19 20:50:23,,info received,info received,0,
4469,2024-06-19 20:50:33,Clerk-000004,Check for completeness,Check for completeness,0,
4469,2024-06-19 20:54:32,Clerk-000003,Perform checks,Perform checks,0,
4469,2024-06-19 20:58:52,Manager-000005,Make decision,Make decision,0,
4469,2024-06-19 20:58:56,Manager-000002,Notify accept,Notify accept,0,
4469,2024-06-19 21:32:03,Manager-000006,Deliver card,Deliver card,0,
4469,2024-06-19 22:10:41,,EVENT 13 END,EVENT 13 END,0,
4470,2024-06-19 22:09:55,Clerk-000002,Check for completeness,Check for completeness,0,
4470,2024-06-19 22:09:55,,New online application received,New online application received,0,
4470,2024-06-19 22:16:32,Clerk-000006,Perform checks,Perform checks,0,
4470,2024-06-19 22:16:37,Manager-000001,Make decision,Make decision,0,
4470,2024-06-19 22:16:40,Manager-000004,notify reject,notify reject,0,
4470,2024-06-19 22:28:05,,time out,time out,0,
4470,2024-06-19 22:28:15,,EVENT 13 END,EVENT 13 END,0,
4471,2024-06-20 02:05:15,Clerk-000005,Check for completeness,Check for completeness,0,
4471,2024-06-20 02:05:15,,New online application received,New online application received,0,
4471,2024-06-20 02:13:58,Clerk-000004,Perform checks,Perform checks,0,
4471,2024-06-20 02:22:46,Manager-000005,Make decision,Make decision,0,
4471,2024-06-20 02:28:44,Manager-000003,Notify accept,Notify accept,0,
4471,2024-06-20 02:29:22,Manager-000002,Deliver card,Deliver card,0,
4471,2024-06-20 02:56:34,,EVENT 13 END,EVENT 13 END,0,
4472,2024-06-20 05:31:09,Clerk-000001,Check for completeness,Check for completeness,0,
4472,2024-06-20 05:31:09,,New online application received,New online application received,0,
4472,2024-06-20 05:47:49,Manager-000006,Request info,Request info,0,
4472,2024-06-20 05:50:35,,info received,info received,0,
4472,2024-06-20 05:50:45,Clerk-000003,Check for completeness,Check for completeness,0,
4472,2024-06-20 05:51:12,Clerk-000002,Perform checks,Perform checks,0,
4472,2024-06-20 05:56:37,Manager-000001,Make decision,Make decision,0,
4472,2024-06-20 06:17:07,Manager-000005,notify reject,notify reject,0,
4472,2024-06-20 06:17:58,,time out,time out,0,
4472,2024-06-20 06:18:08,,EVENT 13 END,EVENT 13 END,0,
4473,2024-06-20 05:57:28,Clerk-000006,Check for completeness,Check for completeness,0,
4473,2024-06-20 05:57:28,,New online application received,New online application received,0,
4473,2024-06-20 05:57:55,Manager-000004,Request info,Request info,0,
4473,2024-06-20 06:05:17,,info received,info received,0,
4473,2024-06-20 06:05:27,Clerk-000005,Check for completeness,Check for completeness,0,
4473,2024-06-20 06:12:52,Clerk-000004,Perform checks,Perform checks,0,
4473,2024-06-20 06:19:26,Manager-000003,Make decision,Make decision,0,
4473,2024-06-20 06:24:49,Manager-000002,Notify accept,Notify accept,0,
4473,2024-06-20 06:30:27,Manager-000006,Deliver card,Deliver card,0,
4473,2024-06-20 06:44:43,,EVENT 13 END,EVENT 13 END,0,
4474,2024-06-20 08:34:43,Clerk-000001,Check for completeness,Check for completeness,0,
4474,2024-06-20 08:34:43,,New online application received,New online application received,0,
4474,2024-06-20 08:35:34,Manager-000004,Request info,Request info,0,
4474,2024-06-20 08:44:37,,info received,info received,0,
4474,2024-06-20 08:44:47,Clerk-000003,Check for completeness,Check for completeness,0,
4474,2024-06-20 08:46:45,Clerk-000002,Perform checks,Perform checks,0,
4474,2024-06-20 08:56:53,Manager-000001,Make decision,Make decision,0,
4474,2024-06-20 08:58:54,Manager-000005,Notify accept,Notify accept,0,
4474,2024-06-20 09:01:23,Manager-000003,Deliver card,Deliver card,0,
4474,2024-06-20 09:18:52,,EVENT 13 END,EVENT 13 END,0,
4475,2024-06-20 10:08:32,Clerk-000006,Check for completeness,Check for completeness,0,
4475,2024-06-20 10:08:32,,New online application received,New online application received,0,
4475,2024-06-20 10:36:10,Manager-000002,Request info,Request info,0,
4475,2024-06-20 10:37:55,,info received,info received,0,
4475,2024-06-20 10:38:05,Clerk-000005,Check for completeness,Check for completeness,0,
4475,2024-06-20 10:42:34,Manager-000006,Request info,Request info,0,
4475,2024-06-20 10:47:56,,info received,info received,0,
4475,2024-06-20 10:48:06,Clerk-000004,Check for completeness,Check for completeness,0,
4475,2024-06-20 10:59:59,Manager-000004,Request info,Request info,0,
4475,2024-06-20 11:11:32,,info received,info received,0,
4475,2024-06-20 11:11:42,Clerk-000002,Check for completeness,Check for completeness,0,
4475,2024-06-20 11:20:45,Clerk-000006,Perform checks,Perform checks,0,
4475,2024-06-20 11:25:52,Manager-000005,Make decision,Make decision,0,
4475,2024-06-20 11:41:19,Manager-000002,Notify accept,Notify accept,0,
4475,2024-06-20 11:47:54,Manager-000006,Deliver card,Deliver card,0,
4475,2024-06-20 11:52:01,,EVENT 13 END,EVENT 13 END,0,
4476,2024-06-20 10:58:24,Clerk-000001,Check for completeness,Check for completeness,0,
4476,2024-06-20 10:58:24,,New online application received,New online application received,0,
4476,2024-06-20 11:03:44,Clerk-000003,Perform checks,Perform checks,0,
4476,2024-06-20 11:08:32,Manager-000001,Make decision,Make decision,0,
4476,2024-06-20 11:34:46,Manager-000003,notify reject,notify reject,0,
4476,2024-06-20 11:46:10,,time out,time out,0,
4476,2024-06-20 11:46:20,,EVENT 13 END,EVENT 13 END,0,
4477,2024-06-20 13:20:29,Clerk-000005,Check for completeness,Check for completeness,0,
4477,2024-06-20 13:20:29,,New online application received,New online application received,0,
4477,2024-06-20 13:38:10,Manager-000004,Request info,Request info,0,
4477,2024-06-20 13:41:53,,info received,info received,0,
4477,2024-06-20 13:42:03,Clerk-000004,Check for completeness,Check for completeness,0,
4477,2024-06-20 13:51:23,Clerk-000001,Perform checks,Perform checks,0,
4477,2024-06-20 14:10:18,Manager-000001,Make decision,Make decision,0,
4477,2024-06-20 14:10:50,Manager-000005,Notify accept,Notify accept,0,
4477,2024-06-20 14:15:59,Manager-000003,Deliver card,Deliver card,0,
4477,2024-06-20 14:25:34,,EVENT 13 END,EVENT 13 END,0,
4478,2024-06-20 14:09:00,Clerk-000003,Check for completeness,Check for completeness,0,
4478,2024-06-20 14:09:00,,New online application received,New online application received,0,
4478,2024-06-20 14:29:30,Clerk-000002,Perform checks,Perform checks,0,
4478,2024-06-20 14:49:48,Manager-000002,Make decision,Make decision,0,
4478,2024-06-20 15:06:43,Manager-000004,Notify accept,Notify accept,0,
4478,2024-06-20 15:19:53,Manager-000005,Deliver card,Deliver card,0,
4478,2024-06-20 15:28:52,,EVENT 13 END,EVENT 13 END,0,
4479,2024-06-20 15:00:25,Clerk-000006,Check for completeness,Check for completeness,0,
4479,2024-06-20 15:00:25,,New online application received,New online application received,0,
4479,2024-06-20 15:06:32,Manager-000006,Request info,Request info,0,
4479,2024-06-20 15:07:49,,info received,info received,0,
4479,2024-06-20 15:07:59,Clerk-000005,Check for completeness,Check for completeness,0,
4479,2024-06-20 15:14:12,Manager-000001,Request info,Request info,0,
4479,2024-06-20 15:37:02,,info received,info received,0,
4479,2024-06-20 15:37:12,Clerk-000002,Check for completeness,Check for completeness,0,
4479,2024-06-20 15:38:16,Manager-000006,Request info,Request info,0,
4479,2024-06-20 15:43:15,,info received,info received,0,
4479,2024-06-20 15:43:25,Clerk-000006,Check for completeness,Check for completeness,0,
4479,2024-06-20 15:52:23,Manager-000001,Request info,Request info,0,
4479,2024-06-20 16:09:30,,info received,info received,0,
4479,2024-06-20 16:09:40,Clerk-000001,Check for completeness,Check for completeness,0,
4479,2024-06-20 16:11:05,Clerk-000003,Perform checks,Perform checks,0,
4479,2024-06-20 16:24:04,Manager-000006,Make decision,Make decision,0,
4479,2024-06-20 16:43:36,Manager-000005,Notify accept,Notify accept,0,
4479,2024-06-20 16:49:13,Manager-000002,Deliver card,Deliver card,0,
4479,2024-06-20 16:58:27,,EVENT 13 END,EVENT 13 END,0,
4480,2024-06-20 15:20:12,Clerk-000004,Check for completeness,Check for completeness,0,
4480,2024-06-20 15:20:12,,New online application received,New online application received,0,
4480,2024-06-20 15:37:08,Manager-000002,Request info,Request info,0,
4480,2024-06-20 16:06:07,,info received,info received,0,
4480,2024-06-20 16:06:17,Clerk-000005,Check for completeness,Check for completeness,0,
4480,2024-06-20 16:17:55,Clerk-000004,Perform checks,Perform checks,0,
4480,2024-06-20 16:23:13,Manager-000003,Make decision,Make decision,0,
4480,2024-06-20 16:24:30,Manager-000004,notify reject,notify reject,0,
4480,2024-06-20 16:40:04,,time out,time out,0,
4480,2024-06-20 16:40:14,,EVENT 13 END,EVENT 13 END,0,
4481,2024-06-20 15:27:58,Clerk-000001,Check for completeness,Check for completeness,0,
4481,2024-06-20 15:27:58,,New online application received,New online application received,0,
4481,2024-06-20 15:31:27,Clerk-000003,Perform checks,Perform checks,0,
4481,2024-06-20 15:36:48,Manager-000003,Make decision,Make decision,0,
4481,2024-06-20 15:39:18,Manager-000004,Notify accept,Notify accept,0,
4481,2024-06-20 15:48:03,Manager-000005,Deliver card,Deliver card,0,
4481,2024-06-20 15:53:08,,EVENT 13 END,EVENT 13 END,0,
4482,2024-06-20 17:30:01,Clerk-000002,Check for completeness,Check for completeness,0,
4482,2024-06-20 17:30:01,,New online application received,New online application received,0,
4482,2024-06-20 18:27:00,Clerk-000006,Perform checks,Perform checks,0,
4482,2024-06-20 18:28:29,Manager-000001,Make decision,Make decision,0,
4482,2024-06-20 18:32:45,Manager-000003,notify reject,notify reject,0,
4482,2024-06-20 18:56:25,,time out,time out,0,
4482,2024-06-20 18:56:35,,EVENT 13 END,EVENT 13 END,0,
4483,2024-06-20 18:35:29,Clerk-000001,Check for completeness,Check for completeness,0,
4483,2024-06-20 18:35:29,,New online application received,New online application received,0,
4483,2024-06-20 18:53:27,Manager-000004,Request info,Request info,0,
4483,2024-06-20 18:53:58,,info received,info received,0,
4483,2024-06-20 18:54:08,Clerk-000004,Check for completeness,Check for completeness,0,
4483,2024-06-20 18:55:31,Clerk-000003,Perform checks,Perform checks,0,
4483,2024-06-20 19:07:51,Manager-000002,Make decision,Make decision,0,
4483,2024-06-20 19:12:40,Manager-000004,Notify accept,Notify accept,0,
4483,2024-06-20 19:14:13,Manager-000003,Deliver card,Deliver card,0,
4483,2024-06-20 19:15:35,,EVENT 13 END,EVENT 13 END,0,
4484,2024-06-20 18:51:33,Clerk-000005,Check for completeness,Check for completeness,0,
4484,2024-06-20 18:51:33,,New online application received,New online application received,0,
4484,2024-06-20 18:58:24,Clerk-000002,Perform checks,Perform checks,0,
4484,2024-06-20 19:00:25,Manager-000006,Make decision,Make decision,0,
4484,2024-06-20 19:07:36,Manager-000005,Notify accept,Notify accept,0,
4484,2024-06-20 19:08:04,Manager-000001,Deliver card,Deliver card,0,
4484,2024-06-20 19:31:52,,EVENT 13 END,EVENT 13 END,0,
4485,2024-06-20 19:21:01,Clerk-000006,Check for completeness,Check for completeness,0,
4485,2024-06-20 19:21:01,,New online application received,New online application received,0,
4485,2024-06-20 19:42:41,Clerk-000001,Perform checks,Perform checks,0,
4485,2024-06-20 19:51:06,Manager-000006,Make decision,Make decision,0,
4485,2024-06-20 20:20:18,Manager-000005,notify reject,notify reject,0,
4485,2024-06-20 20:23:17,,review request received,review request received,0,
4485,2024-06-20 20:23:27,Clerk-000004,Check for completeness,Check for completeness,0,
4485,2024-06-20 20:25:47,Clerk-000005,Perform checks,Perform checks,0,
4485,2024-06-20 20:52:38,Manager-000002,Make decision,Make decision,0,
4485,2024-06-20 21:07:22,Manager-000004,Notify accept,Notify accept,0,
4485,2024-06-20 21:14:58,Manager-000003,Deliver card,Deliver card,0,
4485,2024-06-20 21:17:37,,EVENT 13 END,EVENT 13 END,0,
4486,2024-06-20 21:06:46,Clerk-000002,Check for completeness,Check for completeness,0,
4486,2024-06-20 21:06:46,,New online application received,New online application received,0,
4486,2024-06-20 21:32:18,Clerk-000004,Perform checks,Perform checks,0,
4486,2024-06-20 21:38:05,Manager-000005,Make decision,Make decision,0,
4486,2024-06-20 21:38:47,Manager-000002,notify reject,notify reject,0,
4486,2024-06-20 21:43:00,,review request received,review request received,0,
4486,2024-06-20 21:43:10,Clerk-000005,Check for completeness,Check for completeness,0,
4486,2024-06-20 21:47:05,Manager-000003,Request info,Request info,0,
4486,2024-06-20 21:48:45,,info received,info received,0,
4486,2024-06-20 21:48:55,Clerk-000006,Check for completeness,Check for completeness,0,
4486,2024-06-20 21:51:04,Clerk-000002,Perform checks,Perform checks,0,
4486,2024-06-20 21:58:46,Manager-000006,Make decision,Make decision,0,
4486,2024-06-20 22:02:53,Manager-000002,notify reject,notify reject,0,
4486,2024-06-20 22:12:53,,review request received,review request received,0,
4486,2024-06-20 22:13:03,Clerk-000004,Check for completeness,Check for completeness,0,
4486,2024-06-20 22:19:56,Clerk-000001,Perform checks,Perform checks,0,
4486,2024-06-20 22:56:12,Manager-000003,Make decision,Make decision,0,
4486,2024-06-20 22:59:51,Manager-000004,Notify accept,Notify accept,0,
4486,2024-06-20 23:29:09,Manager-000001,Deliver card,Deliver card,0,
4486,2024-06-20 23:29:21,,EVENT 13 END,EVENT 13 END,0,
4487,2024-06-20 21:18:26,Clerk-000003,Check for completeness,Check for completeness,0,
4487,2024-06-20 21:18:26,,New online application received,New online application received,0,
4487,2024-06-20 21:23:14,Manager-000001,Request info,Request info,0,
4487,2024-06-20 21:25:48,,info received,info received,0,
4487,2024-06-20 21:25:58,Clerk-000006,Check for completeness,Check for completeness,0,
4487,2024-06-20 21:30:40,Manager-000006,Request info,Request info,0,
4487,2024-06-20 21:31:08,,info received,info received,0,
4487,2024-06-20 21:31:18,Clerk-000001,Check for completeness,Check for completeness,0,
4487,2024-06-20 21:45:42,Clerk-000003,Perform checks,Perform checks,0,
4487,2024-06-20 21:46:12,Manager-000004,Make decision,Make decision,0,
4487,2024-06-20 21:49:19,Manager-000001,Notify accept,Notify accept,0,
4487,2024-06-20 22:01:33,Manager-000005,Deliver card,Deliver card,0,
4487,2024-06-20 22:15:12,,EVENT 13 END,EVENT 13 END,0,
4488,2024-06-20 22:53:11,Clerk-000003,Check for completeness,Check for completeness,0,
4488,2024-06-20 22:53:11,,New online application received,New online application received,0,
4488,2024-06-20 23:38:23,Manager-000006,Request info,Request info,0,
4488,2024-06-20 23:42:26,,info received,info received,0,
4488,2024-06-20 23:42:36,Clerk-000005,Check for completeness,Check for completeness,0,
4488,2024-06-21 00:45:22,Clerk-000001,Perform checks,Perform checks,0,
4488,2024-06-21 01:10:49,Manager-000001,Make decision,Make decision,0,
4488,2024-06-21 01:17:23,Manager-000006,Notify accept,Notify accept,0,
4488,2024-06-21 01:20:43,Manager-000002,Deliver card,Deliver card,0,
4488,2024-06-21 01:51:40,,EVENT 13 END,EVENT 13 END,0,
4489,2024-06-21 00:00:18,Clerk-000006,Check for completeness,Check for completeness,0,
4489,2024-06-21 00:00:18,,New online application received,New online application received,0,
4489,2024-06-21 00:01:24,Manager-000002,Request info,Request info,0,
4489,2024-06-21 00:08:49,,info received,info received,0,
4489,2024-06-21 00:08:59,Clerk-000002,Check for completeness,Check for completeness,0,
4489,2024-06-21 00:10:21,Clerk-000004,Perform checks,Perform checks,0,
4489,2024-06-21 00:12:33,Manager-000005,Make decision,Make decision,0,
4489,2024-06-21 00:20:50,Manager-000003,Notify accept,Notify accept,0,
4489,2024-06-21 00:28:30,Manager-000004,Deliver card,Deliver card,0,
4489,2024-06-21 00:51:24,,EVENT 13 END,EVENT 13 END,0,
4490,2024-06-21 02:47:22,Clerk-000003,Check for completeness,Check for completeness,0,
4490,2024-06-21 02:47:22,,New online application received,New online application received,0,
4490,2024-06-21 03:06:02,Clerk-000006,Perform checks,Perform checks,0,
4490,2024-06-21 03:10:06,Manager-000005,Make decision,Make decision,0,
4490,2024-06-21 03:10:29,Manager-000003,Notify accept,Notify accept,0,
4490,2024-06-21 03:16:31,Manager-000004,Deliver card,Deliver card,0,
4490,2024-06-21 03:18:23,,EVENT 13 END,EVENT 13 END,0,
4491,2024-06-21 04:24:17,Clerk-000002,Check for completeness,Check for completeness,0,
4491,2024-06-21 04:24:17,,New online application received,New online application received,0,
4491,2024-06-21 04:24:38,Clerk-000004,Perform checks,Perform checks,0,
4491,2024-06-21 04:25:03,Manager-000001,Make decision,Make decision,0,
4491,2024-06-21 04:25:57,Manager-000006,notify reject,notify reject,0,
4491,2024-06-21 05:08:59,,time out,time out,0,
4491,2024-06-21 05:09:09,,EVENT 13 END,EVENT 13 END,0,
4492,2024-06-21 06:00:00,Clerk-000005,Check for completeness,Check for completeness,0,
4492,2024-06-21 06:00:00,,New online application received,New online application received,0,
4492,2024-06-21 06:03:44,Clerk-000001,Perform checks,Perform checks,0,
4492,2024-06-21 06:21:37,Manager-000002,Make decision,Make decision,0,
4492,2024-06-21 06:34:57,Manager-000005,Notify accept,Notify accept,0,
4492,2024-06-21 06:47:12,Manager-000003,Deliver card,Deliver card,0,
4492,2024-06-21 07:06:16,,EVENT 13 END,EVENT 13 END,0,
4493,2024-06-21 08:56:15,Clerk-000003,Check for completeness,Check for completeness,0,
4493,2024-06-21 08:56:15,,New online application received,New online application received,0,
4493,2024-06-21 09:15:28,Manager-000004,Request info,Request info,0,
4493,2024-06-21 09:15:33,,info received,info received,0,
4493,2024-06-21 09:15:43,Clerk-000006,Check for completeness,Check for completeness,0,
4493,2024-06-21 09:24:20,Clerk-000002,Perform checks,Perform checks,0,
4493,2024-06-21 09:26:37,Manager-000001,Make decision,Make decision,0,
4493,2024-06-21 09:53:33,Manager-000006,notify reject,notify reject,0,
4493,2024-06-21 09:55:19,,time out,time out,0,
4493,2024-06-21 09:55:29,,EVENT 13 END,EVENT 13 END,0,
4494,2024-06-21 10:42:28,Clerk-000004,Check for completeness,Check for completeness,0,
4494,2024-06-21 10:42:28,,New online application received,New online application received,0,
4494,2024-06-21 10:45:30,Clerk-000005,Perform checks,Perform checks,0,
4494,2024-06-21 10:46:23,Manager-000002,Make decision,Make decision,0,
4494,2024-06-21 10:58:48,Manager-000005,Notify accept,Notify accept,0,
4494,2024-06-21 11:07:43,Manager-000003,Deliver card,Deliver card,0,
4494,2024-06-21 11:22:50,,EVENT 13 END,EVENT 13 END,0,
4495,2024-06-21 11:12:42,Clerk-000001,Check for completeness,Check for completeness,0,
4495,2024-06-21 11:12:42,,New online application received,New online application received,0,
4495,2024-06-21 11:21:30,Clerk-000003,Perform checks,Perform checks,0,
