Case,Timestamp,Resource,Activity,Activity_fixed,label
3926,2024-10-23 23:34:13,Barman-000002,prepare drinks,prepare drinks,nan
3926,2024-10-23 23:35:36,Barman-000001,Bring drinks,Bring drinks,nan
3926,2024-10-23 23:41:36,Waiter-000004,Review drinks,Review drinks,nan
3926,2024-10-23 23:42:24,Barman-000003,prepare drinks,prepare drinks,nan
3926,2024-10-23 23:45:28,Barman-000002,Bring drinks,Bring drinks,nan
3926,2024-10-23 23:46:56,Waiter-000003,Review drinks,Review drinks,nan
3926,2024-10-23 23:49:55,Barman-000001,prepare drinks,prepare drinks,nan
3926,2024-10-23 23:50:12,Barman-000002,Bring drinks,Bring drinks,nan
3926,2024-10-24 00:00:52,Waiter-000005,Review drinks,Review drinks,nan
3926,2024-10-24 00:02:54,Barman-000001,prepare drinks,prepare drinks,nan
3926,2024-10-24 00:04:24,Barman-000003,Bring drinks,Bring drinks,nan
3926,2024-10-24 00:06:42,Waiter-000003,Review drinks,Review drinks,nan
3926,2024-10-31 23:25:21,Cook-000002,Signal food complete,Signal food complete,nan
3926,2024-10-31 23:36:51,Cook helper-000003,Bring food,Bring food,nan
3926,2024-10-31 23:39:09,Waiter-000003,Deliver to customer,Deliver to customer,nan
3926,2024-10-31 23:40:06,,EVENT 8 END,EVENT 8 END,nan
3928,2024-10-24 00:00:00,Waiter-000001,Take order,Take order,nan
3928,2024-10-24 00:00:00,,start,start,nan
3928,2024-10-24 00:01:18,Waiter-000002,Review order,Review order,nan
3928,2024-10-24 00:02:47,Barman-000003,prepare drinks,prepare drinks,nan
3928,2024-10-24 00:02:59,Barman-000002,Bring drinks,Bring drinks,nan
3928,2024-10-24 00:03:32,Waiter-000004,Review drinks,Review drinks,nan
3928,2024-10-31 23:36:51,Cook-000002,Prepare main course,Prepare main course,nan
3928,2024-11-09 00:11:23,Cook-000003,Signal food complete,Signal food complete,nan
3928,2024-11-09 00:56:55,Cook helper-000002,Bring food,Bring food,nan
3928,2024-11-09 00:58:36,Waiter-000003,Deliver to customer,Deliver to customer,nan
3928,2024-11-09 00:59:37,,EVENT 8 END,EVENT 8 END,nan
393,2024-05-22 20:15:00,Waiter-000004,Take order,Take order,nan
393,2024-05-22 20:15:00,,start,start,nan
393,2024-05-22 20:15:12,Waiter-000005,Review order,Review order,nan
393,2024-05-22 20:18:21,Cook helper-000002,Prepare starter,Prepare starter,nan
393,2024-05-22 20:18:21,Barman-000002,prepare drinks,prepare drinks,nan
393,2024-05-22 20:25:57,Barman-000001,Bring drinks,Bring drinks,nan
393,2024-05-22 20:26:00,Waiter-000002,Review drinks,Review drinks,nan
393,2024-05-23 00:04:28,Cook-000002,Prepare main course,Prepare main course,nan
393,2024-05-23 23:04:32,Cook-000003,Signal food complete,Signal food complete,nan
393,2024-05-23 23:18:34,Cook helper-000003,Bring food,Bring food,nan
393,2024-05-23 23:19:44,Waiter-000004,Deliver to customer,Deliver to customer,nan
393,2024-05-23 23:19:47,,EVENT 8 END,EVENT 8 END,nan
3932,2024-10-24 01:00:00,Waiter-000004,Take order,Take order,nan
3932,2024-10-24 01:00:00,,start,start,nan
3932,2024-10-24 01:02:10,Waiter-000003,Review order,Review order,nan
3932,2024-10-24 01:03:46,Barman-000002,prepare drinks,prepare drinks,nan
3932,2024-10-24 01:13:03,Barman-000003,Bring drinks,Bring drinks,nan
3932,2024-10-24 01:18:46,Waiter-000004,Review drinks,Review drinks,nan
3932,2024-11-01 01:05:20,Cook-000001,Prepare main course,Prepare main course,nan
3932,2024-11-09 01:36:23,Cook-000003,Signal food complete,Signal food complete,nan
3932,2024-11-11 18:17:42,Cook helper-000003,Bring food,Bring food,nan
3932,2024-11-11 18:27:40,Waiter-000002,Deliver to customer,Deliver to customer,nan
3932,2024-11-11 18:32:20,,EVENT 8 END,EVENT 8 END,nan
3933,2024-10-24 01:15:00,Waiter-000001,Take order,Take order,nan
3933,2024-10-24 01:15:00,,start,start,nan
3933,2024-10-24 01:15:23,Waiter-000002,Review order,Review order,nan
3933,2024-10-24 01:16:36,Cook helper-000003,Prepare starter,Prepare starter,nan
3933,2024-10-24 01:16:36,Barman-000001,prepare drinks,prepare drinks,nan
3933,2024-10-24 01:20:15,Barman-000002,Bring drinks,Bring drinks,nan
3933,2024-10-24 01:31:02,Waiter-000001,Review drinks,Review drinks,nan
3933,2024-11-01 01:31:26,Cook-000001,Prepare main course,Prepare main course,nan
3933,2024-11-11 18:04:04,Cook-000002,Signal food complete,Signal food complete,nan
3933,2024-11-11 18:20:39,Cook helper-000002,Bring food,Bring food,nan
3933,2024-11-11 18:32:09,Waiter-000004,Deliver to customer,Deliver to customer,nan
3933,2024-11-11 18:32:41,,EVENT 8 END,EVENT 8 END,nan
3934,2024-10-24 01:30:00,Waiter-000003,Take order,Take order,nan
3934,2024-10-24 01:30:00,,start,start,nan
3934,2024-10-24 01:31:52,Waiter-000002,Review order,Review order,nan
3934,2024-10-24 01:32:35,Cook helper-000002,Prepare starter,Prepare starter,nan
3934,2024-10-24 01:32:35,Barman-000003,prepare drinks,prepare drinks,nan
3934,2024-10-24 01:38:49,Barman-000001,Bring drinks,Bring drinks,nan
3934,2024-10-24 01:39:47,Waiter-000004,Review drinks,Review drinks,nan
3934,2024-10-24 01:40:24,Barman-000002,prepare drinks,prepare drinks,nan
3934,2024-10-24 01:46:07,Barman-000003,Bring drinks,Bring drinks,nan
3934,2024-10-24 01:46:30,Waiter-000001,Review drinks,Review drinks,nan
3934,2024-10-24 01:47:00,Barman-000001,prepare drinks,prepare drinks,nan
3934,2024-10-24 01:54:18,Barman-000003,Bring drinks,Bring drinks,nan
3934,2024-10-24 01:57:17,Waiter-000005,Review drinks,Review drinks,nan
3934,2024-10-24 01:57:20,Barman-000001,prepare drinks,prepare drinks,nan
3934,2024-10-24 18:10:54,Barman-000001,Bring drinks,Bring drinks,nan
3934,2024-10-24 18:15:36,Waiter-000001,Review drinks,Review drinks,nan
3934,2024-10-24 18:15:52,Barman-000001,prepare drinks,prepare drinks,nan
3934,2024-10-24 18:42:45,Barman-000003,Bring drinks,Bring drinks,nan
3934,2024-10-24 18:43:04,Waiter-000003,Review drinks,Review drinks,nan
3934,2024-11-01 01:50:29,Cook-000002,Prepare main course,Prepare main course,nan
3934,2024-11-11 18:17:42,Cook-000003,Signal food complete,Signal food complete,nan
3934,2024-11-11 18:51:39,Cook helper-000002,Bring food,Bring food,nan
3934,2024-11-11 19:02:16,Waiter-000002,Deliver to customer,Deliver to customer,nan
3934,2024-11-11 19:06:04,,EVENT 8 END,EVENT 8 END,nan
3935,2024-10-24 01:45:00,Waiter-000003,Take order,Take order,nan
3935,2024-10-24 01:45:00,,start,start,nan
3935,2024-10-24 01:50:15,Waiter-000002,Review order,Review order,nan
3935,2024-10-24 01:52:15,Barman-000002,prepare drinks,prepare drinks,nan
3935,2024-10-24 18:01:24,Barman-000003,Bring drinks,Bring drinks,nan
3935,2024-10-24 18:03:36,Waiter-000001,Review drinks,Review drinks,nan
3935,2024-10-24 18:04:39,Barman-000002,prepare drinks,prepare drinks,nan
3935,2024-10-24 18:05:47,Barman-000002,Bring drinks,Bring drinks,nan
3935,2024-10-24 18:18:25,Waiter-000003,Review drinks,Review drinks,nan
3935,2024-11-01 18:11:39,Cook-000002,Prepare main course,Prepare main course,nan
3935,2024-11-11 18:20:39,Cook-000002,Signal food complete,Signal food complete,nan
3935,2024-11-11 18:47:57,Cook helper-000003,Bring food,Bring food,nan
3935,2024-11-11 18:49:07,Waiter-000001,Deliver to customer,Deliver to customer,nan
3935,2024-11-11 18:57:34,,EVENT 8 END,EVENT 8 END,nan
3936,2024-10-24 02:00:00,,start,start,nan
3936,2024-10-24 18:00:00,Waiter-000004,Take order,Take order,nan
3936,2024-10-24 18:04:07,Waiter-000003,Review order,Review order,nan
3936,2024-10-24 18:04:56,Barman-000003,prepare drinks,prepare drinks,nan
3936,2024-10-24 18:06:15,Barman-000003,Bring drinks,Bring drinks,nan
3936,2024-10-24 18:13:29,Waiter-000002,Review drinks,Review drinks,nan
3936,2024-10-24 18:15:03,Barman-000003,prepare drinks,prepare drinks,nan
3936,2024-10-24 18:18:25,Barman-000002,Bring drinks,Bring drinks,nan
3936,2024-10-24 18:39:48,Waiter-000002,Review drinks,Review drinks,nan
3936,2024-10-24 18:41:41,Barman-000002,prepare drinks,prepare drinks,nan
3936,2024-10-24 18:46:12,Barman-000001,Bring drinks,Bring drinks,nan
3936,2024-10-24 18:52:24,Waiter-000003,Review drinks,Review drinks,nan
3936,2024-11-01 18:21:54,Cook-000003,Prepare main course,Prepare main course,nan
3936,2024-11-11 18:47:57,Cook-000002,Signal food complete,Signal food complete,nan
3936,2024-11-11 18:52:51,Cook helper-000001,Bring food,Bring food,nan
3936,2024-11-11 18:56:30,Waiter-000005,Deliver to customer,Deliver to customer,nan
3936,2024-11-11 18:56:46,,EVENT 8 END,EVENT 8 END,nan
3937,2024-10-24 18:15:00,Waiter-000005,Take order,Take order,nan
3937,2024-10-24 18:15:00,,start,start,nan
3937,2024-10-24 18:15:26,Waiter-000004,Review order,Review order,nan
3937,2024-10-24 18:18:21,Barman-000003,prepare drinks,prepare drinks,nan
3937,2024-10-24 18:24:43,Barman-000003,Bring drinks,Bring drinks,nan
3937,2024-10-24 18:28:02,Waiter-000001,Review drinks,Review drinks,nan
3937,2024-11-01 18:52:35,Cook-000001,Prepare main course,Prepare main course,nan
3937,2024-11-11 18:57:57,Cook-000001,Signal food complete,Signal food complete,nan
3937,2024-11-11 22:27:21,Cook helper-000001,Bring food,Bring food,nan
3937,2024-11-11 22:40:20,Waiter-000004,Deliver to customer,Deliver to customer,nan
3937,2024-11-11 22:42:05,,EVENT 8 END,EVENT 8 END,nan
3938,2024-10-24 18:30:00,Waiter-000003,Take order,Take order,nan
3938,2024-10-24 18:30:00,,start,start,nan
3938,2024-10-24 18:30:06,Waiter-000004,Review order,Review order,nan
3938,2024-10-24 18:32:21,Cook helper-000003,Prepare starter,Prepare starter,nan
3938,2024-10-24 18:32:21,Barman-000003,prepare drinks,prepare drinks,nan
3938,2024-10-24 18:33:55,Barman-000003,Bring drinks,Bring drinks,nan
3938,2024-10-24 18:35:52,Waiter-000001,Review drinks,Review drinks,nan
3938,2024-10-24 18:37:21,Barman-000003,prepare drinks,prepare drinks,nan
3938,2024-10-24 18:37:27,Barman-000003,Bring drinks,Bring drinks,nan
3938,2024-10-24 18:41:17,Waiter-000005,Review drinks,Review drinks,nan
3938,2024-10-24 18:42:54,Barman-000001,prepare drinks,prepare drinks,nan
3938,2024-10-24 18:46:08,Barman-000003,Bring drinks,Bring drinks,nan
3938,2024-10-24 18:51:46,Waiter-000005,Review drinks,Review drinks,nan
3938,2024-11-01 19:02:45,Cook-000002,Prepare main course,Prepare main course,nan
3938,2024-11-11 18:51:39,Cook-000003,Signal food complete,Signal food complete,nan
3938,2024-11-11 18:54:11,Cook helper-000003,Bring food,Bring food,nan
3938,2024-11-11 18:57:17,Waiter-000002,Deliver to customer,Deliver to customer,nan
3938,2024-11-11 18:57:26,,EVENT 8 END,EVENT 8 END,nan
3939,2024-10-24 18:45:00,Waiter-000004,Take order,Take order,nan
3939,2024-10-24 18:45:00,,start,start,nan
3939,2024-10-24 18:45:49,Waiter-000001,Review order,Review order,nan
3939,2024-10-24 18:46:37,Cook helper-000002,Prepare starter,Prepare starter,nan
3939,2024-10-24 18:46:37,Barman-000002,prepare drinks,prepare drinks,nan
3939,2024-10-24 18:50:06,Barman-000002,Bring drinks,Bring drinks,nan
3939,2024-10-24 18:53:12,Waiter-000004,Review drinks,Review drinks,nan
3939,2024-11-01 19:03:13,Cook-000002,Signal food complete,Signal food complete,nan
3939,2024-11-01 19:41:56,Cook helper-000001,Bring food,Bring food,nan
3939,2024-11-01 19:43:26,Waiter-000004,Deliver to customer,Deliver to customer,nan
3939,2024-11-01 19:45:57,,EVENT 8 END,EVENT 8 END,nan
394,2024-05-22 20:30:00,Waiter-000003,Take order,Take order,nan
394,2024-05-22 20:30:00,,start,start,nan
394,2024-05-22 20:34:49,Waiter-000001,Review order,Review order,nan
394,2024-05-22 20:35:18,Barman-000003,prepare drinks,prepare drinks,nan
394,2024-05-22 20:42:29,Barman-000002,Bring drinks,Bring drinks,nan
394,2024-05-22 20:49:46,Waiter-000002,Review drinks,Review drinks,nan
394,2024-05-23 00:17:27,Cook-000002,Prepare main course,Prepare main course,nan
394,2024-05-23 23:18:34,Cook-000003,Signal food complete,Signal food complete,nan
394,2024-05-23 23:34:58,Cook helper-000003,Bring food,Bring food,nan
394,2024-05-23 23:35:10,Waiter-000004,Deliver to customer,Deliver to customer,nan
394,2024-05-23 23:35:31,,EVENT 8 END,EVENT 8 END,nan
3940,2024-10-24 19:00:00,Waiter-000001,Take order,Take order,nan
3940,2024-10-24 19:00:00,,start,start,nan
3940,2024-10-24 19:00:35,Waiter-000002,Review order,Review order,nan
3940,2024-10-24 19:00:41,Barman-000003,prepare drinks,prepare drinks,nan
3940,2024-10-24 19:02:43,Barman-000001,Bring drinks,Bring drinks,nan
3940,2024-10-24 19:05:39,Waiter-000005,Review drinks,Review drinks,nan
3940,2024-11-01 19:16:05,Cook-000003,Prepare main course,Prepare main course,nan
3940,2024-11-11 19:04:41,Cook-000002,Signal food complete,Signal food complete,nan
3940,2024-11-11 19:06:14,Cook helper-000003,Bring food,Bring food,nan
3940,2024-11-11 19:10:59,Waiter-000004,Deliver to customer,Deliver to customer,nan
3940,2024-11-11 19:11:23,,EVENT 8 END,EVENT 8 END,nan
3941,2024-10-24 19:15:00,Waiter-000003,Take order,Take order,nan
3941,2024-10-24 19:15:00,,start,start,nan
3941,2024-10-24 19:16:40,Waiter-000004,Review order,Review order,nan
3941,2024-10-24 19:16:48,Barman-000002,prepare drinks,prepare drinks,nan
3941,2024-10-24 19:22:55,Barman-000003,Bring drinks,Bring drinks,nan
3941,2024-10-24 19:29:19,Waiter-000001,Review drinks,Review drinks,nan
3941,2024-11-01 19:19:21,Cook-000001,Prepare main course,Prepare main course,nan
3941,2024-11-11 19:18:06,Cook-000003,Signal food complete,Signal food complete,nan
3941,2024-11-11 19:52:33,Cook helper-000003,Bring food,Bring food,nan
3941,2024-11-11 19:56:50,Waiter-000004,Deliver to customer,Deliver to customer,nan
3941,2024-11-11 20:00:16,,EVENT 8 END,EVENT 8 END,nan
3942,2024-10-24 19:30:00,Waiter-000002,Take order,Take order,nan
3942,2024-10-24 19:30:00,,start,start,nan
3942,2024-10-24 19:32:41,Waiter-000003,Review order,Review order,nan
3942,2024-10-24 19:32:49,Barman-000001,prepare drinks,prepare drinks,nan
3942,2024-10-24 19:34:00,Barman-000002,Bring drinks,Bring drinks,nan
3942,2024-10-24 19:34:37,Waiter-000004,Review drinks,Review drinks,nan
3942,2024-10-24 19:35:01,Barman-000003,prepare drinks,prepare drinks,nan
3942,2024-10-24 19:40:31,Barman-000001,Bring drinks,Bring drinks,nan
3942,2024-10-24 19:54:52,Waiter-000003,Review drinks,Review drinks,nan
3942,2024-11-01 19:30:54,Cook-000003,Prepare main course,Prepare main course,nan
3942,2024-11-11 20:35:05,Cook-000003,Signal food complete,Signal food complete,nan
3942,2024-11-11 21:15:23,Cook helper-000003,Bring food,Bring food,nan
3942,2024-11-11 21:16:27,Waiter-000003,Deliver to customer,Deliver to customer,nan
3942,2024-11-11 21:19:19,,EVENT 8 END,EVENT 8 END,nan
3943,2024-10-24 19:45:00,Waiter-000001,Take order,Take order,nan
3943,2024-10-24 19:45:00,,start,start,nan
3943,2024-10-24 19:45:05,Waiter-000002,Review order,Review order,nan
3943,2024-10-24 19:45:20,Barman-000002,prepare drinks,prepare drinks,nan
3943,2024-10-24 19:47:14,Barman-000003,Bring drinks,Bring drinks,nan
3943,2024-10-24 20:01:26,Waiter-000002,Review drinks,Review drinks,nan
3943,2024-10-24 20:01:45,Barman-000002,prepare drinks,prepare drinks,nan
3943,2024-10-24 20:02:37,Barman-000001,Bring drinks,Bring drinks,nan
3943,2024-10-24 20:14:30,Waiter-000002,Review drinks,Review drinks,nan
3943,2024-11-01 20:29:40,Cook-000002,Prepare main course,Prepare main course,nan
3943,2024-11-11 19:52:33,Cook-000003,Signal food complete,Signal food complete,nan
3943,2024-11-11 20:08:58,Cook helper-000003,Bring food,Bring food,nan
3943,2024-11-11 20:13:29,Waiter-000004,Deliver to customer,Deliver to customer,nan
3943,2024-11-11 20:14:13,,EVENT 8 END,EVENT 8 END,nan
3944,2024-10-24 20:00:00,Waiter-000004,Take order,Take order,nan
3944,2024-10-24 20:00:00,,start,start,nan
3944,2024-10-24 20:01:21,Waiter-000001,Review order,Review order,nan
3944,2024-10-24 20:02:38,Barman-000003,prepare drinks,prepare drinks,nan
3944,2024-10-24 20:10:47,Barman-000002,Bring drinks,Bring drinks,nan
3944,2024-10-24 20:12:59,Waiter-000004,Review drinks,Review drinks,nan
3944,2024-11-01 20:31:57,Cook-000002,Prepare main course,Prepare main course,nan
3944,2024-11-11 20:15:14,Cook-000003,Signal food complete,Signal food complete,nan
3944,2024-11-11 20:20:55,Cook helper-000002,Bring food,Bring food,nan
3944,2024-11-11 20:22:05,Waiter-000001,Deliver to customer,Deliver to customer,nan
3944,2024-11-11 20:26:23,,EVENT 8 END,EVENT 8 END,nan
3945,2024-10-24 20:15:00,Waiter-000005,Take order,Take order,nan
3945,2024-10-24 20:15:00,,start,start,nan
3945,2024-10-24 20:17:16,Waiter-000001,Review order,Review order,nan
3945,2024-10-24 20:17:24,Barman-000003,prepare drinks,prepare drinks,nan
3945,2024-10-24 20:24:58,Barman-000002,Bring drinks,Bring drinks,nan
3945,2024-10-24 20:25:56,Waiter-000004,Review drinks,Review drinks,nan
3945,2024-10-24 20:26:39,Barman-000001,prepare drinks,prepare drinks,nan
3945,2024-10-24 20:26:55,Barman-000003,Bring drinks,Bring drinks,nan
3945,2024-10-24 20:31:56,Waiter-000005,Review drinks,Review drinks,nan
3945,2024-11-01 20:33:50,Cook-000002,Prepare main course,Prepare main course,nan
3945,2024-11-11 20:20:55,Cook-000003,Signal food complete,Signal food complete,nan
3945,2024-11-11 20:35:05,Cook helper-000001,Bring food,Bring food,nan
3945,2024-11-11 20:38:32,Waiter-000002,Deliver to customer,Deliver to customer,nan
3945,2024-11-11 20:41:09,,EVENT 8 END,EVENT 8 END,nan
3948,2024-10-24 21:00:00,Waiter-000001,Take order,Take order,nan
3948,2024-10-24 21:00:00,,start,start,nan
3948,2024-10-24 21:01:37,Waiter-000003,Review order,Review order,nan
3948,2024-10-24 21:02:42,Cook helper-000003,Prepare starter,Prepare starter,nan
3948,2024-10-24 21:02:42,Barman-000002,prepare drinks,prepare drinks,nan
3948,2024-10-24 21:02:43,Barman-000001,Bring drinks,Bring drinks,nan
3948,2024-10-24 21:20:58,Waiter-000005,Review drinks,Review drinks,nan
3948,2024-10-24 21:21:09,Barman-000003,prepare drinks,prepare drinks,nan
3948,2024-10-24 21:22:03,Barman-000001,Bring drinks,Bring drinks,nan
3948,2024-10-24 21:39:57,Waiter-000005,Review drinks,Review drinks,nan
3948,2024-11-01 21:31:44,Cook-000003,Signal food complete,Signal food complete,nan
3948,2024-11-01 22:12:49,Cook helper-000001,Bring food,Bring food,nan
3948,2024-11-01 22:34:03,Waiter-000001,Deliver to customer,Deliver to customer,nan
3948,2024-11-01 22:36:05,,EVENT 8 END,EVENT 8 END,nan
3950,2024-10-24 21:30:00,Waiter-000004,Take order,Take order,nan
3950,2024-10-24 21:30:00,,start,start,nan
3950,2024-10-24 21:30:04,Waiter-000001,Review order,Review order,nan
3950,2024-10-24 21:32:59,Cook helper-000001,Prepare starter,Prepare starter,nan
3950,2024-10-24 21:32:59,Barman-000003,prepare drinks,prepare drinks,nan
3950,2024-10-24 21:37:06,Barman-000002,Bring drinks,Bring drinks,nan
3950,2024-10-24 21:42:16,Waiter-000003,Review drinks,Review drinks,nan
3950,2024-10-24 21:43:32,Barman-000003,prepare drinks,prepare drinks,nan
3950,2024-10-24 21:43:34,Barman-000001,Bring drinks,Bring drinks,nan
3950,2024-10-24 21:50:53,Waiter-000001,Review drinks,Review drinks,nan
3950,2024-11-01 21:36:20,Cook-000002,Prepare main course,Prepare main course,nan
3950,2024-11-11 22:27:21,Cook-000001,Signal food complete,Signal food complete,nan
3950,2024-11-11 22:41:09,Cook helper-000003,Bring food,Bring food,nan
3950,2024-11-11 22:42:06,Waiter-000005,Deliver to customer,Deliver to customer,nan
3950,2024-11-11 22:42:50,,EVENT 8 END,EVENT 8 END,nan
3951,2024-10-24 21:45:00,Waiter-000002,Take order,Take order,nan
3951,2024-10-24 21:45:00,,start,start,nan
3951,2024-10-24 21:46:19,Waiter-000004,Review order,Review order,nan
3951,2024-10-24 21:48:26,Barman-000002,prepare drinks,prepare drinks,nan
3951,2024-10-24 21:51:14,Barman-000003,Bring drinks,Bring drinks,nan
3951,2024-10-24 22:01:07,Waiter-000002,Review drinks,Review drinks,nan
3951,2024-11-01 21:54:22,Cook-000002,Prepare main course,Prepare main course,nan
3951,2024-11-11 22:50:05,Cook-000001,Signal food complete,Signal food complete,nan
3951,2024-11-11 22:57:45,Cook helper-000001,Bring food,Bring food,nan
3951,2024-11-11 23:05:30,Waiter-000002,Deliver to customer,Deliver to customer,nan
3951,2024-11-11 23:08:24,,EVENT 8 END,EVENT 8 END,nan
3955,2024-10-24 22:45:00,Waiter-000001,Take order,Take order,nan
3955,2024-10-24 22:45:00,,start,start,nan
3955,2024-10-24 22:46:47,Waiter-000005,Review order,Review order,nan
3955,2024-10-24 22:48:36,Barman-000003,prepare drinks,prepare drinks,nan
3955,2024-10-24 22:48:48,Barman-000001,Bring drinks,Bring drinks,nan
3955,2024-10-24 23:03:12,Waiter-000003,Review drinks,Review drinks,nan
3955,2024-10-24 23:04:13,Barman-000003,prepare drinks,prepare drinks,nan
3955,2024-10-24 23:04:57,Barman-000003,Bring drinks,Bring drinks,nan
3955,2024-10-24 23:25:52,Waiter-000003,Review drinks,Review drinks,nan
3955,2024-11-01 22:54:25,Cook-000002,Prepare main course,Prepare main course,nan
3955,2024-11-11 23:21:20,Cook-000003,Signal food complete,Signal food complete,nan
3955,2024-11-12 00:44:52,Cook helper-000002,Bring food,Bring food,nan
3955,2024-11-12 00:46:54,Waiter-000005,Deliver to customer,Deliver to customer,nan
3955,2024-11-12 00:52:42,,EVENT 8 END,EVENT 8 END,nan
3956,2024-10-24 23:00:00,Waiter-000004,Take order,Take order,nan
3956,2024-10-24 23:00:00,,start,start,nan
3956,2024-10-24 23:00:31,Waiter-000005,Review order,Review order,nan
3956,2024-10-24 23:00:38,Cook helper-000003,Prepare starter,Prepare starter,nan
3956,2024-10-24 23:00:38,Barman-000003,prepare drinks,prepare drinks,nan
3956,2024-10-24 23:04:06,Barman-000001,Bring drinks,Bring drinks,nan
3956,2024-10-24 23:10:35,Waiter-000004,Review drinks,Review drinks,nan
3956,2024-10-24 23:10:50,Barman-000002,prepare drinks,prepare drinks,nan
3956,2024-10-24 23:12:00,Barman-000001,Bring drinks,Bring drinks,nan
3956,2024-10-24 23:14:44,Waiter-000005,Review drinks,Review drinks,nan
3956,2024-10-24 23:14:52,Barman-000002,prepare drinks,prepare drinks,nan
3956,2024-10-24 23:18:33,Barman-000002,Bring drinks,Bring drinks,nan
3956,2024-10-24 23:21:55,Waiter-000005,Review drinks,Review drinks,nan
3956,2024-11-01 22:54:30,Cook-000002,Signal food complete,Signal food complete,nan
3956,2024-11-01 23:09:32,Cook helper-000001,Bring food,Bring food,nan
3956,2024-11-01 23:10:36,Waiter-000002,Deliver to customer,Deliver to customer,nan
3956,2024-11-01 23:20:36,,EVENT 8 END,EVENT 8 END,nan
3958,2024-10-24 23:30:00,Waiter-000004,Take order,Take order,nan
3958,2024-10-24 23:30:00,,start,start,nan
3958,2024-10-24 23:32:35,Waiter-000001,Review order,Review order,nan
3958,2024-10-24 23:32:53,Cook helper-000003,Prepare starter,Prepare starter,nan
3958,2024-10-24 23:32:53,Barman-000002,prepare drinks,prepare drinks,nan
3958,2024-10-24 23:37:59,Barman-000003,Bring drinks,Bring drinks,nan
3958,2024-10-24 23:43:28,Waiter-000003,Review drinks,Review drinks,nan
3958,2024-11-01 23:20:32,Cook-000003,Signal food complete,Signal food complete,nan
3958,2024-11-01 23:54:28,Cook helper-000002,Bring food,Bring food,nan
3958,2024-11-02 00:02:32,Waiter-000001,Deliver to customer,Deliver to customer,nan
3958,2024-11-02 00:03:05,,EVENT 8 END,EVENT 8 END,nan
3960,2024-10-25 00:00:00,Waiter-000004,Take order,Take order,nan
3960,2024-10-25 00:00:00,,start,start,nan
3960,2024-10-25 00:02:00,Waiter-000001,Review order,Review order,nan
3960,2024-10-25 00:02:26,Barman-000002,prepare drinks,prepare drinks,nan
3960,2024-10-25 00:08:35,Barman-000003,Bring drinks,Bring drinks,nan
3960,2024-10-25 00:09:07,Waiter-000005,Review drinks,Review drinks,nan
3960,2024-10-25 00:10:21,Barman-000001,prepare drinks,prepare drinks,nan
3960,2024-10-25 00:17:25,Barman-000003,Bring drinks,Bring drinks,nan
3960,2024-10-25 00:20:05,Waiter-000001,Review drinks,Review drinks,nan
3960,2024-11-01 23:54:28,Cook-000003,Prepare main course,Prepare main course,nan
3960,2024-11-12 00:44:52,Cook-000003,Signal food complete,Signal food complete,nan
3960,2024-11-12 00:46:35,Cook helper-000001,Bring food,Bring food,nan
3960,2024-11-12 00:47:28,Waiter-000003,Deliver to customer,Deliver to customer,nan
3960,2024-11-12 00:49:45,,EVENT 8 END,EVENT 8 END,nan
3961,2024-10-25 00:15:00,Waiter-000002,Take order,Take order,nan
3961,2024-10-25 00:15:00,,start,start,nan
3961,2024-10-25 00:15:06,Waiter-000004,Review order,Review order,nan
3961,2024-10-25 00:16:55,Cook helper-000001,Prepare starter,Prepare starter,nan
3961,2024-10-25 00:16:55,Barman-000002,prepare drinks,prepare drinks,nan
3961,2024-10-25 00:21:02,Barman-000001,Bring drinks,Bring drinks,nan
3961,2024-10-25 00:30:14,Waiter-000002,Review drinks,Review drinks,nan
3961,2024-10-25 00:30:59,Barman-000003,prepare drinks,prepare drinks,nan
3961,2024-10-25 00:31:05,Barman-000001,Bring drinks,Bring drinks,nan
3961,2024-10-25 00:33:07,Waiter-000004,Review drinks,Review drinks,nan
3961,2024-11-02 00:08:07,Cook-000002,Prepare main course,Prepare main course,nan
3961,2024-11-12 00:51:23,Cook-000003,Signal food complete,Signal food complete,nan
3961,2024-11-12 00:55:53,Cook helper-000003,Bring food,Bring food,nan
3961,2024-11-12 00:57:23,Waiter-000004,Deliver to customer,Deliver to customer,nan
3961,2024-11-12 00:58:26,,EVENT 8 END,EVENT 8 END,nan
3962,2024-10-25 00:30:00,Waiter-000003,Take order,Take order,nan
3962,2024-10-25 00:30:00,,start,start,nan
3962,2024-10-25 00:30:04,Waiter-000005,Review order,Review order,nan
3962,2024-10-25 00:31:03,Barman-000002,prepare drinks,prepare drinks,nan
3962,2024-10-25 00:33:02,Barman-000003,Bring drinks,Bring drinks,nan
3962,2024-10-25 00:44:01,Waiter-000003,Review drinks,Review drinks,nan
3962,2024-11-02 00:26:44,Cook-000002,Prepare main course,Prepare main course,nan
3962,2024-11-12 01:32:51,Cook-000001,Signal food complete,Signal food complete,nan
3962,2024-11-12 18:57:05,Cook helper-000002,Bring food,Bring food,nan
3962,2024-11-12 19:02:22,Waiter-000004,Deliver to customer,Deliver to customer,nan
3962,2024-11-12 19:02:47,,EVENT 8 END,EVENT 8 END,nan
3963,2024-10-25 00:45:00,Waiter-000002,Take order,Take order,nan
3963,2024-10-25 00:45:00,,start,start,nan
3963,2024-10-25 00:46:01,Waiter-000005,Review order,Review order,nan
