Case,Timestamp,Resource,Activity,Activity_fixed,label
3961,2024-11-12 00:58:26,,EVENT 8 END,EVENT 8 END,
3962,2024-10-25 00:30:00,Waiter-000003,Take order,Take order,
3962,2024-10-25 00:30:00,,start,start,
3962,2024-10-25 00:30:04,Waiter-000005,Review order,Review order,
3962,2024-10-25 00:31:03,Barman-000002,prepare drinks,prepare drinks,
3962,2024-10-25 00:33:02,Barman-000003,Bring drinks,Bring drinks,
3962,2024-10-25 00:44:01,Waiter-000003,Review drinks,Review drinks,
3962,2024-11-02 00:26:44,Cook-000002,Prepare main course,Prepare main course,
3962,2024-11-12 01:32:51,Cook-000001,Signal food complete,Signal food complete,
3962,2024-11-12 18:57:05,Cook helper-000002,Bring food,Bring food,
3962,2024-11-12 19:02:22,Waiter-000004,Deliver to customer,Deliver to customer,
3962,2024-11-12 19:02:47,,EVENT 8 END,EVENT 8 END,
3963,2024-10-25 00:45:00,Waiter-000002,Take order,Take order,
3963,2024-10-25 00:45:00,,start,start,
3963,2024-10-25 00:46:01,Waiter-000005,Review order,Review order,
3963,2024-10-25 00:46:38,Barman-000002,prepare drinks,prepare drinks,
3963,2024-10-25 00:48:29,Barman-000001,Bring drinks,Bring drinks,
3963,2024-10-25 00:52:38,Waiter-000001,Review drinks,Review drinks,
3963,2024-11-02 00:34:43,Cook-000001,Prepare main course,Prepare main course,
3963,2024-11-12 01:07:00,Cook-000002,Signal food complete,Signal food complete,
3963,2024-11-12 01:12:33,Cook helper-000003,Bring food,Bring food,
3963,2024-11-12 01:18:13,Waiter-000002,Deliver to customer,Deliver to customer,
3963,2024-11-12 01:22:02,,EVENT 8 END,EVENT 8 END,
3964,2024-10-25 01:00:00,Waiter-000003,Take order,Take order,
3964,2024-10-25 01:00:00,,start,start,
3964,2024-10-25 01:02:21,Waiter-000002,Review order,Review order,
3964,2024-10-25 01:03:04,Cook helper-000001,Prepare starter,Prepare starter,
3964,2024-10-25 01:03:04,Barman-000003,prepare drinks,prepare drinks,
3964,2024-10-25 01:08:37,Barman-000002,Bring drinks,Bring drinks,
3964,2024-10-25 01:09:58,Waiter-000005,Review drinks,Review drinks,
3964,2024-11-02 00:39:34,Cook-000001,Signal food complete,Signal food complete,
3964,2024-11-02 01:01:50,Cook helper-000003,Bring food,Bring food,
3964,2024-11-02 01:17:41,Waiter-000003,Deliver to customer,Deliver to customer,
3964,2024-11-02 01:17:54,,EVENT 8 END,EVENT 8 END,
3965,2024-10-25 01:15:00,Waiter-000001,Take order,Take order,
3965,2024-10-25 01:15:00,,start,start,
3965,2024-10-25 01:15:01,Waiter-000004,Review order,Review order,
3965,2024-10-25 01:15:38,Cook helper-000003,Prepare starter,Prepare starter,
3965,2024-10-25 01:15:38,Barman-000001,prepare drinks,prepare drinks,
3965,2024-10-25 01:16:32,Barman-000003,Bring drinks,Bring drinks,
3965,2024-10-25 01:19:17,Waiter-000003,Review drinks,Review drinks,
3965,2024-10-25 01:20:23,Barman-000002,prepare drinks,prepare drinks,
3965,2024-10-25 01:27:00,Barman-000001,Bring drinks,Bring drinks,
3965,2024-10-25 01:46:16,Waiter-000005,Review drinks,Review drinks,
3965,2024-10-25 01:47:12,Barman-000002,prepare drinks,prepare drinks,
3965,2024-10-25 01:48:27,Barman-000001,Bring drinks,Bring drinks,
3965,2024-10-25 01:51:34,Waiter-000004,Review drinks,Review drinks,
3965,2024-11-02 01:01:50,Cook-000001,Prepare main course,Prepare main course,
3965,2024-11-12 01:33:03,Cook-000002,Signal food complete,Signal food complete,
3965,2024-11-12 01:37:43,Cook helper-000002,Bring food,Bring food,
3965,2024-11-12 01:56:05,Waiter-000003,Deliver to customer,Deliver to customer,
3965,2024-11-12 18:00:10,,EVENT 8 END,EVENT 8 END,
3966,2024-10-25 01:30:00,Waiter-000005,Take order,Take order,
3966,2024-10-25 01:30:00,,start,start,
3966,2024-10-25 01:31:35,Waiter-000001,Review order,Review order,
3966,2024-10-25 01:33:28,Barman-000003,prepare drinks,prepare drinks,
3966,2024-10-25 01:34:16,Barman-000002,Bring drinks,Bring drinks,
3966,2024-10-25 01:40:09,Waiter-000004,Review drinks,Review drinks,
3966,2024-11-02 01:14:11,Cook-000001,Prepare main course,Prepare main course,
3966,2024-11-12 18:01:52,Cook-000002,Signal food complete,Signal food complete,
3966,2024-11-12 19:20:40,Cook helper-000002,Bring food,Bring food,
3966,2024-11-12 19:24:06,Waiter-000001,Deliver to customer,Deliver to customer,
3966,2024-11-12 19:29:14,,EVENT 8 END,EVENT 8 END,
3967,2024-10-25 01:45:00,Waiter-000003,Take order,Take order,
3967,2024-10-25 01:45:00,,start,start,
3967,2024-10-25 01:45:17,Waiter-000002,Review order,Review order,
3967,2024-10-25 01:45:48,Cook helper-000003,Prepare starter,Prepare starter,
3967,2024-10-25 01:45:48,Barman-000003,prepare drinks,prepare drinks,
3967,2024-10-25 01:52:02,Barman-000002,Bring drinks,Bring drinks,
3967,2024-10-25 18:00:16,Waiter-000002,Review drinks,Review drinks,
3967,2024-11-02 01:24:35,Cook-000002,Prepare main course,Prepare main course,
3967,2024-11-12 01:55:47,Cook-000003,Signal food complete,Signal food complete,
3967,2024-11-12 01:57:43,Cook helper-000001,Bring food,Bring food,
3967,2024-11-12 18:19:01,Waiter-000002,Deliver to customer,Deliver to customer,
3967,2024-11-12 18:20:07,,EVENT 8 END,EVENT 8 END,
3968,2024-10-25 02:00:00,,start,start,
3968,2024-10-25 18:00:00,Waiter-000003,Take order,Take order,
3968,2024-10-25 18:01:23,Waiter-000005,Review order,Review order,
3968,2024-10-25 18:02:55,Barman-000001,prepare drinks,prepare drinks,
3968,2024-10-25 18:09:59,Barman-000003,Bring drinks,Bring drinks,
3968,2024-10-25 18:13:25,Waiter-000003,Review drinks,Review drinks,
3968,2024-11-02 01:38:23,Cook-000003,Prepare main course,Prepare main course,
3968,2024-11-12 19:36:36,Cook-000002,Signal food complete,Signal food complete,
3968,2024-11-12 19:40:24,Cook helper-000003,Bring food,Bring food,
3968,2024-11-12 19:40:48,Waiter-000004,Deliver to customer,Deliver to customer,
3968,2024-11-12 19:41:10,,EVENT 8 END,EVENT 8 END,
397,2024-05-22 21:15:00,Waiter-000003,Take order,Take order,
397,2024-05-22 21:15:00,,start,start,
397,2024-05-22 21:17:47,Waiter-000002,Review order,Review order,
397,2024-05-22 21:18:46,Barman-000003,prepare drinks,prepare drinks,
397,2024-05-22 21:25:27,Barman-000002,Bring drinks,Bring drinks,
397,2024-05-22 21:27:17,Waiter-000005,Review drinks,Review drinks,
397,2024-05-22 21:32:08,Barman-000003,prepare drinks,prepare drinks,
397,2024-05-22 21:40:39,Barman-000001,Bring drinks,Bring drinks,
397,2024-05-22 21:42:45,Waiter-000001,Review drinks,Review drinks,
397,2024-05-23 00:38:16,Cook-000002,Prepare main course,Prepare main course,
397,2024-05-24 00:07:36,Cook-000003,Signal food complete,Signal food complete,
397,2024-05-24 00:38:50,Cook helper-000001,Bring food,Bring food,
397,2024-05-24 00:40:41,Waiter-000005,Deliver to customer,Deliver to customer,
397,2024-05-24 00:46:11,,EVENT 8 END,EVENT 8 END,
3972,2024-10-25 19:00:00,Waiter-000002,Take order,Take order,
3972,2024-10-25 19:00:00,,start,start,
3972,2024-10-25 19:02:30,Waiter-000004,Review order,Review order,
3972,2024-10-25 19:02:48,Cook helper-000003,Prepare starter,Prepare starter,
3972,2024-10-25 19:02:48,Barman-000002,prepare drinks,prepare drinks,
3972,2024-10-25 19:08:27,Barman-000003,Bring drinks,Bring drinks,
3972,2024-10-25 19:08:32,Waiter-000001,Review drinks,Review drinks,
3972,2024-11-04 18:40:36,Cook-000001,Signal food complete,Signal food complete,
3972,2024-11-04 18:40:37,Cook helper-000003,Bring food,Bring food,
3972,2024-11-04 18:40:55,Waiter-000005,Deliver to customer,Deliver to customer,
3972,2024-11-04 18:42:09,,EVENT 8 END,EVENT 8 END,
3973,2024-10-25 19:15:00,Waiter-000003,Take order,Take order,
3973,2024-10-25 19:15:00,,start,start,
3973,2024-10-25 19:15:58,Waiter-000002,Review order,Review order,
3973,2024-10-25 19:16:06,Barman-000001,prepare drinks,prepare drinks,
3973,2024-10-25 19:19:09,Barman-000002,Bring drinks,Bring drinks,
3973,2024-10-25 19:25:59,Waiter-000005,Review drinks,Review drinks,
3973,2024-11-04 18:43:22,Cook-000002,Prepare main course,Prepare main course,
3973,2024-11-12 19:48:32,Cook-000002,Signal food complete,Signal food complete,
3973,2024-11-12 19:49:45,Cook helper-000001,Bring food,Bring food,
3973,2024-11-12 20:02:11,Waiter-000002,Deliver to customer,Deliver to customer,
3973,2024-11-12 20:02:57,,EVENT 8 END,EVENT 8 END,
3974,2024-10-25 19:30:00,Waiter-000003,Take order,Take order,
3974,2024-10-25 19:30:00,,start,start,
3974,2024-10-25 19:31:23,Waiter-000002,Review order,Review order,
3974,2024-10-25 19:33:00,Barman-000003,prepare drinks,prepare drinks,
3974,2024-10-25 19:36:25,Barman-000001,Bring drinks,Bring drinks,
3974,2024-10-25 19:44:26,Waiter-000001,Review drinks,Review drinks,
3974,2024-11-04 19:07:30,Cook-000003,Prepare main course,Prepare main course,
3974,2024-11-12 20:01:11,Cook-000003,Signal food complete,Signal food complete,
3974,2024-11-12 21:09:33,Cook helper-000003,Bring food,Bring food,
3974,2024-11-12 21:27:25,Waiter-000005,Deliver to customer,Deliver to customer,
3974,2024-11-12 21:31:37,,EVENT 8 END,EVENT 8 END,
3975,2024-10-25 19:45:00,Waiter-000003,Take order,Take order,
3975,2024-10-25 19:45:00,,start,start,
3975,2024-10-25 19:46:39,Waiter-000002,Review order,Review order,
3975,2024-10-25 19:47:58,Cook helper-000001,Prepare starter,Prepare starter,
3975,2024-10-25 19:47:58,Barman-000002,prepare drinks,prepare drinks,
3975,2024-10-25 19:49:43,Barman-000003,Bring drinks,Bring drinks,
3975,2024-10-25 19:57:44,Waiter-000005,Review drinks,Review drinks,
3975,2024-11-04 19:13:18,Cook-000002,Prepare main course,Prepare main course,
3975,2024-11-12 19:49:45,Cook-000002,Signal food complete,Signal food complete,
3975,2024-11-12 19:59:54,Cook helper-000003,Bring food,Bring food,
3975,2024-11-12 20:06:16,Waiter-000005,Deliver to customer,Deliver to customer,
3975,2024-11-12 20:06:53,,EVENT 8 END,EVENT 8 END,
3976,2024-10-25 20:00:00,Waiter-000003,Take order,Take order,
3976,2024-10-25 20:00:00,,start,start,
3976,2024-10-25 20:00:39,Waiter-000002,Review order,Review order,
3976,2024-10-25 20:01:12,Cook helper-000002,Prepare starter,Prepare starter,
3976,2024-10-25 20:01:12,Barman-000001,prepare drinks,prepare drinks,
3976,2024-10-25 20:06:26,Barman-000002,Bring drinks,Bring drinks,
3976,2024-10-25 20:08:19,Waiter-000004,Review drinks,Review drinks,
3976,2024-11-04 19:28:42,Cook-000002,Signal food complete,Signal food complete,
3976,2024-11-04 21:13:15,Cook helper-000001,Bring food,Bring food,
3976,2024-11-04 21:14:01,Waiter-000002,Deliver to customer,Deliver to customer,
3976,2024-11-04 21:22:49,,EVENT 8 END,EVENT 8 END,
398,2024-05-22 21:30:00,Waiter-000003,Take order,Take order,
398,2024-05-22 21:30:00,,start,start,
398,2024-05-22 21:30:30,Waiter-000004,Review order,Review order,
398,2024-05-22 21:31:28,Cook helper-000002,Prepare starter,Prepare starter,
398,2024-05-22 21:31:28,Barman-000001,prepare drinks,prepare drinks,
398,2024-05-22 21:35:44,Barman-000002,Bring drinks,Bring drinks,
398,2024-05-22 21:40:15,Waiter-000002,Review drinks,Review drinks,
398,2024-05-23 00:48:21,Cook-000002,Prepare main course,Prepare main course,
398,2024-05-24 00:38:50,Cook-000003,Signal food complete,Signal food complete,
398,2024-05-24 01:01:12,Cook helper-000001,Bring food,Bring food,
398,2024-05-24 01:02:51,Waiter-000003,Deliver to customer,Deliver to customer,
398,2024-05-24 01:03:18,,EVENT 8 END,EVENT 8 END,
3980,2024-10-25 21:00:00,Waiter-000001,Take order,Take order,
3980,2024-10-25 21:00:00,,start,start,
3980,2024-10-25 21:00:59,Waiter-000003,Review order,Review order,
3980,2024-10-25 21:03:32,Barman-000003,prepare drinks,prepare drinks,
3980,2024-10-25 21:07:36,Barman-000002,Bring drinks,Bring drinks,
3980,2024-10-25 21:10:21,Waiter-000001,Review drinks,Review drinks,
3980,2024-11-04 19:57:55,Cook-000001,Prepare main course,Prepare main course,
3980,2024-11-12 22:09:56,Cook-000001,Signal food complete,Signal food complete,
3980,2024-11-12 22:13:58,Cook helper-000002,Bring food,Bring food,
3980,2024-11-12 22:14:28,Waiter-000001,Deliver to customer,Deliver to customer,
3980,2024-11-12 22:15:55,,EVENT 8 END,EVENT 8 END,
3981,2024-10-25 21:15:00,Waiter-000005,Take order,Take order,
3981,2024-10-25 21:15:00,,start,start,
3981,2024-10-25 21:16:28,Waiter-000002,Review order,Review order,
3981,2024-10-25 21:19:40,Barman-000001,prepare drinks,prepare drinks,
3981,2024-10-25 21:20:35,Barman-000002,Bring drinks,Bring drinks,
3981,2024-10-25 21:36:03,Waiter-000002,Review drinks,Review drinks,
3981,2024-10-25 21:38:41,Barman-000003,prepare drinks,prepare drinks,
3981,2024-10-25 21:47:32,Barman-000001,Bring drinks,Bring drinks,
3981,2024-10-25 21:59:59,Waiter-000001,Review drinks,Review drinks,
3981,2024-11-04 20:03:49,Cook-000003,Prepare main course,Prepare main course,
3981,2024-11-12 21:55:35,Cook-000003,Signal food complete,Signal food complete,
3981,2024-11-12 22:27:19,Cook helper-000001,Bring food,Bring food,
3981,2024-11-12 22:27:27,Waiter-000003,Deliver to customer,Deliver to customer,
3981,2024-11-12 22:28:16,,EVENT 8 END,EVENT 8 END,
3982,2024-10-25 21:30:00,Waiter-000004,Take order,Take order,
3982,2024-10-25 21:30:00,,start,start,
3982,2024-10-25 21:33:24,Waiter-000005,Review order,Review order,
3982,2024-10-25 21:33:51,Cook helper-000003,Prepare starter,Prepare starter,
3982,2024-10-25 21:33:51,Barman-000003,prepare drinks,prepare drinks,
3982,2024-10-25 21:34:07,Barman-000001,Bring drinks,Bring drinks,
3982,2024-10-25 21:40:26,Waiter-000003,Review drinks,Review drinks,
3982,2024-10-25 21:41:47,Barman-000002,prepare drinks,prepare drinks,
3982,2024-10-25 21:45:17,Barman-000001,Bring drinks,Bring drinks,
3982,2024-10-25 21:47:23,Waiter-000002,Review drinks,Review drinks,
3982,2024-10-25 21:49:02,Barman-000002,prepare drinks,prepare drinks,
3982,2024-10-25 21:49:41,Barman-000003,Bring drinks,Bring drinks,
3982,2024-10-25 21:52:33,Waiter-000003,Review drinks,Review drinks,
3982,2024-10-25 21:53:27,Barman-000002,prepare drinks,prepare drinks,
3982,2024-10-25 21:55:32,Barman-000003,Bring drinks,Bring drinks,
3982,2024-10-25 21:57:34,Waiter-000004,Review drinks,Review drinks,
3982,2024-11-04 20:17:01,Cook-000003,Prepare main course,Prepare main course,
3982,2024-11-12 22:27:19,Cook-000003,Signal food complete,Signal food complete,
3982,2024-11-12 22:47:47,Cook helper-000003,Bring food,Bring food,
3982,2024-11-12 22:51:25,Waiter-000002,Deliver to customer,Deliver to customer,
3982,2024-11-12 22:51:33,,EVENT 8 END,EVENT 8 END,
3983,2024-10-25 21:45:00,Waiter-000004,Take order,Take order,
3983,2024-10-25 21:45:00,,start,start,
3983,2024-10-25 21:45:22,Waiter-000005,Review order,Review order,
3983,2024-10-25 21:47:10,Barman-000002,prepare drinks,prepare drinks,
3983,2024-10-25 21:47:38,Barman-000003,Bring drinks,Bring drinks,
3983,2024-10-25 21:48:21,Waiter-000001,Review drinks,Review drinks,
3983,2024-11-04 20:47:15,Cook-000001,Prepare main course,Prepare main course,
3983,2024-11-12 22:47:45,Cook-000002,Signal food complete,Signal food complete,
3983,2024-11-12 23:20:57,Cook helper-000002,Bring food,Bring food,
3983,2024-11-12 23:23:01,Waiter-000001,Deliver to customer,Deliver to customer,
3983,2024-11-12 23:24:33,,EVENT 8 END,EVENT 8 END,
3984,2024-10-25 22:00:00,Waiter-000002,Take order,Take order,
3984,2024-10-25 22:00:00,,start,start,
3984,2024-10-25 22:05:35,Waiter-000003,Review order,Review order,
3984,2024-10-25 22:06:27,Barman-000002,prepare drinks,prepare drinks,
3984,2024-10-25 22:11:12,Barman-000003,Bring drinks,Bring drinks,
3984,2024-10-25 22:12:37,Waiter-000001,Review drinks,Review drinks,
3984,2024-11-04 21:08:24,Cook-000001,Prepare main course,Prepare main course,
3984,2024-11-12 22:47:47,Cook-000003,Signal food complete,Signal food complete,
3984,2024-11-13 00:28:42,Cook helper-000002,Bring food,Bring food,
3984,2024-11-13 00:31:05,Waiter-000004,Deliver to customer,Deliver to customer,
3984,2024-11-13 00:33:18,,EVENT 8 END,EVENT 8 END,
3986,2024-10-25 22:30:00,Waiter-000004,Take order,Take order,
3986,2024-10-25 22:30:00,,start,start,
3986,2024-10-25 22:45:37,Waiter-000005,Review order,Review order,
3986,2024-10-25 22:46:14,Barman-000003,prepare drinks,prepare drinks,
3986,2024-10-25 22:49:38,Barman-000002,Bring drinks,Bring drinks,
3986,2024-10-25 22:57:05,Waiter-000003,Review drinks,Review drinks,
3986,2024-11-04 21:25:18,Cook-000001,Prepare main course,Prepare main course,
3986,2024-11-12 23:03:38,Cook-000001,Signal food complete,Signal food complete,
3986,2024-11-12 23:32:59,Cook helper-000001,Bring food,Bring food,
3986,2024-11-12 23:35:33,Waiter-000001,Deliver to customer,Deliver to customer,
3986,2024-11-12 23:36:07,,EVENT 8 END,EVENT 8 END,
3988,2024-10-25 23:00:00,Waiter-000004,Take order,Take order,
3988,2024-10-25 23:00:00,,start,start,
3988,2024-10-25 23:01:06,Waiter-000005,Review order,Review order,
3988,2024-10-25 23:01:30,Cook helper-000001,Prepare starter,Prepare starter,
3988,2024-10-25 23:01:30,Barman-000002,prepare drinks,prepare drinks,
3988,2024-10-25 23:01:45,Barman-000001,Bring drinks,Bring drinks,
3988,2024-10-25 23:08:50,Waiter-000002,Review drinks,Review drinks,
3988,2024-11-04 21:43:26,Cook-000002,Signal food complete,Signal food complete,
3988,2024-11-04 23:47:43,Cook helper-000003,Bring food,Bring food,
3988,2024-11-04 23:54:44,Waiter-000005,Deliver to customer,Deliver to customer,
3988,2024-11-04 23:55:54,,EVENT 8 END,EVENT 8 END,
3990,2024-10-25 23:30:00,Waiter-000001,Take order,Take order,
3990,2024-10-25 23:30:00,,start,start,
3990,2024-10-25 23:30:30,Waiter-000002,Review order,Review order,
3990,2024-10-25 23:31:00,Barman-000001,prepare drinks,prepare drinks,
3990,2024-10-25 23:33:08,Barman-000002,Bring drinks,Bring drinks,
3990,2024-10-25 23:34:44,Waiter-000005,Review drinks,Review drinks,
3990,2024-10-25 23:34:45,Barman-000001,prepare drinks,prepare drinks,
3990,2024-10-25 23:43:15,Barman-000002,Bring drinks,Bring drinks,
3990,2024-10-25 23:45:00,Waiter-000003,Review drinks,Review drinks,
3990,2024-10-25 23:45:01,Barman-000001,prepare drinks,prepare drinks,
3990,2024-10-25 23:48:35,Barman-000001,Bring drinks,Bring drinks,
3990,2024-10-25 23:58:19,Waiter-000001,Review drinks,Review drinks,
3990,2024-10-25 23:59:00,Barman-000001,prepare drinks,prepare drinks,
3990,2024-10-26 00:00:23,Barman-000001,Bring drinks,Bring drinks,
3990,2024-10-26 00:07:12,Waiter-000001,Review drinks,Review drinks,
3990,2024-10-26 00:08:08,Barman-000002,prepare drinks,prepare drinks,
3990,2024-10-26 00:19:02,Barman-000001,Bring drinks,Bring drinks,
3990,2024-10-26 00:19:22,Waiter-000002,Review drinks,Review drinks,
3990,2024-11-04 22:04:35,Cook-000003,Prepare main course,Prepare main course,
3990,2024-11-13 00:05:16,Cook-000001,Signal food complete,Signal food complete,
3990,2024-11-13 00:07:37,Cook helper-000001,Bring food,Bring food,
3990,2024-11-13 00:09:19,Waiter-000003,Deliver to customer,Deliver to customer,
3990,2024-11-13 00:09:37,,EVENT 8 END,EVENT 8 END,
3991,2024-10-25 23:45:00,Waiter-000002,Take order,Take order,
3991,2024-10-25 23:45:00,,start,start,
3991,2024-10-25 23:45:15,Waiter-000005,Review order,Review order,
3991,2024-10-25 23:46:45,Barman-000002,prepare drinks,prepare drinks,
3991,2024-10-25 23:47:59,Barman-000002,Bring drinks,Bring drinks,
3991,2024-10-26 00:05:38,Waiter-000004,Review drinks,Review drinks,
3991,2024-10-26 00:07:12,Barman-000001,prepare drinks,prepare drinks,
3991,2024-10-26 00:14:40,Barman-000001,Bring drinks,Bring drinks,
3991,2024-10-26 00:19:02,Waiter-000003,Review drinks,Review drinks,
3991,2024-10-26 00:19:38,Barman-000001,prepare drinks,prepare drinks,
3991,2024-10-26 00:20:53,Barman-000003,Bring drinks,Bring drinks,
3991,2024-10-26 00:34:45,Waiter-000004,Review drinks,Review drinks,
3991,2024-11-04 22:10:57,Cook-000001,Prepare main course,Prepare main course,
3991,2024-11-13 00:03:37,Cook-000002,Signal food complete,Signal food complete,
3991,2024-11-13 00:20:27,Cook helper-000003,Bring food,Bring food,
3991,2024-11-13 00:22:16,Waiter-000003,Deliver to customer,Deliver to customer,
3991,2024-11-13 00:27:38,,EVENT 8 END,EVENT 8 END,
3993,2024-10-26 00:15:00,Waiter-000004,Take order,Take order,
3993,2024-10-26 00:15:00,,start,start,
3993,2024-10-26 00:16:49,Waiter-000001,Review order,Review order,
3993,2024-10-26 00:18:14,Barman-000003,prepare drinks,prepare drinks,
3993,2024-10-26 00:19:47,Barman-000003,Bring drinks,Bring drinks,
3993,2024-10-26 00:19:50,Waiter-000005,Review drinks,Review drinks,
3993,2024-11-04 23:17:00,Cook-000001,Prepare main course,Prepare main course,
3993,2024-11-13 00:20:27,Cook-000002,Signal food complete,Signal food complete,
3993,2024-11-13 01:06:49,Cook helper-000002,Bring food,Bring food,
3993,2024-11-13 01:08:54,Waiter-000005,Deliver to customer,Deliver to customer,
3993,2024-11-13 01:13:29,,EVENT 8 END,EVENT 8 END,
3994,2024-10-26 00:30:00,Waiter-000002,Take order,Take order,
3994,2024-10-26 00:30:00,,start,start,
3994,2024-10-26 00:30:35,Waiter-000005,Review order,Review order,
3994,2024-10-26 00:31:34,Cook helper-000003,Prepare starter,Prepare starter,
3994,2024-10-26 00:31:34,Barman-000001,prepare drinks,prepare drinks,
3994,2024-10-26 00:33:08,Barman-000002,Bring drinks,Bring drinks,
3994,2024-10-26 00:42:29,Waiter-000003,Review drinks,Review drinks,
3994,2024-11-04 23:23:41,Cook-000003,Signal food complete,Signal food complete,
3994,2024-11-05 00:26:51,Cook helper-000003,Bring food,Bring food,
3994,2024-11-05 00:31:04,Waiter-000004,Deliver to customer,Deliver to customer,
3994,2024-11-05 00:33:31,,EVENT 8 END,EVENT 8 END,
3995,2024-10-26 00:45:00,Waiter-000001,Take order,Take order,
3995,2024-10-26 00:45:00,,start,start,
3995,2024-10-26 00:46:54,Waiter-000002,Review order,Review order,
3995,2024-10-26 00:48:07,Barman-000001,prepare drinks,prepare drinks,
3995,2024-10-26 00:49:56,Barman-000003,Bring drinks,Bring drinks,
3995,2024-10-26 00:52:48,Waiter-000004,Review drinks,Review drinks,
3995,2024-10-26 00:56:22,Barman-000002,prepare drinks,prepare drinks,
3995,2024-10-26 01:02:53,Barman-000003,Bring drinks,Bring drinks,
3995,2024-10-26 01:08:03,Waiter-000005,Review drinks,Review drinks,
3995,2024-11-04 23:47:43,Cook-000002,Prepare main course,Prepare main course,
3995,2024-11-13 00:34:48,Cook-000003,Signal food complete,Signal food complete,
3995,2024-11-13 18:16:08,Cook helper-000003,Bring food,Bring food,
3995,2024-11-13 18:16:41,Waiter-000001,Deliver to customer,Deliver to customer,
3995,2024-11-13 18:20:31,,EVENT 8 END,EVENT 8 END,
3996,2024-10-26 01:00:00,Waiter-000003,Take order,Take order,
3996,2024-10-26 01:00:00,,start,start,
3996,2024-10-26 01:00:39,Waiter-000001,Review order,Review order,
3996,2024-10-26 01:00:46,Barman-000001,prepare drinks,prepare drinks,
3996,2024-10-26 01:04:35,Barman-000002,Bring drinks,Bring drinks,
3996,2024-10-26 01:04:59,Waiter-000002,Review drinks,Review drinks,
3996,2024-11-04 23:49:30,Cook-000002,Prepare main course,Prepare main course,
3996,2024-11-13 01:10:47,Cook-000002,Signal food complete,Signal food complete,
3996,2024-11-13 18:23:55,Cook helper-000001,Bring food,Bring food,
3996,2024-11-13 18:33:45,Waiter-000002,Deliver to customer,Deliver to customer,
3996,2024-11-13 18:34:51,,EVENT 8 END,EVENT 8 END,
3997,2024-10-26 01:15:00,Waiter-000001,Take order,Take order,
3997,2024-10-26 01:15:00,,start,start,
3997,2024-10-26 01:16:44,Waiter-000002,Review order,Review order,
3997,2024-10-26 01:16:48,Barman-000001,prepare drinks,prepare drinks,
3997,2024-10-26 01:24:48,Barman-000002,Bring drinks,Bring drinks,
3997,2024-10-26 01:25:50,Waiter-000005,Review drinks,Review drinks,
3997,2024-10-26 01:27:12,Barman-000003,prepare drinks,prepare drinks,
3997,2024-10-26 01:34:48,Barman-000002,Bring drinks,Bring drinks,
3997,2024-10-26 01:45:20,Waiter-000005,Review drinks,Review drinks,
3997,2024-10-26 01:45:48,Barman-000001,prepare drinks,prepare drinks,
3997,2024-10-26 01:53:02,Barman-000003,Bring drinks,Bring drinks,
3997,2024-10-26 01:57:59,Waiter-000001,Review drinks,Review drinks,
3997,2024-10-26 01:59:21,Barman-000001,prepare drinks,prepare drinks,
3997,2024-10-28 18:03:55,Barman-000001,Bring drinks,Bring drinks,
3997,2024-10-28 18:11:02,Waiter-000004,Review drinks,Review drinks,
3997,2024-10-28 18:11:17,Barman-000001,prepare drinks,prepare drinks,
3997,2024-10-28 18:12:30,Barman-000001,Bring drinks,Bring drinks,
3997,2024-10-28 18:15:40,Waiter-000003,Review drinks,Review drinks,
3997,2024-11-05 00:26:25,Cook-000001,Prepare main course,Prepare main course,
3997,2024-11-13 18:23:28,Cook-000001,Signal food complete,Signal food complete,
3997,2024-11-13 18:49:55,Cook helper-000002,Bring food,Bring food,
3997,2024-11-13 18:54:03,Waiter-000001,Deliver to customer,Deliver to customer,
3997,2024-11-13 18:55:38,,EVENT 8 END,EVENT 8 END,
3998,2024-10-26 01:30:00,Waiter-000004,Take order,Take order,
3998,2024-10-26 01:30:00,,start,start,
3998,2024-10-26 01:32:56,Waiter-000001,Review order,Review order,
3998,2024-10-26 01:33:44,Barman-000001,prepare drinks,prepare drinks,
3998,2024-10-26 01:36:21,Barman-000003,Bring drinks,Bring drinks,
3998,2024-10-26 01:37:14,Waiter-000002,Review drinks,Review drinks,
3998,2024-11-05 00:28:54,Cook-000003,Prepare main course,Prepare main course,
3998,2024-11-13 18:34:47,Cook-000003,Signal food complete,Signal food complete,
3998,2024-11-13 18:44:40,Cook helper-000003,Bring food,Bring food,
3998,2024-11-13 18:47:54,Waiter-000002,Deliver to customer,Deliver to customer,
3998,2024-11-13 18:49:24,,EVENT 8 END,EVENT 8 END,
3999,2024-10-26 01:45:00,Waiter-000003,Take order,Take order,
3999,2024-10-26 01:45:00,,start,start,
3999,2024-10-26 01:45:37,Waiter-000004,Review order,Review order,
3999,2024-10-26 01:47:47,Cook helper-000002,Prepare starter,Prepare starter,
3999,2024-10-26 01:47:47,Barman-000003,prepare drinks,prepare drinks,
3999,2024-10-26 01:49:33,Barman-000002,Bring drinks,Bring drinks,
3999,2024-10-28 18:17:27,Waiter-000005,Review drinks,Review drinks,
3999,2024-11-05 00:41:33,Cook-000003,Prepare main course,Prepare main course,
3999,2024-11-13 18:49:55,Cook-000001,Signal food complete,Signal food complete,
3999,2024-11-13 19:22:54,Cook helper-000003,Bring food,Bring food,
3999,2024-11-13 19:24:23,Waiter-000002,Deliver to customer,Deliver to customer,
