Case,Activity,Timestamp,Resource,label,Activity_fixed
12592359,register submission date request,2014-12-19 08:00:12,560872,,register submission date request
12592359,send confirmation receipt_signed1,2014-12-19 08:00:12,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12592359,OLO messaging active,2014-12-29 08:00:52,560872,,OLO messaging active
12592359,send confirmation receipt_signed1,2014-12-29 08:00:52,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12592359,create procedure confirmation,2014-12-29 08:00:53,560872,,create procedure confirmation
12592359,create publication document,2014-12-29 08:00:54,560872,,create publication document
12592359,send confirmation receipt_signed1,2014-12-29 08:00:54,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12592359,forward to the competent authority,2014-12-29 08:00:55,560872,,forward to the competent authority
12592359,phase application received,2014-12-29 08:00:56,560872,,phase application received
12592359,send confirmation receipt_signed2,2014-12-29 08:00:56,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
12592359,publish,2014-12-29 08:00:57,560872,,publish
12592359,registration date publication,2014-12-29 08:00:58,560872,,registration date publication
12592359,regular procedure without MER,2014-12-29 08:00:59,560872,,regular procedure without MER
12592359,send confirmation receipt,2014-12-29 08:01:00,560872,,send confirmation receipt
12592359,send confirmation receipt,2014-12-29 08:01:01,560872,,send confirmation receipt
12592359,start WABOprocedure,2014-12-29 08:01:02,560872,,start WABOprocedure
12592359,create subcases completeness,2015-01-20 08:01:01,11744364,,create subcases completeness
12592359,send confirmation receipt_signed1,2015-01-20 08:01:01,11744364,collateral events(send confirmation receipt),send confirmation receipt_signed1
12592359,procedure change,2015-01-20 08:01:02,11744364,,procedure change
12592359,request complete,2015-01-20 08:01:03,11744364,,request complete
12592359,send confirmation receipt_signed1,2015-01-20 08:01:03,11744364,collateral events(send confirmation receipt),send confirmation receipt_signed1
12592359,subcases completeness completed,2015-01-20 08:01:04,11744364,,subcases completeness completed
12592359,treat subcases completeness,2015-01-20 08:01:05,11744364,,treat subcases completeness
12592359,send confirmation receipt_signed1,2015-01-20 08:01:05,11744364,collateral events(send confirmation receipt),send confirmation receipt_signed1
12592359,create letter requesting missing data,2015-01-21 08:00:13,11744364,,create letter requesting missing data
12592359,send confirmation receipt_signed1,2015-01-21 08:00:13,11744364,collateral events(send confirmation receipt),send confirmation receipt_signed1
12592359,retrieve missing data,2015-01-21 08:00:14,11744364,,retrieve missing data
12592359,term for supplying missing data,2015-01-21 08:00:15,11744364,,term for supplying missing data
12592359,send confirmation receipt_signed2,2015-01-21 08:00:15,11744364,collateral events(send confirmation receipt),send confirmation receipt_signed2
12592359,phase asked additional information,2015-01-22 08:00:01,560912,,phase asked additional information
12592359,send confirmation receipt_signed1,2015-01-22 08:00:01,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
12593329,register submission date request,2014-12-22 08:00:11,560872,,register submission date request
12593329,OLO messaging active,2014-12-29 08:01:03,560872,,OLO messaging active
12593329,create procedure confirmation,2014-12-29 08:01:04,560872,,create procedure confirmation
12593329,create publication document,2014-12-29 08:01:05,560872,,create publication document
12593329,forward to the competent authority,2014-12-29 08:01:06,560872,,forward to the competent authority
12593329,phase application received,2014-12-29 08:01:07,560872,,phase application received
12593329,publish,2014-12-29 08:01:08,560872,,publish
12593329,registration date publication,2014-12-29 08:01:09,560872,,registration date publication
12593329,regular procedure without MER,2014-12-29 08:01:10,560872,,regular procedure without MER
12593329,send confirmation receipt,2014-12-29 08:01:11,560872,,send confirmation receipt
12593329,start WABOprocedure,2014-12-29 08:01:13,560872,,start WABOprocedure
12593329,article 34  WABO applies,2015-01-22 08:00:02,560872,,article 34  WABO applies
12593329,ask stakeholders views,2015-01-22 08:00:03,560872,,ask stakeholders views
12593329,by law,2015-01-22 08:00:04,560872,,by law
12593329,coordination of application,2015-01-22 08:00:05,560872,,coordination of application
12593329,create subcases completeness,2015-01-22 08:00:06,560872,,create subcases completeness
12593329,create subcases content,2015-01-22 08:00:07,560872,,create subcases content
12593329,creating cover letter decision,2015-01-22 08:00:08,560872,,creating cover letter decision
12593329,creating environmental permit decision,2015-01-22 08:00:09,560872,,creating environmental permit decision
12593329,decision date prior to decision,2015-01-22 08:00:10,560872,,decision date prior to decision
12593329,enter senddate decision,2015-01-22 08:00:11,560872,,enter senddate decision
12593329,enter senddate decision environmental permit,2015-01-22 08:00:12,560872,,enter senddate decision environmental permit
12593329,generating decision environmental permit,2015-01-22 08:00:13,560872,,generating decision environmental permit
12593329,grounds for refusal,2015-01-22 08:00:14,560872,,grounds for refusal
12593329,phase advice known,2015-01-22 08:00:15,560872,,phase advice known
12593329,phase application receptive,2015-01-22 08:00:16,560872,,phase application receptive
12593329,phase decision ready,2015-01-22 08:00:17,560872,,phase decision ready
12593329,phase decision sent,2015-01-22 08:00:18,560872,,phase decision sent
12593329,phase decision taken,2015-01-22 08:00:19,560872,,phase decision taken
12593329,procedure change,2015-01-22 08:00:20,560872,,procedure change
12593329,register objection and appeal periods,2015-01-22 08:00:22,560872,,register objection and appeal periods
12593329,request complete,2015-01-22 08:00:23,560872,,request complete
12593329,send letter in progress,2015-01-22 08:00:24,560872,,send letter in progress
12593329,set decision status,2015-01-22 08:00:25,560872,,set decision status
12593329,submit decision,2015-01-22 08:00:26,560872,,submit decision
12593329,suspension ground applicable,2015-01-22 08:00:27,560872,,suspension ground applicable
12593329,transcript decision environmental permit to stakeholders,2015-01-22 08:00:28,560872,,transcript decision environmental permit to stakeholders
12593329,record date of decision environmental permit,2015-01-27 08:00:33,560872,,record date of decision environmental permit
12593329,set decision phase decision permitting decided,2015-01-27 08:00:34,560872,,set decision phase decision permitting decided
12593329,start decision phase decision permitting sent,2015-02-02 08:00:01,560872,,start decision phase decision permitting sent
12594261,register submission date request,2014-12-22 08:00:12,560872,,register submission date request
12594261,OLO messaging active,2014-12-29 08:01:14,560872,,OLO messaging active
12594261,create procedure confirmation,2014-12-29 08:01:15,560872,,create procedure confirmation
12594261,create publication document,2014-12-29 08:01:16,560872,,create publication document
12594261,forward to the competent authority,2014-12-29 08:01:17,560872,,forward to the competent authority
12594261,phase application received,2014-12-29 08:01:18,560872,,phase application received
12594261,publish,2014-12-29 08:01:19,560872,,publish
12594261,registration date publication,2014-12-29 08:01:20,560872,,registration date publication
12594261,regular procedure without MER,2014-12-29 08:01:21,560872,,regular procedure without MER
12594261,send confirmation receipt,2014-12-29 08:01:22,560872,,send confirmation receipt
12594261,start WABOprocedure,2014-12-29 08:01:24,560872,,start WABOprocedure
12594261,article 34  WABO applies,2015-01-22 08:00:29,560872,,article 34  WABO applies
12594261,ask stakeholders views,2015-01-22 08:00:30,560872,,ask stakeholders views
12594261,by law,2015-01-22 08:00:31,560872,,by law
12594261,coordination of application,2015-01-22 08:00:32,560872,,coordination of application
12594261,create subcases completeness,2015-01-22 08:00:33,560872,,create subcases completeness
12594261,create subcases content,2015-01-22 08:00:34,560872,,create subcases content
12594261,creating cover letter decision,2015-01-22 08:00:35,560872,,creating cover letter decision
12594261,creating environmental permit decision,2015-01-22 08:00:36,560872,,creating environmental permit decision
12594261,decision date prior to decision,2015-01-22 08:00:37,560872,,decision date prior to decision
12594261,enter senddate decision,2015-01-22 08:00:38,560872,,enter senddate decision
12594261,enter senddate decision environmental permit,2015-01-22 08:00:39,560872,,enter senddate decision environmental permit
12594261,generating decision environmental permit,2015-01-22 08:00:40,560872,,generating decision environmental permit
12594261,grounds for refusal,2015-01-22 08:00:41,560872,,grounds for refusal
12594261,phase advice known,2015-01-22 08:00:42,560872,,phase advice known
12594261,phase application receptive,2015-01-22 08:00:43,560872,,phase application receptive
12594261,phase decision ready,2015-01-22 08:00:44,560872,,phase decision ready
12594261,phase decision sent,2015-01-22 08:00:45,560872,,phase decision sent
12594261,phase decision taken,2015-01-22 08:00:46,560872,,phase decision taken
12594261,procedure change,2015-01-22 08:00:47,560872,,procedure change
12594261,register objection and appeal periods,2015-01-22 08:00:49,560872,,register objection and appeal periods
12594261,request complete,2015-01-22 08:00:50,560872,,request complete
12594261,send letter in progress,2015-01-22 08:00:51,560872,,send letter in progress
12594261,set decision status,2015-01-22 08:00:52,560872,,set decision status
12594261,submit decision,2015-01-22 08:00:53,560872,,submit decision
12594261,suspension ground applicable,2015-01-22 08:00:54,560872,,suspension ground applicable
12594261,transcript decision environmental permit to stakeholders,2015-01-22 08:00:55,560872,,transcript decision environmental permit to stakeholders
12594261,record date of decision environmental permit,2015-01-27 08:00:35,560872,,record date of decision environmental permit
12594261,set decision phase decision permitting decided,2015-01-27 08:00:36,560872,,set decision phase decision permitting decided
12594261,enter senddate decision environmental permit,2015-02-02 08:00:02,560872,,enter senddate decision environmental permit
12594261,start decision phase decision permitting sent,2015-02-02 08:00:03,560872,,start decision phase decision permitting sent
12594996,register submission date request,2014-12-22 08:00:13,560872,,register submission date request
12594996,OLO messaging active,2014-12-29 08:01:25,560872,,OLO messaging active
12594996,create procedure confirmation,2014-12-29 08:01:26,560872,,create procedure confirmation
12594996,create publication document,2014-12-29 08:01:27,560872,,create publication document
12594996,forward to the competent authority,2014-12-29 08:01:28,560872,,forward to the competent authority
12594996,phase application received,2014-12-29 08:01:29,560872,,phase application received
12594996,publish,2014-12-29 08:01:30,560872,,publish
12594996,registration date publication,2014-12-29 08:01:31,560872,,registration date publication
12594996,regular procedure without MER,2014-12-29 08:01:32,560872,,regular procedure without MER
12594996,send confirmation receipt,2014-12-29 08:01:33,560872,,send confirmation receipt
12594996,start WABOprocedure,2014-12-29 08:01:35,560872,,start WABOprocedure
12594996,enter senddate acknowledgement,2014-12-30 08:00:11,560872,,enter senddate acknowledgement
12594996,article 34  WABO applies,2015-01-22 08:00:56,560872,,article 34  WABO applies
12594996,ask stakeholders views,2015-01-22 08:00:57,560872,,ask stakeholders views
12594996,by law,2015-01-22 08:00:58,560872,,by law
12594996,coordination of application,2015-01-22 08:00:59,560872,,coordination of application
12594996,create subcases completeness,2015-01-22 08:01:00,560872,,create subcases completeness
12594996,create subcases content,2015-01-22 08:01:01,560872,,create subcases content
12594996,creating cover letter decision,2015-01-22 08:01:02,560872,,creating cover letter decision
12594996,creating environmental permit decision,2015-01-22 08:01:03,560872,,creating environmental permit decision
12594996,decision date prior to decision,2015-01-22 08:01:04,560872,,decision date prior to decision
12594996,enter senddate decision,2015-01-22 08:01:05,560872,,enter senddate decision
12594996,enter senddate decision environmental permit,2015-01-22 08:01:06,560872,,enter senddate decision environmental permit
12594996,generating decision environmental permit,2015-01-22 08:01:07,560872,,generating decision environmental permit
12594996,grounds for refusal,2015-01-22 08:01:08,560872,,grounds for refusal
12594996,phase advice known,2015-01-22 08:01:09,560872,,phase advice known
12594996,phase application receptive,2015-01-22 08:01:10,560872,,phase application receptive
12594996,phase decision ready,2015-01-22 08:01:11,560872,,phase decision ready
12594996,phase decision sent,2015-01-22 08:01:12,560872,,phase decision sent
12594996,phase decision taken,2015-01-22 08:01:13,560872,,phase decision taken
12594996,procedure change,2015-01-22 08:01:14,560872,,procedure change
12594996,register objection and appeal periods,2015-01-22 08:01:16,560872,,register objection and appeal periods
12594996,request complete,2015-01-22 08:01:17,560872,,request complete
12594996,send letter in progress,2015-01-22 08:01:18,560872,,send letter in progress
12594996,set decision status,2015-01-22 08:01:19,560872,,set decision status
12594996,submit decision,2015-01-22 08:01:20,560872,,submit decision
12594996,suspension ground applicable,2015-01-22 08:01:21,560872,,suspension ground applicable
12594996,transcript decision environmental permit to stakeholders,2015-01-22 08:01:22,560872,,transcript decision environmental permit to stakeholders
12594996,record date of decision environmental permit,2015-01-27 08:00:37,560872,,record date of decision environmental permit
12594996,set decision phase decision permitting decided,2015-01-27 08:00:38,560872,,set decision phase decision permitting decided
12594996,enter senddate decision environmental permit,2015-02-02 08:00:04,560872,,enter senddate decision environmental permit
12594996,start decision phase decision permitting sent,2015-02-02 08:00:05,560872,,start decision phase decision permitting sent
12615754,register submission date request,2014-12-23 08:00:10,9264148,,register submission date request
12615754,create procedure confirmation,2015-01-05 08:00:01,9264148,,create procedure confirmation
12615754,create publication document,2015-01-05 08:00:02,9264148,,create publication document
12615754,create subcases completeness,2015-01-05 08:00:03,9264148,,create subcases completeness
12615754,forward to the competent authority,2015-01-05 08:00:04,9264148,,forward to the competent authority
12615754,phase application received,2015-01-05 08:00:05,9264148,,phase application received
12615754,publish,2015-01-05 08:00:06,9264148,,publish
12615754,registration date publication,2015-01-05 08:00:07,9264148,,registration date publication
12615754,regular procedure without MER,2015-01-05 08:00:08,9264148,,regular procedure without MER
12615754,send confirmation receipt,2015-01-05 08:00:09,9264148,,send confirmation receipt
12615754,start WABOprocedure,2015-01-05 08:00:10,9264148,,start WABOprocedure
12615754,article 34  WABO applies,2015-01-22 08:01:23,560872,,article 34  WABO applies
12615754,ask stakeholders views,2015-01-22 08:01:24,560872,,ask stakeholders views
12615754,by law,2015-01-22 08:01:25,560872,,by law
12615754,coordination of application,2015-01-22 08:01:26,560872,,coordination of application
12615754,create subcases content,2015-01-22 08:01:27,560872,,create subcases content
12615754,creating cover letter decision,2015-01-22 08:01:28,560872,,creating cover letter decision
12615754,creating environmental permit decision,2015-01-22 08:01:29,560872,,creating environmental permit decision
12615754,decision date prior to decision,2015-01-22 08:01:30,560872,,decision date prior to decision
12615754,enter senddate decision,2015-01-22 08:01:31,560872,,enter senddate decision
12615754,enter senddate decision environmental permit,2015-01-22 08:01:32,560872,,enter senddate decision environmental permit
12615754,generating decision environmental permit,2015-01-22 08:01:33,560872,,generating decision environmental permit
12615754,grounds for refusal,2015-01-22 08:01:34,560872,,grounds for refusal
12615754,phase advice known,2015-01-22 08:01:35,560872,,phase advice known
12615754,phase application receptive,2015-01-22 08:01:36,560872,,phase application receptive
12615754,phase decision ready,2015-01-22 08:01:37,560872,,phase decision ready
12615754,phase decision sent,2015-01-22 08:01:38,560872,,phase decision sent
12615754,phase decision taken,2015-01-22 08:01:39,560872,,phase decision taken
12615754,procedure change,2015-01-22 08:01:40,560872,,procedure change
12615754,register objection and appeal periods,2015-01-22 08:01:42,560872,,register objection and appeal periods
12615754,request complete,2015-01-22 08:01:43,560872,,request complete
12615754,send letter in progress,2015-01-22 08:01:44,560872,,send letter in progress
12615754,set decision status,2015-01-22 08:01:45,560872,,set decision status
12615754,submit decision,2015-01-22 08:01:46,560872,,submit decision
12615754,suspension ground applicable,2015-01-22 08:01:47,560872,,suspension ground applicable
12615754,transcript decision environmental permit to stakeholders,2015-01-22 08:01:48,560872,,transcript decision environmental permit to stakeholders
12615754,record date of decision environmental permit,2015-01-27 08:00:39,560872,,record date of decision environmental permit
12615754,set decision phase decision permitting decided,2015-01-27 08:00:40,560872,,set decision phase decision permitting decided
12615754,enter senddate decision environmental permit,2015-02-02 08:00:06,560872,,enter senddate decision environmental permit
12615754,start decision phase decision permitting sent,2015-02-02 08:00:07,560872,,start decision phase decision permitting sent
12621803,register submission date request,2014-12-23 08:00:11,560872,,register submission date request
12621803,OLO messaging active,2015-01-05 08:00:11,560872,,OLO messaging active
12621803,create procedure confirmation,2015-01-05 08:00:12,560872,,create procedure confirmation
12621803,create publication document,2015-01-05 08:00:13,560872,,create publication document
12621803,forward to the competent authority,2015-01-05 08:00:14,560872,,forward to the competent authority
12621803,phase application received,2015-01-05 08:00:15,560872,,phase application received
12621803,publish,2015-01-05 08:00:16,560872,,publish
12621803,registration date publication,2015-01-05 08:00:17,560872,,registration date publication
12621803,regular procedure without MER,2015-01-05 08:00:18,560872,,regular procedure without MER
12621803,send confirmation receipt,2015-01-05 08:00:19,560872,,send confirmation receipt
12621803,start WABOprocedure,2015-01-05 08:00:20,560872,,start WABOprocedure
12621803,article 34  WABO applies,2015-02-03 08:00:12,11744364,,article 34  WABO applies
12621803,ask stakeholders views,2015-02-03 08:00:13,11744364,,ask stakeholders views
12621803,by law,2015-02-03 08:00:14,11744364,,by law
12621803,coordination of application,2015-02-03 08:00:15,11744364,,coordination of application
12621803,create subcases completeness,2015-02-03 08:00:16,11744364,,create subcases completeness
12621803,create subcases content,2015-02-03 08:00:17,11744364,,create subcases content
12621803,creating environmental permit decision,2015-02-03 08:00:18,11744364,,creating environmental permit decision
12621803,decision date prior to decision,2015-02-03 08:00:19,11744364,,decision date prior to decision
12621803,generating decision environmental permit,2015-02-03 08:00:20,11744364,,generating decision environmental permit
12621803,grounds for refusal,2015-02-03 08:00:21,11744364,,grounds for refusal
12621803,phase advice known,2015-02-03 08:00:22,11744364,,phase advice known
12621803,phase application receptive,2015-02-03 08:00:23,11744364,,phase application receptive
12621803,phase decision ready,2015-02-03 08:00:24,11744364,,phase decision ready
12621803,procedure change,2015-02-03 08:00:25,11744364,,procedure change
12621803,request complete,2015-02-03 08:00:27,11744364,,request complete
12621803,send letter in progress,2015-02-03 08:00:28,11744364,,send letter in progress
12621803,set decision status,2015-02-03 08:00:29,11744364,,set decision status
12621803,submit decision,2015-02-03 08:00:30,11744364,,submit decision
12621803,suspension ground applicable,2015-02-03 08:00:31,11744364,,suspension ground applicable
12621803,create publication document,2015-02-10 08:00:26,560912,,create publication document
12621803,creating cover letter decision,2015-02-10 08:00:27,560912,,creating cover letter decision
12621803,enter date publication decision environmental permit,2015-02-10 08:00:28,560912,,enter date publication decision environmental permit
12621803,enter senddate decision,2015-02-10 08:00:29,560912,,enter senddate decision
12621803,enter senddate decision environmental permit,2015-02-10 08:00:30,560912,,enter senddate decision environmental permit
12621803,phase decision sent,2015-02-10 08:00:31,560912,,phase decision sent
12621803,phase decision taken,2015-02-10 08:00:32,560912,,phase decision taken
12621803,record date of decision environmental permit,2015-02-10 08:00:33,560912,,record date of decision environmental permit
12621803,register objection and appeal periods,2015-02-10 08:00:34,560912,,register objection and appeal periods
12621803,set decision phase decision permitting decided,2015-02-10 08:00:35,560912,,set decision phase decision permitting decided
12621803,transcript decision environmental permit to stakeholders,2015-02-10 08:00:36,560912,,transcript decision environmental permit to stakeholders
12621803,enter senddate decision environmental permit,2015-02-11 08:00:01,560912,,enter senddate decision environmental permit
12621803,start decision phase decision permitting sent,2015-02-11 08:00:02,560912,,start decision phase decision permitting sent
12621803,set decision phase decision permitting published,2015-02-18 08:00:27,560912,,set decision phase decision permitting published
12626041,register submission date request,2014-12-22 08:00:14,560872,,register submission date request
12626041,OLO messaging active,2015-01-05 08:00:21,560872,,OLO messaging active
12626041,create procedure confirmation,2015-01-05 08:00:22,560872,,create procedure confirmation
12626041,create publication document,2015-01-05 08:00:23,560872,,create publication document
12626041,forward to the competent authority,2015-01-05 08:00:24,560872,,forward to the competent authority
12626041,phase application received,2015-01-05 08:00:25,560872,,phase application received
12626041,publish,2015-01-05 08:00:26,560872,,publish
12626041,registration date publication,2015-01-05 08:00:27,560872,,registration date publication
12626041,regular procedure without MER,2015-01-05 08:00:28,560872,,regular procedure without MER
12626041,send confirmation receipt,2015-01-05 08:00:29,560872,,send confirmation receipt
12626041,start WABOprocedure,2015-01-05 08:00:31,560872,,start WABOprocedure
12626041,enter senddate acknowledgement,2015-01-06 08:01:31,560872,,enter senddate acknowledgement
12626041,create letter requesting missing data,2015-02-12 08:00:58,560950,,create letter requesting missing data
12626041,create subcases completeness,2015-02-12 08:00:59,560950,,create subcases completeness
12626041,procedure change,2015-02-12 08:01:00,560950,,procedure change
12626041,request complete,2015-02-12 08:01:01,560950,,request complete
12626041,retrieve missing data,2015-02-12 08:01:02,560950,,retrieve missing data
12626041,term for supplying missing data,2015-02-12 08:01:03,560950,,term for supplying missing data
12626231,register submission date request,2014-12-22 08:00:15,9264148,,register submission date request
12626231,MER required,2015-01-05 08:00:32,9264148,,MER required
12626231,OLO messaging active,2015-01-05 08:00:33,9264148,,OLO messaging active
12626231,activities regular procedure,2015-01-05 08:00:34,9264148,,activities regular procedure
12626231,create procedure confirmation,2015-01-05 08:00:35,9264148,,create procedure confirmation
12626231,create publication document,2015-01-05 08:00:36,9264148,,create publication document
12626231,forward to the competent authority,2015-01-05 08:00:37,9264148,,forward to the competent authority
12626231,phase application received,2015-01-05 08:00:38,9264148,,phase application received
12626231,phased application,2015-01-05 08:00:39,9264148,,phased application
12626231,publish,2015-01-05 08:00:40,9264148,,publish
12626231,read field phased application,2015-01-05 08:00:41,9264148,,read field phased application
12626231,registration date publication,2015-01-05 08:00:42,9264148,,registration date publication
12626231,regular procedure without MER,2015-01-05 08:00:43,9264148,,regular procedure without MER
12626231,send confirmation receipt,2015-01-05 08:00:44,9264148,,send confirmation receipt
12626231,start WABOprocedure,2015-01-05 08:00:46,9264148,,start WABOprocedure
12626231,create subcases completeness,2015-01-13 08:01:51,560950,,create subcases completeness
12626231,procedure change,2015-01-13 08:01:52,560950,,procedure change
12626231,subcases completeness completed,2015-01-13 08:01:53,560950,,subcases completeness completed
12626231,treat subcases completeness,2015-01-13 08:01:54,560950,,treat subcases completeness
12626231,create letter requesting missing data,2015-02-10 08:00:37,560950,,create letter requesting missing data
12626231,term for supplying missing data,2015-02-10 08:00:38,560950,,term for supplying missing data
12638851,register submission date request,2014-12-23 08:00:12,560912,,register submission date request
12638851,send confirmation receipt_signed1,2014-12-23 08:00:12,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,OLO messaging active,2015-01-06 08:01:32,560912,,OLO messaging active
12638851,send confirmation receipt_signed1,2015-01-06 08:01:32,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,enter senddate acknowledgement,2015-01-06 08:01:33,560872,,enter senddate acknowledgement
12638851,phase application received,2015-01-06 08:01:34,560912,,phase application received
12638851,send confirmation receipt,2015-01-06 08:01:35,560912,,send confirmation receipt
12638851,send confirmation receipt_signed2,2015-01-06 08:01:36,560912,collateral events(send confirmation receipt),send confirmation receipt_signed2
12638851,create procedure confirmation,2015-01-07 08:00:34,560912,,create procedure confirmation
12638851,send confirmation receipt_signed1,2015-01-07 08:00:34,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,create publication document,2015-01-07 08:00:35,560912,,create publication document
12638851,forward to the competent authority,2015-01-07 08:00:36,560912,,forward to the competent authority
12638851,send confirmation receipt_signed2,2015-01-07 08:00:36,560912,collateral events(send confirmation receipt),send confirmation receipt_signed2
12638851,publish,2015-01-07 08:00:37,560912,,publish
12638851,registration date publication,2015-01-07 08:00:38,560912,,registration date publication
12638851,regular procedure without MER,2015-01-07 08:00:39,560912,,regular procedure without MER
12638851,send confirmation receipt,2015-01-07 08:00:40,560912,,send confirmation receipt
12638851,send confirmation receipt_signed1,2015-01-07 08:00:40,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,start WABOprocedure,2015-01-07 08:00:41,560912,,start WABOprocedure
12638851,article 34  WABO applies,2015-01-22 08:01:49,560872,,article 34  WABO applies
12638851,ask stakeholders views,2015-01-22 08:01:50,560872,,ask stakeholders views
12638851,send confirmation receipt_signed1,2015-01-22 08:01:50,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,by law,2015-01-22 08:01:51,560872,,by law
12638851,coordination of application,2015-01-22 08:01:52,560872,,coordination of application
12638851,send confirmation receipt_signed2,2015-01-22 08:01:52,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
12638851,create subcases completeness,2015-01-22 08:01:53,560872,,create subcases completeness
12638851,create subcases content,2015-01-22 08:01:54,560872,,create subcases content
12638851,send confirmation receipt_signed1,2015-01-22 08:01:54,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,creating cover letter decision,2015-01-22 08:01:55,560872,,creating cover letter decision
12638851,creating environmental permit decision,2015-01-22 08:01:56,560872,,creating environmental permit decision
12638851,send confirmation receipt_signed2,2015-01-22 08:01:56,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
12638851,decision date prior to decision,2015-01-22 08:01:57,560872,,decision date prior to decision
12638851,enter senddate decision,2015-01-22 08:01:58,560872,,enter senddate decision
12638851,send confirmation receipt_signed2,2015-01-22 08:01:58,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
12638851,enter senddate decision environmental permit,2015-01-22 08:01:59,560872,,enter senddate decision environmental permit
12638851,generating decision environmental permit,2015-01-22 08:02:00,560872,,generating decision environmental permit
12638851,send confirmation receipt_signed1,2015-01-22 08:02:00,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,grounds for refusal,2015-01-22 08:02:01,560872,,grounds for refusal
12638851,phase advice known,2015-01-22 08:02:02,560872,,phase advice known
12638851,send confirmation receipt_signed1,2015-01-22 08:02:02,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,phase application receptive,2015-01-22 08:02:03,560872,,phase application receptive
12638851,phase decision ready,2015-01-22 08:02:04,560872,,phase decision ready
12638851,send confirmation receipt_signed1,2015-01-22 08:02:04,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,phase decision sent,2015-01-22 08:02:05,560872,,phase decision sent
12638851,phase decision taken,2015-01-22 08:02:06,560872,,phase decision taken
12638851,send confirmation receipt_signed1,2015-01-22 08:02:06,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,procedure change,2015-01-22 08:02:07,560872,,procedure change
12638851,procedure change,2015-01-22 08:02:08,560872,,procedure change
12638851,send confirmation receipt_signed1,2015-01-22 08:02:08,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,register objection and appeal periods,2015-01-22 08:02:09,560872,,register objection and appeal periods
12638851,request complete,2015-01-22 08:02:10,560872,,request complete
12638851,send confirmation receipt_signed1,2015-01-22 08:02:10,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,send letter in progress,2015-01-22 08:02:11,560872,,send letter in progress
12638851,set decision status,2015-01-22 08:02:12,560872,,set decision status
12638851,send confirmation receipt_signed1,2015-01-22 08:02:12,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,submit decision,2015-01-22 08:02:13,560872,,submit decision
12638851,suspension ground applicable,2015-01-22 08:02:14,560872,,suspension ground applicable
12638851,send confirmation receipt_signed1,2015-01-22 08:02:14,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,transcript decision environmental permit to stakeholders,2015-01-22 08:02:15,560872,,transcript decision environmental permit to stakeholders
12638851,send confirmation receipt_signed2,2015-01-22 08:02:16,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
12638851,record date of decision environmental permit,2015-01-27 08:00:41,560872,,record date of decision environmental permit
12638851,send confirmation receipt_signed1,2015-01-27 08:00:41,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,set decision phase decision permitting decided,2015-01-27 08:00:42,560872,,set decision phase decision permitting decided
12638851,send confirmation receipt_signed2,2015-01-27 08:00:43,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
12638851,enter senddate decision environmental permit,2015-02-02 08:00:08,560872,,enter senddate decision environmental permit
12638851,send confirmation receipt_signed1,2015-02-02 08:00:08,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12638851,start decision phase decision permitting sent,2015-02-02 08:00:09,560872,,start decision phase decision permitting sent
12638851,send confirmation receipt_signed2,2015-02-02 08:00:10,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
12645853,register submission date request,2014-12-23 08:00:13,560912,,register submission date request
12645853,OLO messaging active,2015-01-06 08:01:36,560912,,OLO messaging active
12645853,enter senddate acknowledgement,2015-01-06 08:01:37,560872,,enter senddate acknowledgement
12645853,phase application received,2015-01-06 08:01:38,560912,,phase application received
12645853,send confirmation receipt,2015-01-06 08:01:39,560912,,send confirmation receipt
12645853,create procedure confirmation,2015-01-07 08:00:42,560912,,create procedure confirmation
12645853,create publication document,2015-01-07 08:00:43,560912,,create publication document
12645853,forward to the competent authority,2015-01-07 08:00:44,560912,,forward to the competent authority
12645853,publish,2015-01-07 08:00:45,560912,,publish
12645853,registration date publication,2015-01-07 08:00:46,560912,,registration date publication
