send confirmation receipt -> send confirmation receipt (frequency = 466, performance = 126.65)
receive additional information -> create message terminate request (frequency = 1, performance = 3196759.00)
receive additional information -> create publication document (frequency = 1, performance = 172725.00)
receive additional information -> create subcases content (frequency = 1, performance = 604755.00)
receive additional information -> creating decision permanently suspended (frequency = 1, performance = 950387.00)
receive additional information -> enter date termination request received (frequency = 1, performance = 11660361.00)
receive additional information -> keep permanently suspended (frequency = 1, performance = 1.00)
receive additional information -> phase additional information received (frequency = 1, performance = 345600.00)
receive additional information -> phase application receptive (frequency = 1, performance = 1983584.00)
receive additional information -> registration date publication (frequency = 1, performance = 1.00)
receive additional information -> start decision phase permanently suspended decided (frequency = 1, performance = 2.00)
receive additional information -> start decisionphase draft decision - permitting decided (frequency = 1, performance = 1904366.00)
record date of decision enviXronmental permit -> register submission date request (frequency = 1, performance = 0.00)
record date of decision environmentalpermit -> transcript decision environmntal permit to stakeholders (frequency = 1, performance = 4.00)
record date of decision environmnetal permit -> Register objection and appeal periods (frequency = 1, performance = 1.00)
refister objection and appeal periods -> register submission date request (frequency = 1, performance = 0.00)
regDister deadline -> register submission date request (frequency = 1, performance = 0.00)
regiLster submission date request -> create aubcases completeness (frequency = 1, performance = 345567.00)
regisfration date publication -> send confirmatiokn receipt (frequency = 1, performance = 2.00)
registBration date publication -> phase advice .nown (frequency = 1, performance = 1349766.00)
registebr date environmental permit decision -> register submission date request (frequency = 1, performance = 0.00)
register date decision terminate on request -> enter date termination request received (frequency = 1, performance = 52074.00)
register date environmental permit decision -> applicant is stakeholder (frequency = 1, performance = 45268.00)
register date environmental permit decision -> decision extension procedure term irrevocable (frequency = 1, performance = 55083.00)
register date environmental permit decision -> extend procedure term (frequency = 1, performance = 56082.00)
register date environmental permit decision -> generate publication document decision environmental permit (frequency = 1, performance = 32.00)
register date environmental permit decision -> phase application received (frequency = 1, performance = 132351.00)
register date environmental permit decision -> subcase final VVGB completed (frequency = 1, performance = 1.00)
register date environmental permit decision -> suspension ground applicable (frequency = 1, performance = 290256.00)
register deadline -> enter senddate decision environmental permit (frequency = 1, performance = 86404.00)
register deadline -> enter senddate decision permanent suspension (frequency = 1, performance = 1342816.00)
register deadline -> enter senddate request termination (frequency = 1, performance = 2678399.00)
register deadline -> keep permanently suspended (frequency = 1, performance = 57032.00)
register deadline -> message terminate request (frequency = 1, performance = 905777.00)
register deadline -> registrer date of publishing received request (frequency = 1, performance = 1.00)
register number of days extension period -> create publication document (frequency = 1, performance = 2073602.00)
register number of days extension period -> creating decision procedure term extension (frequency = 1, performance = 1.00)
register number of days extension period -> enter senddate decision environmental permit (frequency = 1, performance = 1057050.00)
register number of days extension period -> enter senddate procedure confirmation (frequency = 1, performance = 3477547.00)
register number of days extension period -> phase procedure extended (frequency = 1, performance = 24.00)
register number of days extension period -> register objection and appeal periods (frequency = 1, performance = 1.00)
register number of days extension period -> register suspension by competent authority (frequency = 1, performance = 1.00)
register number of days extension period -> registration date publication (frequency = 1, performance = 1.00)
register number of days extension period -> start decision phase extension granted (frequency = 1, performance = 34138.00)
register number of days extension period -> treat subcases content (frequency = 1, performance = 776019.00)
register objection and appeal periods -> appeal logded (frequency = 1, performance = 29807983.00)
register objection and appeal periods -> record date of decision environmental permit (frequency = 1, performance = 172813.00)
register objection and appeal periods -> stop all running subcases 2b (frequency = 1, performance = 1.00)
register objection and appeal periods -> subcase designation GS completed (frequency = 1, performance = 1.00)
register objetion and appeal periods -> register submission date request (frequency = 1, performance = 0.00)
register receipt updated plan -> article 34  WABO applies (frequency = 1, performance = 86376.00)
register receipt updated plan -> request updated plan (frequency = 1, performance = 1.00)
register submbission date request -> enter senddate acknowledgement (frequency = 1, performance = 691197.00)
register submiGssion date request -> Grounds for refusal (frequency = 1, performance = 1264951.00)
register submisison date request -> phase application received (frequency = 1, performance = 905716.00)
register submission ate request -> phase application received (frequency = 1, performance = 303550.00)
register submission daIte request -> grounds for refsal (frequency = 1, performance = 5446812.00)
register submission date Nrequest -> phase application received (frequency = 1, performance = 637675.00)
register submission date equest -> create procedure onfirmation (frequency = 1, performance = 518394.00)
register submission date request -> activities regular procedure (frequency = 1, performance = 4018396.00)
register submission date request -> completed subcases content (frequency = 1, performance = 4452017.00)
register submission date request -> creating cover lette rdecision (frequency = 1, performance = 691194.00)
register submission date request -> enter date advice on treatment of environmental permit (frequency = 1, performance = 1641600.00)
register submission date request -> enter receipt of additional data (frequency = 1, performance = 2502012.00)
register submission date request -> enter senddate letter to competent authority (frequency = 1, performance = 1987197.00)
register submission date request -> enter senddate retrieve missing data (frequency = 1, performance = 1299599.00)
register submission date request -> message terminate request (frequency = 1, performance = 4189064.00)
register submission date request -> phase procedure prematurely terminated (frequency = 1, performance = 3666336.00)
register submission date request -> request complete (frequency = 1, performance = 4124732.00)
register submission date request -> set decision phase suspension decided (frequency = 1, performance = 1.00)
register submission date request -> start WABOprocedure (frequency = 1, performance = 208383.00)
register submission date request -> start decision phase extension granted (frequency = 1, performance = 3715191.00)
register submission dater equest -> registrer date of publishing received request (frequency = 1, performance = 1036808.00)
register subnission date request -> enter gsenddate procedure term extension (frequency = 1, performance = 4665564.00)
register suspension by competent authority -> send suspension by competent authority (frequency = 1, performance = 1.00)
registratikn date publication -> register submission date request (frequency = 1, performance = 0.00)
registration date publicatLion -> decisino date prior to decision (frequency = 1, performance = 4060768.00)
registration date publication -> article 34  WABO applies (frequency = 1, performance = 1468806.00)
registration date publication -> assessment of content completed (frequency = 1, performance = 2279289.00)
registration date publication -> date draft decision for inspection (frequency = 1, performance = 604802.00)
registration date publication -> enter senddate decision procedure term extension (frequency = 1, performance = 5097598.00)
registration date publication -> enter senddate procedure confirmation (frequency = 1, performance = 38683.00)
registration date publication -> enter senddate retrieve missing data (frequency = 1, performance = 1382390.00)
registration date publication -> message terminate request (frequency = 1, performance = 16292883.00)
registration date publication -> phase application received (frequency = 1, performance = 474136.00)
registration date publication -> register deadline (frequency = 1, performance = 1095079.00)
registration date publication -> set decision status (frequency = 1, performance = 1.00)
registration date publication -> transcript decision environmental permit to stakeholders (frequency = 1, performance = 557015.00)
registrer date of publishing rceived request -> enter senddate acknowledgement (frequency = 1, performance = 0.00)
registrer date of publishing received request -> activities regular procedure (frequency = 1, performance = 25610595.00)
registrer date of publishing received request -> creating environmental permit decision (frequency = 1, performance = 40834.00)
registrer date of publishing received request -> enter senddate continuation (frequency = 1, performance = 1209592.00)
registrer date of publishing received request -> enter senddate decision procedure term extension (frequency = 1, performance = 4233596.00)
registrer date of publishing received request -> keep permanently suspended (frequency = 1, performance = 47925.00)
registrer date of publishing received request -> phase application received (frequency = 1, performance = 3659776.00)
registrer date of publishing received request -> procedure change (frequency = 1, performance = 54592.00)
registrer date of publishing received request -> register date decision terminate on request (frequency = 1, performance = 5356785.00)
registrer date of publishing received request -> regular procedure without MER (frequency = 1, performance = 1.00)
registrer date of publishing received request -> retrieve missing data (frequency = 1, performance = 4975821.00)
registrer date of publishing received request -> send confirmation receipt (frequency = 1, performance = 2.00)
registrer date of publishing received request -> terminate on request (frequency = 1, performance = 33179.00)
regjlar procedure without MER -> register submission date request (frequency = 1, performance = 0.00)
regular proceduer without MER -> rquest complete (frequency = 1, performance = 1.00)
regular procedure ithout MER -> register submission date request (frequency = 1, performance = 0.00)
regular procedure withoput MER -> register submission date request (frequency = 1, performance = 0.00)
regular procedure withou MER -> Request complete (frequency = 1, performance = 3643195.00)
regular procedure without EMR -> Phase decision taken (frequency = 1, performance = 8202424.00)
regular procedure withoutM ER -> phas edecision sent (frequency = 1, performance = 4150839.00)
regular procedure withoutMER -> send confirmatpion receipt (frequency = 1, performance = 2.00)
regular purocedure without MER -> dsend confirmation receipt additional data (frequency = 1, performance = 2505643.00)
regular uprocedure without MER -> phase decision atken (frequency = 1, performance = 28206895.00)
regulark procedure without MER -> register submission date request (frequency = 1, performance = 0.00)
requUest complete -> register submission date request (frequency = 1, performance = 0.00)
request comlete -> rwtrieve missing data (frequency = 1, performance = 1.00)
request complet -> register submission date request (frequency = 1, performance = 0.00)
request complete -> WAW permit aspect (frequency = 1, performance = 1.00)
request complete -> create draft environtmental permit (frequency = 1, performance = 9038546.00)
request complete -> decision procedure term extension (frequency = 1, performance = 28.00)
request complete -> enter date decision procedure term extension (frequency = 1, performance = 137.00)
request complete -> enter date termination request received (frequency = 1, performance = 2545063.00)
request complete -> enter senddate decision procedure term extension (frequency = 1, performance = 1414610.00)
request complete -> enter senddate procedure confirmation (frequency = 1, performance = 1.00)
request complete -> enter senddate retrieve missing data (frequency = 1, performance = 654558.00)
request complete -> investigate BAG objects (frequency = 1, performance = 15193517.00)
request complete -> phase application receptive (frequency = 1, performance = 1.00)
request complete -> phase decision suspended (frequency = 1, performance = 28.00)
request complete -> record date of decision environmental permit (frequency = 1, performance = 4243.00)
request complete -> registrer date of publishing received request (frequency = 1, performance = 480480.00)
request complete -> request updated plan (frequency = 1, performance = 1.00)
request complete -> send suspension by competent authority (frequency = 1, performance = 4.00)
request complete -> stop suspended completeness subcases (frequency = 1, performance = 1.00)
request complete -> suspension ground applicable (frequency = 1, performance = 2.00)
request complete -> treat subcases completeness (frequency = 1, performance = 1.00)
request coplete -> reating environmental permit decision (frequency = 1, performance = 12.00)
request for preliminary injunction received -> set decision status (frequency = 1, performance = 1.00)
request for preliminary injunction received -> set phase: phase permitting irrevocable (frequency = 1, performance = 1.00)
request ocmplete -> Phase decision taken (frequency = 1, performance = 431970.00)
request updated plan -> send letter in progress (frequency = 1, performance = 1.00)
request updated plan -> subcases reassessment plan completed (frequency = 1, performance = 1.00)
request updated plan -> term for submitting updated plan (frequency = 1, performance = 1.00)
requesti complete -> ask stakebolders views (frequency = 1, performance = 7171178.00)
requfst complete -> sbumit decision (frequency = 1, performance = 434345.00)
resume completeness subcases -> retrieve missing data (frequency = 1, performance = 1.00)
resume completeness subcases -> set decision status (frequency = 1, performance = 1.00)
retrieve missing daat -> start decision sphase extension granted (frequency = 1, performance = 3887905.00)
retrieve missing data -> create cover letter permanent suspension (frequency = 1, performance = 3456027.00)
retrieve missing data -> creating decision permanently suspended (frequency = 1, performance = 4147179.00)
retrieve missing data -> register deadline (frequency = 1, performance = 3935885.00)
retrieve missing data -> send confirmation receipt (frequency = 1, performance = 1.00)
retrieve missing data -> set decision phase suspension decided (frequency = 1, performance = 1.00)
retrieve missing data -> set decision phase suspension sent (frequency = 1, performance = 1.00)
retrieve missing data -> set decision status (frequency = 1, performance = 1.00)
retrieve missing data -> start decision phase extension granted (frequency = 1, performance = 1.00)
retrieve missing data -> term 14 or 26 weeks (frequency = 1, performance = 1.00)
retrieve missing data -> treat subcases content (frequency = 1, performance = 7686920.00)
rgistration date publication -> register submission date request (frequency = 1, performance = 0.00)
rqeuest complete -> register submission date request (frequency = 1, performance = 0.00)
rquest complete -> set drcision status (frequency = 1, performance = 3.00)
rwtrieve missing data -> Set decision phase decision permitting decided (frequency = 1, performance = 86343.00)
sbumit decision -> register submission date request (frequency = 1, performance = 0.00)
sctart WABOprocedure -> creating cover lettxer decision (frequency = 1, performance = 2077162.00)
sedn confirmation receipt -> suspension ground applicab/e (frequency = 1, performance = 2160013.00)
segd confirmation receipt -> generate draft decision environmenthal permit (frequency = 1, performance = 1904391.00)
sehd confirmation receipt -> Transcript decision environmental permit to stakeholders (frequency = 1, performance = 3339632.00)
sen dconfirmation receipt -> enter receipVt of additional data (frequency = 1, performance = 2246364.00)
sen procedure confirmation -> register submission date request (frequency = 1, performance = 0.00)
senNd confirmation receipt -> phase pFrocedure extended (frequency = 1, performance = 3369586.00)
send confiramtion receipt -> Esubmit decision (frequency = 1, performance = 1468871.00)
send confirmahion receipt -> regjlar procedure without MER (frequency = 1, performance = 266.00)
send confirmatiob receipt -> Send procedure confirmation (frequency = 1, performance = 122.00)
send confirmatiokn receipt -> assessment of content copleted (frequency = 1, performance = 4834787.00)
send confirmation eceipt -> terminate on request (frequency = 1, performance = 0.00)
send confirmation erceipt -> Submit draft decision (frequency = 1, performance = 12445185.00)
send confirmation recei;t -> send letter in progresws (frequency = 1, performance = 1206652.00)
send confirmation receiot -> Start decision phase extension granted (frequency = 1, performance = 4229926.00)
send confirmation receipt -> MER present (frequency = 1, performance = 1.00)
send confirmation receipt -> MER present in supplement (frequency = 1, performance = 1.00)
send confirmation receipt -> enter receipt of additional data (frequency = 1, performance = 1.00)
send confirmation receipt -> enter senddate decision environmental permit (frequency = 1, performance = 3327319.00)
send confirmation receipt -> extend procedure term (frequency = 1, performance = 1.00)
send confirmation receipt -> phase procedure aborted (frequency = 1, performance = 968479.00)
send confirmation receipt -> procedure change (frequency = 1, performance = 1.00)
send confirmation receipt -> register number of days extension period (frequency = 1, performance = 3039222.00)
send confirmation receipt -> stop all running subcases 2b (frequency = 1, performance = 1.00)
send confirmation receipt -> term 14 or 26 weeks (frequency = 1, performance = 1.00)
send confirmation receipt -> treat subcases content (frequency = 1, performance = 1996005.00)
send confirmation receipt additional data -> create cover letter extend procedure term (frequency = 1, performance = 11318396.00)
send confirmation receipt additional data -> create cover letter permanent suspension (frequency = 1, performance = 2246400.00)
send confirmation receipt additional data -> create draft environtmental permit (frequency = 1, performance = 2509169.00)
send confirmation receipt additional data -> create subcases content (frequency = 1, performance = 431943.00)
send confirmation receipt additional data -> creating decision permanently suspended (frequency = 1, performance = 172813.00)
send confirmation receipt additional data -> keep permanently suspended (frequency = 1, performance = 2419164.00)
send confirmation receipt additional data -> procedure change after completeness (frequency = 1, performance = 950399.00)
send confirmation receipt additional data -> request complete (frequency = 1, performance = 4841995.00)
send confirmation receipt additional data -> start WABOprocedure (frequency = 1, performance = 1.00)
send confirmation receipt additional data -> stop all running subcases 2b (frequency = 1, performance = 1.00)
send confirmation receipt additional data -> subcases completeness completed (frequency = 1, performance = 1.00)
send confirmation reciept -> OLO messaging active (frequency = 1, performance = 0.00)
send confirmation rrceipt -> register submission date request (frequency = 1, performance = 0.00)
send confirmationr eceipt -> register submission date request (frequency = 1, performance = 0.00)
send confirmaton receipt -> ask stakehoUlders views (frequency = 1, performance = 3625137.00)
send confirmatpion receipt -> Retrieve missing data (frequency = 1, performance = 3110378.00)
send confrimation receipt -> register submission date request (frequency = 1, performance = 0.00)
send conifrmation receipt -> senv letter in progress (frequency = 1, performance = 1558787.00)
send continuation letter -> phase advice known (frequency = 1, performance = 24.00)
send continuation letter -> request complete (frequency = 1, performance = 116.00)
send decision suspension -> enter senddate decision suspension (frequency = 1, performance = 2.00)
send decision suspension -> set decision phase suspension sent (frequency = 1, performance = 1.00)
send decision swuspension -> generatin decision environmental permit (frequency = 1, performance = 604764.00)
send design decision to stakeholders -> creating cover letter decision (frequency = 1, performance = 86366.00)
send design decision to stakeholders -> enter date advice on treatment of environmental permit (frequency = 1, performance = 86388.00)
send design decision to stakeholders -> enter date draft decisionenvironmental permit (frequency = 1, performance = 86398.00)
send design decision to stakeholders -> entering senddate draft decision environmental permit (frequency = 1, performance = 950395.00)
send design decision to stakeholders -> final VVGB applications (frequency = 1, performance = 29.00)
send design decision to stakeholders -> perspective from GS or VROM received (frequency = 1, performance = 4928396.00)
send design decision to stakeholders -> register date environmental permit decision (frequency = 1, performance = 17.00)
send design decision to stakeholders -> set decision status (frequency = 1, performance = 1.00)
send design decision to stakeholders -> suspend term (frequency = 1, performance = 1.00)
send eltter in progress -> set decision phase inspection of decision permittign (frequency = 1, performance = 1209561.00)
send letter in pfogress -> register submission date request (frequency = 1, performance = 0.00)
send letter in progess -> register submission date request (frequency = 1, performance = 0.00)
send letter in progress -> ask stakeholders views (frequency = 1, performance = 172794.00)
send letter in progress -> assessment of content completed (frequency = 1, performance = 70878186.00)
send letter in progress -> create cover letter extend procedure term (frequency = 1, performance = 172799.00)
send letter in progress -> creating environmental permit decision (frequency = 1, performance = 67793.00)
send letter in progress -> procedure change (frequency = 1, performance = 4.00)
send letter in progress -> register date environmental permit decision (frequency = 1, performance = 497.00)
send letter in progress -> registration date publication (frequency = 1, performance = 1063610.00)
send letter in progress -> stop all running subcases 2b (frequency = 1, performance = 1.00)
send letter in progress -> subcase art. 33 WABO completed (frequency = 1, performance = 1.00)
send letter in progress -> submit decision (frequency = 1, performance = 2.00)
send letter in progresws -> register submission date request (frequency = 1, performance = 0.00)
send lstter in progress -> submit edcision (frequency = 1, performance = 2.00)
send ocnfirmation receipt -> phase application received (frequency = 1, performance = 0.00)
send procecure confirmation -> register submission date request (frequency = 1, performance = 0.00)
send procedure cohfirmation -> register submission date request (frequency = 1, performance = 0.00)
send procedure confirmation -> article 33 applies (frequency = 1, performance = 17222783.00)
send procedure confirmation -> assessment of content completed (frequency = 1, performance = 5766154.00)
send procedure confirmation -> create publication document (frequency = 1, performance = 290.00)
send procedure confirmation -> creating decision procedure term extension (frequency = 1, performance = 1.00)
send procedure confirmation -> date draft decision for inspection (frequency = 1, performance = 2645052.00)
send procedure confirmation -> enter date advice on treatment of environmental permit (frequency = 1, performance = 652121.00)
send procedure confirmation -> enter date draft decisionenvironmental permit (frequency = 1, performance = 1605506.00)
send procedure confirmation -> enter date termination request received (frequency = 1, performance = 22805498.00)
send procedure confirmation -> enter senddate decision environmental permit (frequency = 1, performance = 30546684.00)
send procedure confirmation -> enter senddate decision procedure term extension (frequency = 1, performance = 4062660.00)
send procedure confirmation -> enter senddate decision suspension (frequency = 1, performance = 2725176.00)
send procedure confirmation -> enter senddate request termination (frequency = 1, performance = 32598.00)
send procedure confirmation -> forward transcript to stakeholders (frequency = 1, performance = 442308.00)
send procedure confirmation -> grounds for refusal (frequency = 1, performance = 4.00)
send procedure confirmation -> phase application receptive (frequency = 1, performance = 2850839.00)
send procedure confirmation -> phase procedure aborted (frequency = 1, performance = 85138.00)
send procedure confirmation -> procedure change after completeness (frequency = 1, performance = 2255340.00)
send procedure confirmation -> receive additional information (frequency = 1, performance = 79855271.00)
send procedure confirmation -> record date of decision environmental permit (frequency = 1, performance = 4061846.00)
send procedure confirmation -> register date decision terminate on request (frequency = 1, performance = 17311486.00)
send procedure confirmation -> register deadline (frequency = 1, performance = 570694.00)
send procedure confirmation -> set decision phase suspension sent (frequency = 1, performance = 4262222.00)
send procedure confirmation -> set decision status (frequency = 1, performance = 1.00)
send procedure ocnfirmation -> phase application received (frequency = 1, performance = 0.00)
send proecdure confirmation -> register submission date request (frequency = 1, performance = 0.00)
send suspension by competent authority -> start date suspension competent authority (frequency = 1, performance = 1.00)
senv letter in progress -> register submission date request (frequency = 1, performance = 0.00)
set decisiog status -> register submission date request (frequency = 1, performance = 0.00)
set decision phase decision no permit required sent -> set decision phase no permit required decided (frequency = 1, performance = 1.00)
set decision phase decision permifting decided -> register submission date request (frequency = 1, performance = 0.00)
set decision phase decision permitting decided -> ask stakeholders views (frequency = 1, performance = 172800.00)
set decision phase decision permitting decided -> phase additional information received (frequency = 1, performance = 33694.00)
set decision phase decision permitting decided -> phase decision ready (frequency = 1, performance = 52327.00)
set decision phase decision permitting decided -> set decision phase suspension sent (frequency = 1, performance = 1.00)
set decision phase decision permitting decided -> set decision phase: draft decision permitted sent (frequency = 1, performance = 1.00)
set decision phase decision permitting decided -> suspension ground applicable (frequency = 1, performance = 1.00)
set decision phase decision permitting published -> close case (frequency = 1, performance = 3715204.00)
set decision phase decision prmitting decided -> OLO messaging active (frequency = 1, performance = 0.00)
set decision phase devision permitting decided -> phase case handed (frequency = 1, performance = 5356730.00)
set decision phase inspection of decision permittign -> register submission date request (frequency = 1, performance = 0.00)
set decision phase inspection of decision permitting -> close case (frequency = 1, performance = 3715200.00)
set decision phase inspection of decision permitting -> register deadline (frequency = 1, performance = 3715234.00)
set decision phase inspection of decision permitting -> start decision phase decision permitting sent (frequency = 1, performance = 86386.00)
set decision phase no permit required decided -> set decision status (frequency = 1, performance = 1.00)
set decision phase suspension decided -> article 33 applies (frequency = 1, performance = 86342.00)
set decision phase suspension decided -> enter senddate decision suspension (frequency = 1, performance = 6480000.00)
set decision phase suspension sent -> OLO messaging active (frequency = 1, performance = 518350.00)
set decision phase suspension sent -> enter enddate suspension art. 33 WABO (frequency = 1, performance = 14432408.00)
set decision phase suspension sent -> procedure change (frequency = 1, performance = 60012.00)
set decision phase suspension sent -> register submission date request (frequency = 1, performance = 432005.00)
set decision phase suspension sent -> request complete (frequency = 1, performance = 44688.00)
set decision phase unlicensed irrevocable -> create decision no permit required (frequency = 1, performance = 172800.00)
set decision phase: draft decision for inspection -> enter senddate draft decision (frequency = 1, performance = 4060829.00)
set decision phase: draft decision for inspection -> perspective from GS or VROM received (frequency = 1, performance = 5353184.00)
set decision phase: draft decision for inspection -> perspective on draft decision environmental permit received (frequency = 1, performance = 4060809.00)
set decision phase: draft decision for inspection -> set decision phase: draft decision permitted sent (frequency = 1, performance = 1.00)
set decision phase: draft decision permitted sent -> submit draft decision (frequency = 1, performance = 1.00)
set decision phase: suspension cancelled -> MER present in supplement (frequency = 1, performance = 1036822.00)
set decision phase: suspension cancelled -> article 33 applies (frequency = 1, performance = 345600.00)
set decision phase: suspension cancelled -> enter date decision suspension (frequency = 1, performance = 56667.00)
set decision phase: suspension cancelled -> enter senddate decision (frequency = 1, performance = 86397.00)
set decision phase: suspension cancelled -> phase procedure resumed (frequency = 1, performance = 54801.00)
set decision phase: suspension cancelled -> receive additional information (frequency = 1, performance = 431997.00)
set decision phase: suspension cancelled -> start decision phase decision permitting sent (frequency = 1, performance = 86399.00)
set decision phase: suspension cancelled -> subcase art. 33 WABO completed (frequency = 1, performance = 59588.00)
set decision sattus -> refister objection and appeal periods (frequency = 1, performance = 345593.00)
set decision status -> create cover letter draft decision (frequency = 1, performance = 86407.00)
set decision status -> create cover letter extend procedure term (frequency = 1, performance = 172803.00)
set decision status -> create cover letter permanent suspension (frequency = 1, performance = 604820.00)
set decision status -> create publication document (frequency = 1, performance = 86389.00)
set decision status -> decision date prior to decision (frequency = 1, performance = 1.00)
set decision status -> generating decision environmental permit (frequency = 1, performance = 604823.00)
set decision status -> phase decision ready (frequency = 1, performance = 518398.00)
set decision status -> register date environmental permit decision (frequency = 1, performance = 86397.00)
set decision status -> set phase decision revoked (frequency = 1, performance = 1.00)
set decision status -> start decisionphase draft decision - permitting decided (frequency = 1, performance = 1.00)
set decision status -> term to perspective (frequency = 1, performance = 2.00)
set decision status -> transcript decision environmental permit to stakeholders (frequency = 1, performance = 1.00)
set decision stauts -> suspension gruond applicable (frequency = 1, performance = 2.00)
set drcision status -> Decision date prior to decision (frequency = 1, performance = 15375574.00)
set phase decision revoked -> treat appeal subcase (frequency = 1, performance = 1.00)
set phase: phase permitting irrevocable -> WAW permit aspect (frequency = 1, performance = 228989.00)
set phase: phase permitting irrevocable -> appeal logded (frequency = 1, performance = 7862404.00)
set phase: phase permitting irrevocable -> article 34  WABO applies (frequency = 1, performance = 2024213.00)
set phase: phase permitting irrevocable -> ask stakeholders views (frequency = 1, performance = 1468790.00)
set phase: phase permitting irrevocable -> phase concept draft decision ready (frequency = 1, performance = 8180998.00)
set phase: phase permitting irrevocable -> register date environmental permit decision (frequency = 1, performance = 33436.00)
set phase: phase permitting irrevocable -> registration date publication (frequency = 1, performance = 86409.00)
set phase: phase permitting irrevocable -> start decision phase decision permitting sent (frequency = 1, performance = 86416.00)
setd ecision status -> record date of decision environmnetal permit (frequency = 1, performance = 2332818.00)
start WABLprocedure -> register submission date request (frequency = 1, performance = 0.00)
start WABOpocedure -> send decision swuspension (frequency = 1, performance = 25712224.00)
start WABOprocedpure -> Creating environmental permit decision (frequency = 1, performance = 2086912.00)
start WABOproceduer -> register submission date request (frequency = 1, performance = 0.00)
start WABOprocedure -> MER present in supplement (frequency = 1, performance = 10059813.00)
start WABOprocedure -> copy decision permanent suspension to stakeholders (frequency = 1, performance = 2937576.00)
start WABOprocedure -> create decision procedure term extension (frequency = 1, performance = 3797966.00)
start WABOprocedure -> create draft environtmental permit (frequency = 1, performance = 10457975.00)
start WABOprocedure -> creating decision procedure term extension (frequency = 1, performance = 4057107.00)
start WABOprocedure -> enter date advice on treatment of environmental permit (frequency = 1, performance = 5270359.00)
start WABOprocedure -> enter date draft decisionenvironmental permit (frequency = 1, performance = 10244313.00)
start WABOprocedure -> enter enddate suspension art. 33 WABO (frequency = 1, performance = 3240235.00)
start WABOprocedure -> enter senddate decision environmental permit (frequency = 1, performance = 1641583.00)
start WABOprocedure -> enter senddate decision procedure term extension (frequency = 1, performance = 4439541.00)
start WABOprocedure -> enter senddate decision suspension (frequency = 1, performance = 2993619.00)
start WABOprocedure -> inform BAG administrator (frequency = 1, performance = 432072.00)
start WABOprocedure -> message terminate request (frequency = 1, performance = 7267101.00)
start WABOprocedure -> phased application (frequency = 1, performance = 1.00)
start WABOprocedure -> register date environmental permit decision (frequency = 1, performance = 691271.00)
start WABOprocedure -> register deadline (frequency = 1, performance = 2107403.00)
start WABOprocedure -> suspension ground applicable (frequency = 1, performance = 1.00)
start WABOprocedure -> treat subcases completeness (frequency = 1, performance = 1.00)
start WAHOprocedure -> date draft decision f;r inspection (frequency = 1, performance = 20597061.00)
start WAOBprocedure -> phase acvice known (frequency = 1, performance = 2851237.00)
start date suspension competent authority -> phase procedure term suspended (frequency = 1, performance = 86382.00)
start date suspension competent authority -> request complete (frequency = 1, performance = 56.00)
start date suspension competent authority -> suspend term (frequency = 1, performance = 1.00)
start decision pase decision permitting sent -> register submission date request (frequency = 1, performance = 0.00)
start decision phaUse decision permitting sent -> register submission date request (frequency = 1, performance = 0.00)
start decision phase decision permitting sent -> MER present in supplement (frequency = 1, performance = 6310754.00)
start decision phase decision permitting sent -> OLO messaging active (frequency = 1, performance = 86408.00)
start decision phase decision permitting sent -> article 34  WABO applies (frequency = 1, performance = 172760.00)
start decision phase decision permitting sent -> creating environmental permit decision (frequency = 1, performance = 39366.00)
start decision phase decision permitting sent -> enter date publication decision environmental permit (frequency = 1, performance = 4924798.00)
start decision phase decision permitting sent -> objections and preliminary injunction in system (frequency = 1, performance = 3887925.00)
start decision phase decision permitting sent -> phase decision ready (frequency = 1, performance = 36969.00)
start decision phase decision permitting sent -> phase decision suspended (frequency = 1, performance = 32772.00)
start decision phase decision permitting sent -> start decisionphase draft decision - permitting decided (frequency = 1, performance = 1.00)
start decision phase decision permitting sent -> stop all running subcases 2b (frequency = 1, performance = 1.00)
start decision phase decision permitting sent -> subcases completed present decision (frequency = 1, performance = 1.00)
start decision phase decision permitting sent -> suspend term (frequency = 1, performance = 1.00)
start decision phase decision permitting sent -> treat subcases content (frequency = 1, performance = 1.00)
start decision phase decision permitting sent -> treat subcases present decision (frequency = 1, performance = 33899.00)
start decision phase extension garnted -> phase application received (frequency = 1, performance = 0.00)
start decision phase extension granted -> by law (frequency = 1, performance = 2419196.00)
start decision phase extension granted -> copy decision to extend procedure to stakeholders (frequency = 1, performance = 345667.00)
start decision phase extension granted -> create message terminate request (frequency = 1, performance = 10717189.00)
start decision phase extension granted -> decision date prior to decision (frequency = 1, performance = 86396.00)
start decision phase extension granted -> enter receipt of additional data (frequency = 1, performance = 86338.00)
start decision phase extension granted -> phase additional information received (frequency = 1, performance = 3145324.00)
start decision phase extension granted -> phase advice known (frequency = 1, performance = 2651283.00)
start decision phase extension granted -> phase application receptive (frequency = 1, performance = 777579.00)
start decision phase extension granted -> phase asked additional information (frequency = 1, performance = 4665590.00)
start decision phase extension granted -> procedure change (frequency = 1, performance = 2505563.00)
start decision phase extension granted -> send confirmation receipt additional data (frequency = 1, performance = 3283188.00)
start decision phase extension granted -> set decision phase unlicensed irrevocable (frequency = 1, performance = 5270389.00)
start decision phase extension granted -> set decision status (frequency = 1, performance = 57292.00)
start decision phase extension granted -> start date suspension competent authority (frequency = 1, performance = 1243623.00)
start decision phase extension granted -> suspension ground applicable (frequency = 1, performance = 2.00)
