send confirmation receipt -> send confirmation receipt (frequency = 474, performance = 124.12)
register number of days extension period -> register objection and appeal periods (frequency = 1, performance = 1.00)
register number of days extension period -> register suspension by competent authority (frequency = 1, performance = 1.00)
register number of days extension period -> registration date publication (frequency = 1, performance = 1.00)
register number of days extension period -> request complete_00KFHNT_20130617 070026000000 (frequency = 1, performance = 1.00)
register number of days extension period -> start decision phase extension granted (frequency = 1, performance = 34138.00)
register number of days extension period -> treat subcases content (frequency = 1, performance = 776019.00)
register objection and appeal periods -> appeal logded (frequency = 1, performance = 29807983.00)
register objection and appeal periods -> record date of decision environmental permit (frequency = 1, performance = 172813.00)
register objection and appeal periods -> request complete_01Wpaaj_20140501 070035000000 (frequency = 1, performance = 1.00)
register objection and appeal periods -> send letter in progress (frequency = 1, performance = 1.00)
register objection and appeal periods -> stop all running subcases 2b (frequency = 1, performance = 1.00)
register objection and appeal periods -> subcase designation GS completed (frequency = 1, performance = 1.00)
register receipt updated plan -> article 34  WABO applies (frequency = 1, performance = 86376.00)
register receipt updated plan -> request updated plan (frequency = 1, performance = 1.00)
register submission date request -> activities regular procedure (frequency = 1, performance = 4018396.00)
register submission date request -> completed subcases content (frequency = 1, performance = 4452017.00)
register submission date request -> enter date advice on treatment of environmental permit (frequency = 1, performance = 1641600.00)
register submission date request -> enter date decision procedure term extension (frequency = 1, performance = 4147208.00)
register submission date request -> enter senddate letter to competent authority (frequency = 1, performance = 1987197.00)
register submission date request -> enter senddate retrieve missing data (frequency = 1, performance = 1299599.00)
register submission date request -> message terminate request (frequency = 1, performance = 4189064.00)
register submission date request -> phase procedure prematurely terminated (frequency = 1, performance = 3666336.00)
register submission date request -> request complete (frequency = 1, performance = 4124732.00)
register submission date request -> set decision phase suspension decided (frequency = 1, performance = 1.00)
register submission date request -> start WABOprocedure (frequency = 1, performance = 208383.00)
register submission date request -> start decision phase extension granted (frequency = 1, performance = 3715191.00)
register submission date request -> terminate on request (frequency = 1, performance = 472388.00)
register submission date request_01NDwya_20110729 070007000000 -> registration date publication (frequency = 1, performance = 1036803.00)
register submission date request_03wpIsO_20111219 080001000000 -> phase application received (frequency = 1, performance = 291925.00)
register submission date request_05ZEmAV_20130419 070001000000 -> OLO messaging active (frequency = 1, performance = 2160084.00)
register submission date request_07JGAuB_20130109 080002000000 -> phase application received (frequency = 1, performance = 642235.00)
register submission date request_20ZmClO_20120330 070010000000 -> phase application received (frequency = 1, performance = 385514.00)
register submission date request_23bcStS_20120518 070003000000 -> phase application received (frequency = 1, performance = 562346.00)
register submission date request_24FpblC_20110824 070009000000 -> enter senddate acknowledgement (frequency = 1, performance = 518407.00)
register submission date request_33IoYkZ_20111114 080004000000 -> send confirmation receipt_29Cbfxm_20111121 181035000000 (frequency = 1, performance = 641431.00)
register submission date request_39Ivuoo_20110125 080009000000 -> enter senddate acknowledgement (frequency = 1, performance = 777594.00)
register submission date request_49HAddv_20110902 070002000000 -> send confirmation receipt_93ZIWfl_20110915 172123000000 (frequency = 1, performance = 1160481.00)
register submission date request_49VyjSn_20131108 080022000000 -> OLO messaging active (frequency = 1, performance = 259250.00)
register submission date request_53DJspr_20110301 080009000000 -> enter receipt of additional data (frequency = 1, performance = 2502012.00)
register submission date request_58plRHW_20140411 070119000000 -> OLO messaging active (frequency = 1, performance = 259151.00)
register submission date request_73XBntp_20131016 070022000000 -> OLO messaging active (frequency = 1, performance = 86396.00)
register submission date request_78WQLEJ_20140829 070001000000 -> OLO messaging active (frequency = 1, performance = 345661.00)
register submission date request_95xyljH_20120118 080005000000 -> phase application received (frequency = 1, performance = 130837.00)
register submission date request_97LHsar_20141001 070131000000 -> OLO messaging active (frequency = 1, performance = 86362.00)
register submission date request_99IvrXa_20120125 080003000000 -> phase application received (frequency = 1, performance = 131633.00)
register suspension by competent authority -> send suspension by competent authority (frequency = 1, performance = 1.00)
registration date publication -> article 34  WABO applies (frequency = 1, performance = 1468806.00)
registration date publication -> assessment of content completed (frequency = 1, performance = 2279289.00)
registration date publication -> date draft decision for inspection (frequency = 1, performance = 604802.00)
registration date publication -> enter senddate decision procedure term extension (frequency = 1, performance = 5097598.00)
registration date publication -> enter senddate procedure confirmation (frequency = 1, performance = 38683.00)
registration date publication -> enter senddate retrieve missing data (frequency = 1, performance = 1382390.00)
registration date publication -> message terminate request (frequency = 1, performance = 16292883.00)
registration date publication -> phase application received (frequency = 1, performance = 474136.00)
registration date publication -> register deadline (frequency = 1, performance = 1095079.00)
registration date publication -> request complete_14rKcKN_20110923 225700000000 (frequency = 1, performance = 1612613.00)
registration date publication -> request complete_38VMOys_20120126 183655000000 (frequency = 1, performance = 4963009.00)
registration date publication -> send confirmation receipt (frequency = 1, performance = 726188.00)
registration date publication -> set decision status (frequency = 1, performance = 1.00)
registration date publication -> transcript decision environmental permit to stakeholders (frequency = 1, performance = 557015.00)
registrer date of publishing received request -> activities regular procedure (frequency = 1, performance = 25610595.00)
registrer date of publishing received request -> creating environmental permit decision (frequency = 1, performance = 40834.00)
registrer date of publishing received request -> enter senddate continuation (frequency = 1, performance = 1209592.00)
registrer date of publishing received request -> enter senddate decision procedure term extension (frequency = 1, performance = 4233596.00)
registrer date of publishing received request -> keep permanently suspended (frequency = 1, performance = 47925.00)
registrer date of publishing received request -> phase application received (frequency = 1, performance = 3659776.00)
registrer date of publishing received request -> procedure change (frequency = 1, performance = 54592.00)
registrer date of publishing received request -> register date decision terminate on request (frequency = 1, performance = 5356785.00)
registrer date of publishing received request -> request complete_73fQQQr_20110316 204227000000 (frequency = 1, performance = 1946534.00)
registrer date of publishing received request -> retrieve missing data (frequency = 1, performance = 4975821.00)
registrer date of publishing received request -> terminate on request (frequency = 1, performance = 33179.00)
regular procedure without MER -> send confirmation receipt_05tshXx_20150223 080019000000 (frequency = 1, performance = 1.00)
regular procedure without MER -> send confirmation receipt_35fmusL_20131111 080119000000 (frequency = 1, performance = 1.00)
regular procedure without MER -> send confirmation receipt_39Penzx_20140902 070106000000 (frequency = 1, performance = 1.00)
regular procedure without MER -> send confirmation receipt_39hPnIE_20140220 080100000000 (frequency = 1, performance = 1.00)
regular procedure without MER -> send confirmation receipt_42WLrEa_20141002 070101000000 (frequency = 1, performance = 1.00)
regular procedure without MER -> send confirmation receipt_68yAPUl_20141013 070100000000 (frequency = 1, performance = 1.00)
regular procedure without MER -> send confirmation receipt_84VsNRl_20140414 070038000000 (frequency = 1, performance = 1.00)
regular procedure without MER -> send confirmation receipt_91ylJnQ_20130514 070131000000 (frequency = 1, performance = 1.00)
regular procedure without MER -> send confirmation receipt_97LBMPC_20131017 070024000000 (frequency = 1, performance = 1.00)
request complete -> WAW permit aspect (frequency = 1, performance = 1.00)
request complete -> create draft environtmental permit (frequency = 1, performance = 9038546.00)
request complete -> decision procedure term extension (frequency = 1, performance = 28.00)
request complete -> enter date decision procedure term extension (frequency = 1, performance = 137.00)
request complete -> enter date termination request received (frequency = 1, performance = 2545063.00)
request complete -> enter senddate decision procedure term extension (frequency = 1, performance = 1414610.00)
request complete -> enter senddate procedure confirmation (frequency = 1, performance = 1.00)
request complete -> enter senddate retrieve missing data (frequency = 1, performance = 654558.00)
request complete -> investigate BAG objects (frequency = 1, performance = 15193517.00)
request complete -> phase application receptive (frequency = 1, performance = 1.00)
request complete -> phase decision suspended (frequency = 1, performance = 28.00)
request complete -> record date of decision environmental permit (frequency = 1, performance = 4243.00)
request complete -> registrer date of publishing received request (frequency = 1, performance = 480480.00)
request complete -> request updated plan (frequency = 1, performance = 1.00)
request complete -> send suspension by competent authority (frequency = 1, performance = 4.00)
request complete -> stop suspended completeness subcases (frequency = 1, performance = 1.00)
request complete -> treat subcases completeness (frequency = 1, performance = 1.00)
request complete_00KFHNT_20130617 070026000000 -> send letter in progress (frequency = 1, performance = 1.00)
request complete_01Wpaaj_20140501 070035000000 -> send letter in progress (frequency = 1, performance = 1.00)
request complete_08qrAJf_20140318 080029000000 -> retrieve missing data (frequency = 1, performance = 1.00)
request complete_10OBiZv_20140704 070014000000 -> send letter in progress (frequency = 1, performance = 1.00)
request complete_14rKcKN_20110923 225700000000 -> phase advice known (frequency = 1, performance = 16.00)
request complete_25XXAcH_20141202 080020000000 -> resume completeness subcases (frequency = 1, performance = 1.00)
request complete_30LwnId_20130226 231119000000 -> phase advice known (frequency = 1, performance = 30.00)
request complete_32IHWsM_20120424 161345000000 -> phase advice known (frequency = 1, performance = 99.00)
request complete_33LgYcc_20131202 080012000000 -> retrieve missing data (frequency = 1, performance = 1.00)
request complete_35JEVih_20120124 231722000000 -> phase advice known (frequency = 1, performance = 10.00)
request complete_38VMOys_20120126 183655000000 -> send letter in progress (frequency = 1, performance = 1.00)
request complete_44qcLOd_20110415 214903000000 -> phase advice known (frequency = 1, performance = 19.00)
request complete_50cdFLN_20120612 163130000000 -> phase advice known (frequency = 1, performance = 86.00)
request complete_53GPGTI_20141103 080013000000 -> retrieve missing data (frequency = 1, performance = 1.00)
request complete_59HiCjB_20140106 080038000000 -> send letter in progress (frequency = 1, performance = 1.00)
request complete_60BCFyu_20141215 080014000000 -> send letter in progress (frequency = 1, performance = 1.00)
request complete_67lRIwx_20140520 070051000000 -> send letter in progress (frequency = 1, performance = 1.00)
request complete_73fQQQr_20110316 204227000000 -> phase advice known (frequency = 1, performance = 15.00)
request complete_78GTOdJ_20110906 192851000000 -> send letter in progress (frequency = 1, performance = 1.00)
request complete_78ouGBE_20120302 200235000000 -> phase advice known (frequency = 1, performance = 14.00)
request complete_84Kintx_20110930 000839000000 -> send letter in progress (frequency = 1, performance = 1.00)
request complete_96VLfmM_20120203 004742000000 -> send letter in progress (frequency = 1, performance = 1.00)
request for preliminary injunction received -> set decision status (frequency = 1, performance = 1.00)
request for preliminary injunction received -> set phase: phase permitting irrevocable (frequency = 1, performance = 1.00)
request updated plan -> send letter in progress (frequency = 1, performance = 1.00)
request updated plan -> subcases reassessment plan completed (frequency = 1, performance = 1.00)
request updated plan -> term for submitting updated plan (frequency = 1, performance = 1.00)
resume completeness subcases -> retrieve missing data (frequency = 1, performance = 1.00)
resume completeness subcases -> set decision status (frequency = 1, performance = 1.00)
retrieve missing data -> create cover letter permanent suspension (frequency = 1, performance = 3456027.00)
retrieve missing data -> creating decision permanently suspended (frequency = 1, performance = 4147179.00)
retrieve missing data -> register deadline (frequency = 1, performance = 3935885.00)
retrieve missing data -> send confirmation receipt (frequency = 1, performance = 1.00)
retrieve missing data -> set decision phase suspension decided (frequency = 1, performance = 1.00)
retrieve missing data -> set decision phase suspension sent (frequency = 1, performance = 1.00)
retrieve missing data -> set decision status (frequency = 1, performance = 1.00)
retrieve missing data -> start decision phase extension granted (frequency = 1, performance = 1.00)
retrieve missing data -> term 14 or 26 weeks (frequency = 1, performance = 1.00)
retrieve missing data -> treat subcases content (frequency = 1, performance = 7686920.00)
send confirmation receipt -> MER present (frequency = 1, performance = 1.00)
send confirmation receipt -> MER present in supplement (frequency = 1, performance = 1.00)
send confirmation receipt -> close case (frequency = 1, performance = 4924774.00)
send confirmation receipt -> enter receipt of additional data (frequency = 1, performance = 1.00)
send confirmation receipt -> enter senddate decision environmental permit (frequency = 1, performance = 3327319.00)
send confirmation receipt -> extend procedure term (frequency = 1, performance = 1.00)
send confirmation receipt -> phase procedure aborted (frequency = 1, performance = 968479.00)
send confirmation receipt -> procedure change (frequency = 1, performance = 1.00)
send confirmation receipt -> stop all running subcases 2b (frequency = 1, performance = 1.00)
send confirmation receipt -> term 14 or 26 weeks (frequency = 1, performance = 1.00)
send confirmation receipt additional data -> create cover letter extend procedure term (frequency = 1, performance = 11318396.00)
send confirmation receipt additional data -> create cover letter permanent suspension (frequency = 1, performance = 2246400.00)
send confirmation receipt additional data -> create draft environtmental permit (frequency = 1, performance = 2509169.00)
send confirmation receipt additional data -> creating decision permanently suspended (frequency = 1, performance = 172813.00)
send confirmation receipt additional data -> keep permanently suspended (frequency = 1, performance = 2419164.00)
send confirmation receipt additional data -> procedure change after completeness (frequency = 1, performance = 950399.00)
send confirmation receipt additional data -> request complete (frequency = 1, performance = 4841995.00)
send confirmation receipt additional data -> start WABOprocedure (frequency = 1, performance = 1.00)
send confirmation receipt additional data -> stop all running subcases 2b (frequency = 1, performance = 1.00)
send confirmation receipt additional data -> subcases completeness completed (frequency = 1, performance = 1.00)
send confirmation receipt_01CjjKX_20120403 181030000000 -> send procedure confirmation (frequency = 1, performance = 7.00)
send confirmation receipt_05tshXx_20150223 080019000000 -> send confirmation receipt_36KIIwq_20150223 080020000000 (frequency = 1, performance = 1.00)
send confirmation receipt_06GIUlH_20120524 191858000000 -> regular procedure without MER (frequency = 1, performance = 6.00)
send confirmation receipt_09GdqPe_20110915 202040000000 -> send procedure confirmation (frequency = 1, performance = 30.00)
send confirmation receipt_11gPDZi_20130116 182358000000 -> send confirmation receipt_83VZLur_20130116 182523000000 (frequency = 1, performance = 85.00)
send confirmation receipt_13VfGzf_20140220 080101000000 -> start WABOprocedure (frequency = 1, performance = 1.00)
send confirmation receipt_15gtXdd_20141002 070102000000 -> start WABOprocedure (frequency = 1, performance = 1.00)
send confirmation receipt_28aKqDh_20141013 070101000000 -> start WABOprocedure (frequency = 1, performance = 1.00)
send confirmation receipt_29Cbfxm_20111121 181035000000 -> send procedure confirmation (frequency = 1, performance = 8.00)
send confirmation receipt_32tgITc_20130514 070132000000 -> start WABOprocedure (frequency = 1, performance = 1.00)
send confirmation receipt_33UqQXN_20120403 180526000000 -> send confirmation receipt_01CjjKX_20120403 181030000000 (frequency = 1, performance = 304.00)
send confirmation receipt_35fmusL_20131111 080119000000 -> send confirmation receipt_40KhfUN_20131111 080120000000 (frequency = 1, performance = 1.00)
send confirmation receipt_36KIIwq_20150223 080020000000 -> start WABOprocedure (frequency = 1, performance = 1.00)
send confirmation receipt_39Penzx_20140902 070106000000 -> send confirmation receipt_91sMhdF_20140902 070107000000 (frequency = 1, performance = 1.00)
send confirmation receipt_39hPnIE_20140220 080100000000 -> send confirmation receipt_13VfGzf_20140220 080101000000 (frequency = 1, performance = 1.00)
send confirmation receipt_40KhfUN_20131111 080120000000 -> start WABOprocedure (frequency = 1, performance = 1.00)
send confirmation receipt_41hWSXj_20120524 191231000000 -> send confirmation receipt_06GIUlH_20120524 191858000000 (frequency = 1, performance = 387.00)
send confirmation receipt_42WLrEa_20141002 070101000000 -> send confirmation receipt_15gtXdd_20141002 070102000000 (frequency = 1, performance = 1.00)
send confirmation receipt_55KNeRL_20120119 202345000000 -> request complete_78ouGBE_20120302 200235000000 (frequency = 1, performance = 3713930.00)
send confirmation receipt_64NbHsI_20140414 070039000000 -> start WABOprocedure (frequency = 1, performance = 1.00)
send confirmation receipt_68yAPUl_20141013 070100000000 -> send confirmation receipt_28aKqDh_20141013 070101000000 (frequency = 1, performance = 1.00)
send confirmation receipt_73qkpTR_20131017 070025000000 -> start WABOprocedure (frequency = 1, performance = 1.00)
send confirmation receipt_77AtwpL_20111222 170740000000 -> send procedure confirmation (frequency = 1, performance = 10.00)
send confirmation receipt_83VZLur_20130116 182523000000 -> start WABOprocedure (frequency = 1, performance = 5.00)
send confirmation receipt_84VsNRl_20140414 070038000000 -> send confirmation receipt_64NbHsI_20140414 070039000000 (frequency = 1, performance = 1.00)
send confirmation receipt_91sMhdF_20140902 070107000000 -> activities regular procedure (frequency = 1, performance = 5360334.00)
send confirmation receipt_91ylJnQ_20130514 070131000000 -> send confirmation receipt_32tgITc_20130514 070132000000 (frequency = 1, performance = 1.00)
send confirmation receipt_93ZIWfl_20110915 172123000000 -> send procedure confirmation (frequency = 1, performance = 25.00)
send confirmation receipt_97LBMPC_20131017 070024000000 -> send confirmation receipt_73qkpTR_20131017 070025000000 (frequency = 1, performance = 1.00)
send continuation letter -> phase advice known (frequency = 1, performance = 24.00)
send continuation letter -> request complete (frequency = 1, performance = 116.00)
send decision suspension -> enter senddate decision suspension (frequency = 1, performance = 2.00)
send decision suspension -> register date environmental permit decision (frequency = 1, performance = 7945608.00)
send decision suspension -> set decision phase suspension sent (frequency = 1, performance = 1.00)
send design decision to stakeholders -> creating cover letter decision (frequency = 1, performance = 86366.00)
send design decision to stakeholders -> enter date advice on treatment of environmental permit (frequency = 1, performance = 86388.00)
send design decision to stakeholders -> enter date draft decisionenvironmental permit (frequency = 1, performance = 86398.00)
send design decision to stakeholders -> entering senddate draft decision environmental permit (frequency = 1, performance = 950395.00)
send design decision to stakeholders -> final VVGB applications (frequency = 1, performance = 29.00)
send design decision to stakeholders -> perspective from GS or VROM received (frequency = 1, performance = 4928396.00)
send design decision to stakeholders -> register date environmental permit decision (frequency = 1, performance = 17.00)
send design decision to stakeholders -> set decision status (frequency = 1, performance = 1.00)
send design decision to stakeholders -> suspend term (frequency = 1, performance = 1.00)
send letter in progress -> ask stakeholders views (frequency = 1, performance = 172794.00)
send letter in progress -> assessment of content completed (frequency = 1, performance = 70878186.00)
send letter in progress -> create cover letter extend procedure term (frequency = 1, performance = 172799.00)
send letter in progress -> creating environmental permit decision (frequency = 1, performance = 67793.00)
send letter in progress -> procedure change (frequency = 1, performance = 4.00)
send letter in progress -> register date environmental permit decision (frequency = 1, performance = 497.00)
send letter in progress -> registration date publication (frequency = 1, performance = 1063610.00)
send letter in progress -> start WABOprocedure (frequency = 1, performance = 1.00)
send letter in progress -> stop all running subcases 2b (frequency = 1, performance = 1.00)
send letter in progress -> subcase art. 33 WABO completed (frequency = 1, performance = 1.00)
send procedure confirmation -> article 33 applies (frequency = 1, performance = 17222783.00)
send procedure confirmation -> assessment of content completed (frequency = 1, performance = 5766154.00)
send procedure confirmation -> create publication document (frequency = 1, performance = 290.00)
send procedure confirmation -> creating decision procedure term extension (frequency = 1, performance = 1.00)
send procedure confirmation -> date draft decision for inspection (frequency = 1, performance = 2645052.00)
send procedure confirmation -> enter date advice on treatment of environmental permit (frequency = 1, performance = 652121.00)
send procedure confirmation -> enter date draft decisionenvironmental permit (frequency = 1, performance = 1605506.00)
send procedure confirmation -> enter senddate decision environmental permit (frequency = 1, performance = 30546684.00)
send procedure confirmation -> enter senddate decision procedure term extension (frequency = 1, performance = 4062660.00)
send procedure confirmation -> enter senddate decision suspension (frequency = 1, performance = 2725176.00)
send procedure confirmation -> enter senddate request termination (frequency = 1, performance = 32598.00)
send procedure confirmation -> forward transcript to stakeholders (frequency = 1, performance = 442308.00)
send procedure confirmation -> grounds for refusal (frequency = 1, performance = 4.00)
send procedure confirmation -> phase application receptive (frequency = 1, performance = 2850839.00)
send procedure confirmation -> phase procedure aborted (frequency = 1, performance = 85138.00)
send procedure confirmation -> procedure change after completeness (frequency = 1, performance = 2255340.00)
send procedure confirmation -> receive additional information (frequency = 1, performance = 79855271.00)
send procedure confirmation -> record date of decision environmental permit (frequency = 1, performance = 4061846.00)
send procedure confirmation -> register deadline (frequency = 1, performance = 570694.00)
send procedure confirmation -> request complete_35JEVih_20120124 231722000000 (frequency = 1, performance = 2873372.00)
send procedure confirmation -> set decision phase suspension sent (frequency = 1, performance = 4262222.00)
send procedure confirmation -> set decision status (frequency = 1, performance = 1.00)
send suspension by competent authority -> start date suspension competent authority (frequency = 1, performance = 1.00)
set decision phase decision no permit required sent -> set decision phase no permit required decided (frequency = 1, performance = 1.00)
set decision phase decision permitting decided -> ask stakeholders views (frequency = 1, performance = 172800.00)
set decision phase decision permitting decided -> phase additional information received (frequency = 1, performance = 33694.00)
set decision phase decision permitting decided -> phase decision ready (frequency = 1, performance = 52327.00)
set decision phase decision permitting decided -> set decision phase suspension sent (frequency = 1, performance = 1.00)
set decision phase decision permitting decided -> set decision phase: draft decision permitted sent (frequency = 1, performance = 1.00)
set decision phase decision permitting decided -> suspension ground applicable (frequency = 1, performance = 1.00)
set decision phase decision permitting published -> close case (frequency = 1, performance = 3715204.00)
set decision phase inspection of decision permitting -> close case (frequency = 1, performance = 3715200.00)
set decision phase inspection of decision permitting -> register deadline (frequency = 1, performance = 3715234.00)
set decision phase inspection of decision permitting -> start decision phase decision permitting sent (frequency = 1, performance = 86386.00)
set decision phase no permit required decided -> set decision status (frequency = 1, performance = 1.00)
set decision phase suspension decided -> article 33 applies (frequency = 1, performance = 86342.00)
set decision phase suspension decided -> enter senddate decision suspension (frequency = 1, performance = 6480000.00)
set decision phase suspension sent -> OLO messaging active (frequency = 1, performance = 518350.00)
set decision phase suspension sent -> enter enddate suspension art. 33 WABO (frequency = 1, performance = 14432408.00)
set decision phase suspension sent -> procedure change (frequency = 1, performance = 60012.00)
set decision phase suspension sent -> register submission date request (frequency = 1, performance = 432005.00)
set decision phase suspension sent -> request complete (frequency = 1, performance = 44688.00)
set decision phase unlicensed irrevocable -> create decision no permit required (frequency = 1, performance = 172800.00)
set decision phase: draft decision for inspection -> enter senddate draft decision (frequency = 1, performance = 4060829.00)
set decision phase: draft decision for inspection -> perspective from GS or VROM received (frequency = 1, performance = 5353184.00)
set decision phase: draft decision for inspection -> perspective on draft decision environmental permit received (frequency = 1, performance = 4060809.00)
set decision phase: draft decision for inspection -> set decision phase: draft decision permitted sent (frequency = 1, performance = 1.00)
set decision phase: draft decision permitted sent -> submit draft decision (frequency = 1, performance = 1.00)
set decision phase: suspension cancelled -> MER present in supplement (frequency = 1, performance = 1036822.00)
set decision phase: suspension cancelled -> article 33 applies (frequency = 1, performance = 345600.00)
set decision phase: suspension cancelled -> enter date decision suspension (frequency = 1, performance = 56667.00)
set decision phase: suspension cancelled -> enter senddate decision (frequency = 1, performance = 86397.00)
set decision phase: suspension cancelled -> phase procedure resumed (frequency = 1, performance = 54801.00)
set decision phase: suspension cancelled -> receive additional information (frequency = 1, performance = 431997.00)
set decision phase: suspension cancelled -> start decision phase decision permitting sent (frequency = 1, performance = 86399.00)
set decision phase: suspension cancelled -> subcase art. 33 WABO completed (frequency = 1, performance = 59588.00)
set decision status -> create cover letter extend procedure term (frequency = 1, performance = 172803.00)
set decision status -> create cover letter permanent suspension (frequency = 1, performance = 604820.00)
set decision status -> create publication document (frequency = 1, performance = 86389.00)
set decision status -> decision date prior to decision (frequency = 1, performance = 1.00)
set decision status -> generating decision environmental permit (frequency = 1, performance = 604823.00)
set decision status -> phase decision ready (frequency = 1, performance = 518398.00)
set decision status -> set phase decision revoked (frequency = 1, performance = 1.00)
set decision status -> transcript decision environmental permit to stakeholders (frequency = 1, performance = 1.00)
set phase decision revoked -> treat appeal subcase (frequency = 1, performance = 1.00)
set phase: phase permitting irrevocable -> WAW permit aspect (frequency = 1, performance = 228989.00)
set phase: phase permitting irrevocable -> appeal logded (frequency = 1, performance = 7862404.00)
set phase: phase permitting irrevocable -> article 34  WABO applies (frequency = 1, performance = 2024213.00)
set phase: phase permitting irrevocable -> ask stakeholders views (frequency = 1, performance = 1468790.00)
set phase: phase permitting irrevocable -> enter senddate decision environmental permit_59OnVJw_20111003 070001000000 (frequency = 1, performance = 518400.00)
set phase: phase permitting irrevocable -> phase concept draft decision ready (frequency = 1, performance = 8180998.00)
set phase: phase permitting irrevocable -> register date environmental permit decision (frequency = 1, performance = 33436.00)
set phase: phase permitting irrevocable -> registration date publication (frequency = 1, performance = 86409.00)
set phase: phase permitting irrevocable -> start decision phase decision permitting sent (frequency = 1, performance = 86416.00)
start WABOprocedure -> MER present in supplement (frequency = 1, performance = 10059813.00)
start WABOprocedure -> copy decision permanent suspension to stakeholders (frequency = 1, performance = 2937576.00)
start WABOprocedure -> create decision procedure term extension (frequency = 1, performance = 3797966.00)
start WABOprocedure -> create draft environtmental permit (frequency = 1, performance = 10457975.00)
start WABOprocedure -> creating decision procedure term extension (frequency = 1, performance = 4057107.00)
start WABOprocedure -> enter date advice on treatment of environmental permit (frequency = 1, performance = 5270359.00)
start WABOprocedure -> enter date draft decisionenvironmental permit (frequency = 1, performance = 10244313.00)
start WABOprocedure -> enter enddate suspension art. 33 WABO (frequency = 1, performance = 3240235.00)
start WABOprocedure -> enter senddate decision environmental permit (frequency = 1, performance = 1641583.00)
start WABOprocedure -> enter senddate decision procedure term extension (frequency = 1, performance = 4439541.00)
start WABOprocedure -> enter senddate decision suspension (frequency = 1, performance = 2993619.00)
start WABOprocedure -> inform BAG administrator (frequency = 1, performance = 432072.00)
start WABOprocedure -> phased application (frequency = 1, performance = 1.00)
start WABOprocedure -> register date environmental permit decision (frequency = 1, performance = 691271.00)
start WABOprocedure -> register deadline (frequency = 1, performance = 2107403.00)
start WABOprocedure -> register number of days extension period (frequency = 1, performance = 2862419.00)
start WABOprocedure -> request complete_30LwnId_20130226 231119000000 (frequency = 1, performance = 3559551.00)
start WABOprocedure -> suspension ground applicable (frequency = 1, performance = 1.00)
start WABOprocedure -> treat subcases completeness (frequency = 1, performance = 1.00)
start date suspension competent authority -> phase procedure term suspended (frequency = 1, performance = 86382.00)
start date suspension competent authority -> request complete (frequency = 1, performance = 56.00)
start date suspension competent authority -> suspend term (frequency = 1, performance = 1.00)
start decision phase decision permitting sent -> MER present in supplement (frequency = 1, performance = 6310754.00)
start decision phase decision permitting sent -> OLO messaging active (frequency = 1, performance = 86408.00)
start decision phase decision permitting sent -> article 34  WABO applies (frequency = 1, performance = 172760.00)
start decision phase decision permitting sent -> creating environmental permit decision (frequency = 1, performance = 39366.00)
start decision phase decision permitting sent -> enter date publication decision environmental permit (frequency = 1, performance = 4924798.00)
start decision phase decision permitting sent -> enter senddate decision environmental permit_15wKiOD_20130301 170135000000 (frequency = 1, performance = 32488.00)
start decision phase decision permitting sent -> objections and preliminary injunction in system (frequency = 1, performance = 3887925.00)
start decision phase decision permitting sent -> phase decision ready (frequency = 1, performance = 36969.00)
start decision phase decision permitting sent -> phase decision suspended (frequency = 1, performance = 32772.00)
start decision phase decision permitting sent -> start decisionphase draft decision - permitting decided (frequency = 1, performance = 1.00)
start decision phase decision permitting sent -> stop all running subcases 2b (frequency = 1, performance = 1.00)
start decision phase decision permitting sent -> subcases completed present decision (frequency = 1, performance = 1.00)
start decision phase decision permitting sent -> suspend term (frequency = 1, performance = 1.00)
start decision phase decision permitting sent -> treat subcases content (frequency = 1, performance = 1.00)
start decision phase extension granted -> by law (frequency = 1, performance = 2419196.00)
start decision phase extension granted -> copy decision to extend procedure to stakeholders (frequency = 1, performance = 345667.00)
start decision phase extension granted -> create message terminate request (frequency = 1, performance = 10717189.00)
start decision phase extension granted -> decision date prior to decision (frequency = 1, performance = 86396.00)
start decision phase extension granted -> enter receipt of additional data (frequency = 1, performance = 86338.00)
start decision phase extension granted -> phase additional information received (frequency = 1, performance = 3145323.00)
start decision phase extension granted -> phase advice known (frequency = 1, performance = 2651283.00)
start decision phase extension granted -> phase application receptive (frequency = 1, performance = 777579.00)
start decision phase extension granted -> phase asked additional information (frequency = 1, performance = 4665590.00)
start decision phase extension granted -> procedure change (frequency = 1, performance = 2505563.00)
start decision phase extension granted -> send confirmation receipt additional data (frequency = 1, performance = 3283188.00)
start decision phase extension granted -> set decision phase unlicensed irrevocable (frequency = 1, performance = 5270389.00)
start decision phase extension granted -> set decision status (frequency = 1, performance = 57292.00)
start decision phase extension granted -> start date suspension competent authority (frequency = 1, performance = 1243623.00)
start decision phase extension granted -> suspension ground applicable (frequency = 1, performance = 1.00)
start decision phase permanent suspension sent -> decision permanent suspension irrevocable (frequency = 1, performance = 3970800.00)
start decision phase permanent suspension sent -> enter senddate decision permanent suspension (frequency = 1, performance = 33895.00)
start decision phase permanent suspension sent -> objection to permanent suspension received (frequency = 1, performance = 570844.00)
start decision phase permanently suspended decided -> create cover letter permanent suspension (frequency = 1, performance = 691179.00)
start decision phase permanently suspended decided -> creating decision permanently suspended (frequency = 1, performance = 86397.00)
start decision phase permanently suspended decided -> keep permanently suspended (frequency = 1, performance = 59731.00)
start decision phase permanently suspended decided -> stop all running subcases 2b (frequency = 1, performance = 1.00)
