Case,Timestamp,Activity,Activity_fixed,Resource,label
4924,2024-12-06 01:01:13.759,prepare drinks,prepare drinks,Barman-000002,
4924,2024-12-06 01:02:50.959,Bring drinks,Bring drinks,Barman-000003,
4924,2024-12-06 01:09:47.484,Review drinks,Review drinks,Waiter-000003,
4924,2024-12-06 01:09:55.221,prepare drinks,prepare drinks,Barman-000001,
4924,2024-12-06 01:11:54.628,Bring drinks,Bring drinks,Barman-000003,
4924,2024-12-06 01:19:39.669,Review drinks,Review drinks,Waiter-000004,
4924,2024-12-17 23:39:14.521,Prepare main course,Prepare main course,Cook-000003,
4924,2024-12-24 19:56:48.157,Signal food complete,Signal food complete,Cook-000001,
4924,2024-12-24 20:12:05.659,Bring food,Bring food,Cook helper-000002,
4924,2024-12-24 20:27:51.656,Deliver to customer,Deliver to customer,Waiter-000002,
4924,2024-12-24 20:29:13.391,EVENT 8 END,EVENT 8 END,,
4926,2024-12-06 01:30:00.000,Take order,Take order,Waiter-000005,
4926,2024-12-06 01:30:00.000,start,start,,
4926,2024-12-06 01:36:53.532,Review order,Review order,Waiter-000002,
4926,2024-12-06 01:37:17.882,prepare drinks,prepare drinks,Barman-000001,
4926,2024-12-06 01:54:48.626,Bring drinks,Bring drinks,Barman-000001,
4926,2024-12-06 18:00:06.006,Review drinks,Review drinks,Waiter-000004,
4926,2024-12-17 23:51:21.901,Prepare main course,Prepare main course,Cook-000001,
4926,2024-12-24 20:12:05.659,Signal food complete,Signal food complete,Cook-000001,
4926,2024-12-24 21:18:33.723,Bring food,Bring food,Cook helper-000003,
4926,2024-12-24 21:24:23.334,Deliver to customer,Deliver to customer,Waiter-000004,
4926,2024-12-24 21:26:28.100,EVENT 8 END,EVENT 8 END,,
4929,2024-12-06 18:15:00.000,Take order,Take order,Waiter-000002,
4929,2024-12-06 18:15:00.000,start,start,,
4929,2024-12-06 18:24:07.333,Review order,Review order,Waiter-000005,
4929,2024-12-06 18:24:59.998,Prepare starter,Prepare starter,Cook helper-000002,
4929,2024-12-06 18:24:59.998,prepare drinks,prepare drinks,Barman-000002,
4929,2024-12-06 18:31:46.467,Bring drinks,Bring drinks,Barman-000003,
4929,2024-12-06 18:35:46.276,Review drinks,Review drinks,Waiter-000005,
4929,2024-12-06 18:36:06.016,prepare drinks,prepare drinks,Barman-000001,
4929,2024-12-06 18:42:49.297,Bring drinks,Bring drinks,Barman-000003,
4929,2024-12-06 18:51:14.716,Review drinks,Review drinks,Waiter-000005,
4929,2024-12-18 00:33:37.687,Prepare main course,Prepare main course,Cook-000001,
4929,2024-12-24 20:48:55.500,Signal food complete,Signal food complete,Cook-000003,
4929,2024-12-24 21:22:12.953,Bring food,Bring food,Cook helper-000002,
4929,2024-12-24 21:23:29.596,Deliver to customer,Deliver to customer,Waiter-000002,
4929,2024-12-24 21:23:53.501,EVENT 8 END,EVENT 8 END,,
4930,2024-12-06 18:30:00.000,Take order,Take order,Waiter-000003,
4930,2024-12-06 18:30:00.000,start,start,,
4930,2024-12-06 18:30:26.093,Review order,Review order,Waiter-000004,
4930,2024-12-06 18:31:00.653,prepare drinks,prepare drinks,Barman-000001,
4930,2024-12-06 18:32:32.417,Bring drinks,Bring drinks,Barman-000002,
4930,2024-12-06 18:38:41.452,Review drinks,Review drinks,Waiter-000001,
4930,2024-12-18 00:38:57.256,Prepare main course,Prepare main course,Cook-000002,
4930,2024-12-24 21:02:51.938,Signal food complete,Signal food complete,Cook-000002,
4930,2024-12-24 21:47:46.495,Bring food,Bring food,Cook helper-000003,
4930,2024-12-24 21:49:39.642,Deliver to customer,Deliver to customer,Waiter-000005,
4930,2024-12-24 21:51:23.793,EVENT 8 END,EVENT 8 END,,
4932,2024-12-06 19:00:00.000,Take order,Take order,Waiter-000004,
4932,2024-12-06 19:00:00.000,start,start,,
4932,2024-12-06 19:01:54.000,Review order,Review order,Waiter-000005,
4932,2024-12-06 19:02:02.642,prepare drinks,prepare drinks,Barman-000003,
4932,2024-12-06 19:04:11.282,Bring drinks,Bring drinks,Barman-000002,
4932,2024-12-06 19:15:24.950,Review drinks,Review drinks,Waiter-000004,
4932,2024-12-18 01:41:31.542,Prepare main course,Prepare main course,Cook-000002,
4932,2024-12-24 21:22:12.953,Signal food complete,Signal food complete,Cook-000003,
4932,2024-12-24 21:30:35.764,Bring food,Bring food,Cook helper-000001,
4932,2024-12-24 21:32:11.719,Deliver to customer,Deliver to customer,Waiter-000001,
4932,2024-12-24 21:32:20.362,EVENT 8 END,EVENT 8 END,,
4933,2024-12-06 19:15:00.000,Take order,Take order,Waiter-000001,
4933,2024-12-06 19:15:00.000,start,start,,
4933,2024-12-06 19:16:41.289,Review order,Review order,Waiter-000005,
4933,2024-12-06 19:17:00.898,prepare drinks,prepare drinks,Barman-000001,
4933,2024-12-06 19:18:34.456,Bring drinks,Bring drinks,Barman-000003,
4933,2024-12-06 19:25:29.125,Review drinks,Review drinks,Waiter-000002,
4933,2024-12-06 19:25:41.645,prepare drinks,prepare drinks,Barman-000002,
4933,2024-12-06 19:26:15.149,Bring drinks,Bring drinks,Barman-000001,
4933,2024-12-06 19:29:15.734,Review drinks,Review drinks,Waiter-000003,
4933,2024-12-18 01:56:53.429,Prepare main course,Prepare main course,Cook-000002,
4933,2024-12-24 21:30:35.764,Signal food complete,Signal food complete,Cook-000003,
4933,2024-12-24 21:57:09.292,Bring food,Bring food,Cook helper-000001,
4933,2024-12-24 21:59:48.454,Deliver to customer,Deliver to customer,Waiter-000004,
4933,2024-12-24 22:04:37.991,EVENT 8 END,EVENT 8 END,,
4935,2024-12-06 19:45:00.000,Take order,Take order,Waiter-000002,
4935,2024-12-06 19:45:00.000,start,start,,
4935,2024-12-06 19:45:39.780,Review order,Review order,Waiter-000003,
4935,2024-12-06 19:46:18.545,prepare drinks,prepare drinks,Barman-000002,
4935,2024-12-06 19:50:42.787,Bring drinks,Bring drinks,Barman-000001,
4935,2024-12-06 20:10:16.709,Review drinks,Review drinks,Waiter-000005,
4935,2024-12-18 18:03:12.243,Prepare main course,Prepare main course,Cook-000003,
4935,2024-12-24 21:58:12.932,Signal food complete,Signal food complete,Cook-000002,
4935,2024-12-24 23:02:29.744,Bring food,Bring food,Cook helper-000002,
4935,2024-12-24 23:09:15.755,Deliver to customer,Deliver to customer,Waiter-000004,
4935,2024-12-24 23:09:45.601,EVENT 8 END,EVENT 8 END,,
4942,2024-12-06 21:30:00.000,Take order,Take order,Waiter-000003,
4942,2024-12-06 21:30:00.000,start,start,,
4942,2024-12-06 21:30:04.844,Review order,Review order,Waiter-000005,
4942,2024-12-06 21:33:18.577,prepare drinks,prepare drinks,Barman-000003,
4942,2024-12-06 22:06:37.423,Bring drinks,Bring drinks,Barman-000002,
4942,2024-12-06 22:10:45.226,Review drinks,Review drinks,Waiter-000003,
4942,2024-12-18 20:33:14.934,Prepare main course,Prepare main course,Cook-000001,
4942,2024-12-24 23:02:29.744,Signal food complete,Signal food complete,Cook-000002,
4942,2024-12-24 23:40:16.201,Bring food,Bring food,Cook helper-000003,
4942,2024-12-24 23:43:00.963,Deliver to customer,Deliver to customer,Waiter-000005,
4942,2024-12-24 23:45:08.658,EVENT 8 END,EVENT 8 END,,
4944,2024-12-06 22:00:00.000,Take order,Take order,Waiter-000004,
4944,2024-12-06 22:00:00.000,start,start,,
4944,2024-12-06 22:06:23.022,Review order,Review order,Waiter-000001,
4944,2024-12-06 22:06:45.344,prepare drinks,prepare drinks,Barman-000001,
4944,2024-12-06 22:14:36.577,Bring drinks,Bring drinks,Barman-000003,
4944,2024-12-06 22:26:28.751,Review drinks,Review drinks,Waiter-000001,
4944,2024-12-18 21:16:23.092,Prepare main course,Prepare main course,Cook-000002,
4944,2024-12-24 23:40:16.201,Signal food complete,Signal food complete,Cook-000002,
4944,2024-12-25 01:54:20.030,Bring food,Bring food,Cook helper-000001,
4944,2024-12-25 18:10:15.977,Deliver to customer,Deliver to customer,Waiter-000003,
4944,2024-12-25 18:10:40.354,EVENT 8 END,EVENT 8 END,,
4945,2024-12-06 22:15:00.000,Take order,Take order,Waiter-000002,
4945,2024-12-06 22:15:00.000,start,start,,
4945,2024-12-06 22:16:12.873,Review order,Review order,Waiter-000005,
4945,2024-12-06 22:17:41.407,prepare drinks,prepare drinks,Barman-000002,
4945,2024-12-06 22:20:35.877,Bring drinks,Bring drinks,Barman-000001,
4945,2024-12-06 22:27:07.194,Review drinks,Review drinks,Waiter-000003,
4945,2024-12-06 22:28:35.038,prepare drinks,prepare drinks,Barman-000002,
4945,2024-12-06 22:38:32.566,Bring drinks,Bring drinks,Barman-000003,
4945,2024-12-06 22:55:05.422,Review drinks,Review drinks,Waiter-000002,
4945,2024-12-06 22:55:37.607,prepare drinks,prepare drinks,Barman-000002,
4945,2024-12-06 23:03:09.094,Bring drinks,Bring drinks,Barman-000002,
4945,2024-12-06 23:13:39.601,Review drinks,Review drinks,Waiter-000003,
4945,2024-12-06 23:14:45.295,prepare drinks,prepare drinks,Barman-000002,
4945,2024-12-06 23:29:05.422,Bring drinks,Bring drinks,Barman-000003,
4945,2024-12-06 23:59:33.969,Review drinks,Review drinks,Waiter-000005,
4945,2024-12-18 21:24:39.511,Prepare main course,Prepare main course,Cook-000001,
4945,2024-12-25 00:44:31.747,Signal food complete,Signal food complete,Cook-000003,
4945,2024-12-25 00:55:38.622,Bring food,Bring food,Cook helper-000003,
4945,2024-12-25 01:01:17.907,Deliver to customer,Deliver to customer,Waiter-000001,
4945,2024-12-25 01:01:33.567,EVENT 8 END,EVENT 8 END,,
4946,2024-12-06 22:30:00.000,Take order,Take order,Waiter-000002,
4946,2024-12-06 22:30:00.000,start,start,,
4946,2024-12-06 22:30:56.348,Review order,Review order,Waiter-000005,
4946,2024-12-06 22:32:48.005,prepare drinks,prepare drinks,Barman-000003,
4946,2024-12-06 22:35:49.977,Bring drinks,Bring drinks,Barman-000001,
4946,2024-12-06 22:36:26.800,Review drinks,Review drinks,Waiter-000004,
4946,2024-12-18 21:42:26.746,Prepare main course,Prepare main course,Cook-000002,
4946,2024-12-24 23:43:29.759,Signal food complete,Signal food complete,Cook-000001,
4946,2024-12-24 23:51:55.447,Bring food,Bring food,Cook helper-000001,
4946,2024-12-24 23:52:33.598,Deliver to customer,Deliver to customer,Waiter-000003,
4946,2024-12-24 23:53:46.337,EVENT 8 END,EVENT 8 END,,
4947,2024-12-06 22:45:00.000,Take order,Take order,Waiter-000001,
4947,2024-12-06 22:45:00.000,start,start,,
4947,2024-12-06 22:45:50.309,Review order,Review order,Waiter-000003,
4947,2024-12-06 22:46:24.630,Prepare starter,Prepare starter,Cook helper-000001,
4947,2024-12-06 22:46:24.630,prepare drinks,prepare drinks,Barman-000001,
4947,2024-12-06 22:57:57.602,Bring drinks,Bring drinks,Barman-000003,
4947,2024-12-06 23:29:05.422,Review drinks,Review drinks,Waiter-000003,
4947,2024-12-06 23:32:55.601,prepare drinks,prepare drinks,Barman-000001,
4947,2024-12-06 23:32:56.942,Bring drinks,Bring drinks,Barman-000001,
4947,2024-12-06 23:48:39.133,Review drinks,Review drinks,Waiter-000002,
4947,2024-12-18 21:47:49.125,Prepare main course,Prepare main course,Cook-000002,
4947,2024-12-24 23:51:55.447,Signal food complete,Signal food complete,Cook-000001,
4947,2024-12-25 00:36:34.610,Bring food,Bring food,Cook helper-000001,
4947,2024-12-25 00:40:33.877,Deliver to customer,Deliver to customer,Waiter-000001,
4947,2024-12-25 00:40:55.744,EVENT 8 END,EVENT 8 END,,
495,2024-05-27 21:45:00.000,Take order,Take order,Waiter-000001,
495,2024-05-27 21:45:00.000,start,start,,
495,2024-05-27 21:51:39.800,Review order,Review order,Waiter-000002,
495,2024-05-27 21:51:43.261,Prepare starter,Prepare starter,Cook helper-000001,
495,2024-05-27 21:51:43.261,prepare drinks,prepare drinks,Barman-000001,
495,2024-05-27 21:51:48.676,Bring drinks,Bring drinks,Barman-000002,
495,2024-05-27 21:53:54.995,Review drinks,Review drinks,Waiter-000003,
495,2024-05-28 20:22:51.548,Prepare main course,Prepare main course,Cook-000003,
495,2024-05-29 20:22:16.376,Signal food complete,Signal food complete,Cook-000001,
495,2024-05-29 20:42:57.853,Bring food,Bring food,Cook helper-000001,
495,2024-05-29 20:51:38.520,Deliver to customer,Deliver to customer,Waiter-000002,
495,2024-05-29 20:57:01.908,EVENT 8 END,EVENT 8 END,,
4952,2024-12-07 00:00:00.000,Take order,Take order,Waiter-000004,
4952,2024-12-07 00:00:00.000,start,start,,
4952,2024-12-07 00:00:44.512,Review order,Review order,Waiter-000002,
4952,2024-12-07 00:00:44.792,prepare drinks,prepare drinks,Barman-000002,
4952,2024-12-07 00:02:55.074,Bring drinks,Bring drinks,Barman-000001,
4952,2024-12-07 00:04:48.382,Review drinks,Review drinks,Waiter-000003,
4952,2024-12-18 23:41:11.229,Prepare main course,Prepare main course,Cook-000001,
4952,2024-12-25 00:58:34.303,Signal food complete,Signal food complete,Cook-000001,
4952,2024-12-25 01:00:40.805,Bring food,Bring food,Cook helper-000001,
4952,2024-12-25 01:04:28.374,Deliver to customer,Deliver to customer,Waiter-000002,
4952,2024-12-25 01:04:44.877,EVENT 8 END,EVENT 8 END,,
4953,2024-12-07 00:15:00.000,Take order,Take order,Waiter-000004,
4953,2024-12-07 00:15:00.000,start,start,,
4953,2024-12-07 00:16:44.652,Review order,Review order,Waiter-000002,
4953,2024-12-07 00:17:05.463,Prepare starter,Prepare starter,Cook helper-000002,
4953,2024-12-07 00:17:05.463,prepare drinks,prepare drinks,Barman-000003,
4953,2024-12-07 00:20:04.663,Bring drinks,Bring drinks,Barman-000002,
4953,2024-12-07 00:20:30.906,Review drinks,Review drinks,Waiter-000003,
4953,2024-12-18 23:41:45.462,Prepare main course,Prepare main course,Cook-000001,
4953,2024-12-25 00:59:40.170,Signal food complete,Signal food complete,Cook-000003,
4953,2024-12-25 01:38:44.171,Bring food,Bring food,Cook helper-000003,
4953,2024-12-25 01:41:20.182,Deliver to customer,Deliver to customer,Waiter-000001,
4953,2024-12-25 01:43:00.762,EVENT 8 END,EVENT 8 END,,
4954,2024-12-07 00:30:00.000,Take order,Take order,Waiter-000001,
4954,2024-12-07 00:30:00.000,start,start,,
4954,2024-12-07 00:30:33.094,Review order,Review order,Waiter-000005,
4954,2024-12-07 00:32:31.715,prepare drinks,prepare drinks,Barman-000001,
4954,2024-12-07 00:37:27.892,Bring drinks,Bring drinks,Barman-000003,
4954,2024-12-07 00:41:28.979,Review drinks,Review drinks,Waiter-000004,
4954,2024-12-19 00:14:36.262,Prepare main course,Prepare main course,Cook-000002,
4954,2024-12-25 01:00:40.805,Signal food complete,Signal food complete,Cook-000001,
4954,2024-12-25 01:14:35.712,Bring food,Bring food,Cook helper-000002,
4954,2024-12-25 01:16:15.667,Deliver to customer,Deliver to customer,Waiter-000003,
4954,2024-12-25 01:16:26.702,EVENT 8 END,EVENT 8 END,,
4955,2024-12-07 00:45:00.000,Take order,Take order,Waiter-000002,
4955,2024-12-07 00:45:00.000,start,start,,
4955,2024-12-07 00:47:33.053,Review order,Review order,Waiter-000003,
4955,2024-12-07 00:49:36.922,prepare drinks,prepare drinks,Barman-000002,
4955,2024-12-07 00:51:59.051,Bring drinks,Bring drinks,Barman-000001,
4955,2024-12-07 00:53:27.118,Review drinks,Review drinks,Waiter-000001,
4955,2024-12-19 00:24:43.877,Prepare main course,Prepare main course,Cook-000001,
4955,2024-12-25 01:14:35.712,Signal food complete,Signal food complete,Cook-000001,
4955,2024-12-25 01:42:28.314,Bring food,Bring food,Cook helper-000001,
4955,2024-12-25 01:44:06.175,Deliver to customer,Deliver to customer,Waiter-000005,
4955,2024-12-25 01:45:11.677,EVENT 8 END,EVENT 8 END,,
4956,2024-12-07 01:00:00.000,Take order,Take order,Waiter-000002,
4956,2024-12-07 01:00:00.000,start,start,,
4956,2024-12-07 01:00:26.872,Review order,Review order,Waiter-000003,
4956,2024-12-07 01:01:32.609,Prepare starter,Prepare starter,Cook helper-000003,
4956,2024-12-07 01:01:32.609,prepare drinks,prepare drinks,Barman-000003,
4956,2024-12-07 01:05:33.933,Bring drinks,Bring drinks,Barman-000002,
4956,2024-12-07 01:07:40.784,Review drinks,Review drinks,Waiter-000005,
4956,2024-12-07 01:10:32.163,prepare drinks,prepare drinks,Barman-000001,
4956,2024-12-07 01:18:30.249,Bring drinks,Bring drinks,Barman-000002,
4956,2024-12-07 01:22:11.815,Review drinks,Review drinks,Waiter-000001,
4956,2024-12-07 01:22:18.781,prepare drinks,prepare drinks,Barman-000001,
4956,2024-12-07 01:31:53.453,Bring drinks,Bring drinks,Barman-000003,
4956,2024-12-07 01:36:42.960,Review drinks,Review drinks,Waiter-000001,
4956,2024-12-07 01:37:42.103,prepare drinks,prepare drinks,Barman-000003,
4956,2024-12-07 01:43:17.827,Bring drinks,Bring drinks,Barman-000001,
4956,2024-12-07 01:44:48.522,Review drinks,Review drinks,Waiter-000005,
4956,2024-12-19 00:32:22.480,Prepare main course,Prepare main course,Cook-000002,
4956,2024-12-25 01:38:44.171,Signal food complete,Signal food complete,Cook-000003,
4956,2024-12-25 01:49:23.171,Bring food,Bring food,Cook helper-000002,
4956,2024-12-25 01:55:49.338,Deliver to customer,Deliver to customer,Waiter-000002,
4956,2024-12-25 01:59:45.659,EVENT 8 END,EVENT 8 END,,
4957,2024-12-07 01:15:00.000,Take order,Take order,Waiter-000002,
4957,2024-12-07 01:15:00.000,start,start,,
4957,2024-12-07 01:18:11.041,Review order,Review order,Waiter-000003,
4957,2024-12-07 01:18:28.386,Prepare starter,Prepare starter,Cook helper-000001,
4957,2024-12-07 01:18:28.386,prepare drinks,prepare drinks,Barman-000003,
4957,2024-12-07 01:30:50.062,Bring drinks,Bring drinks,Barman-000002,
4957,2024-12-07 01:36:27.170,Review drinks,Review drinks,Waiter-000003,
4957,2024-12-07 01:36:49.097,prepare drinks,prepare drinks,Barman-000002,
4957,2024-12-07 01:44:53.906,Bring drinks,Bring drinks,Barman-000003,
4957,2024-12-07 01:51:02.024,Review drinks,Review drinks,Waiter-000002,
4957,2024-12-19 00:54:27.553,Prepare main course,Prepare main course,Cook-000003,
4957,2024-12-25 01:49:26.136,Signal food complete,Signal food complete,Cook-000003,
4957,2024-12-25 18:25:00.355,Bring food,Bring food,Cook helper-000001,
4957,2024-12-25 18:27:11.425,Deliver to customer,Deliver to customer,Waiter-000005,
4957,2024-12-25 18:30:17.243,EVENT 8 END,EVENT 8 END,,
4959,2024-12-07 01:45:00.000,Take order,Take order,Waiter-000003,
4959,2024-12-07 01:45:00.000,start,start,,
4959,2024-12-07 01:45:29.829,Review order,Review order,Waiter-000001,
4959,2024-12-07 01:45:46.961,prepare drinks,prepare drinks,Barman-000001,
4959,2024-12-09 18:02:08.398,Bring drinks,Bring drinks,Barman-000003,
4959,2024-12-09 18:05:05.048,Review drinks,Review drinks,Waiter-000001,
4959,2024-12-19 01:04:18.036,Prepare main course,Prepare main course,Cook-000002,
4959,2024-12-25 01:49:23.171,Signal food complete,Signal food complete,Cook-000003,
4959,2024-12-25 01:49:26.136,Bring food,Bring food,Cook helper-000003,
4959,2024-12-25 01:51:13.350,Deliver to customer,Deliver to customer,Waiter-000004,
4959,2024-12-25 01:52:00.606,EVENT 8 END,EVENT 8 END,,
496,2024-05-27 22:00:00.000,Take order,Take order,Waiter-000004,
496,2024-05-27 22:00:00.000,start,start,,
496,2024-05-27 22:02:28.428,Review order,Review order,Waiter-000005,
496,2024-05-27 22:02:33.429,prepare drinks,prepare drinks,Barman-000003,
496,2024-05-27 22:09:08.621,Bring drinks,Bring drinks,Barman-000001,
496,2024-05-27 22:10:47.950,Review drinks,Review drinks,Waiter-000003,
496,2024-05-28 20:43:05.523,Prepare main course,Prepare main course,Cook-000001,
496,2024-05-29 20:45:31.285,Signal food complete,Signal food complete,Cook-000001,
496,2024-05-29 20:59:47.744,Bring food,Bring food,Cook helper-000003,
496,2024-05-29 20:59:51.602,Deliver to customer,Deliver to customer,Waiter-000001,
496,2024-05-29 21:02:01.337,EVENT 8 END,EVENT 8 END,,
4960,2024-12-07 02:00:00.000,start,start,,
4960,2024-12-09 18:00:00.000,Take order,Take order,Waiter-000005,
4960,2024-12-09 18:00:57.279,Review order,Review order,Waiter-000003,
4960,2024-12-09 18:01:06.309,Prepare starter,Prepare starter,Cook helper-000001,
4960,2024-12-09 18:01:06.309,prepare drinks,prepare drinks,Barman-000002,
4960,2024-12-09 18:03:54.830,Bring drinks,Bring drinks,Barman-000001,
4960,2024-12-09 18:17:39.974,Review drinks,Review drinks,Waiter-000001,
4960,2024-12-19 01:07:33.931,Signal food complete,Signal food complete,Cook-000002,
4960,2024-12-19 01:41:17.336,Bring food,Bring food,Cook helper-000001,
4960,2024-12-19 01:49:01.540,Deliver to customer,Deliver to customer,Waiter-000001,
4960,2024-12-19 01:50:21.259,EVENT 8 END,EVENT 8 END,,
4962,2024-12-09 18:30:00.000,Take order,Take order,Waiter-000005,
4962,2024-12-09 18:30:00.000,start,start,,
4962,2024-12-09 18:31:14.575,Review order,Review order,Waiter-000001,
4962,2024-12-09 18:31:53.388,prepare drinks,prepare drinks,Barman-000002,
4962,2024-12-09 18:50:36.584,Bring drinks,Bring drinks,Barman-000003,
4962,2024-12-09 18:52:50.753,Review drinks,Review drinks,Waiter-000005,
4962,2024-12-19 01:28:01.354,Prepare main course,Prepare main course,Cook-000001,
4962,2024-12-25 01:54:20.030,Signal food complete,Signal food complete,Cook-000002,
4962,2024-12-25 18:33:08.102,Bring food,Bring food,Cook helper-000002,
4962,2024-12-25 18:33:41.872,Deliver to customer,Deliver to customer,Waiter-000004,
4962,2024-12-25 18:35:43.070,EVENT 8 END,EVENT 8 END,,
4964,2024-12-09 19:00:00.000,Take order,Take order,Waiter-000002,
4964,2024-12-09 19:00:00.000,start,start,,
4964,2024-12-09 19:03:31.231,Review order,Review order,Waiter-000004,
4964,2024-12-09 19:04:02.332,Prepare starter,Prepare starter,Cook helper-000003,
4964,2024-12-09 19:04:02.332,prepare drinks,prepare drinks,Barman-000001,
4964,2024-12-09 19:13:38.640,Bring drinks,Bring drinks,Barman-000002,
4964,2024-12-09 19:15:33.450,Review drinks,Review drinks,Waiter-000003,
4964,2024-12-19 01:46:36.022,Prepare main course,Prepare main course,Cook-000003,
4964,2024-12-25 18:20:59.222,Signal food complete,Signal food complete,Cook-000001,
4964,2024-12-25 19:09:29.439,Bring food,Bring food,Cook helper-000001,
4964,2024-12-25 19:12:37.891,Deliver to customer,Deliver to customer,Waiter-000005,
4964,2024-12-25 19:16:39.211,EVENT 8 END,EVENT 8 END,,
4966,2024-12-09 19:30:00.000,Take order,Take order,Waiter-000003,
4966,2024-12-09 19:30:00.000,start,start,,
4966,2024-12-09 19:30:03.548,Review order,Review order,Waiter-000002,
4966,2024-12-09 19:30:21.325,Prepare starter,Prepare starter,Cook helper-000003,
4966,2024-12-09 19:30:21.325,prepare drinks,prepare drinks,Barman-000001,
4966,2024-12-09 19:37:40.683,Bring drinks,Bring drinks,Barman-000003,
4966,2024-12-09 19:38:16.421,Review drinks,Review drinks,Waiter-000005,
4966,2024-12-09 19:40:24.081,prepare drinks,prepare drinks,Barman-000002,
4966,2024-12-09 19:41:15.945,Bring drinks,Bring drinks,Barman-000001,
4966,2024-12-09 19:50:28.417,Review drinks,Review drinks,Waiter-000004,
4966,2024-12-19 18:14:53.530,Signal food complete,Signal food complete,Cook-000003,
4966,2024-12-19 18:50:36.874,Bring food,Bring food,Cook helper-000002,
4966,2024-12-19 18:52:17.906,Deliver to customer,Deliver to customer,Waiter-000005,
4966,2024-12-19 18:54:08.603,EVENT 8 END,EVENT 8 END,,
4967,2024-12-09 19:45:00.000,Take order,Take order,Waiter-000001,
4967,2024-12-09 19:45:00.000,start,start,,
4967,2024-12-09 19:46:09.640,Review order,Review order,Waiter-000003,
4967,2024-12-09 19:47:01.836,Prepare starter,Prepare starter,Cook helper-000002,
4967,2024-12-09 19:47:01.836,prepare drinks,prepare drinks,Barman-000003,
4967,2024-12-09 19:49:04.659,Bring drinks,Bring drinks,Barman-000002,
4967,2024-12-09 19:49:52.066,Review drinks,Review drinks,Waiter-000002,
4967,2024-12-19 18:15:50.372,Prepare main course,Prepare main course,Cook-000001,
4967,2024-12-25 18:25:00.355,Signal food complete,Signal food complete,Cook-000003,
4967,2024-12-25 18:34:00.597,Bring food,Bring food,Cook helper-000001,
4967,2024-12-25 18:47:51.147,Deliver to customer,Deliver to customer,Waiter-000002,
4967,2024-12-25 18:49:16.194,EVENT 8 END,EVENT 8 END,,
4968,2024-12-09 20:00:00.000,Take order,Take order,Waiter-000005,
4968,2024-12-09 20:00:00.000,start,start,,
4968,2024-12-09 20:00:25.242,Review order,Review order,Waiter-000001,
4968,2024-12-09 20:03:36.229,Prepare starter,Prepare starter,Cook helper-000001,
4968,2024-12-09 20:03:36.229,prepare drinks,prepare drinks,Barman-000003,
4968,2024-12-09 20:04:10.264,Bring drinks,Bring drinks,Barman-000002,
4968,2024-12-09 20:05:10.132,Review drinks,Review drinks,Waiter-000003,
4968,2024-12-09 20:05:21.320,prepare drinks,prepare drinks,Barman-000001,
4968,2024-12-09 20:05:57.964,Bring drinks,Bring drinks,Barman-000003,
4968,2024-12-09 20:15:56.093,Review drinks,Review drinks,Waiter-000004,
4968,2024-12-19 18:51:22.738,Prepare main course,Prepare main course,Cook-000003,
4968,2024-12-25 18:33:08.102,Signal food complete,Signal food complete,Cook-000002,
4968,2024-12-25 19:08:20.752,Bring food,Bring food,Cook helper-000002,
4968,2024-12-25 19:08:46.440,Deliver to customer,Deliver to customer,Waiter-000001,
4968,2024-12-25 19:12:36.360,EVENT 8 END,EVENT 8 END,,
4969,2024-12-09 20:15:00.000,Take order,Take order,Waiter-000002,
4969,2024-12-09 20:15:00.000,start,start,,
4969,2024-12-09 20:15:57.456,Review order,Review order,Waiter-000005,
4969,2024-12-09 20:16:17.075,prepare drinks,prepare drinks,Barman-000002,
4969,2024-12-09 20:25:17.448,Bring drinks,Bring drinks,Barman-000001,
4969,2024-12-09 20:28:46.346,Review drinks,Review drinks,Waiter-000002,
4969,2024-12-19 18:59:38.253,Prepare main course,Prepare main course,Cook-000003,
4969,2024-12-25 18:34:00.597,Signal food complete,Signal food complete,Cook-000003,
4969,2024-12-25 19:43:32.601,Bring food,Bring food,Cook helper-000003,
4969,2024-12-25 19:48:40.111,Deliver to customer,Deliver to customer,Waiter-000004,
4969,2024-12-25 19:48:43.370,EVENT 8 END,EVENT 8 END,,
497,2024-05-27 22:15:00.000,Take order,Take order,Waiter-000005,
497,2024-05-27 22:15:00.000,start,start,,
497,2024-05-27 22:15:04.430,Review order,Review order,Waiter-000001,
497,2024-05-27 22:15:10.742,prepare drinks,prepare drinks,Barman-000002,
497,2024-05-27 22:19:54.092,Bring drinks,Bring drinks,Barman-000003,
497,2024-05-27 22:20:24.770,Review drinks,Review drinks,Waiter-000002,
497,2024-05-27 22:21:56.807,prepare drinks,prepare drinks,Barman-000001,
497,2024-05-27 22:22:29.871,Bring drinks,Bring drinks,Barman-000002,
497,2024-05-27 22:30:15.557,Review drinks,Review drinks,Waiter-000004,
497,2024-05-27 22:32:24.769,prepare drinks,prepare drinks,Barman-000003,
497,2024-05-27 22:35:18.144,Bring drinks,Bring drinks,Barman-000002,
497,2024-05-27 22:35:44.645,Review drinks,Review drinks,Waiter-000002,
497,2024-05-28 21:05:55.950,Prepare main course,Prepare main course,Cook-000002,
497,2024-05-29 20:59:47.744,Signal food complete,Signal food complete,Cook-000001,
497,2024-05-29 21:03:36.063,Bring food,Bring food,Cook helper-000003,
497,2024-05-29 21:03:41.275,Deliver to customer,Deliver to customer,Waiter-000005,
